Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Averagemmd_entropy	Stdmmd_entropy	Maxmmd_entropy	Minmmd_entropy	AverageQ_penalty	StdQ_penalty	MaxQ_penalty	MinQ_penalty	Time	$\alpha$
1	-316.7453	22.54939	-298.4803	-355.36652	75.89322	173.7165	425.0126	-85.20799	1000.0	1000.0	3999	3.5315626	4.0130363	33.926323	-10.109428	3.5316205	4.0130205	32.41542	-7.097297	-4.5874925	0.44749564	1.7155828	0.5888671	4.017928	0.22347496	2.3277552	0.8705055	3.6686907	2.1442625e-07	71.33953738212585	0.0
2	-335.55054	57.38453	-273.61258	-423.3867	15.949158	115.09994	157.12726	-243.23186	1000.0	1000.0	7999	19.15131	7.2211742	64.44624	1.0856205	19.150944	7.222259	64.398766	0.63978624	-20.55667	1.0661491	1.8939497	0.14530465	2.3132122	1.4531014	3.2072294	0.15186816	3.749891	2.7084296	158.1223909854889	0.0
3	-124.63191	218.46254	110.918785	-376.2274	192.68457	45.880753	256.33072	126.713745	1000.0	1000.0	11999	35.113163	9.735031	99.18969	11.767179	35.11301	9.734799	99.00335	10.967521	-36.37372	1.9125837	2.0186605	0.12237761	2.4609637	1.633508	3.1962657	0.28847897	3.9266608	2.3895288	246.49593901634216	0.0
4	204.1062	30.702213	234.0815	160.39839	189.83821	192.02838	440.342	-288.69193	1000.0	1000.0	15999	40.685585	11.001	110.98004	9.501631	40.68538	11.002434	109.71858	7.7510967	-41.36463	2.7211123	1.9079871	0.10317027	2.2359428	1.530752	2.529247	0.1370693	3.0406017	2.089592	338.6894714832306	0.0
5	307.8073	83.85991	417.03247	193.06491	237.59595	183.59091	412.16525	-107.10741	1000.0	1000.0	19999	41.7149	11.749035	114.43355	3.4842176	41.71496	11.74924	112.93675	9.155977	-42.26488	2.883176	1.8774253	0.10039457	2.2673118	1.4925678	2.4224215	0.118854545	2.9807527	2.016316	431.26297760009766	0.0
6	364.90164	85.799484	476.47968	246.96689	400.54932	208.31152	522.3067	-211.08882	1000.0	1000.0	23999	42.48557	11.704171	106.62763	8.481764	42.485664	11.704344	108.19994	9.18426	-42.983555	2.9366093	1.8340039	0.09774574	2.2064536	1.5226566	2.3841689	0.11065708	2.7827196	2.026146	523.6078567504883	0.0
7	495.1948	36.45676	546.95404	446.30127	263.03204	195.19293	436.94946	-201.15701	1000.0	1000.0	27999	43.55715	11.823735	103.211	11.84425	43.557236	11.823798	103.24516	11.630629	-44.018337	2.7989335	1.781636	0.09683894	2.1685176	1.4359024	2.3913012	0.11137294	2.7860754	2.0008543	617.296587228775	0.0
8	496.0196	47.87059	566.99677	435.32834	459.48102	134.61111	656.1322	167.67233	1000.0	1000.0	31999	44.808765	11.696223	101.09547	16.490593	44.808716	11.696468	102.00066	17.244904	-45.227478	2.7165952	1.7292621	0.095921256	2.1555986	1.3607128	2.3770015	0.111184895	2.7666454	2.031991	715.9968807697296	0.0
9	368.1045	279.06317	587.2589	-108.57031	329.2412	192.44412	490.80453	-193.72598	1000.0	1000.0	35999	46.13136	11.252894	100.84533	19.23077	46.131325	11.252639	100.842476	19.853266	-46.508934	2.833656	1.674301	0.09429949	1.9933668	1.3033459	2.3596015	0.10943027	2.7182732	1.9641861	807.8364446163177	0.0
10	521.36224	55.51294	598.89825	454.79782	554.4298	76.35745	662.4714	393.5506	1000.0	1000.0	39999	47.226006	10.3726225	100.950195	17.681038	47.22592	10.372681	101.3698	20.403868	-47.585022	2.8519826	1.6321855	0.09133206	1.9111536	1.314216	2.372943	0.11305804	2.9073248	2.000337	901.5174195766449	0.0
