Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	Q1Vals	Q2Vals	LossPi	LossQ	Averagemmd_entropy	Stdmmd_entropy	Maxmmd_entropy	Minmmd_entropy	$\alpha$	Stdalpha	Maxalpha	Minalpha	Time
1	-354.20538	23.476156	-324.5562	-389.94855	999.7626	3.5795085	1006.23816	994.72064	1000.0	1000.0	3999	1.7424592	1.7430184	-2.2253768	0.44661152	0.26018226	0.018385608	0.30426073	0.21500017	1.0684872	0.1633586	1.453369	0.83028287	78.29392194747925
2	-337.92557	61.90835	-288.10452	-443.74414	1011.1361	12.192688	1030.2297	990.23676	1000.0	1000.0	7999	10.982375	10.982641	-11.599283	0.98620045	0.27257013	0.009308605	0.30964038	0.24137892	1.1781262	0.08939652	1.3098214	1.0287035	177.630291223526
3	330.52466	660.20074	991.0803	-365.14713	987.9945	3.646203	996.4901	981.62506	1000.0	1000.0	11999	20.590616	20.590624	-21.155594	1.314499	0.28946233	0.010821839	0.34051308	0.25652477	1.2093555	0.031325262	1.3101563	1.16443	278.58882546424866
4	987.0726	4.2430058	991.98047	980.8052	991.28955	6.0138607	1000.87787	983.5691	1000.0	1000.0	15999	28.78832	28.78835	-28.996597	0.8503403	0.29537702	0.011878382	0.33942255	0.25620112	1.2476674	0.025849832	1.3035251	1.1985213	380.688440322876
5	989.9945	7.5009923	997.90045	978.2975	985.4791	5.1755424	992.156	975.5501	1000.0	1000.0	19999	35.553524	35.553394	-35.56414	0.75983095	0.30938256	0.011779254	0.3535615	0.2668974	1.197685	0.0321268	1.3048592	1.0950023	483.30669236183167
6	996.6263	10.935031	1012.14465	981.4572	994.70575	7.707629	1009.08984	980.7364	1000.0	1000.0	23999	41.63156	41.631416	-41.53772	0.7419203	0.31010005	0.0115431035	0.35570073	0.2731016	1.1986226	0.02507342	1.2701179	1.1451099	586.1727142333984
7	993.69995	12.076882	1012.1317	978.34906	990.3574	5.51015	1002.3927	983.2896	1000.0	1000.0	27999	47.136944	47.137047	-46.96409	0.72070485	0.30993816	0.01119961	0.3536687	0.27266824	1.2265881	0.017938484	1.2900672	1.1908821	689.0966217517853
8	1003.25	3.3759747	1008.2868	998.7737	983.1486	3.252666	988.33514	977.0407	1000.0	1000.0	31999	51.8512	51.851295	-51.6288	0.7160006	0.30985034	0.011848148	0.35989675	0.27173805	1.2159405	0.029957505	1.2967212	1.1186736	791.8062481880188
9	1002.4294	15.214085	1021.1279	980.4443	985.2106	5.6575446	993.2701	976.27136	1000.0	1000.0	35999	56.26645	56.266445	-56.021305	0.6869592	0.30995476	0.012184121	0.35846362	0.27385572	1.1664783	0.029496498	1.2460672	1.0870878	894.433305978775
10	1000.71094	6.2306232	1008.7236	991.63855	994.0742	3.9762812	999.99146	985.31146	1000.0	1000.0	39999	60.188873	60.189007	-59.94	0.66082495	0.30988178	0.013741467	0.3724258	0.2677349	1.1149436	0.05052403	1.2686764	1.0318085	996.9242157936096
11	1004.29425	1.3614051	1006.43066	1003.05273	990.86633	3.3111954	994.9407	984.6975	1000.0	1000.0	43999	63.68436	63.6843	-63.43007	0.6455219	0.30985576	0.014583994	0.37513223	0.26707602	1.1157439	0.034150146	1.199881	1.0368507	1093.3079872131348
12	1008.1932	3.6723144	1012.9578	1003.08325	993.56433	10.721436	1016.04987	979.64294	1000.0	1000.0	47999	66.90385	66.90382	-66.63775	0.6391634	0.31010216	0.016310247	0.40848047	0.26385266	1.0853395	0.036801673	1.2103469	1.004674	1178.719218969345
13	1003.74243	9.125198	1011.5714	988.461	979.8877	2.3006146	982.3861	975.7721	1000.0	1000.0	51999	69.62299	69.62303	-69.35622	0.6392042	0.31003082	0.017240932	0.38958725	0.26620063	1.0596614	0.042715833	1.161464	0.9682021	1276.3963503837585
14	1015.45496	20.76347	1047.2863	991.2845	999.8141	6.507564	1012.9242	988.96454	1000.0	1000.0	55999	72.116	72.11613	-71.84841	0.6059643	0.30961195	0.017378798	0.40483728	0.25312096	1.0455983	0.04452064	1.1981478	0.9593672	1377.9119353294373
15	1010.3877	12.66735	1032.0505	1000.6163	993.80176	5.27515	1001.49	986.29846	1000.0	1000.0	59999	74.28594	74.285934	-74.01522	0.5965292	0.3099967	0.017590944	0.3910148	0.2625673	1.0139656	0.04362175	1.1370974	0.9184717	1480.4146432876587
16	1013.0939	7.3018627	1023.7081	1006.24084	999.6172	6.679737	1010.2198	984.8203	1000.0	1000.0	63999	76.14615	76.14608	-75.876366	0.605173	0.30986097	0.020510495	0.4127938	0.26082447	0.99393886	0.04923071	1.1302992	0.9050986	1582.2552585601807
17	1025.7095	12.157119	1040.4346	1011.9448	1021.7409	29.536945	1070.3984	985.68005	1000.0	1000.0	67999	77.796326	77.79645	-77.522514	0.6018531	0.3099273	0.020192405	0.42190382	0.25750992	0.9989452	0.05483504	1.1661785	0.90003484	1685.0282018184662
18	1033.4961	17.06345	1055.2015	1010.1774	988.9308	3.6227427	995.88666	983.64984	1000.0	1000.0	71999	79.36029	79.3603	-79.086	0.5916404	0.31083348	0.021733314	0.46367028	0.25036404	0.9915027	0.057961266	1.1846322	0.90084475	1786.6320650577545
19	1031.701	12.602883	1050.2306	1019.4244	1026.9392	10.858198	1039.2623	1000.24634	1000.0	1000.0	75999	80.61315	80.61325	-80.32986	0.60200393	0.30932075	0.024116103	0.42247814	0.25543785	1.0315207	0.059695173	1.2036682	0.9281188	1889.0349295139313
20	1040.6936	7.5092807	1047.4982	1028.064	1005.1585	5.7396264	1012.3731	996.42395	1000.0	1000.0	79999	82.00954	82.00947	-81.72509	0.5759911	0.30968496	0.021202043	0.4217252	0.26261726	1.0391799	0.06826035	1.2090667	0.8892773	1990.9729433059692
21	1039.6276	22.585602	1078.1069	1020.853	993.3319	2.5023396	996.6382	988.61365	1000.0	1000.0	83999	83.28323	83.28324	-82.99387	0.57029265	0.31048718	0.022587636	0.4008899	0.259161	1.0464119	0.05088799	1.162131	0.91712457	2093.3720757961273
22	1052.1334	35.11782	1074.7311	991.38104	990.08936	8.984069	1007.29974	977.98676	1000.0	1000.0	87999	84.3445	84.34452	-84.06123	0.56390136	0.30984852	0.023248175	0.42750466	0.2522926	1.0027761	0.04894245	1.110877	0.89745903	2195.5477232933044
23	1044.7112	20.382006	1071.4384	1017.3283	1034.9231	24.369825	1069.2113	1007.9034	1000.0	1000.0	91999	85.4057	85.40577	-85.121826	0.5765682	0.31018198	0.027157579	0.4894259	0.25195786	1.0364567	0.057187993	1.1874744	0.9187005	2298.4010531902313
