Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Averagemmd_entropy	Stdmmd_entropy	Maxmmd_entropy	Minmmd_entropy	AverageQ_penalty	StdQ_penalty	MaxQ_penalty	MinQ_penalty	Time	$\alpha$
1	-327.42966	71.047226	-231.14172	-428.17496	986.34344	2.024924	991.0076	983.185	1000.0	1000.0	3999	2.092638	2.9663618	17.752983	-16.048128	2.0926895	2.967093	18.357347	-16.430756	-2.6106238	0.46822974	0.26858023	0.026234353	0.35020217	0.21670668	2.374839	0.8847652	3.609079	2.1885343e-07	74.39116311073303	1.2
2	-382.33432	14.50041	-364.96875	-400.85782	989.7643	1.8527583	993.2312	986.93396	1000.0	1000.0	7999	11.95623	4.507475	35.506744	-16.59337	11.956463	4.508534	35.65638	-16.803364	-12.609401	0.8581931	0.2997791	0.010951714	0.35337263	0.26424542	3.451479	0.1542741	4.140303	2.9021993	162.4536316394806	1.2
3	317.9682	669.46313	992.77637	-366.57635	996.52686	2.2132773	1000.28906	992.26715	1000.0	1000.0	11999	20.966038	4.3735313	45.342464	-10.676291	20.96592	4.374279	45.301353	-11.574981	-21.516203	1.1098267	0.28568774	0.010018737	0.32422537	0.25493893	3.4940379	0.16884293	4.061183	2.9179964	265.89197540283203	1.2
4	997.44965	17.271063	1022.65063	978.1714	998.59875	2.8425717	1003.81354	993.4385	1000.0	1000.0	15999	28.549507	4.3245583	51.30852	-4.1337256	28.54952	4.3242283	50.480312	-3.5074263	-28.784527	0.7392841	0.2856875	0.009309114	0.3251902	0.25636393	3.0869205	0.1874469	3.8465059	2.517084	374.07004570961	1.2
5	1020.0222	11.514764	1033.989	1006.7615	1019.23535	12.55751	1043.7487	1002.0634	1000.0	1000.0	19999	35.105507	5.543719	56.22909	2.8523464	35.105503	5.544109	56.561802	2.5095725	-35.15153	0.68501085	0.2853864	0.009073948	0.3195464	0.25484726	2.8503754	0.14186566	3.5116649	2.385685	475.5205750465393	1.2
6	1007.3076	5.171931	1014.66077	1000.0383	997.6774	7.676721	1008.67236	984.3423	1000.0	1000.0	23999	41.488705	8.105262	61.044384	3.7456756	41.488754	8.104879	61.702045	5.665943	-41.427616	0.6719429	0.28951338	0.009301212	0.32504132	0.25985646	2.7789276	0.13585702	3.228659	2.30512	576.0836479663849	1.2
7	1003.23334	7.1104183	1009.5728	991.166	983.4313	7.823638	1004.44275	976.609	1000.0	1000.0	27999	47.33135	10.877759	67.02233	2.1055229	47.331413	10.877745	67.078445	3.0969243	-47.20031	0.66295767	0.28728554	0.009714004	0.32099655	0.25729412	2.6721377	0.14336948	3.2425914	2.2315655	677.9674100875854	1.2
8	1006.63354	5.252054	1014.2167	1001.42126	1010.4995	8.015886	1019.2508	993.5348	1000.0	1000.0	31999	52.540733	13.292265	74.659454	3.9893155	52.540844	13.29217	74.86145	3.243188	-52.358826	0.6727883	0.28391063	0.009264206	0.3195315	0.25319725	2.5702734	0.13148528	3.1020715	2.1384192	774.7685849666595	1.2
9	1007.4417	7.394125	1016.3536	999.8659	1001.8797	5.290641	1014.0742	995.5865	1000.0	1000.0	35999	57.16711	15.385385	79.54811	1.9880558	57.167114	15.385191	78.97088	2.0101204	-56.946144	0.672268	0.28944618	0.01095887	0.3345065	0.2528882	2.5807729	0.15603787	3.1784809	2.1154726	868.9678874015808	1.2
10	1021.4185	15.364777	1048.0149	1011.7125	993.97687	4.4274325	999.1088	982.77374	1000.0	1000.0	39999	61.18182	17.350498	82.83732	2.8799934	61.18191	17.350368	82.65321	2.4056687	-60.93608	0.67236394	0.28561002	0.010975689	0.33114973	0.24975383	2.48474	0.1589272	3.1808379	1.9344344	969.7834432125092	1.2
