Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Averagemmd_entropy	Stdmmd_entropy	Maxmmd_entropy	Minmmd_entropy	Averagealpha	Stdalpha	Maxalpha	Minalpha	Time
13	79263.01	5272.4155	86549.195	72761.516	110168.5	10474.773	126643.555	88491.664	1000.0	1000.0	51999	321.20953	91.83478	503.0024	109.07273	321.20917	91.83612	506.67035	111.29032	-318.68417	45.272366	2.0650244	0.074641205	2.309148	1.7962571	0.006737358	1.242965e-06	0.0067406497	0.0067328983	2376.8420827388763
14	90386.99	11557.691	108114.016	77190.57	93329.805	17141.475	127874.52	69423.2	1000.0	1000.0	55999	331.65747	92.37389	524.91376	120.93496	331.65723	92.37346	522.16284	120.798454	-329.27032	49.634563	2.280649	0.12775862	2.7522595	2.0204084	0.006737489	1.1604452e-06	0.0067405174	0.0067334115	2561.6118977069855
15	107813.8	17896.857	131009.48	81005.86	105663.766	13422.5	131968.16	87536.14	1000.0	1000.0	59999	345.378	96.92154	535.3719	125.95544	345.37836	96.92277	532.82227	125.19109	-342.79263	52.56522	2.2846522	0.10006935	2.6378462	2.0019655	0.0067374515	1.228405e-06	0.006740653	0.006733248	2746.5691096782684
16	93231.23	11364.477	104308.23	76756.34	103809.28	14689.256	127100.21	82083.84	1000.0	1000.0	63999	353.98087	95.76032	562.2742	128.82648	353.98032	95.76257	563.6867	127.11966	-351.24548	53.662117	2.2602375	0.087723225	2.5399284	1.9450144	0.006737485	1.1652855e-06	0.00674073	0.006733582	2931.892043352127
17	107027.45	12119.853	119490.58	86960.69	105409.45	14011.876	141834.39	89302.12	1000.0	1000.0	67999	362.67557	94.24412	581.2937	142.50157	362.67532	94.24499	581.99255	145.20528	-359.92932	55.90873	2.278795	0.08636972	2.6577382	2.0293205	0.0067375326	1.0232767e-06	0.0067404723	0.0067341053	3117.792571783066
18	92807.71	7576.23	105713.945	86513.61	117620.45	17343.982	146153.64	93797.35	1000.0	1000.0	71999	369.9284	94.7145	595.53375	151.40492	369.9282	94.714485	598.4047	151.82999	-367.03625	56.401142	2.2385514	0.07014706	2.5307662	2.0428743	0.0067374534	1.1564646e-06	0.00674081	0.006733261	3303.3234288692474
19	94158.72	2770.8489	97862.13	91405.7	96161.33	19584.266	136075.97	72775.586	1000.0	1000.0	75999	378.74155	97.36294	615.2914	157.53413	378.74185	97.36234	616.1248	159.154	-375.98895	60.101254	2.4272714	0.11279787	2.7438452	2.1068254	0.006737597	1.0845388e-06	0.0067404723	0.006733633	3488.3174748420715
20	129512.83	5818.2827	134637.02	119679.2	124568.664	12834.071	141995.02	108068.96	1000.0	1000.0	79999	389.55783	100.7065	621.9018	159.94711	389.55743	100.70652	618.92224	159.62637	-386.59393	60.98788	2.3311129	0.0707244	2.579985	2.1367955	0.0067375135	1.1396603e-06	0.006740627	0.006733691	3672.4517233371735
21	128349.87	8878.027	140084.22	116024.91	121394.25	11558.079	134737.83	99155.04	1000.0	1000.0	83999	395.56152	100.15657	608.42334	167.17307	395.561	100.15874	606.65875	168.62732	-392.5491	60.94515	2.247068	0.06321013	2.4661667	2.0596933	0.006737445	1.2009956e-06	0.0067405244	0.006733505	3857.8941793441772
22	119138.555	22013.836	134826.6	81266.18	113063.164	23364.088	149628.48	76633.99	1000.0	1000.0	87999	401.36673	99.01981	604.4966	174.54881	401.36636	99.01944	609.4271	175.45851	-398.31543	59.930412	2.233232	0.06502753	2.4739625	2.0256853	0.006737444	1.1783493e-06	0.006740514	0.0067333896	4043.372353076935
23	121243.76	12728.782	131693.1	99492.984	121132.414	25148.51	145571.86	72413.28	1000.0	1000.0	91999	407.15515	100.58587	609.4183	173.15594	407.15533	100.58708	609.7117	172.04834	-404.14523	61.53201	2.279928	0.08198938	2.585891	2.0871642	0.0067374953	1.1882192e-06	0.0067411894	0.0067322142	4228.079965591431
24	128590.87	13717.898	148490.97	109927.445	122295.016	18865.67	143193.94	75075.23	1000.0	1000.0	95999	414.5417	102.55663	615.4331	174.72493	414.54135	102.556854	613.11584	170.86737	-411.40668	63.850334	2.2724223	0.06411962	2.5444152	2.0852606	0.006737482	1.1955077e-06	0.006740775	0.0067330487	4413.796024560928
25	127364.74	16597.73	145028.6	100254.914	124922.95	24272.926	148115.03	74456.93	1000.0	1000.0	99999	420.7147	103.2858	618.3203	177.06917	420.71527	103.28453	619.6772	178.35019	-417.56375	63.33126	2.3045554	0.062571056	2.5491402	2.1041946	0.0067375135	1.1328304e-06	0.006740588	0.0067336108	4598.1779980659485
26	116432.27	19438.893	148966.44	98718.04	137831.16	15080.843	151666.33	107767.086	1000.0	1000.0	103999	428.37195	104.95314	627.7781	181.27022	428.37204	104.95306	633.21936	182.67851	-425.2316	64.05382	2.300728	0.059729174	2.5551348	2.0989225	0.0067374967	1.1824941e-06	0.0067405566	0.00673373	4782.944997310638
27	125659.01	15200.289	146469.58	103550.71	144033.48	9836.869	151550.66	117994.52	1000.0	1000.0	107999	435.13248	106.10702	633.808	179.5627	435.13327	106.10613	636.17926	182.06311	-431.93463	65.60003	2.3196616	0.06571731	2.570734	2.120582	0.0067375093	1.1850691e-06	0.0067406045	0.006733136	4968.267952442169
28	133441.39	9642.821	144324.36	121161.62	131586.86	15470.825	151945.83	102187.37	1000.0	1000.0	111999	443.13843	107.377594	643.9812	180.63385	443.13797	107.37797	642.97894	181.00221	-439.929	64.311516	2.3588538	0.080369964	2.6259305	2.1457796	0.0067375125	1.2080008e-06	0.006741154	0.00673329	5154.13857126236
29	131661.95	7479.3633	139901.83	121012.99	133859.4	14133.844	150020.0	106900.47	1000.0	1000.0	115999	448.7838	108.352264	645.14667	184.63518	448.78363	108.352875	645.591	183.79509	-445.4691	63.9805	2.2811098	0.06381331	2.4786003	2.062376	0.0067375023	1.1301231e-06	0.006740621	0.0067336014	5338.998227596283
30	139119.39	4096.357	143953.67	134951.95	136842.55	14501.471	150475.89	106065.81	1000.0	1000.0	119999	453.85464	108.192566	636.7093	187.36914	453.85468	108.19361	635.3956	185.62297	-450.54764	64.280914	2.2899747	0.055036996	2.5108528	2.111657	0.0067374944	1.1735892e-06	0.0067404406	0.0067339446	5523.797488451004
31	135716.53	15102.212	146513.78	109863.586	139072.28	15308.753	151004.36	107025.695	1000.0	1000.0	123999	460.39807	109.20558	632.14996	188.4265	460.39804	109.20644	632.2743	185.04361	-457.09576	64.82149	2.3329782	0.05873266	2.5817232	2.1570027	0.006737538	1.087912e-06	0.006740495	0.006734041	5709.692089557648
32	134598.7	18448.81	148974.52	102907.27	142190.72	22749.979	156654.78	84100.14	1000.0	1000.0	127999	466.91895	108.56827	643.11237	185.69162	466.91864	108.569466	641.7818	184.82718	-463.49442	65.46868	2.3123162	0.061946824	2.513467	2.102499	0.006737509	1.1556847e-06	0.006740695	0.0067334278	5894.631209373474
33	127985.69	17575.057	146953.45	100209.27	150774.84	2758.5198	154183.88	143724.73	1000.0	1000.0	131999	472.12836	108.48533	644.6701	166.68166	472.12927	108.48284	647.8817	164.6528	-468.7405	66.55864	2.357523	0.06640216	2.595202	2.0916	0.006737544	1.1021756e-06	0.0067405594	0.0067339386	6080.155157089233
34	142820.1	4585.366	149531.75	136638.89	149121.75	11456.417	154662.23	114945.914	1000.0	1000.0	135999	479.7306	108.53104	646.40265	158.87457	479.7304	108.53185	650.21155	164.40207	-476.31226	66.01486	2.4031818	0.056286465	2.6015148	2.198969	0.0067376164	9.849647e-07	0.0067407205	0.0067333956	6265.045787572861
35	138151.28	9989.821	147648.08	122038.91	144082.89	11557.932	153331.2	115877.74	1000.0	1000.0	139999	485.41837	108.57019	660.7467	162.28203	485.41888	108.567856	655.5433	163.1712	-481.91806	66.985886	2.3573809	0.05694437	2.6287816	2.140346	0.006737544	1.0829513e-06	0.0067406045	0.006733887	6450.571409225464
36	143876.14	3633.8933	146953.62	137914.17	150136.69	9815.858	157302.47	123318.25	1000.0	1000.0	143999	491.38043	108.22148	657.01166	159.98883	491.38025	108.221054	660.73987	156.61688	-487.94443	66.97032	2.3776948	0.060073365	2.6078944	2.168406	0.0067375517	1.1214833e-06	0.006741058	0.006733479	6635.6916489601135
37	140983.06	7852.942	147920.0	127652.98	145278.66	9117.617	154899.39	132573.67	1000.0	1000.0	147999	496.7911	108.16826	665.98236	158.71869	496.79196	108.1671	663.0437	159.54906	-493.30225	65.29298	2.3463964	0.056309037	2.5279994	2.1515577	0.0067375116	1.1725947e-06	0.0067405277	0.006733774	6820.551443815231
38	146646.03	4086.8164	151189.2	141786.33	150871.7	6395.8877	155501.77	132189.28	1000.0	1000.0	151999	503.24887	107.88147	663.914	157.61288	503.24957	107.879326	661.0204	159.3555	-499.7863	65.06189	2.3973694	0.060171682	2.608348	2.208854	0.0067375717	1.0852718e-06	0.006740627	0.0067330617	7005.677405834198
39	133082.89	16145.48	151609.02	110138.08	146298.97	15330.917	155707.75	104246.73	1000.0	1000.0	155999	509.06903	107.53064	661.4465	152.72505	509.0695	107.52903	664.14105	153.56107	-505.54126	62.861103	2.3553238	0.06764766	2.6243823	2.152544	0.0067375805	1.0528624e-06	0.006740537	0.0067329593	7190.466321229935
40	143463.88	5912.453	148548.05	133827.81	131533.94	22390.79	154771.33	83686.27	1000.0	1000.0	159999	512.0308	107.85118	689.0694	165.26122	512.0315	107.85155	681.67065	164.34042	-508.48825	63.78988	2.3481739	0.054477885	2.554686	2.179215	0.0067375572	1.1064581e-06	0.0067413505	0.006732526	7375.338159561157
41	145387.2	2996.1797	149384.4	141159.38	139505.34	18719.684	158134.58	109322.37	1000.0	1000.0	163999	516.2065	107.113625	684.8519	163.51804	516.2075	107.111824	684.5815	163.74756	-512.65204	62.45944	2.320593	0.05990137	2.5608025	2.0941207	0.0067374795	1.1844468e-06	0.0067404537	0.0067337137	7559.82675743103
42	148894.75	3772.4224	153558.62	143955.84	156363.67	2012.9723	159725.77	152187.58	1000.0	1000.0	167999	519.8412	107.20269	684.4239	168.16039	519.8416	107.200935	689.0465	171.33243	-516.3003	63.357613	2.344213	0.060769953	2.5697663	2.1622753	0.0067374976	1.1814672e-06	0.006740466	0.0067337556	7745.031009674072
43	145747.05	5666.4365	151662.64	136762.77	152575.14	8669.6875	157272.22	126721.64	1000.0	1000.0	171999	525.2677	107.254875	690.33264	171.10606	525.26825	107.25185	686.4814	165.53377	-521.75446	62.01489	2.3571792	0.060415953	2.5618412	2.1687331	0.006737537	1.1226882e-06	0.006740431	0.006733858	7930.174465417862
44	132358.22	11072.391	149484.36	119580.79	147647.1	9045.8	158832.73	136000.03	1000.0	1000.0	175999	528.837	107.82838	689.4345	173.35829	528.83734	107.8252	683.03986	179.10431	-525.2333	61.983524	2.324155	0.06973149	2.6083646	2.1197689	0.0067375214	1.1427961e-06	0.006740492	0.006733707	8113.689489126205
45	138407.33	11170.805	152909.66	121668.266	151743.27	4613.798	156743.28	138528.28	1000.0	1000.0	179999	529.85547	107.91991	683.99963	171.28276	529.85657	107.91752	681.55066	175.68918	-526.2716	62.934204	2.2861362	0.062400177	2.5147643	2.0939732	0.0067375354	1.0688851e-06	0.006740862	0.006733672	8297.889732837677
46	133933.14	12385.091	151520.61	118181.06	156081.39	847.9402	157749.97	154818.73	1000.0	1000.0	183999	531.8775	108.45549	683.86273	171.59654	531.8778	108.45446	681.9627	168.0575	-528.24774	62.98934	2.304125	0.05528491	2.5405712	2.1284716	0.006737485	1.2061678e-06	0.0067411186	0.0067325514	8482.369723081589
47	140390.67	14030.716	153261.44	118704.99	155379.95	2371.161	157579.78	150029.72	1000.0	1000.0	187999	533.65247	108.96264	679.183	183.42856	533.65314	108.96215	681.6665	184.65172	-530.0312	63.69417	2.321435	0.061154313	2.583791	2.1270607	0.0067375037	1.1576848e-06	0.0067409095	0.006733672	8666.30440235138
48	148028.7	4387.0576	150824.11	140444.31	147217.4	18057.45	156517.3	94389.69	1000.0	1000.0	191999	537.1456	109.47717	683.9304	186.54776	537.1457	109.475586	684.6629	187.66682	-533.5427	64.02426	2.3357499	0.06295774	2.555372	2.1242864	0.0067375423	1.1210761e-06	0.0067405174	0.00673381	8850.400391340256
49	146289.89	4393.8696	150669.88	138970.89	157472.62	2345.8894	159490.75	150784.56	1000.0	1000.0	195999	540.5053	110.2863	689.1803	187.95805	540.5056	110.286194	691.18317	189.34882	-536.8496	63.992844	2.3272617	0.05859246	2.5405314	2.153273	0.0067375	1.1722332e-06	0.006740431	0.006733955	9035.273785352707
50	153198.6	1459.893	154534.7	150867.16	149734.67	1822.0538	152178.16	145344.28	1000.0	1000.0	199999	543.62537	109.6413	688.2153	175.6398	543.62604	109.63973	693.484	182.2363	-539.97504	64.08731	2.3460298	0.056639638	2.569041	2.1672146	0.006737517	1.1441433e-06	0.0067405305	0.0067339255	9220.247770309448
51	151838.4	3314.328	154909.66	146540.77	147889.45	25524.559	157297.31	71353.65	1000.0	1000.0	203999	549.63385	109.42949	694.3371	178.81317	549.63434	109.42807	695.6054	178.79524	-546.0513	63.4178	2.429882	0.061303537	2.6635964	2.2319033	0.0067375754	1.107799e-06	0.0067409645	0.006733216	9404.92763543129
52	148804.98	5052.8413	155603.03	141375.52	156756.7	2130.8416	158355.86	150622.1	1000.0	1000.0	207999	553.80914	108.49228	694.4693	181.54448	553.8086	108.49307	690.54266	179.88632	-550.13635	63.19127	2.3411546	0.052273188	2.5148582	2.1791842	0.006737532	1.1126141e-06	0.006740492	0.0067339065	9588.918961763382
53	151354.06	2281.2231	154820.23	149065.4	150354.19	15520.02	157430.67	104152.805	1000.0	1000.0	211999	557.1696	106.90705	701.35736	177.9948	557.16986	106.905815	713.5748	179.73384	-553.4934	62.6283	2.3481202	0.062037714	2.5658078	2.147776	0.006737511	1.1612177e-06	0.0067405403	0.006733759	9773.679894208908
54	147684.34	2791.7737	151243.67	143798.34	154640.47	10158.241	159067.66	124235.64	1000.0	1000.0	215999	559.05334	105.82869	759.58777	186.84776	559.0539	105.82744	766.90375	183.81589	-555.389	63.12603	2.3154147	0.05446811	2.5461545	2.144267	0.006737501	1.1339025e-06	0.0067405305	0.006733845	9958.913346529007
55	123807.55	18527.426	151654.0	105848.83	83603.16	33835.992	149771.19	53116.598	1000.0	1000.0	219999	567.423	106.56123	992.4086	184.4331	567.4237	106.55908	1011.07886	189.08739	-563.94586	74.39669	2.575069	0.093822405	2.9362648	2.2576334	0.006737649	1.1404585e-06	0.0067411093	0.006733672	10148.596070289612
56	105595.664	10580.363	122789.17	93984.16	110352.3	23660.982	134229.17	49552.418	1000.0	1000.0	223999	577.23334	106.113335	982.3228	197.96689	577.2333	106.11494	993.6815	193.26501	-573.5006	81.960785	2.476141	0.070688866	2.8301146	2.2587838	0.006737583	1.1508864e-06	0.006741164	0.0067334115	10334.844046831131
57	99560.055	37554.54	146746.17	44126.082	144280.97	7299.5723	152989.02	127819.305	1000.0	1000.0	227999	579.9003	101.28093	932.332	202.66444	579.9014	101.27976	927.2349	210.74919	-576.0946	77.783844	2.4427118	0.06554703	2.6671042	2.2656822	0.006737571	1.203233e-06	0.006741196	0.0067328853	10520.552008152008
58	145599.75	956.72943	146871.12	144247.34	157172.11	1982.4521	158403.38	151454.48	1000.0	1000.0	231999	580.7819	97.93766	897.53046	217.30354	580.7827	97.93287	897.74164	214.84886	-577.0231	72.405266	2.4115736	0.061668936	2.5992587	2.2213078	0.0067376015	1.0656177e-06	0.006741135	0.0067332415	10707.469623327255
59	135429.95	18706.895	152293.58	104855.98	156487.72	1385.1178	158523.69	153363.0	1000.0	1000.0	235999	581.3371	97.45825	827.5905	216.39604	581.3375	97.45564	831.2623	221.03877	-577.614	67.92071	2.3660223	0.06351066	2.6198025	2.16741	0.0067375624	1.0888199e-06	0.006740466	0.0067337556	10893.880686759949
60	151834.67	940.4159	153202.17	150716.84	156277.6	3385.3718	158527.45	146436.06	1000.0	1000.0	239999	580.3874	97.72778	748.03754	214.38722	580.3883	97.72668	748.1524	214.1874	-576.67126	65.16016	2.3237357	0.051059343	2.488502	2.175419	0.0067375037	1.1472575e-06	0.0067405566	0.0067336652	11081.404710292816
61	145644.8	5931.7793	151891.03	139050.73	149012.66	15805.231	158477.03	112523.79	1000.0	1000.0	243999	579.0622	98.36279	693.37213	204.98611	579.0618	98.3634	695.0428	201.73088	-575.3417	61.973038	2.2963831	0.049177427	2.461621	2.1311593	0.006737439	1.2551902e-06	0.0067405463	0.006733768	11268.418559789658
62	135587.44	31558.262	154789.95	80939.05	158054.69	951.26373	159241.95	155644.39	1000.0	1000.0	247999	577.9157	99.74912	695.5607	205.77176	577.91614	99.74784	696.1583	199.42834	-574.2111	60.950813	2.3004522	0.050474063	2.473032	2.1160827	0.006737485	1.1879015e-06	0.0067404793	0.0067338133	11454.207986831665
63	151351.8	1317.7217	153463.5	149839.52	158855.81	635.6425	159723.81	157593.17	1000.0	1000.0	251999	577.67926	101.98999	693.4838	201.78194	577.67993	101.987946	692.6964	201.29945	-573.97925	59.542164	2.2947574	0.055728476	2.524358	2.1368794	0.006737503	1.1476849e-06	0.0067404537	0.006733855	11638.887717723846
64	149194.28	5036.5093	152641.2	140521.45	155243.23	6190.65	158225.56	136769.62	1000.0	1000.0	255999	578.2824	103.92337	692.14185	196.75673	578.2824	103.92234	694.75256	193.55055	-574.5724	59.079117	2.3389375	0.05539778	2.5901237	2.1562827	0.0067374944	1.1641624e-06	0.0067405724	0.006733842	11824.80018734932
65	149036.47	5726.6997	154534.89	140436.9	147671.31	16732.604	157993.47	112180.38	1000.0	1000.0	259999	579.6727	104.337326	696.28326	195.98654	579.6734	104.33588	699.6276	195.66988	-575.9625	58.24462	2.3082104	0.055467237	2.5409653	2.1441133	0.0067375014	1.1583841e-06	0.0067410385	0.0067323847	12009.4688975811
66	150064.06	5799.0527	154149.02	140051.58	144066.95	26858.775	159498.28	76563.42	1000.0	1000.0	263999	579.6548	105.81717	696.62573	205.65746	579.65533	105.814896	696.689	204.41006	-575.94385	57.583458	2.2761068	0.056818936	2.473176	2.1019192	0.0067374865	1.1758364e-06	0.00674126	0.0067323684	12194.681786298752
67	150733.22	3640.2502	153766.08	144651.27	155826.88	8628.654	160342.56	130302.24	1000.0	1000.0	267999	581.74335	106.89099	699.65674	202.69386	581.7438	106.88876	698.92	195.82733	-578.0585	58.005226	2.309802	0.055256773	2.553512	2.1283293	0.006737488	1.1682689e-06	0.006740466	0.0067337938	12379.08549451828
68	151088.19	2643.7515	154769.28	147843.66	149437.4	22964.984	158726.86	80817.12	1000.0	1000.0	271999	583.0475	107.15608	699.07556	199.1988	583.0475	107.15468	700.99316	203.14792	-579.4045	58.461502	2.2823534	0.052867427	2.474695	2.0936508	0.006737463	1.2178607e-06	0.0067409743	0.006733001	12564.775475025177
69	148780.72	2930.6462	152071.64	144040.17	159435.62	692.2374	160081.92	158087.0	1000.0	1000.0	275999	584.72003	107.497894	702.0078	198.36665	584.7206	107.49728	703.5841	199.17542	-581.0076	57.31024	2.2658896	0.054597948	2.464227	2.097165	0.0067374855	1.1450059e-06	0.0067404406	0.0067337453	12750.03777217865
70	151477.8	1850.8552	154226.52	149172.62	159192.72	601.7987	159873.33	157849.42	1000.0	1000.0	279999	585.819	107.57212	703.7058	197.27188	585.8199	107.568954	705.97363	202.85362	-582.1499	56.900993	2.292294	0.05551644	2.5006354	2.111609	0.006737485	1.1489486e-06	0.006740428	0.006733826	12935.322266817093
71	154528.62	1042.5562	155859.45	153071.12	158272.08	595.33954	159670.77	157363.31	1000.0	1000.0	283999	588.40314	106.243614	706.5122	200.98195	588.40375	106.24141	702.6134	203.23244	-584.7041	57.62466	2.298752	0.056923132	2.505207	2.1302695	0.0067375517	1.0557529e-06	0.006740495	0.006733816	13119.326681137085
72	152598.06	634.4906	153209.33	151663.19	157815.11	1032.242	159279.48	155316.7	1000.0	1000.0	287999	590.81586	104.82026	702.6032	210.37608	590.8166	104.818954	701.547	201.6844	-587.1626	54.943966	2.332776	0.059721123	2.5171888	2.1429396	0.0067375014	1.1651423e-06	0.0067405403	0.0067338645	13303.208166599274
73	151203.8	1245.3964	153265.98	150046.75	155154.38	10190.633	159187.9	124599.68	1000.0	1000.0	291999	593.2726	103.62912	702.89764	214.15665	593.2722	103.62765	702.6808	208.26016	-589.58636	54.905884	2.2945254	0.051902812	2.4936328	2.1169398	0.006737476	1.1669229e-06	0.0067404537	0.006733685	13488.136154413223
74	152147.47	2393.2002	155058.05	148434.05	158769.84	556.24725	159632.38	157930.38	1000.0	1000.0	295999	594.55927	102.58367	704.40857	212.08385	594.5603	102.5791	707.0896	210.79677	-590.86475	54.01316	2.2922657	0.050477006	2.4594646	2.1354847	0.0067374688	1.2130542e-06	0.0067411507	0.0067324424	13673.142496347427
75	153362.64	2059.5918	155179.03	149863.39	152862.64	10782.782	157859.95	120611.836	1000.0	1000.0	299999	596.68243	101.768196	707.03253	209.96745	596.6832	101.76582	705.5074	214.68309	-592.9982	52.07168	2.2818053	0.049290836	2.4812407	2.1262777	0.0067374734	1.183618e-06	0.0067409226	0.006732924	13858.221857786179
76	155401.22	1702.639	157553.16	152844.6	157620.4	811.9691	158882.61	156406.23	1000.0	1000.0	303999	598.63873	101.06006	705.8572	210.57158	598.63873	101.05859	706.4074	207.36304	-594.9605	51.594814	2.3005412	0.052828122	2.4985523	2.1050992	0.0067375	1.16414e-06	0.0067403954	0.006733797	14043.418199300766
77	149174.73	10840.368	157352.36	130595.02	158827.92	2276.7495	160760.28	152381.94	1000.0	1000.0	307999	599.9898	100.72825	705.4833	208.6842	599.99005	100.72738	707.0796	210.00558	-596.2774	51.634747	2.2649639	0.05998457	2.4660375	2.0421302	0.006737434	1.2307851e-06	0.0067405915	0.0067333956	14228.557121753693
78	153233.62	1948.1941	154934.38	150002.69	156339.6	3089.541	158883.6	149318.9	1000.0	1000.0	311999	601.48505	100.3113	708.0007	207.25392	601.4851	100.30956	708.59735	210.52264	-597.80817	51.028603	2.2936416	0.05749342	2.5105171	2.1352687	0.0067374753	1.2263728e-06	0.0067404793	0.0067334278	14413.832355260849
79	148694.9	5839.8013	153403.88	138693.1	158665.33	548.64966	159630.6	157809.36	1000.0	1000.0	315999	603.7724	100.56137	708.3035	198.25189	603.7728	100.559044	706.7319	194.68425	-600.09564	52.05817	2.2948737	0.059363596	2.519438	2.1142476	0.0067374483	1.2555287e-06	0.00674092	0.0067325803	14599.653236150742
80	151931.9	5496.2676	155893.6	142515.56	159782.78	575.19727	161049.81	159216.28	1000.0	1000.0	319999	605.624	99.92095	708.51215	186.5439	605.6246	99.91893	709.58734	188.86293	-601.92004	52.684315	2.284382	0.05452905	2.471211	2.0884323	0.006737507	1.1256843e-06	0.0067403154	0.0067337714	14783.947115182877
81	153742.62	1216.6473	154879.52	151938.44	160368.67	672.9831	161458.97	159106.47	1000.0	1000.0	323999	607.68774	98.449	851.02094	135.629	607.6874	98.44978	847.6574	131.66318	-604.10315	60.968445	2.296401	0.059634533	2.529579	2.098238	0.006737477	1.1797706e-06	0.006740466	0.006733839	14969.692793130875
