Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	Q1Vals	Q2Vals	LossPi	LossQ	Averagemmd_entropy	Stdmmd_entropy	Maxmmd_entropy	Minmmd_entropy	Averagealpha	Stdalpha	Maxalpha	Minalpha	Time
1	117.538536	28.574722	215.9893	77.97014	153.95145	55.640404	255.5781	94.3038	23.892216	29.7	3999	25.7772	25.77793	-25.042917	2.4334278	0.39033538	0.050179016	0.72583365	0.3224668	1.649506	0.24497816	2.2022605	1.2	175.588880777359
2	115.801544	31.939608	272.47702	77.83227	197.2404	61.704338	360.6051	135.2025	23.680473	42.5	7999	70.19193	70.19215	-68.648575	92.44864	0.93536	0.21368262	1.5556282	0.591039	5.267133	0.65666354	6.425378	2.2124908	422.63764572143555
3	154.22916	62.73801	343.77795	66.68833	240.27498	53.36409	352.44775	165.53015	31.904	51.8	11999	144.43633	144.43582	-146.20079	198.52019	1.7048296	0.23728082	2.321242	1.2046919	5.5547433	0.80527234	6.921927	3.8139086	667.3621439933777
4	210.40692	72.77085	494.32297	85.41508	325.17365	103.09031	498.64432	147.2532	45.45977	74.9	15999	194.20216	194.20335	-196.82234	122.97768	2.5054202	0.261703	3.1972268	1.8714056	3.481588	0.24767974	4.11117	2.9135377	911.6990971565247
5	308.46295	89.68291	589.52783	161.26642	372.53488	87.41444	498.41333	250.21313	64.79032	79.2	19999	219.3811	219.38106	-223.1436	92.09762	3.3024538	0.25464728	4.024237	2.6546352	2.4115145	0.32197005	2.926073	1.8617339	1156.004778623581
6	303.93457	85.52575	596.707	163.32188	320.41248	76.53253	462.91492	201.13158	65.129036	70.3	23999	240.25238	240.2532	-243.77635	100.88972	3.8317537	0.11148391	4.184969	3.4173214	1.6676767	0.10965377	1.9471426	1.4902426	1399.8731381893158
7	346.4427	86.356155	526.57385	169.66861	271.68405	97.0165	449.87363	163.31169	72.490906	59.8	27999	242.49203	242.49133	-245.33325	106.7179	3.8474693	0.106781095	4.21156	3.4415853	1.5696853	0.083987184	1.7334704	1.3445243	1642.6190295219421
8	308.03552	89.087814	552.42224	123.45403	355.6547	100.39111	567.0588	142.56564	67.40678	79.6	31999	238.4318	238.43211	-240.47972	107.64483	3.8485656	0.09078888	4.143443	3.5519466	1.50195	0.04972429	1.6526996	1.3887157	1886.0222618579865
9	374.84442	97.99261	584.32074	175.33893	277.95782	72.767876	367.4	190.3112	77.30769	56.2	35999	229.51834	229.51958	-230.69504	110.152016	3.848878	0.09226374	4.158266	3.5273259	1.4442841	0.043368988	1.5527245	1.3510936	2130.5221118927
10	395.46243	103.830894	633.8905	201.38145	464.1468	134.3091	809.72174	322.42984	82.25	92.2	39999	222.13846	222.13838	-222.82277	103.02554	3.8506088	0.08765299	4.1707377	3.5556538	1.403942	0.047625713	1.5286982	1.2904758	2373.8450326919556
11	443.4226	147.84193	918.2377	197.97752	414.5519	107.005356	555.19525	249.85916	89.333336	83.9	43999	215.74556	215.74551	-215.70436	101.52997	3.8496904	0.09162919	4.1877193	3.5204167	1.3912357	0.048371304	1.52705	1.2843268	2617.6577847003937
12	368.507	125.73007	839.0184	182.29494	283.0396	37.797417	347.4658	232.00154	75.603775	60.2	47999	213.27164	213.27342	-212.98137	105.3314	3.85158	0.08075823	4.149185	3.6043782	1.4508325	0.06706319	1.5902277	1.2992388	2860.1814064979553
13	429.3953	134.41139	802.7919	240.86745	384.21295	110.487885	521.2411	168.62627	90.318184	79.3	51999	215.88664	215.88834	-215.38713	107.91203	3.849443	0.084964275	4.156258	3.4947088	1.4556984	0.0544191	1.588627	1.3511052	3104.2560436725616
14	491.37506	189.84975	1207.6791	278.90924	504.15445	232.26854	1114.4088	242.54753	100.225	104.6	55999	215.80676	215.80775	-215.01247	110.38181	3.8491998	0.08484174	4.1627607	3.5633185	1.4091501	0.04832627	1.5493555	1.3151251	3349.30016374588
15	470.6703	172.14233	1225.2769	236.29912	464.66437	193.78865	995.5336	307.94354	95.5	94.7	59999	214.4588	214.45734	-213.50523	108.05349	3.8480694	0.08013689	4.137915	3.562227	1.3427697	0.046076443	1.472736	1.2546886	3592.828075647354
16	511.1757	176.33293	1116.4056	231.08989	380.82248	152.63293	684.2266	182.02095	102.79487	84.3	63999	211.6487	211.64828	-210.59172	103.15345	3.8489776	0.087679416	4.1960177	3.538302	1.2549558	0.050259236	1.3631396	1.096788	3836.658533811569
