Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	Q1Vals	Q2Vals	LossPi	LossQ	Averagemmd_entropy	Stdmmd_entropy	Maxmmd_entropy	Minmmd_entropy	$\alpha$	Stdalpha	Maxalpha	Minalpha	Time
69	974.85095	349.4397	1554.8627	648.7993	302.8321	58.954792	377.40375	202.80931	1000.0	1000.0	275999	88.74558	88.74586	-87.9829	12.872245	1.4425261	0.07291924	1.7135792	1.2070557	0.8843611	0.049455456	0.98173213	0.772552	6682.134452581406
70	1264.956	225.8199	1479.6311	908.0709	1001.2288	425.10583	1983.0604	665.681	1000.0	1000.0	279999	89.13743	89.13769	-88.31317	12.97118	1.4389949	0.080654375	1.723217	1.1978911	1.0297164	0.07878356	1.2109859	0.8923108	6777.7297949790955
71	1200.9172	491.65024	1820.9259	451.07065	848.6461	387.75574	1742.8365	465.08698	1000.0	1000.0	283999	91.37221	91.37192	-90.60897	13.197592	1.4397757	0.07734725	1.7334583	1.1788331	0.9511691	0.038986467	1.0668701	0.87494606	6875.101649284363
72	1255.8462	262.82584	1640.8821	949.9179	1321.5605	405.2944	2018.1339	601.69916	1000.0	1000.0	287999	91.94765	91.94803	-91.12768	13.621257	1.4467808	0.08043671	1.7896935	1.1818691	1.0081763	0.07597741	1.2467428	0.8674842	6972.910640239716
73	568.87866	85.27031	708.72424	479.25574	537.1613	30.83173	583.18335	492.13678	1000.0	1000.0	291999	94.84045	94.84024	-94.08248	14.325534	1.4342686	0.073198095	1.817012	1.2099737	1.0309947	0.12091398	1.301463	0.8712489	7071.381471157074
74	1354.4968	236.06229	1624.7623	1063.4379	896.2206	537.2962	1418.3218	74.296364	1000.0	1000.0	295999	96.05139	96.05096	-95.29792	14.626523	1.4451683	0.08037817	1.8080232	1.2055645	0.9806241	0.08297731	1.2496952	0.8241213	7168.5653302669525
75	1047.9783	287.9363	1372.147	592.2845	1435.0547	418.76218	2295.2815	784.6011	1000.0	1000.0	299999	99.11913	99.11921	-98.30072	15.465737	1.4367383	0.09021355	1.9013234	1.1040791	1.1457744	0.112857535	1.3437301	0.9428801	7265.51167011261
76	893.78217	186.19954	1183.5421	724.2421	1004.7457	193.74133	1276.5509	704.1317	1000.0	1000.0	303999	102.00094	102.00046	-101.25689	14.64657	1.438611	0.07859812	1.7482936	1.1996151	1.0246712	0.044687532	1.123625	0.92936206	7363.282301187515
77	1318.7799	404.5839	1811.8954	752.5217	713.2722	179.5945	1244.7804	594.09534	1000.0	1000.0	307999	102.79263	102.79237	-101.9519	14.630537	1.4425191	0.086466946	1.8477405	1.1659923	1.0444475	0.046403535	1.1591696	0.9625464	7460.301557302475
78	724.2877	186.59029	1041.0077	580.973	601.6882	247.37401	1091.655	426.5418	1000.0	1000.0	311999	103.97215	103.97225	-103.21632	15.213817	1.4379815	0.0849793	1.8087256	1.1622047	1.0241754	0.044344347	1.1371739	0.93345666	7557.229701519012
79	1378.1947	267.37354	1781.3723	1029.0146	1391.804	38.74722	1461.0295	1341.8447	1000.0	1000.0	315999	104.54545	104.54513	-103.781944	15.342904	1.4402851	0.07804073	1.8366028	1.213907	0.99884605	0.036313742	1.0879533	0.91107345	7654.277715444565
80	1675.5824	503.78394	2405.0708	1119.4528	1750.9951	78.21693	1837.3059	1621.1158	1000.0	1000.0	319999	104.98126	104.98152	-104.11437	14.92285	1.4410484	0.084448166	1.8084372	1.180717	1.0743494	0.055241343	1.2610391	0.9601043	7751.748422384262
