Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time
1	-145.22928	33.39799	-94.78408	-183.0914	-9.860086	7.1741576	1.9172704	-17.773245	1000.0	1000.0	3999	0.32794142	1.9937923	17.219622	-7.449596	0.3277137	1.9938117	17.115728	-7.2783012	-0.932527	0.07603084	37.19740605354309
2	-114.95967	33.568707	-70.67384	-165.02965	137.07155	2.0525856	141.13171	135.166	1000.0	1000.0	7999	8.502354	7.238267	58.510666	-11.69317	8.5021	7.239177	58.048145	-12.482545	-10.713129	0.7539624	82.13148188591003
3	-58.044563	97.37853	63.726536	-181.28091	-26.08598	6.73056	-6.346838	-30.74595	1000.0	1000.0	11999	31.303495	14.623861	152.57074	-18.249357	31.30359	14.62616	150.55728	-16.957355	-35.58913	3.8714814	127.64878416061401
4	70.89865	197.16568	398.43802	-114.926155	173.27473	134.65625	339.9496	-26.48369	1000.0	1000.0	15999	56.480286	26.850126	253.5815	-16.1154	56.479343	26.853153	243.5724	-16.680483	-60.90195	7.570211	174.46166491508484
5	173.16605	164.71556	412.01633	-52.511147	-9.395071	4.175982	-2.1940053	-16.267464	1000.0	1000.0	19999	72.49729	37.167656	261.98105	-15.620563	72.49676	37.16851	260.10684	-17.324005	-75.98593	8.962276	221.44296145439148
6	31.938274	80.92326	159.12932	-58.350014	-102.948364	4.653985	-93.27213	-108.91506	1000.0	1000.0	23999	82.732635	38.18345	244.56279	-13.709775	82.73184	38.187195	248.97638	-12.708361	-85.87017	9.253242	268.5981066226959
7	-67.41295	41.814182	-23.435463	-124.10646	-41.03997	12.300493	-29.414734	-65.79936	1000.0	1000.0	27999	93.08527	37.42944	215.53398	-8.681835	93.08515	37.435562	215.96648	-2.2084298	-95.99936	9.19906	315.94937443733215
8	-5.023405	47.118504	71.63315	-51.681416	212.35847	103.99218	467.49606	44.589497	1000.0	1000.0	31999	102.86293	36.62592	226.36986	6.533914	102.86328	36.62694	225.47234	4.8067956	-105.7339	7.7857594	362.93333983421326
9	188.71317	59.754547	280.39462	113.807365	186.77872	5.1780434	197.88904	178.32436	1000.0	1000.0	35999	108.22556	35.89999	230.90324	-1.8825779	108.2254	35.9017	228.99292	-3.6676238	-111.28993	6.34617	410.2318603992462
10	233.03508	71.183716	355.04126	176.7171	272.42975	42.923	322.45154	188.1617	1000.0	1000.0	39999	109.62893	36.529175	247.05835	-17.225903	109.62958	36.526688	247.19853	-16.759245	-112.43185	6.344748	457.5856873989105
