Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Averagemmd_entropy	Stdmmd_entropy	Maxmmd_entropy	Minmmd_entropy	AverageQ_penalty	StdQ_penalty	MaxQ_penalty	MinQ_penalty	Time
1	-363.92746	18.85134	-341.35483	-386.66177	987.89355	2.6489277	991.3335	983.0977	1000.0	1000.0	3999	2.052325	3.2554803	15.044893	-16.315702	2.051924	3.2569673	14.841408	-15.515227	-2.5987968	0.47578153	0.26578474	0.022376826	0.32402235	0.21518306	2.4566176	0.9426483	3.746345	1.4505835e-07	74.61581158638
2	-342.7471	44.941574	-265.59262	-375.62473	960.8862	7.9916706	973.09155	948.4573	1000.0	1000.0	7999	11.880918	5.144112	34.287754	-32.681606	11.880885	5.143344	34.719154	-31.81269	-12.527099	0.9079402	0.27553418	0.008579387	0.31485245	0.24869004	3.2832787	0.14022729	3.7836382	2.7634466	175.70457291603088
3	323.59473	661.72687	985.8383	-364.80826	987.8248	5.437776	994.11505	975.35754	1000.0	1000.0	11999	20.830223	6.0032887	56.781937	-38.70555	20.830324	6.002155	57.127014	-37.233906	-21.393543	1.2728502	0.27818817	0.010365003	0.31488273	0.24459139	3.4695911	0.17095056	4.068535	2.8927493	269.3726694583893
4	988.57776	11.869417	1001.543	969.24084	994.97034	4.80258	1004.697	988.41846	1000.0	1000.0	15999	29.425365	5.69667	86.61465	-31.596395	29.425552	5.6960664	82.67228	-32.81754	-29.725657	0.9425571	0.28689593	0.010146248	0.3244121	0.25071803	3.2782054	0.16763364	3.976482	2.7533596	364.62648129463196
5	995.30786	5.5125923	1004.3457	990.3615	994.077	7.219513	1009.6805	986.91284	1000.0	1000.0	19999	37.42821	6.007562	101.754906	-22.223827	37.428196	6.007319	102.35255	-23.530668	-37.527042	0.92027444	0.29255012	0.010686237	0.33250484	0.26028	3.0544894	0.1640331	3.628496	2.478497	463.9528329372406
6	989.62	5.01711	994.61835	981.28186	992.6289	6.333033	1001.9361	981.9839	1000.0	1000.0	23999	44.464634	7.2531404	120.12192	-11.890075	44.464664	7.253069	120.870804	-7.111054	-44.438747	0.9745641	0.30110794	0.01208098	0.35188854	0.26292393	2.9908965	0.14560457	3.6220226	2.5082088	562.808025598526
7	983.88684	1.5516832	985.5922	982.15906	987.07306	3.1820462	992.1867	981.98334	1000.0	1000.0	27999	50.703274	9.191553	133.48956	0.36974204	50.703175	9.191285	133.02327	-0.25759673	-50.58845	0.9721836	0.31619468	0.01458562	0.37212348	0.27379477	3.0290864	0.14767447	3.5539947	2.546592	661.2322807312012
8	985.56305	5.646741	993.5589	979.036	992.56024	7.4472017	1011.52954	984.1373	1000.0	1000.0	31999	56.25703	11.3511915	132.62048	1.8246	56.256996	11.351126	134.66173	-3.3758674	-56.081673	0.96108246	0.31078368	0.014856343	0.3714861	0.26824912	2.8843136	0.17415173	3.5175762	2.3515756	759.5483844280243
9	992.5906	4.525945	997.8473	985.5906	995.47156	3.4531157	1001.35547	990.2382	1000.0	1000.0	35999	60.618546	13.102306	137.34836	1.6714911	60.61844	13.102275	135.67807	2.17926	-60.40253	0.8687154	0.29870194	0.013377603	0.35543925	0.25634626	2.6834433	0.16142623	3.3503027	2.0733995	868.2555253505707
10	993.1895	7.506295	1003.20557	982.65106	992.958	3.6225626	998.9168	987.8567	1000.0	1000.0	39999	64.12086	14.574792	134.62819	1.8966027	64.12096	14.574428	129.0609	1.3651284	-63.87507	0.823496	0.29186016	0.012312641	0.34222	0.25843966	2.5367208	0.16294637	3.2296605	2.043731	967.6106231212616
11	991.4005	1.1677098	992.53186	989.5383	994.7798	4.7888756	1002.37195	987.7589	1000.0	1000.0	43999	67.24786	15.861266	130.49205	-0.09006429	67.247734	15.8611355	130.41664	1.2595465	-66.98683	0.7712902	0.28886896	0.013681631	0.34718412	0.24828225	2.4434385	0.18345812	3.242103	1.8913455	1070.7853627204895
12	993.00183	7.155557	1005.2777	987.48535	989.6124	4.099323	995.41693	982.6281	1000.0	1000.0	47999	69.99366	17.240822	126.051796	2.1787713	69.99368	17.24097	125.20568	1.190915	-69.71688	0.7374477	0.2917506	0.016188664	0.37299958	0.24951506	2.4420404	0.20773256	3.3336117	1.8225508	1172.4485771656036
13	994.05365	3.8413696	997.2116	987.53064	984.89044	4.26273	991.67566	978.573	1000.0	1000.0	51999	72.37018	18.39283	125.75503	-7.208	72.37025	18.392546	123.07107	-6.6670527	-72.0832	0.69302887	0.2924956	0.015302296	0.3627519	0.24997044	2.4334323	0.19133148	3.1360772	1.793594	1273.9720590114594
14	993.92487	4.3892255	1001.20435	989.9448	992.6763	3.3170736	999.0672	986.0658	1000.0	1000.0	55999	74.64882	19.464344	118.24154	-6.6019297	74.64874	19.464401	118.95698	-10.159032	-74.35569	0.6968583	0.29785097	0.01993258	0.42166358	0.24853851	2.470629	0.2232575	3.60804	1.8388195	1369.4309034347534
15	991.41064	3.191742	995.41644	986.48425	988.6174	2.2897902	992.0541	985.44434	1000.0	1000.0	59999	76.53471	20.258167	102.93895	-11.173213	76.5348	20.25803	102.56078	-5.495086	-76.229965	0.6477887	0.2893501	0.017696729	0.43024477	0.24372034	2.3439689	0.21755733	3.345757	1.6810311	1462.8765909671783
