Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Averagemmd_entropy	Stdmmd_entropy	Maxmmd_entropy	Minmmd_entropy	Averagealpha	Stdalpha	Maxalpha	Minalpha	Time
1	-332.31793	119.23519	-217.67995	-502.4412	-0.8329829	0.62862754	0.30209556	-1.5995208	1000.0	1000.0	3999	-0.4373275	2.3949869	12.719567	-14.26604	-0.4378677	2.392705	13.127245	-14.26366	0.3477605	0.4785088	0.24189869	0.02903294	0.3489739	0.19215775	0.31692642	0.25659484	0.9990005	0.050480716	58.8001503944397
2	-307.8974	77.06323	-182.17722	-387.09808	692.0451	249.94983	1129.1803	250.16234	1000.0	1000.0	7999	6.0131993	6.508422	31.611725	-15.263276	6.013388	6.506249	32.321533	-14.648249	-6.5000644	2.9875882	0.5784513	0.11075307	0.9156585	0.2994693	0.012892481	0.01286017	0.050431404	0.0010799422	133.7658715248108
3	419.02747	749.09503	1444.2333	-340.6497	972.73065	470.70825	1690.2352	411.00977	1000.0	1000.0	11999	24.672556	10.62624	69.31096	-3.230766	24.672108	10.625867	68.48639	-3.2378297	-25.439156	4.586655	0.72643507	0.10176217	1.0744549	0.49071318	0.0002720706	0.00027733887	0.0010789204	1.977206e-05	209.51170706748962
4	1877.4711	176.65086	2093.2861	1608.8624	2318.68	87.308304	2439.4805	2150.2573	1000.0	1000.0	15999	39.776474	16.481998	84.12127	-6.024627	39.77642	16.481539	85.72266	-6.7951202	-40.117275	3.0967155	0.55549216	0.037169125	0.71165746	0.44691208	4.7530366e-06	4.9859495e-06	1.975169e-05	3.508405e-07	286.3649504184723
5	2399.2905	114.29817	2559.0718	2242.2522	2984.9624	67.019714	3109.362	2882.2888	1000.0	1000.0	19999	58.20453	23.817465	114.63954	-9.105062	58.20452	23.817076	113.1771	-10.279517	-58.51447	4.4283566	0.65367544	0.055526033	0.8742283	0.49962696	8.687436e-08	8.9186535e-08	3.5049138e-07	6.7660273e-09	364.7277452945709
6	2700.14	77.046005	2786.8909	2586.406	3024.231	729.6136	3350.102	841.30914	1000.0	1000.0	23999	81.95519	30.37283	141.63191	-12.376221	81.95508	30.37308	141.0479	-13.264487	-82.227264	6.2390146	0.77106225	0.048501916	0.97432435	0.61705536	1.681867e-09	1.7261229e-09	6.759423e-09	1.2974953e-10	441.51608967781067
7	3103.4727	89.97428	3201.0842	2959.187	3418.664	165.12764	3699.1672	3175.686	1000.0	1000.0	27999	108.08346	35.63212	178.26762	-16.827606	108.08322	35.63198	179.2514	-17.069742	-108.29855	7.919298	0.86772764	0.05525327	1.0685093	0.69940966	3.2153093e-11	3.303423e-11	1.2962215e-10	2.4985678e-12	518.6970903873444
8	3191.5781	155.36505	3339.522	2932.2334	3682.6648	83.67988	3790.1614	3531.3618	1000.0	1000.0	31999	135.33363	39.81338	202.60423	-15.69998	135.3338	39.8134	203.78218	-16.65308	-135.49756	9.567473	0.95333326	0.05152831	1.153855	0.78996843	6.182947e-13	6.361862e-13	2.4960862e-12	4.7372943e-14	595.6986067295074
9	3521.2244	56.482193	3589.6619	3449.0696	4033.687	91.15068	4187.2026	3863.3877	1000.0	1000.0	35999	161.99783	42.685825	230.98311	-17.018263	161.9977	42.68603	230.00874	-18.218178	-162.07994	10.400866	1.02951	0.055813514	1.2586741	0.8408453	1.1730466e-14	1.20485515e-14	4.7325167e-14	9.011186e-16	682.7168929576874
10	3701.3545	86.98817	3823.2566	3583.276	4022.3032	90.73821	4154.109	3865.2568	1000.0	1000.0	39999	187.30058	44.747	259.94687	-11.354149	187.30052	44.746483	258.654	-11.257913	-187.28984	11.103839	1.0989871	0.06137362	1.3452481	0.9025614	2.2251844e-16	2.289922e-16	9.002253e-16	1.7312344e-17	761.1138260364532
11	3848.1882	83.36879	3980.9534	3760.8474	4493.859	100.273125	4645.4536	4321.557	1000.0	1000.0	43999	211.42392	46.3915	281.33124	-3.4079132	211.42384	46.39146	281.8487	-4.3193855	-211.35037	11.839848	1.1833342	0.06264069	1.4054422	0.97776	4.2908944e-18	4.414192e-18	1.7295644e-17	3.3088724e-19	845.3546798229218
