Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Averagemmd_entropy	Stdmmd_entropy	Maxmmd_entropy	Minmmd_entropy	Averagealpha	Stdalpha	Maxalpha	Minalpha	Time
1	-270.12366	32.361286	-222.99968	-303.1294	11.410227	14.750858	23.90067	-27.843716	1000.0	1000.0	3999	-0.2908112	2.0234373	13.720198	-12.885943	-0.29115897	2.0238562	13.48312	-12.725487	0.23100224	0.5573827	0.23957756	0.049455475	0.40814355	0.18672976	0.31683543	0.25654364	0.9990005	0.050862327	58.82207942008972
2	-375.80545	65.995895	-282.40958	-457.41357	31.755466	28.05733	83.74889	4.4605327	1000.0	1000.0	7999	5.542457	4.921331	24.662416	-11.099037	5.5422955	4.9214296	24.730259	-10.795816	-5.976086	1.8620291	0.3580631	0.022153767	0.4546588	0.2947189	0.01264327	0.012994572	0.05081293	0.0009641382	130.58184456825256
3	215.97623	547.222	1020.6059	-343.97253	1369.0979	281.14615	1637.3325	622.58905	1000.0	1000.0	11999	14.366101	7.328404	48.55824	-8.623138	14.366115	7.32844	48.453007	-8.527494	-14.849614	2.31258	0.41897374	0.025030712	0.52149487	0.32854834	0.00023814246	0.00024532565	0.0009631788	1.8057879e-05	204.3913598060608
4	1077.9446	391.9149	1699.0062	657.1506	1788.1559	443.32104	2084.76	563.65576	1000.0	1000.0	15999	25.717264	13.417539	70.06951	-8.955693	25.717058	13.418017	70.178604	-9.075127	-26.162472	2.901236	0.46841374	0.035552688	0.6116167	0.37835276	4.4455887e-06	4.590735e-06	1.8039927e-05	3.3898652e-07	279.91715455055237
5	1746.5669	711.2927	2174.0537	514.94025	2391.564	40.262627	2454.2825	2342.3745	1000.0	1000.0	19999	40.952557	21.958757	94.12396	-6.6286693	40.952637	21.95889	94.0666	-6.0943666	-41.348656	3.8714173	0.54782724	0.043805234	0.7105041	0.42502183	8.371446e-08	8.6271655e-08	3.386492e-07	6.426138e-09	363.4676094055176
6	2371.9868	116.55064	2502.3428	2213.0225	2726.8833	73.30655	2847.7334	2628.2957	1000.0	1000.0	23999	60.21741	30.056065	119.22273	-10.809691	60.2175	30.056263	119.37174	-10.728896	-60.512016	4.753596	0.6273391	0.04369153	0.8039147	0.5185073	1.5877467e-09	1.6353603e-09	6.4197794e-09	1.2131876e-10	440.0994191169739
7	2574.9177	66.50111	2664.3525	2482.3828	2873.0366	42.040485	2936.307	2801.7612	1000.0	1000.0	27999	82.07755	36.90299	145.21342	-15.043154	82.077805	36.90321	145.0378	-15.449014	-82.32718	5.700241	0.6947649	0.039178357	0.8821252	0.55731356	3.0016337e-11	3.0925054e-11	1.2120034e-10	2.2776943e-12	514.029305934906
8	2758.3613	76.539	2870.0493	2658.361	3087.0525	74.44514	3217.3628	2966.5764	1000.0	1000.0	31999	104.78548	43.046654	169.77875	-18.698603	104.78561	43.04698	170.08261	-18.62206	-104.99035	6.9480977	0.72946316	0.042964786	0.9383279	0.5998658	5.6111675e-13	5.795968e-13	2.2754144e-12	4.239087e-14	587.8769249916077
9	3002.3428	74.85926	3086.7166	2893.9646	3338.6445	38.797573	3399.025	3274.4524	1000.0	1000.0	35999	127.34404	47.673775	192.37332	-21.96305	127.34413	47.673763	193.11815	-21.825705	-127.51434	7.866823	0.78750384	0.045447323	0.95245713	0.65135914	1.0474552e-14	1.0787333e-14	4.2349167e-14	7.9994427e-16	661.727534532547
10	3139.9255	88.33153	3246.693	3036.0728	3415.347	68.054115	3509.5342	3290.3708	1000.0	1000.0	39999	148.98257	51.926617	216.74823	-23.015537	148.98273	51.92641	216.66968	-23.821302	-149.08104	8.585775	0.82691526	0.04499873	0.98785657	0.69397426	1.9700635e-16	2.036514e-16	7.991482e-16	1.4888407e-17	740.5037474632263
11	3345.581	48.74273	3383.465	3262.071	3522.42	60.48973	3617.4524	3416.3643	1000.0	1000.0	43999	169.69228	55.464283	236.65259	-25.763796	169.69241	55.463955	235.17108	-25.727055	-169.75493	9.1668	0.86773765	0.045766767	1.0361333	0.7274067	3.6698873e-18	3.7891775e-18	1.487342e-17	2.7856377e-19	817.5395951271057
12	3385.8213	85.67488	3506.104	3299.8108	3665.7085	53.95899	3750.4658	3561.8215	1000.0	1000.0	47999	189.35956	57.986977	255.34021	-26.189747	189.35974	57.986923	256.30786	-25.742659	-189.35947	9.459781	0.9059197	0.046302576	1.0912191	0.7164828	6.862451e-20	7.086022e-20	2.7828126e-19	5.1916404e-21	883.7461271286011
