Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Averagemmd_entropy	Stdmmd_entropy	Maxmmd_entropy	Minmmd_entropy	Averagealpha	Stdalpha	Maxalpha	Minalpha	Time
60	10058.611	153.65009	10287.804	9855.21	10419.141	60.707863	10550.928	10306.397	1000.0	1000.0	239999	852.32056	154.09538	1036.6139	11.846187	852.3203	154.09528	1038.3148	5.1857576	-851.5291	36.611168	2.5113559	0.049364723	2.6784482	2.301983	0.0	0.0	0.0	0.0	5724.185963153839
61	10096.682	171.26472	10339.012	9857.061	10091.949	160.09955	10346.238	9819.719	1000.0	1000.0	243999	857.00946	154.11958	1041.3868	46.490288	857.00946	154.11967	1042.6908	5.887267	-856.24335	36.527683	2.5177748	0.049738828	2.7056625	2.3276706	0.0	0.0	0.0	0.0	5798.928069829941
62	10045.113	127.34669	10183.015	9865.409	9990.279	114.839264	10152.843	9757.839	1000.0	1000.0	247999	861.98615	154.5952	1043.9963	53.206863	861.9861	154.59622	1044.342	53.900665	-861.17346	35.707783	2.5233967	0.049586717	2.6873975	2.3377447	0.0	0.0	0.0	0.0	5885.772091627121
63	10198.5205	54.321392	10284.982	10147.978	10283.404	173.94037	10442.622	9822.529	1000.0	1000.0	251999	867.742	153.1354	1052.3949	18.889431	867.742	153.13551	1054.9524	21.577188	-866.932	36.88068	2.5207605	0.04920041	2.6702187	2.3152273	0.0	0.0	0.0	0.0	5977.212990760803
64	10161.251	53.95849	10224.634	10084.995	10247.779	139.53831	10437.408	9979.053	1000.0	1000.0	255999	872.6823	153.3288	1056.5394	19.793053	872.68176	153.33	1059.8727	45.727715	-871.84125	36.136715	2.531025	0.047932584	2.69337	2.3348281	0.0	0.0	0.0	0.0	6052.001124382019
65	10220.791	77.44025	10343.379	10130.299	10322.997	94.23473	10440.176	10118.559	1000.0	1000.0	259999	877.7343	153.15392	1059.0374	71.29969	877.7346	153.15382	1057.4191	64.31039	-876.89185	36.953472	2.5342557	0.048593033	2.7269907	2.3088024	0.0	0.0	0.0	0.0	6126.753974199295
66	10274.152	90.743546	10383.751	10136.517	10190.732	70.06979	10281.676	10072.082	1000.0	1000.0	263999	882.4886	153.23915	1061.6023	71.56671	882.48865	153.23978	1063.2473	68.091774	-881.66815	36.03442	2.5351064	0.04866438	2.7090409	2.3370614	0.0	0.0	0.0	0.0	6201.610612154007
67	10309.729	104.74518	10393.244	10130.253	10160.201	127.05237	10309.34	9927.31	1000.0	1000.0	267999	887.91864	152.7255	1063.8397	70.34671	887.91907	152.72566	1066.0878	65.63938	-887.0572	35.413548	2.5440452	0.0470198	2.6877677	2.3376489	0.0	0.0	0.0	0.0	6276.116763591766
68	10241.808	40.167072	10285.768	10177.954	9530.052	202.15398	9802.567	9077.913	1000.0	1000.0	271999	892.5588	152.23962	1073.3715	69.296776	892.5585	152.24019	1071.2717	78.99548	-891.6413	35.34033	2.5477471	0.047853544	2.6949437	2.378499	0.0	0.0	0.0	0.0	6350.679066181183
69	10386.176	104.66309	10512.834	10221.696	10173.24	75.292786	10244.963	10049.4375	1000.0	1000.0	275999	896.9975	152.85591	1072.4783	55.640247	896.99786	152.85661	1072.7191	41.69456	-896.095	36.282078	2.5572114	0.047847316	2.7401917	2.3871322	0.0	0.0	0.0	0.0	6424.283543586731
70	10380.205	144.50023	10561.697	10227.837	9945.927	80.474915	10095.399	9790.022	1000.0	1000.0	279999	901.3458	152.81964	1076.1409	54.149666	901.3463	152.8197	1073.528	68.74832	-900.4486	36.73978	2.5552564	0.046585854	2.7356544	2.3662825	0.0	0.0	0.0	0.0	6496.78236079216
71	10209.746	43.14633	10278.838	10166.182	10383.507	142.098	10613.98	10056.417	1000.0	1000.0	283999	906.094	152.01628	1078.1545	85.16978	906.094	152.01631	1078.2374	87.091736	-905.1736	35.650017	2.5566883	0.046158306	2.7096357	2.3936126	0.0	0.0	0.0	0.0	6571.5391936302185
