Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
78	4653.787	139.67972	4769.812	4419.72	4840.216	167.96248	5006.312	4479.65	1000.0	1000.0	311999	471.23953	81.29603	578.5727	76.77204	-472.7497	14.822268	3263.98521566391
79	4621.943	107.92812	4801.883	4526.5034	4965.555	155.8453	5237.0356	4807.8535	1000.0	1000.0	315999	473.47177	79.88318	580.29865	75.81521	-474.97238	14.917457	3305.7334821224213
80	4605.7446	95.86592	4721.288	4506.664	4748.6094	170.45497	4895.2144	4294.406	1000.0	1000.0	319999	474.75504	79.96676	578.4482	74.54123	-476.20547	14.668705	3347.8470244407654
81	4717.8687	77.36918	4828.515	4616.4175	4944.751	122.72713	5136.0107	4664.652	1000.0	1000.0	323999	476.12625	80.95491	579.99554	62.16609	-477.60883	14.969425	3389.540889978409
82	4736.2017	38.65054	4776.0127	4679.542	5021.4717	140.3554	5186.287	4707.406	1000.0	1000.0	327999	478.53757	79.44181	582.61725	57.834835	-480.04535	15.296466	3431.3672473430634
83	3776.134	1431.5042	4748.8633	1307.0304	4627.2285	482.23572	5157.151	3401.8335	1000.0	1000.0	331999	480.3827	79.16637	585.39075	64.2795	-481.87534	14.290822	3473.322893857956
84	4554.368	124.52191	4750.1587	4412.159	5055.6445	131.61832	5275.785	4865.3696	1000.0	1000.0	335999	481.60287	80.1637	585.7752	64.226585	-483.06354	14.475486	3515.2333133220673
85	4725.669	127.31573	4868.502	4531.789	4961.661	117.37013	5109.033	4688.704	1000.0	1000.0	339999	482.983	79.874725	585.8339	69.050446	-484.45694	14.371798	3557.05255317688
86	4582.7593	425.2194	4887.8345	3849.6262	4991.251	114.3627	5100.314	4702.8696	1000.0	1000.0	343999	484.58923	79.73573	588.48566	52.6761	-486.04874	14.328643	3598.885516643524
87	4688.924	185.754	4869.898	4381.189	5056.328	121.75855	5315.5024	4825.595	1000.0	1000.0	347999	485.56943	80.616066	588.7237	65.91006	-487.01257	14.408897	3640.693143606186
88	4829.014	107.61118	4955.1924	4661.1377	4901.2275	187.5893	5198.7847	4492.132	1000.0	1000.0	351999	486.94324	80.86146	590.4261	51.420483	-488.3804	14.646976	3682.7048065662384
89	4768.361	98.92644	4934.3926	4673.711	5121.824	186.66342	5310.2285	4635.1084	1000.0	1000.0	355999	487.79645	81.64066	590.649	50.88498	-489.219	14.907439	3724.586932659149
90	4800.552	141.16255	4907.1123	4558.7046	4843.581	170.49866	5071.36	4530.79	1000.0	1000.0	359999	488.85565	82.44543	590.2209	66.55319	-490.31403	15.163969	3766.317139148712
91	4596.1484	190.9987	4832.826	4299.485	5052.6455	159.67116	5263.284	4696.9185	1000.0	1000.0	363999	490.55087	82.55862	592.37036	62.390095	-492.00577	15.100424	3808.0625851154327
92	4590.5913	142.13765	4767.061	4422.985	4872.6436	165.37355	5028.1953	4445.9653	1000.0	1000.0	367999	492.84747	81.00687	592.98834	67.261375	-494.32758	15.659568	3849.8883917331696
93	4750.7583	97.06585	4866.4917	4601.6216	5090.7134	140.5563	5260.396	4846.913	1000.0	1000.0	371999	494.42072	80.75717	597.5703	60.885437	-495.8667	15.154498	3891.865240097046
94	4822.0674	25.680683	4852.867	4788.4976	4977.3486	251.38586	5227.2466	4271.11	1000.0	1000.0	375999	495.97528	80.74697	598.4104	46.53044	-497.4219	15.244132	3934.111906528473
95	4756.38	173.34634	5043.4556	4604.3076	5163.598	142.58185	5337.3853	4860.5767	1000.0	1000.0	379999	497.11993	80.40712	596.58636	43.585697	-498.56516	14.921677	3975.7044446468353
96	4797.1724	147.62996	4933.6772	4562.023	5048.8633	159.3178	5285.2827	4691.9277	1000.0	1000.0	383999	499.24353	78.924225	598.2127	56.537956	-500.69318	14.766662	4017.8140506744385
97	4819.1143	82.29799	4944.1025	4740.8423	5063.589	154.59825	5260.32	4717.455	1000.0	1000.0	387999	500.51273	78.23947	603.57385	57.50821	-501.95987	14.644613	4059.9596190452576
98	4668.899	284.52112	5007.2373	4328.472	5063.997	171.87175	5287.041	4795.3774	1000.0	1000.0	391999	501.5093	79.06069	598.77423	23.116535	-502.94745	14.930576	4101.494193792343
99	4644.6797	192.41757	4821.07	4319.2993	5252.0166	140.62248	5479.3486	5012.583	1000.0	1000.0	395999	502.64407	79.87903	600.95374	10.490985	-504.04617	14.950533	4143.184771776199
100	4896.956	262.15475	5191.29	4510.5654	5112.349	138.09666	5303.9595	4883.91	1000.0	1000.0	399999	503.5847	80.12291	600.68536	18.13378	-505.01535	15.546978	4184.986010551453
101	4874.804	22.827175	4897.38	4837.7534	5247.4854	182.85678	5553.2554	4928.2207	1000.0	1000.0	403999	505.11688	79.982765	604.7943	54.682674	-506.5334	15.246084	4226.922522544861
102	4746.2905	161.64066	4887.6074	4471.3213	5021.0605	309.34143	5496.809	4320.578	1000.0	1000.0	407999	506.31155	80.12872	606.3156	72.89923	-507.76416	15.591985	4268.722836971283
103	4873.9414	80.01893	4974.772	4765.638	4876.5225	289.54575	5194.431	4176.34	1000.0	1000.0	411999	507.74435	80.29126	606.9684	78.17254	-509.16788	14.839381	4310.908474445343
104	4795.08	112.945175	4935.6123	4650.4585	5010.9253	833.0932	5569.7075	2549.82	1000.0	1000.0	415999	509.12216	80.2377	606.87787	62.279892	-510.57474	15.764396	4352.659049034119
105	4701.6704	250.26335	5110.519	4455.651	4828.337	405.43457	5271.125	4187.681	1000.0	1000.0	419999	511.22336	77.86752	605.9575	49.959072	-512.68976	15.36408	4394.607792854309
106	4928.515	97.27141	5040.042	4797.2886	5283.7793	95.82038	5450.896	5190.558	1000.0	1000.0	423999	512.3682	77.25475	610.2721	79.257256	-513.7754	14.822558	4436.920538663864
107	4900.597	114.07397	5005.4307	4710.7314	5247.239	214.52405	5418.246	4642.612	1000.0	1000.0	427999	513.2229	77.60653	611.3966	68.282684	-514.65466	14.8794985	4478.719383955002
108	4739.8057	331.7578	5007.139	4192.11	5264.1963	216.57684	5643.5806	4847.5635	1000.0	1000.0	431999	514.50037	78.33939	610.25415	69.57054	-515.91473	15.761432	4520.776164293289
109	4857.163	121.234314	4988.1665	4714.853	5312.427	244.45273	5699.363	4940.213	1000.0	1000.0	435999	515.38525	78.67094	611.6759	81.610825	-516.8113	15.256481	4562.852880716324
110	4993.663	82.06617	5091.082	4869.067	5307.8403	156.58423	5515.694	5048.9297	1000.0	1000.0	439999	517.0997	77.906	613.55865	60.431606	-518.5267	15.114257	4604.889417886734
111	4804.7188	202.87602	5050.7314	4591.896	5382.528	128.13599	5578.584	5186.839	1000.0	1000.0	443999	518.1773	78.3531	614.25916	56.482582	-519.60767	15.124739	4647.166451454163
112	5035.903	140.53114	5191.167	4818.6978	5293.4507	278.64847	5679.0474	4736.187	1000.0	1000.0	447999	519.3413	78.01271	616.0608	53.53246	-520.7505	14.95292	4689.120824098587
113	4885.979	134.38342	5013.5015	4662.116	4952.064	381.31674	5626.5415	4173.1	1000.0	1000.0	451999	520.2439	77.639175	616.4596	72.93281	-521.67163	14.865035	4731.29661488533
114	5091.7275	76.9284	5172.008	4970.248	5301.2593	178.11185	5593.387	5009.0947	1000.0	1000.0	455999	521.3365	77.25722	616.26373	82.00144	-522.7515	15.108508	4773.078254699707
115	4960.64	161.11665	5079.0034	4684.467	5331.745	168.84209	5636.5205	5056.1157	1000.0	1000.0	459999	522.39825	77.11395	616.58386	81.90567	-523.7938	14.85041	4815.268183469772
116	5021.132	136.18896	5227.123	4864.495	5336.4165	331.9922	5709.298	4505.316	1000.0	1000.0	463999	523.26825	77.87828	616.9015	87.03542	-524.67834	15.216318	4857.436920166016
