Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Averagemmd_entropy	Stdmmd_entropy	Maxmmd_entropy	Minmmd_entropy	AverageQ_penalty	StdQ_penalty	MaxQ_penalty	MinQ_penalty	Time
1	34640.008	2746.2637	38061.266	30866.635	34219.727	38.689148	34273.668	34155.13	1000.0	1000.0	3999	10.87983	6.459917	39.123863	-8.0971887e-07	10.880022	6.4598727	38.850986	-5.2766813e-07	-10.3962965	0.23790194	0.34441638	0.008543838	0.37810123	0.32001165	1.4194466	0.8338692	3.0677185	2.1218786e-07	109.6947066783905
2	32360.014	1048.43	33577.43	31290.248	37323.465	78.42472	37455.03	37214.027	1000.0	1000.0	7999	33.525997	10.241665	82.30518	9.51958	33.526024	10.241817	82.44231	9.436182	-33.06325	0.6866393	0.3811536	0.017094469	0.43360916	0.34030366	3.8031073	0.5854239	5.163053	2.6242437	249.71232318878174
3	38317.133	5588.752	46370.61	31790.713	77243.78	703.02386	78649.516	76052.01	1000.0	1000.0	11999	57.365936	11.488254	118.831116	29.44354	57.365814	11.488514	118.92572	29.381172	-56.861664	1.14715	0.4461145	0.024951633	0.55390984	0.38558146	5.319191	0.34904298	6.6240363	4.3237534	393.06750655174255
4	74373.08	7739.8335	82760.71	62624.957	83797.6	13629.086	105021.29	70083.6	1000.0	1000.0	15999	79.75519	16.562334	167.26031	34.929695	79.755295	16.561737	167.31126	33.79115	-79.20414	8.727676	0.9631316	0.37889588	2.3292537	0.45815563	6.6934342	0.66586876	10.471769	5.232694	534.4832632541656
5	75063.85	13677.87	96240.16	59083.97	69187.66	9263.791	86683.58	58197.83	1000.0	1000.0	19999	133.85527	45.850765	281.7844	15.047174	133.8551	45.85109	281.2143	15.7146225	-134.10765	15.216402	2.2785802	0.24594888	2.8132248	1.5521336	9.842641	0.84064835	12.943325	7.4358006	673.6196420192719
6	83472.86	10909.133	97008.91	69683.88	92232.49	19404.41	127754.305	69233.234	1000.0	1000.0	23999	182.99942	59.891846	332.00046	33.412582	182.99937	59.89193	331.10034	34.115482	-182.45502	26.079884	1.4854314	0.16955583	2.0372086	1.0560918	8.507425	0.39503962	10.039743	7.2417393	842.2007474899292
7	84395.47	8747.872	97357.15	72918.0	92382.37	9021.441	103024.73	78227.2	1000.0	1000.0	27999	216.74709	64.33985	386.88684	53.4329	216.74715	64.33956	387.21674	54.219612	-216.01547	31.545105	1.7840495	0.21440275	2.536089	1.3115566	9.333288	0.5961225	11.462269	7.684185	1029.4579010009766
8	92455.79	13298.197	110167.19	74375.41	77264.125	5988.4126	86316.08	69880.516	1000.0	1000.0	31999	253.97498	73.07243	430.98785	54.402763	253.97504	73.07272	429.69193	54.7265	-253.11307	36.5519	1.9842491	0.29406765	2.7593172	1.3238039	10.245605	0.4557009	11.84945	8.723099	1217.3136007785797
9	81404.62	8466.888	94254.55	70505.76	95930.63	20488.031	128718.11	63114.38	1000.0	1000.0	35999	279.40515	78.387146	465.57544	71.35817	279.40567	78.38623	464.75974	71.47212	-278.32443	40.334522	1.4956087	0.10963615	1.9100834	1.2023797	10.190967	0.40783623	12.055456	8.7262945	1402.4955356121063
10	82639.65	5895.996	87879.01	73044.49	89196.72	7719.8276	100137.836	73830.81	1000.0	1000.0	39999	297.83997	88.55463	501.55957	85.23988	297.8403	88.55377	501.9949	86.13674	-296.7183	46.285275	1.6447589	0.14791067	2.1712408	1.18546	11.124426	0.54276866	12.948314	8.972935	1553.4344680309296
