Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	Q1Vals	Q2Vals	LossPi	LossQ	Averagemmd_entropy	Stdmmd_entropy	Maxmmd_entropy	Minmmd_entropy	$\alpha$	Stdalpha	Maxalpha	Minalpha	Time
1	34948.33	2226.1277	37904.31	32429.795	32500.328	26.36129	32541.305	32458.68	1000.0	1000.0	3999	10.86826	10.86841	-10.194973	0.21770506	0.34108013	0.006589679	0.36362106	0.31829795	1.7999998	1.1920929e-07	1.8	1.8	158.50801301002502
2	32091.797	1675.0068	34754.875	30519.33	38576.68	115.498	38790.71	38410.344	1000.0	1000.0	7999	33.084755	33.084846	-32.337475	0.7011061	0.3617447	0.011064041	0.39773798	0.33136997	1.7999997	2.3841858e-07	1.8	1.8	407.82605266571045
3	46459.66	13041.466	61001.684	32986.73	65743.14	6309.6426	74052.51	56957.55	1000.0	1000.0	11999	59.385	59.38497	-58.842445	4.933975	0.6070142	0.06507345	0.72835326	0.3510929	1.7999997	2.3841858e-07	1.8	1.8	661.1503682136536
4	59944.25	6599.6943	69182.24	53177.496	71304.89	5376.686	83751.26	64215.18	1000.0	1000.0	15999	88.26585	88.26575	-87.652626	7.877401	0.67901003	0.049029756	0.84319824	0.5589419	1.7999997	2.3841858e-07	1.8	1.8	913.3870899677277
5	74183.62	8337.521	85724.47	62210.945	74368.79	3091.2246	79135.0	69799.47	1000.0	1000.0	19999	118.43693	118.43721	-117.75726	16.038225	0.8422688	0.075874634	1.1359097	0.66471994	1.7999997	2.3841858e-07	1.8	1.8	1165.0184206962585
6	79435.11	7263.5005	88304.1	68790.31	71280.11	6652.9263	85054.56	62109.527	1000.0	1000.0	23999	155.29137	155.29149	-154.65915	30.858484	1.077968	0.07379434	1.3391645	0.837073	1.7999997	2.3841858e-07	1.8	1.8	1416.6013269424438
7	72559.24	3032.6238	75373.88	68006.35	65440.02	8065.9385	82799.88	54669.2	1000.0	1000.0	27999	189.03625	189.03609	-187.96477	31.039003	0.9841984	0.047388963	1.170815	0.8569457	1.7999997	2.3841858e-07	1.8	1.8	1668.175211906433
8	72244.43	10844.897	86570.875	59885.63	85189.0	19979.414	123880.9	57986.1	1000.0	1000.0	31999	222.26822	222.26843	-221.45679	46.986843	1.5946337	0.3594681	2.2785394	0.92323124	1.7999997	2.3841858e-07	1.8	1.8	1920.0749497413635
9	74911.125	8920.679	90020.99	68113.48	81604.36	6546.1187	91352.55	72214.6	1000.0	1000.0	35999	259.94763	259.948	-258.63187	49.20421	1.1696826	0.28783908	1.9759911	0.8326935	1.7999997	2.3841858e-07	1.8	1.8	2174.7056291103363
10	78488.28	6144.777	88637.25	72127.3	84665.32	12083.203	105012.484	64131.746	1000.0	1000.0	39999	271.15448	271.1547	-269.49582	43.74743	1.1074117	0.105573714	1.45323	0.8534307	1.7999997	2.3841858e-07	1.8	1.8	2426.6099479198456
11	89467.81	12434.693	110614.11	78586.89	82044.24	11670.463	106977.87	63053.414	1000.0	1000.0	43999	289.46036	289.46024	-287.90717	56.93341	1.4517561	0.13925892	1.8656168	1.0104567	1.7999997	2.3841858e-07	1.8	1.8	2676.3731122016907
12	83618.836	3703.838	89490.414	79563.71	74811.89	5439.0186	85779.05	66824.96	1000.0	1000.0	47999	301.66376	301.6638	-299.7494	49.651875	1.1454394	0.092789866	1.482481	0.94046164	1.7999997	2.3841858e-07	1.8	1.8	2929.7750928401947
13	82244.945	17643.127	112047.914	65991.76	84662.33	11970.591	109643.06	69753.17	1000.0	1000.0	51999	313.43024	313.43005	-311.62674	61.267548	1.5024307	0.10662174	1.8772529	1.1889462	1.7999997	2.3841858e-07	1.8	1.8	3180.9279923439026
14	85101.11	7775.257	98505.28	79448.586	78403.15	8764.085	92538.055	61222.73	1000.0	1000.0	55999	324.95395	324.95328	-322.94812	59.73155	1.2035401	0.109827325	1.6328534	0.9934074	1.7999997	2.3841858e-07	1.8	1.8	3431.880974292755
15	69594.82	4022.3003	72183.78	62639.258	76573.375	10555.319	93950.1	58585.695	1000.0	1000.0	59999	327.24387	327.24423	-325.205	61.492058	1.3219432	0.12333069	1.7096249	0.99140674	1.7999997	2.3841858e-07	1.8	1.8	3680.4195857048035
16	81215.79	6020.771	86876.13	71148.984	94140.64	12660.284	114521.93	79065.99	1000.0	1000.0	63999	333.61755	333.6174	-331.51422	64.09688	1.2976756	0.09956159	1.6676897	1.0454073	1.7999997	2.3841858e-07	1.8	1.8	3926.3661122322083
17	82051.375	9897.282	95098.69	69062.97	90630.7	19451.55	125137.61	70503.17	1000.0	1000.0	67999	334.05853	334.05817	-331.8323	61.075626	1.1984978	0.062000588	1.4435616	0.98647124	1.7999997	2.3841858e-07	1.8	1.8	4175.399336576462
18	87618.84	8368.012	93464.516	73185.02	96745.53	12655.597	116642.664	74603.16	1000.0	1000.0	71999	332.32904	332.3296	-330.04156	61.46729	1.1918329	0.06213713	1.4268631	1.0204457	1.7999997	2.3841858e-07	1.8	1.8	4424.848792314529
