Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Averagemmd_entropy	Stdmmd_entropy	Maxmmd_entropy	Minmmd_entropy	AverageQ_penalty	StdQ_penalty	MaxQ_penalty	MinQ_penalty	Time
1	35243.54	4610.8013	42951.785	31587.709	33473.38	50.224533	33539.67	33375.344	1000.0	1000.0	3999	10.812613	6.511722	47.350365	-0.14217643	10.812398	6.511932	47.520584	-0.13695067	-10.277289	0.22643153	0.34242797	0.00733398	0.3718434	0.31705663	1.4074208	0.821363	2.784276	2.0689589e-07	113.0219316482544
2	34547.535	1835.1763	36281.605	31518.068	36958.22	32.77329	37020.7	36894.395	1000.0	1000.0	7999	32.504868	9.99852	100.644554	10.776597	32.50463	9.998735	100.476585	10.683104	-31.945438	0.70326173	0.3663832	0.012714088	0.40623003	0.3286753	3.7323458	0.64212817	5.0100694	2.4434845	254.80546975135803
3	38283.12	1976.2139	41162.258	35579.195	38112.6	41.588337	38188.1	38054.098	1000.0	1000.0	11999	56.391125	11.550847	140.48978	30.241238	56.391056	11.550865	140.21547	30.715794	-55.765575	1.1715001	0.39181674	0.00965062	0.43217388	0.3636027	4.965595	0.23964517	5.9444904	4.3544374	403.8983201980591
4	47972.836	10717.251	65450.395	38296.766	62690.21	4141.552	69648.24	56544.63	1000.0	1000.0	15999	77.156334	15.50686	170.1691	48.792744	77.1562	15.507018	169.7534	49.581078	-76.501564	3.2843838	0.54234827	0.14857407	0.89177215	0.38582128	6.230015	0.5129831	7.505554	5.010305	545.8759670257568
5	60968.688	6828.426	70683.35	53767.496	76655.46	9809.683	97443.41	60585.984	1000.0	1000.0	19999	103.06758	20.808266	215.76315	18.067799	103.06765	20.807983	215.42995	17.842405	-102.61819	12.510091	1.2097561	0.3147474	2.194513	0.7370298	8.205255	0.792765	10.903021	6.1846433	690.1482191085815
6	71305.78	3834.0908	75089.16	65422.65	66200.36	3455.5889	74211.984	62157.113	1000.0	1000.0	23999	148.2896	43.364784	277.5901	42.021603	148.2901	43.363857	275.60532	40.668327	-147.86024	15.032525	1.6764745	0.20050776	2.1938393	1.208361	9.595355	0.54435337	11.591851	7.7296195	832.7559134960175
7	69416.695	6612.4614	79791.18	61671.574	86501.56	15087.106	122882.86	73268.54	1000.0	1000.0	27999	182.14075	54.362564	328.33084	61.31305	182.1411	54.361057	328.69644	61.27659	-181.24492	16.664	1.1585575	0.16223365	1.5845598	0.83304614	8.9140625	0.50478506	10.891355	7.4698887	973.9708752632141
8	80973.9	6191.9023	89508.7	73822.445	102926.34	18033.29	128784.086	75028.01	1000.0	1000.0	31999	203.60197	56.1493	371.05746	64.697296	203.60222	56.14814	368.88437	67.97232	-202.56845	20.619026	1.2485121	0.19623235	1.7905438	0.84593767	9.430448	0.5999791	11.374111	7.976727	1115.3631246089935
9	116278.32	12147.799	125820.734	95423.48	122775.81	14056.809	135657.73	98488.22	1000.0	1000.0	35999	233.14713	66.45388	403.64368	86.22219	233.14746	66.45312	405.18903	87.164665	-232.13058	25.055075	1.4787517	0.17232361	2.059407	1.1050235	10.24517	0.46958297	12.182541	8.787689	1259.0817680358887
10	92532.586	9126.876	105223.46	83761.89	85095.95	11126.647	104208.9	73635.07	1000.0	1000.0	39999	263.91907	76.8184	450.14667	100.18393	263.91873	76.81745	446.34363	99.56618	-262.86728	30.179558	1.7278452	0.16265483	2.1874468	1.2883446	10.929975	0.46239918	12.638192	9.474592	1400.6422927379608
