Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Averagemmd_entropy	Stdmmd_entropy	Maxmmd_entropy	Minmmd_entropy	AverageQ_penalty	StdQ_penalty	MaxQ_penalty	MinQ_penalty	Time	$\alpha$
1	-37.84371	119.28292	163.82222	-140.84778	254.71262	1.2542167	256.8776	252.89296	1000.0	1000.0	3999	2.3975518	6.621843	80.15787	-17.786951	2.397476	6.621828	79.78468	-18.017954	-2.6158473	0.45929253	0.8426092	0.6703672	1.9657041	0.12585491	1.7123083	1.1555399	4.819205	1.1721638e-07	67.3219804763794	0.6
2	-24.897243	88.10274	122.058395	-107.10368	-538.6196	437.51337	314.53317	-956.5372	1000.0	1000.0	7999	58.74642	51.453632	371.8964	-26.682697	58.74529	51.450523	369.7277	-22.139107	-63.988743	11.33612	2.1906388	0.13858461	2.3758643	1.7849004	10.53379	3.3140287	17.150259	3.6622195	150.64298462867737	0.6
3	200.07036	299.73447	596.417	-128.87338	130.44139	1.1875868	132.60907	128.12425	1000.0	1000.0	11999	172.83658	83.63231	769.5298	30.482834	172.83682	83.63092	763.6863	28.292967	-177.58719	27.649435	2.2837687	0.029212972	2.379438	2.1663277	11.527588	1.587773	16.067566	7.5277843	237.37360548973083	0.6
4	397.30765	79.54227	484.47165	294.14944	225.7482	193.16106	444.3251	-131.07576	1000.0	1000.0	15999	237.9674	70.83776	669.804	65.03345	237.96692	70.83585	678.0089	63.2865	-241.00865	22.5219	2.2465527	0.05701776	2.372801	2.0727863	9.461021	0.9511102	12.72468	6.6327024	319.4258089065552	0.6
5	576.12476	241.71645	895.19037	259.12686	573.2557	169.8935	820.3184	176.4959	1000.0	1000.0	19999	264.8121	44.342503	554.05475	133.59673	264.81277	44.338913	552.8884	130.66663	-266.70026	18.04412	2.209544	0.042779706	2.334871	2.0853975	7.033414	0.5822447	9.871516	5.5076346	412.435467004776	0.6
6	203.43163	100.60754	344.47714	71.16491	-71.744286	1.867897	-68.594574	-75.17867	1000.0	1000.0	23999	283.28555	40.21674	510.80518	155.55121	283.28552	40.211998	512.91077	158.16313	-284.76938	16.695879	2.2173085	0.035193786	2.3258	2.075181	6.767257	0.7032851	9.058369	4.8153424	496.0009706020355	0.6
7	40.293877	145.89107	286.24997	-95.34685	9.362295	0.8336124	11.103966	8.204371	1000.0	1000.0	27999	280.47308	34.34742	412.08197	169.89737	280.47318	34.345562	411.53113	171.44943	-280.97275	11.572575	2.0968084	0.067749836	2.2579067	1.8667239	5.0405216	0.5117643	6.8215528	3.5559196	581.3307085037231	0.6
8	263.59332	73.3649	385.31772	203.0239	196.46667	7.0312643	202.32005	182.53134	1000.0	1000.0	31999	259.99323	30.040344	384.30957	144.13058	259.9934	30.038385	379.79095	149.51543	-259.98218	9.510602	1.9038992	0.050832257	2.0727959	1.7200254	4.0790486	0.27174607	5.4062476	3.2323403	668.5010981559753	0.6
9	158.20624	59.141537	244.13458	88.44292	117.453354	137.32849	335.74545	-93.13397	1000.0	1000.0	35999	235.36562	27.307348	367.56204	117.75048	235.36546	27.306915	368.339	114.904015	-235.19667	10.003058	1.7591826	0.07776684	2.0442708	1.5294454	3.716456	0.2588306	4.8564515	2.9537175	753.8874340057373	0.6
10	397.8896	106.45828	544.3651	271.4854	707.4811	172.01523	945.5294	442.14346	1000.0	1000.0	39999	211.1323	28.481966	312.3203	114.44144	211.1321	28.479832	309.98117	114.636856	-210.88805	9.959727	1.7152421	0.06407634	1.9277127	1.4915539	3.5819087	0.25101966	4.7978206	2.856161	835.2083706855774	0.6
11	615.7689	184.51634	770.83746	307.46936	753.7244	182.34314	1129.9291	469.73203	1000.0	1000.0	43999	192.12653	29.229198	292.07428	75.393845	192.12679	29.229158	291.37738	75.83883	-191.88074	9.924229	1.8498987	0.060436208	2.0456822	1.6457552	3.5958266	0.22614397	4.671358	2.7053096	919.5383994579315	0.6
12	834.9103	130.78952	986.9008	626.1544	878.8249	230.91653	1255.0343	486.07697	1000.0	1000.0	47999	177.62634	29.552843	277.12964	53.45828	177.62595	29.552963	274.11673	56.669384	-177.2577	9.9153185	1.7838416	0.06529326	1.9768177	1.578859	3.4125404	0.22951631	4.5331855	2.74149	1011.0475442409515	0.6
13	745.2043	170.69937	920.43207	548.5613	844.4373	215.41267	1082.6877	459.32556	1000.0	1000.0	51999	161.71426	30.177298	263.3372	47.71759	161.71407	30.177227	263.3521	46.041794	-161.22195	9.846289	1.6917727	0.05117668	1.8690875	1.4906466	3.178315	0.22585881	4.5140796	2.5132546	1094.1038572788239	0.6
14	729.2388	184.87209	934.4825	439.5691	709.5934	109.6894	835.84216	501.02533	1000.0	1000.0	55999	148.4827	29.963926	253.2961	47.241898	148.482	29.965908	256.27634	48.41358	-148.02155	9.590246	1.71676	0.06755877	1.9406055	1.4792503	3.1275852	0.2077311	4.1372952	2.517408	1178.643760919571	0.6
15	839.1323	138.44478	1027.746	664.10504	1121.137	114.43757	1222.334	887.2812	1000.0	1000.0	59999	140.51752	30.52094	240.35423	37.523308	140.51689	30.522547	240.19391	36.895844	-140.1335	9.380404	1.7746794	0.05258014	1.949274	1.5788143	3.2967498	0.2432802	4.2586656	2.6510668	1260.4527962207794	0.6
16	843.2261	118.53318	969.8988	658.12537	1271.9863	134.08987	1528.427	1048.2365	1000.0	1000.0	63999	134.48318	33.176285	240.93106	32.50492	134.48271	33.17653	241.24123	29.68054	-134.12845	9.327225	1.7578814	0.055427756	1.9421262	1.5691528	3.3276103	0.24611884	4.4391055	2.6212826	1348.137583732605	0.6
