Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Averagemmd_entropy	Stdmmd_entropy	Maxmmd_entropy	Minmmd_entropy	AverageQ_penalty	StdQ_penalty	MaxQ_penalty	MinQ_penalty	Time
1	-263.85785	76.56528	-183.59802	-366.0964	14.64917	23.321547	55.53629	-30.48258	1000.0	1000.0	3999	-0.21388201	2.6028116	13.04126	-12.450932	-0.21373777	2.6049433	13.294349	-12.419792	0.09613692	0.7326212	0.26770926	0.06221729	0.46378803	0.19110021	1.9969255	0.68921846	3.239635	2.2037526e-07	74.50122117996216
2	-278.27936	76.79368	-190.85628	-393.92603	379.63907	315.1237	1109.3434	32.49913	1000.0	1000.0	7999	6.935424	6.8477726	33.246998	-11.928372	6.93569	6.8473606	33.68615	-12.188228	-7.3895106	2.5626848	0.41093877	0.04137437	0.5590016	0.3067409	3.3670557	0.32016113	4.369273	2.5337157	173.69987750053406
3	366.20654	761.7983	1624.9315	-282.3374	1262.9553	560.708	1792.8217	263.60638	1000.0	1000.0	11999	19.62216	12.418527	64.16071	-11.182577	19.622103	12.418876	64.61759	-10.665624	-20.171715	3.6398358	0.45752165	0.027574051	0.5847771	0.37800854	4.0317326	0.26137203	5.0356236	3.1177683	276.71454524993896
4	1715.125	219.20238	1965.2625	1365.8293	1996.7009	57.515408	2070.071	1919.1909	1000.0	1000.0	15999	32.686245	19.122787	82.06407	-14.814477	32.68609	19.1233	82.60336	-14.210991	-32.954506	3.8808656	0.47542945	0.045358196	0.76445603	0.36153525	4.1619024	0.36200103	5.356719	3.1456811	381.41401052474976
5	2151.9878	131.41402	2306.5898	1969.9022	2279.5615	45.987682	2382.8938	2226.4817	1000.0	1000.0	19999	50.470863	25.948536	101.725685	-18.347454	50.47059	25.94921	101.80047	-18.355642	-50.67639	5.1711836	0.54409313	0.0399351	0.7541137	0.43540835	4.803558	0.2711008	5.888065	3.8803313	486.35299158096313
6	2273.892	93.76791	2382.7244	2140.6792	2558.6968	83.64205	2688.8599	2395.4531	1000.0	1000.0	23999	71.06809	31.517422	124.76748	-25.158169	71.067795	31.518332	126.79678	-25.841244	-71.18416	6.041206	0.5857168	0.039561886	0.77638805	0.474331	5.2007637	0.29917562	6.4313526	4.211131	591.1696979999542
7	2570.853	72.84918	2671.4585	2493.405	2984.5952	66.21183	3136.3193	2915.6812	1000.0	1000.0	27999	92.34381	36.11908	147.57913	-28.696894	92.34376	36.11985	147.73613	-30.083279	-92.405685	6.9204006	0.64930433	0.04190506	0.8176628	0.526224	5.6008244	0.29797292	6.6845484	4.598785	695.6381554603577
8	2727.2634	110.40553	2867.4336	2570.1592	3047.7908	47.967472	3119.1577	2971.5354	1000.0	1000.0	31999	113.87367	39.249912	168.19467	-26.135717	113.8735	39.250458	168.53792	-28.044748	-113.87145	7.396616	0.69102526	0.041743305	0.8531692	0.55290776	5.852034	0.3067905	7.0672593	4.750212	799.9958047866821
9	2942.9077	36.15607	2975.5557	2881.6443	3225.9714	47.679916	3306.9065	3159.9658	1000.0	1000.0	35999	134.8444	41.64827	190.89311	-29.546541	134.8444	41.64872	190.99881	-30.839705	-134.79712	7.9811397	0.7305486	0.0466451	0.9249253	0.5863581	6.189887	0.3330849	7.407075	5.0639977	905.0287373065948
10	3054.042	75.07889	3132.3748	2964.9448	3330.884	54.442566	3417.0518	3254.9941	1000.0	1000.0	39999	155.21185	43.64741	213.97949	-26.658684	155.21176	43.648052	214.64328	-26.975851	-155.10289	8.40464	0.7901299	0.05405773	0.9834513	0.6243	6.5696425	0.35654575	8.014254	5.3128977	1009.2223315238953
11	3158.8357	122.36308	3247.639	2950.9412	3421.2024	46.3134	3513.0098	3333.4358	1000.0	1000.0	43999	174.80788	45.599678	234.7804	-26.06411	174.80795	45.599648	234.13503	-24.725548	-174.64693	8.924434	0.84251297	0.046600148	1.0616406	0.70307755	6.8239264	0.3461454	8.139884	5.688845	1113.4397313594818
12	3290.2834	119.50899	3406.3792	3126.8167	3682.407	73.27943	3793.8557	3575.838	1000.0	1000.0	47999	192.97981	47.359104	251.5837	-24.701687	192.97984	47.35926	251.18402	-24.671425	-192.77151	9.156206	0.8712196	0.050956897	1.0912491	0.7193074	7.0077243	0.3546229	8.335664	5.809331	1217.6035697460175
13	3467.2766	95.512375	3547.6072	3308.8762	3876.911	40.758205	3928.0544	3799.2036	1000.0	1000.0	51999	210.06561	48.8161	266.05692	-24.793068	210.0656	48.81657	266.21762	-23.93171	-209.79445	9.585297	0.9146964	0.05217044	1.1263973	0.7302892	7.18159	0.36403462	8.560861	6.0343432	1322.130791425705
14	3593.5034	24.741045	3624.288	3569.0017	3974.3542	41.997555	4032.5166	3907.3306	1000.0	1000.0	55999	226.27856	50.441467	285.95135	-21.726784	226.27847	50.44187	285.86978	-22.715027	-225.98235	9.920988	0.98020357	0.057839513	1.1952171	0.801386	7.5256577	0.38964745	9.041881	6.188612	1426.6641626358032
15	3678.275	85.863464	3821.6848	3598.6965	4105.3545	78.650665	4223.7646	3974.3936	1000.0	1000.0	59999	242.72845	51.6386	301.3974	-14.775802	242.72838	51.638893	301.87958	-12.103647	-242.4045	10.281695	1.0375528	0.056103412	1.2804862	0.8596957	7.6969266	0.38571236	9.177182	6.340666	1530.8286669254303
16	3780.5645	56.38905	3838.7773	3687.2412	4211.1177	49.96242	4304.1665	4122.477	1000.0	1000.0	63999	258.16785	52.833378	322.4017	-7.3389263	258.1679	52.833527	322.6383	-5.135405	-257.7941	10.384335	1.0727817	0.05642775	1.2933105	0.85910976	7.8041177	0.38570303	9.275732	6.503568	1635.440689086914
17	3911.0085	82.689674	3993.7158	3778.0823	4143.903	41.719654	4224.675	4079.383	1000.0	1000.0	67999	272.52036	53.528934	336.34222	-3.8489342	272.5203	53.52909	337.61435	-4.1604853	-272.1029	10.63261	1.1078006	0.05844906	1.3613718	0.933488	7.901444	0.3994274	9.430665	6.534984	1739.938926935196
18	3933.2642	77.36224	4058.5776	3854.353	4392.167	52.784863	4472.0796	4317.716	1000.0	1000.0	71999	286.04947	54.19799	347.5334	-2.1138747	286.04944	54.198418	347.9053	-2.1412532	-285.60477	10.937464	1.1562632	0.061858498	1.3622814	0.96792865	8.035658	0.405207	9.521397	6.6522775	1844.4438636302948
19	4047.19	73.53215	4111.8965	3930.8633	4479.3096	65.10045	4588.2695	4342.916	1000.0	1000.0	75999	299.12347	54.485165	362.30264	1.4903927	299.1233	54.48537	362.0589	-0.14171863	-298.65466	11.136615	1.1975422	0.057178438	1.3925651	0.9961454	8.18885	0.4102301	9.7434845	6.757354	1947.9910480976105
20	4281.05	167.90877	4538.6094	4087.65	4779.212	53.618263	4847.7256	4700.439	1000.0	1000.0	79999	311.3823	54.909046	378.394	8.999715	311.38223	54.909184	377.619	9.409866	-310.87894	11.114722	1.2371001	0.0657662	1.5051749	0.9828067	8.302375	0.4218682	10.156317	6.905133	2051.70295214653
21	4381.4062	128.22414	4559.0283	4199.3115	4884.2515	53.09348	4957.1807	4796.0454	1000.0	1000.0	83999	324.2983	54.423	390.4626	15.542786	324.2983	54.42323	389.67905	13.694699	-323.77524	11.693131	1.3003458	0.06396238	1.5469635	1.0954651	8.483968	0.42231867	10.0338545	7.225128	2155.7096197605133
22	4561.907	133.60759	4724.9365	4399.9863	5103.8896	98.980354	5242.7227	4936.0654	1000.0	1000.0	87999	337.2257	54.915146	410.45178	22.06511	337.2256	54.91543	410.43842	21.274767	-336.71014	12.238919	1.3618257	0.0636339	1.611487	1.1682875	8.718018	0.444638	10.343447	7.173981	2261.0550379753113
23	4727.041	55.217133	4791.1504	4665.8228	5202.1025	88.94574	5343.9287	5043.857	1000.0	1000.0	91999	350.24628	54.576633	421.6896	31.11337	350.2462	54.577312	419.74976	31.376463	-349.71375	12.476932	1.4129683	0.06509668	1.6377765	1.1671822	8.871	0.43364185	10.459372	7.3566394	2364.859251976013
24	4972.4404	104.90629	5141.0664	4854.606	5277.501	129.7785	5450.705	4963.2705	1000.0	1000.0	95999	363.75336	54.271793	445.5985	46.67182	363.75336	54.272488	444.21765	46.67228	-363.2212	12.80286	1.4884918	0.07266366	1.7405716	1.2638036	9.142725	0.4737004	11.015099	7.6078353	2468.9037742614746
25	4982.731	72.68523	5099.765	4902.1387	5463.4634	69.04428	5550.968	5316.7905	1000.0	1000.0	99999	377.77856	54.10278	459.06454	58.09235	377.77863	54.10264	457.78256	58.213947	-377.2165	12.993356	1.536502	0.06316802	1.7386798	1.2897184	9.347259	0.46262005	11.020819	7.862713	2573.8205904960632
26	5234.8823	89.92028	5378.073	5130.9805	5546.2666	43.714603	5606.3066	5468.629	1000.0	1000.0	103999	390.53204	54.47361	471.56247	68.68328	390.53204	54.473736	470.76648	68.0803	-389.93286	13.334508	1.567636	0.066017516	1.7916753	1.3452725	9.47534	0.47750035	11.26779	7.8375106	2678.55348610878
