Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time
1	35001.28	3180.49	39374.77	31294.6	76772.51	164.12051	76960.24	76475.2	1000.0	1000.0	3999	139.8867	66.80617	435.18527	-9.559259	139.87697	66.81162	426.5854	-3.1033003	-140.29243	75.06071	34.177998065948486
2	34411.07	2553.0654	37929.82	31608.242	61681.707	258.59326	62264.297	61365.164	1000.0	1000.0	7999	422.4048	119.926796	923.4988	141.08864	422.39728	119.93779	930.7614	127.93331	-429.95	197.78812	82.99348759651184
3	48521.125	15110.857	65171.67	33128.582	54661.758	8690.168	62009.7	43261.547	1000.0	1000.0	11999	831.38025	172.87563	1763.1729	434.89526	831.38025	172.8766	1707.2184	456.04837	-850.1613	451.54395	136.30576539039612
4	54801.242	10272.231	66947.08	44402.324	58162.05	7235.5303	62333.39	43470.914	1000.0	1000.0	15999	1352.4155	255.2388	3158.0464	820.7235	1352.416	255.24016	3169.1184	684.66797	-1382.0211	942.61237	192.84636902809143
5	59247.71	9099.382	67146.77	43775.848	57131.55	8124.222	65510.664	43295.434	1000.0	1000.0	19999	1921.5509	395.31458	4718.222	1169.58	1921.5526	395.31085	4340.219	1184.4366	-1957.0343	1886.3398	248.5230040550232
6	53590.55	8806.637	63050.227	44002.543	58427.74	7134.6626	62648.06	43348.254	1000.0	1000.0	23999	2462.8215	587.0991	5728.2476	1408.411	2462.821	587.10406	5551.6714	1434.2632	-2502.5942	3064.458	306.0977027416229
7	59432.977	8937.534	66239.24	44186.766	55065.812	8011.1426	61729.805	44300.426	1000.0	1000.0	27999	2952.145	817.8797	6949.9253	1388.2146	2952.1306	817.89453	7209.714	1304.6462	-2990.6855	4403.7866	363.37553906440735
8	52757.23	9896.223	63020.83	42557.094	56635.344	7999.469	62132.24	43330.05	1000.0	1000.0	31999	3392.6042	1045.7207	8094.495	1606.6823	3392.6099	1045.7332	8348.058	1557.5691	-3433.1357	5456.721	420.63002252578735
9	54104.63	9668.76	64259.715	43676.83	56809.2	7735.9087	62120.566	43597.43	1000.0	1000.0	35999	3797.1506	1254.9028	9671.736	1657.7681	3797.1438	1254.9188	9718.998	1273.3041	-3833.45	6799.305	478.22070264816284
10	53425.57	9364.536	63562.805	43990.668	54655.676	8661.239	62063.03	43371.38	1000.0	1000.0	39999	4131.124	1452.1969	9556.856	2042.3557	4131.115	1452.2198	9334.152	2070.823	-4160.9478	7238.067	535.9126646518707
11	54188.742	10064.772	65110.145	43560.105	54938.68	8420.657	62452.16	44134.41	1000.0	1000.0	43999	4439.8105	1606.9429	9336.7705	2338.447	4439.8013	1606.9424	9820.086	2091.3667	-4468.1743	7894.867	593.3646981716156
12	49162.242	8051.048	63099.844	44169.684	56451.98	7749.01	62092.754	43734.855	1000.0	1000.0	47999	4715.9634	1715.4899	11221.029	2429.631	4715.9614	1715.4974	9976.125	2437.5957	-4745.651	8460.911	651.0938966274261
13	58632.434	8005.3354	65155.062	44948.223	56345.945	8122.965	62757.754	42803.254	1000.0	1000.0	51999	4975.9053	1784.24	10456.708	2684.6128	4975.8945	1784.2736	10222.241	2683.0803	-4998.2627	8710.7	708.5797138214111
14	48812.863	8900.895	64201.39	42861.95	58072.918	7461.247	62512.36	42726.51	1000.0	1000.0	55999	5197.1772	1816.6245	11011.581	2922.5708	5197.1606	1816.6676	10330.501	2456.043	-5212.867	8910.976	766.3264033794403
15	50549.82	9673.3	67245.84	43664.19	56195.617	8102.437	61882.5	43038.73	1000.0	1000.0	59999	5399.3257	1852.3134	10810.886	2898.7593	5399.312	1852.3401	11894.786	2741.9985	-5417.8823	9313.61	823.6026191711426
16	44156.63	625.5106	44987.3	43466.51	56700.633	7991.6543	62741.242	43567.47	1000.0	1000.0	63999	5539.098	1881.2969	11409.773	3205.5317	5539.09	1881.298	11348.539	2939.5554	-5544.8096	9342.33	881.5682570934296
17	48386.65	7500.258	61375.15	43862.074	49428.676	7978.969	61799.188	43562.777	1000.0	1000.0	67999	5692.439	1900.7297	11788.681	3136.444	5692.4546	1900.7749	11738.47	3346.618	-5711.892	9829.848	939.3043406009674
18	64290.14	2080.2761	66328.4	61407.727	59530.79	5074.95	62124.64	44379.934	1000.0	1000.0	71999	5884.0967	1886.269	11531.333	2757.5886	5884.099	1886.2339	11590.163	3228.1484	-5903.944	9762.716	995.8975882530212
19	52894.516	9249.779	62897.754	42976.773	56290.75	8095.098	61971.22	43324.273	1000.0	1000.0	75999	6064.0645	1856.3762	12088.1045	3644.6536	6064.0522	1856.3627	12049.594	3479.6003	-6079.036	10246.108	1052.9644911289215
