Epoch	AverageTestEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet0	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	Q1Vals	Q2Vals	LossPi	LossQ	Averagemmd_entropy	Stdmmd_entropy	Maxmmd_entropy	Minmmd_entropy	Averagealpha	Stdalpha	Maxalpha	Minalpha	Time
18	3195.038	52.74186	3260.2014	3135.2996	3507.8691	83.93821	3676.5278	3387.089	1000.0	1000.0	71999	229.8016	229.8012	-229.38896	12.346437	0.64059	0.035632893	0.7901984	0.5343948	1.4932334	0.03246903	1.5632523	1.4037576	1423.6411135196686
19	3341.9722	41.506527	3409.0693	3296.6558	3725.0938	84.79793	3865.3247	3618.7478	1000.0	1000.0	75999	238.31616	238.31593	-237.89456	12.76424	0.6571027	0.038368482	0.8578639	0.54811347	1.4791257	0.051494163	1.6329623	1.3885344	1503.4430885314941
20	3317.894	26.569801	3354.8335	3281.4834	3639.5698	65.11874	3744.1748	3564.9712	1000.0	1000.0	79999	246.16966	246.16954	-245.70209	12.766653	0.6603611	0.037608314	0.8113413	0.5443896	1.4990356	0.03522794	1.5939875	1.42007	1584.0069797039032
21	3379.8726	86.80407	3511.7153	3286.0137	3704.8958	76.72885	3838.0464	3603.3633	1000.0	1000.0	83999	253.33392	253.33362	-252.829	13.534532	0.6699498	0.03915104	0.8301827	0.54272455	1.5437212	0.03369443	1.6290743	1.4577855	1663.3457489013672
22	3618.5125	73.20984	3683.655	3494.4944	3846.2102	94.33965	3985.6519	3708.0454	1000.0	1000.0	87999	260.5437	260.5435	-260.05634	13.676572	0.6902533	0.040779702	0.843724	0.5793971	1.496536	0.04532783	1.6095071	1.405259	1743.814823627472
23	3504.53	106.825745	3660.7192	3362.6868	3826.2024	70.70556	3953.7883	3721.533	1000.0	1000.0	91999	267.4392	267.43872	-266.94696	14.040806	0.6998833	0.04044739	0.8608397	0.5670541	1.5083568	0.040717486	1.628161	1.427312	1824.6576867103577
24	3709.5364	71.27662	3799.2002	3628.0974	3992.44	97.601616	4087.028	3727.884	1000.0	1000.0	95999	274.63123	274.63077	-274.1185	14.618414	0.71805555	0.03978868	0.8758742	0.58809096	1.5080003	0.039973266	1.6056939	1.4140218	1907.1708171367645
25	3729.5266	185.14996	3968.7786	3452.0925	4194.1494	105.66774	4413.4365	4015.2607	1000.0	1000.0	99999	281.55246	281.55215	-281.03644	14.9560585	0.733003	0.04163894	0.9135955	0.59161633	1.5196836	0.043958828	1.6494932	1.4037445	1986.3159773349762
26	3787.5376	67.083954	3896.4038	3719.5708	4273.367	114.63545	4450.5	4046.6262	1000.0	1000.0	103999	288.82532	288.8248	-288.29333	15.507356	0.7588247	0.044018053	0.93477845	0.6108201	1.5382435	0.04385096	1.6310928	1.4290258	2065.322014093399
27	3845.1426	122.82872	4011.77	3665.2588	4424.3174	72.673744	4537.1875	4262.016	1000.0	1000.0	107999	296.5362	296.53607	-296.0178	15.915831	0.79388076	0.043653708	0.9664313	0.6716919	1.5042795	0.044403445	1.6093594	1.3977026	2144.0388762950897
28	3976.1763	119.934	4080.243	3781.7393	4398.0415	118.92204	4535.0874	4187.421	1000.0	1000.0	111999	304.6132	304.61285	-304.10312	16.654804	0.83011454	0.045252062	0.9835046	0.6915552	1.4929091	0.045818955	1.6192393	1.3906586	2227.2396972179413
29	4159.5205	155.36397	4273.7695	3891.7927	4578.8306	149.94148	4801.2056	4398.7783	1000.0	1000.0	115999	312.3626	312.36224	-311.84805	16.948088	0.84033984	0.045586966	0.9977793	0.6911324	1.497165	0.04217501	1.5952376	1.3974017	2309.4268617630005
30	4087.1138	103.07205	4263.991	4008.4216	4535.319	84.188034	4630.647	4360.728	1000.0	1000.0	119999	319.96918	319.96875	-319.4215	17.37664	0.8433372	0.046618868	1.0601642	0.70946306	1.5117192	0.036253974	1.6053456	1.4283837	2390.484516143799
31	4167.0513	70.3877	4227.897	4053.3782	4755.3037	62.305264	4862.5796	4659.1313	1000.0	1000.0	123999	326.6887	326.6885	-326.13644	17.662188	0.86080676	0.046193708	1.0402857	0.70016396	1.5096622	0.042786546	1.6145265	1.4337006	2472.768862962723
32	4164.0063	51.512936	4219.4233	4083.9614	4839.415	73.611206	4988.306	4719.0815	1000.0	1000.0	127999	333.86624	333.86588	-333.33414	18.081554	0.88840014	0.04882481	1.0961509	0.7384246	1.4987534	0.045071874	1.617342	1.3887337	2552.379691839218
33	4280.69	99.01402	4423.096	4143.126	4776.027	78.21064	4920.111	4648.9917	1000.0	1000.0	131999	340.7738	340.7734	-340.1935	18.481422	0.8965857	0.048411332	1.0952805	0.749731	1.5238428	0.03632599	1.6043096	1.4465933	2634.5687777996063
34	4422.9976	81.65953	4538.268	4336.201	5103.956	88.87414	5256.671	4972.2065	1000.0	1000.0	135999	347.2613	347.26123	-346.67874	18.194754	0.9124967	0.051355332	1.0905912	0.74040186	1.4962424	0.047320463	1.6260557	1.4100462	2714.318728208542
35	4498.803	127.74129	4661.783	4319.8813	4753.713	97.91018	4932.7544	4586.7764	1000.0	1000.0	139999	353.58615	353.58588	-352.95953	18.684116	0.9199913	0.048804257	1.108509	0.7514304	1.5322317	0.02871148	1.6015453	1.4727093	2794.4375433921814
36	4585.87	103.70875	4733.106	4457.419	5020.6826	120.41493	5284.1807	4844.573	1000.0	1000.0	143999	359.38672	359.38657	-358.7415	18.80826	0.9354863	0.052009605	1.1769171	0.7553318	1.5225526	0.043280613	1.6378447	1.4130683	2875.516428232193
37	4546.683	81.47457	4651.306	4422.7944	5023.707	115.81054	5216.3345	4786.0923	1000.0	1000.0	147999	365.5562	365.55603	-364.9434	19.16265	0.960672	0.050318167	1.165215	0.78592956	1.5109384	0.034422338	1.6048211	1.4369073	2955.1866233348846
38	4648.2925	127.65012	4847.1665	4495.7524	5003.915	68.92796	5097.7456	4913.6445	1000.0	1000.0	151999	372.0674	372.06735	-371.4537	19.897495	0.9798195	0.052880406	1.2067808	0.82851815	1.5124094	0.043813027	1.6089492	1.4006695	3034.7903299331665
39	4798.7275	36.762005	4848.683	4745.3174	5027.032	115.65216	5249.685	4849.122	1000.0	1000.0	155999	378.52933	378.52884	-377.8886	20.265175	0.9998479	0.054613683	1.2030529	0.810451	1.5140095	0.041106775	1.6364565	1.434354	3114.666047811508
40	4761.7974	86.63647	4860.7993	4653.5527	5282.198	142.32887	5655.1914	5078.875	1000.0	1000.0	159999	385.0301	385.02975	-384.39682	20.192509	1.0306828	0.052853033	1.2496272	0.8562404	1.5123364	0.044340182	1.6085094	1.4272355	3197.500371694565
41	4831.0244	168.78	5061.8467	4591.504	5504.21	101.105446	5639.6387	5313.755	1000.0	1000.0	163999	392.023	392.02307	-391.3868	20.51486	1.0399735	0.054929852	1.2449567	0.8260212	1.5028486	0.04160409	1.6080685	1.4235393	3276.965811729431
42	5008.2236	84.33383	5092.9004	4867.9795	5453.238	124.157104	5640.5723	5225.4507	1000.0	1000.0	167999	398.33084	398.33063	-397.66595	21.093906	1.0525717	0.056878485	1.2810378	0.8438404	1.5286546	0.034305543	1.6174039	1.4529318	3356.188469648361
43	4972.7935	71.312836	5029.482	4852.1553	5549.7305	94.64718	5752.9604	5402.5938	1000.0	1000.0	171999	404.52277	404.52252	-403.87552	20.937815	1.0867808	0.05838709	1.2792839	0.8777678	1.4969124	0.059456337	1.6505659	1.3764894	3436.6632046699524
44	4969.093	119.04996	5105.852	4810.974	5408.9634	62.29488	5542.9727	5282.971	1000.0	1000.0	175999	411.24417	411.2438	-410.56833	21.150032	1.0953723	0.054410122	1.298198	0.9080734	1.52498	0.03406433	1.6151621	1.445565	3517.3785026073456
45	5064.087	136.10701	5257.6084	4876.253	5785.426	104.926445	5971.615	5570.604	1000.0	1000.0	179999	417.6021	417.60193	-416.9032	21.544088	1.103762	0.057813864	1.3356277	0.8752452	1.5211785	0.031003825	1.6040527	1.4482799	3596.913324356079
46	5127.711	74.42118	5237.383	5027.4385	5855.9287	110.93288	5969.0186	5595.443	1000.0	1000.0	183999	423.14795	423.14777	-422.45474	21.373547	1.1279618	0.058631767	1.4609884	0.93833685	1.5123945	0.03809914	1.6382605	1.4342867	3676.1857209205627
47	5193.5107	48.55256	5261.707	5132.735	5841.251	81.600525	6028.706	5721.0913	1000.0	1000.0	187999	429.1074	429.107	-428.38974	21.55594	1.1591122	0.05837729	1.3657055	0.9724278	1.521862	0.030969473	1.6102809	1.451302	3757.6650490760803
48	5299.1445	111.97879	5465.281	5165.6455	5898.524	78.46666	6059.6445	5756.3887	1000.0	1000.0	191999	434.9497	434.94965	-434.22043	21.7268	1.1698648	0.05908446	1.4457021	0.9373159	1.5212	0.027320858	1.6073107	1.4637522	3838.6049461364746
49	5402.753	168.21559	5588.322	5135.927	6056.6816	89.577774	6211.0	5919.3354	1000.0	1000.0	195999	440.40344	440.40317	-439.6405	22.081686	1.1801081	0.059860807	1.4236811	0.9858963	1.5356541	0.031621907	1.6500499	1.4513433	3918.789268732071
50	5503.767	82.70117	5645.5083	5440.563	5846.044	89.026	5920.4	5635.7563	1000.0	1000.0	199999	446.12253	446.1224	-445.35312	22.702757	1.2209545	0.061256915	1.4462911	1.0213289	1.5374564	0.03289367	1.6603028	1.457157	3998.753377199173
51	5478.014	103.91472	5615.8057	5357.548	6197.328	51.86453	6283.1177	6133.7124	1000.0	1000.0	203999	452.4576	452.45715	-451.71024	22.202864	1.2448618	0.06333992	1.5845921	1.0426999	1.5051358	0.05093954	1.636483	1.3974993	4078.705483675003
52	5661.7983	64.58912	5753.1235	5573.2183	6311.372	89.56365	6456.9805	6195.4434	1000.0	1000.0	207999	458.93353	458.93335	-458.1705	22.107323	1.2729954	0.061749533	1.5250833	1.0732458	1.4996278	0.03391527	1.6269689	1.4277291	4159.441699028015
53	5687.808	80.20475	5763.4917	5552.8413	6371.726	81.16327	6500.5947	6251.978	1000.0	1000.0	211999	464.9951	464.99475	-464.2015	22.865381	1.2854387	0.0615315	1.5023699	1.0642595	1.5294524	0.03124641	1.6207978	1.4544277	4239.368986129761
54	5919.965	110.412895	6078.6636	5783.469	6541.493	132.78825	6798.4194	6390.298	1000.0	1000.0	215999	471.1836	471.18347	-470.39417	22.280706	1.3074937	0.06246815	1.5159786	1.0797381	1.511261	0.04265723	1.6094396	1.4145871	4318.546622276306
55	5880.826	98.07797	5981.8	5768.249	6655.9204	117.74321	6838.4805	6401.722	1000.0	1000.0	219999	477.14008	477.1398	-476.336	22.76076	1.3175105	0.063257515	1.5211687	1.1178403	1.526566	0.04221998	1.6287537	1.4252706	4397.786930799484
56	6254.4536	177.9257	6554.0005	6093.4473	6813.0303	95.05798	6988.3457	6671.645	1000.0	1000.0	223999	484.00137	484.00146	-483.1995	22.944777	1.3713087	0.064643845	1.6267663	1.1760457	1.5157698	0.03556233	1.6096232	1.4427491	4479.7661509513855
57	6106.119	174.51735	6360.453	5872.769	6979.525	135.8592	7146.778	6727.9824	1000.0	1000.0	227999	491.42056	491.42035	-490.6282	23.007715	1.3972869	0.06430509	1.5957903	1.1591612	1.5288517	0.040033415	1.6281986	1.4203188	4561.804549455643
58	6114.675	162.39131	6350.5723	5907.63	7017.1704	109.442604	7251.9067	6866.783	1000.0	1000.0	231999	498.8921	498.89203	-498.09924	23.363842	1.42003	0.06723065	1.6949724	1.2050931	1.5172056	0.03684673	1.6240413	1.4437541	4642.8430788517
59	6401.928	85.142494	6542.1714	6312.6284	6768.1133	570.4327	7177.607	5575.64	1000.0	1000.0	235999	506.51797	506.51785	-505.70526	23.60838	1.4418559	0.06608787	1.7540631	1.2258443	1.5302063	0.034573987	1.6264417	1.434109	4722.476774454117
60	6389.746	115.92419	6553.6904	6229.116	7244.3413	193.15686	7584.6704	7009.315	1000.0	1000.0	239999	514.76074	514.76044	-513.9601	24.097637	1.4833919	0.06503303	1.7259545	1.2719421	1.5327526	0.039065834	1.6129699	1.4311327	4801.756867408752
61	6194.3765	434.24612	6604.405	5486.2153	7146.5713	127.63938	7342.3413	6891.3247	1000.0	1000.0	243999	522.55066	522.55054	-521.7109	24.555365	1.5039538	0.06890027	1.7856767	1.2831593	1.5394678	0.03552402	1.6158104	1.4356022	4881.173572063446
62	6775.3013	72.64589	6856.313	6661.847	7062.8022	245.76555	7432.0854	6619.023	1000.0	1000.0	247999	530.75226	530.75226	-529.93536	25.436132	1.5545135	0.069428205	1.8387417	1.3074837	1.529781	0.041913804	1.6483991	1.4334259	4959.608076095581
63	7020.2095	157.73088	7236.1978	6807.2817	7318.5244	157.5608	7556.974	7057.302	1000.0	1000.0	251999	539.19977	539.1994	-538.3771	25.13748	1.5953183	0.06970114	1.878296	1.3135289	1.5064993	0.047261316	1.6646781	1.4233246	5041.284886598587
64	6946.1	183.37921	7243.9067	6762.0454	7744.716	158.47105	8060.3066	7468.4497	1000.0	1000.0	255999	547.1633	547.1632	-546.3236	25.199295	1.6197337	0.067438826	1.8921336	1.4014274	1.5178809	0.040535886	1.6280308	1.4240271	5121.098210573196
65	7024.3047	245.34074	7323.5044	6649.4956	7495.4053	128.3276	7722.786	7265.002	1000.0	1000.0	259999	555.3703	555.3698	-554.52936	25.685	1.6443738	0.06796805	1.8796822	1.4075423	1.5125647	0.035778943	1.6061627	1.4381472	5200.337889671326
66	7112.376	130.46147	7267.911	6906.006	8018.461	156.79558	8305.739	7805.2324	1000.0	1000.0	263999	563.5018	563.5016	-562.6494	26.803902	1.6802249	0.06967754	1.9229491	1.4212695	1.5283109	0.040982865	1.6145511	1.4186696	5281.036046504974
67	7206.4497	113.267365	7400.2515	7125.0386	8154.5664	169.04355	8438.466	7836.709	1000.0	1000.0	267999	572.4132	572.413	-571.5903	27.356102	1.7234341	0.07493345	2.0119638	1.4534059	1.5055776	0.05750092	1.687225	1.3938122	5360.974002122879
68	7390.0635	154.72246	7593.4443	7216.815	8118.229	120.75879	8309.288	7909.8364	1000.0	1000.0	271999	581.9439	581.9439	-581.13403	27.565649	1.7645718	0.072302215	2.0288002	1.5078052	1.5046165	0.057373226	1.6179186	1.3840042	5442.652029037476
69	7551.703	199.78108	7805.86	7261.947	8052.5806	99.66509	8254.068	7835.6655	1000.0	1000.0	275999	591.19446	591.19415	-590.395	26.869352	1.780267	0.067966595	2.052608	1.5186417	1.4768447	0.03703978	1.5546248	1.4022472	5525.782274723053
70	7747.377	183.26448	8039.6333	7555.0273	8538.255	122.1572	8703.222	8317.03	1000.0	1000.0	279999	599.5641	599.56415	-598.702	28.000082	1.8030251	0.070566826	2.0749595	1.4975839	1.5195601	0.03482037	1.6271757	1.4446557	5607.321584701538
71	7826.4365	162.85963	8100.9224	7674.165	8067.4507	1414.0808	8681.036	3846.8484	1000.0	1000.0	283999	607.90283	607.90247	-607.0232	28.39777	1.8147085	0.07118256	2.0768037	1.5675151	1.5166048	0.048285943	1.6186687	1.3813286	5688.265522956848
72	7723.903	315.21628	8128.555	7336.4824	8966.99	118.798676	9129.775	8778.745	1000.0	1000.0	287999	616.3134	616.3134	-615.4468	29.062048	1.8411865	0.071060345	2.103358	1.5481017	1.528937	0.038147826	1.6162257	1.4398931	5768.08306479454
73	8202.049	300.9044	8676.246	7877.5835	7753.603	75.620476	7836.4795	7611.7383	1000.0	1000.0	291999	625.6644	625.66425	-624.8364	29.408308	1.8770903	0.07194526	2.197566	1.6241664	1.5101602	0.04184575	1.6333096	1.4504913	5850.644304037094
74	8188.7197	258.6818	8552.744	7868.1606	8594.176	181.79196	8812.298	8261.947	1000.0	1000.0	295999	633.8801	633.88007	-633.015	29.010302	1.8930254	0.071694165	2.1460555	1.6613446	1.4984285	0.0437605	1.613786	1.4110918	5931.107364654541
75	8340.228	163.6584	8606.774	8205.025	8994.0625	105.32551	9179.85	8835.049	1000.0	1000.0	299999	641.2779	641.27783	-640.3705	30.121302	1.9107059	0.071178526	2.1906524	1.6580771	1.5302341	0.04208554	1.629683	1.4511664	6012.292332172394
76	8433.298	206.10854	8602.021	8085.0713	8987.177	107.83987	9140.225	8767.495	1000.0	1000.0	303999	650.2975	650.2972	-649.44574	30.922754	1.9524736	0.069951996	2.188461	1.6934667	1.5271078	0.04256908	1.6381606	1.4283229	6093.3182809352875
77	8569.461	223.6477	8835.024	8225.39	8970.3125	64.60445	9101.027	8880.064	1000.0	1000.0	307999	659.9123	659.9122	-659.1944	33.489346	2.0157638	0.07217671	2.2875817	1.7253826	1.4285703	0.092550345	1.7355158	1.3015552	6175.460077285767
78	8725.372	231.369	9021.03	8461.076	8720.394	72.402466	8803.502	8619.559	1000.0	1000.0	311999	669.37964	669.37933	-668.55493	32.785374	2.020473	0.06999836	2.2480936	1.7810216	1.5017368	0.03240499	1.572718	1.4331503	6256.07275557518
79	8690.82	176.9105	8888.891	8404.508	7418.6875	2315.739	8873.362	2682.08	1000.0	1000.0	315999	678.526	678.5263	-677.6301	33.431366	2.0327847	0.06847315	2.3099537	1.7758031	1.5228947	0.03628993	1.6382622	1.4466438	6338.879088401794
80	6829.035	3291.4465	8746.918	1128.1824	9407.326	122.763916	9617.757	9170.006	1000.0	1000.0	319999	686.9318	686.93176	-686.03174	33.376366	2.0492363	0.07010846	2.2895436	1.7864263	1.5047424	0.03952027	1.6041583	1.4089589	6417.601694107056
81	8834.22	178.37488	9091.999	8592.304	9231.643	153.08109	9414.386	9004.524	1000.0	1000.0	323999	694.49945	694.49945	-693.6267	35.03832	2.0606697	0.069928326	2.318364	1.7836148	1.5101851	0.048730332	1.638694	1.4183941	6493.877016067505
82	7691.55	2233.847	9034.636	3823.459	9631.744	92.99554	9774.6	9439.001	1000.0	1000.0	327999	703.184	703.1839	-702.3565	35.416992	2.0941875	0.06850193	2.3432148	1.8435829	1.5027691	0.04711225	1.6048045	1.3981783	6575.215635299683
83	8979.25	83.39798	9058.774	8841.1045	9435.515	102.87697	9659.256	9296.643	1000.0	1000.0	331999	711.545	711.5451	-710.7222	36.13085	2.106778	0.0692875	2.3590033	1.8025326	1.4955616	0.039196476	1.6263155	1.406317	6654.959717750549
84	8987.971	113.93525	9159.218	8838.595	8537.217	37.076046	8591.531	8479.738	1000.0	1000.0	335999	719.7633	719.76337	-718.8966	37.491947	2.1200793	0.06798802	2.3879378	1.8258516	1.5006285	0.03350688	1.5787667	1.3833089	6734.412061691284
85	9194.583	224.50545	9492.358	8876.951	9355.568	200.72168	9637.821	8939.471	1000.0	1000.0	339999	727.3702	727.3698	-726.51636	37.513977	2.1452963	0.06809867	2.4179013	1.8602259	1.5135483	0.044280134	1.6404886	1.4316976	6814.819213628769
86	9333.487	197.80966	9579.86	9104.209	9336.883	112.143974	9490.097	9073.954	1000.0	1000.0	343999	735.348	735.3478	-734.5186	37.7655	2.1659935	0.06695441	2.4169862	1.9092516	1.480676	0.05061442	1.6086698	1.3484666	6896.933789491653
87	9075.116	58.12401	9169.7295	9020.422	9759.158	101.12194	9914.615	9616.469	1000.0	1000.0	347999	742.41534	742.4155	-741.5464	38.20381	2.1714127	0.06667939	2.4076436	1.9495199	1.47891	0.05477816	1.5848777	1.3566778	6977.670151948929
88	9197.992	98.587654	9350.563	9086.175	9767.814	92.21205	9906.281	9610.082	1000.0	1000.0	351999	748.6957	748.6954	-747.80975	38.86903	2.1870782	0.067922615	2.4087558	1.9482455	1.484888	0.05066644	1.608006	1.3692553	7058.548602581024
89	9275.676	214.92445	9589.308	8999.227	9667.572	92.49979	9816.743	9531.375	1000.0	1000.0	355999	754.7992	754.799	-753.8744	38.88132	2.1952484	0.06711374	2.4189985	1.9212965	1.5008123	0.03915232	1.6103787	1.3992234	7140.2093913555145
90	9337.986	197.51018	9662.052	9129.788	9873.369	90.57139	9979.433	9698.76	1000.0	1000.0	359999	761.21606	761.21594	-760.37067	38.97786	2.2152214	0.06718128	2.4841332	1.9919024	1.4657776	0.062407207	1.6192628	1.3676093	7220.1843457221985
91	9350.354	179.76566	9545.624	9063.228	9662.579	104.67721	9770.758	9452.748	1000.0	1000.0	363999	767.3842	767.3841	-766.50916	37.680164	2.2210598	0.064434186	2.43385	1.9837036	1.4538758	0.053363703	1.5719588	1.3639286	7300.027038097382
92	9402.42	153.49484	9610.484	9251.879	9652.653	87.11842	9782.82	9481.928	1000.0	1000.0	367999	772.8352	772.83496	-771.8336	39.55521	2.2215838	0.06579442	2.4404588	1.9818002	1.5149021	0.047305778	1.6915677	1.4420346	7380.655023097992
93	9581.965	125.05557	9703.041	9386.23	10100.653	113.6081	10273.619	9889.536	1000.0	1000.0	371999	778.3914	778.39166	-777.5581	40.94317	2.249132	0.065757915	2.4756002	2.0191762	1.4416941	0.052332226	1.5799385	1.358303	7459.782814025879
94	9617.85	46.073673	9691.985	9570.534	9884.206	77.39351	9993.663	9765.92	1000.0	1000.0	375999	784.4511	784.45056	-783.5596	39.47721	2.249227	0.06378384	2.470283	2.0187197	1.4599588	0.0511219	1.5477787	1.325877	7539.2323043346405
95	9619.416	190.15506	9909.122	9389.44	9987.723	83.66728	10132.477	9851.192	1000.0	1000.0	379999	789.7703	789.77	-788.86615	39.312576	2.252135	0.06513086	2.5591145	2.0342762	1.4457746	0.051636733	1.5411295	1.3259903	7618.9974908828735
96	9646.929	107.481895	9820.772	9527.884	9789.446	69.55557	9939.181	9700.017	1000.0	1000.0	383999	793.9918	793.99176	-792.94653	38.572556	2.2571704	0.064673096	2.462818	2.0278785	1.4994556	0.042575937	1.6181678	1.4098228	7699.118656158447
97	9699.76	229.83095	10022.101	9385.59	9985.281	119.27217	10172.332	9811.426	1000.0	1000.0	387999	798.86066	798.8605	-797.80273	38.964874	2.268202	0.063716404	2.4802072	2.0144432	1.5079986	0.040488426	1.6135877	1.436534	7779.268269300461
98	9767.908	71.64723	9841.58	9664.794	10005.013	69.63506	10099.035	9885.093	1000.0	1000.0	391999	804.249	804.24915	-803.2465	39.24842	2.2800996	0.065131456	2.5401168	2.0390227	1.4750901	0.044765107	1.5809861	1.3739624	7859.635969161987
99	9835.823	27.675436	9872.943	9802.102	9902.826	128.36243	10154.82	9707.081	1000.0	1000.0	395999	809.07574	809.07574	-808.00854	39.42518	2.2806947	0.06271295	2.495894	2.0509996	1.5020586	0.035281297	1.5833888	1.4198622	7940.900999307632
100	9759.268	19.524525	9787.773	9738.633	10138.982	63.52137	10264.051	10064.427	1000.0	1000.0	399999	814.2424	814.2423	-813.25	40.340523	2.2928545	0.06483813	2.517368	2.0099654	1.4789891	0.05503061	1.6258183	1.3692288	8020.503749132156
101	10009.307	43.102634	10079.886	9963.937	9561.5205	88.74172	9736.313	9448.707	1000.0	1000.0	403999	819.2827	819.2827	-818.34845	40.561478	2.3109405	0.06263293	2.5014493	2.071181	1.4373137	0.03273348	1.5186256	1.3492655	8100.166349172592
