Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Averagemmd_entropy	Stdmmd_entropy	Maxmmd_entropy	Minmmd_entropy	AverageQ_penalty	StdQ_penalty	MaxQ_penalty	MinQ_penalty	Time	$\alpha$
1	-295.86343	82.60891	-177.8199	-378.3793	4.368443	37.034855	88.8079	-52.137905	1000.0	1000.0	3999	-0.09324871	2.5355334	13.597787	-10.136472	-0.09365376	2.5345454	13.525753	-10.094489	-0.08047233	0.96270937	0.29027158	0.0862486	0.5307624	0.19210501	1.9535531	0.5782012	3.1832347	1.6918612e-07	64.16887187957764	1.6
2	-267.19168	31.6094	-215.69084	-298.5433	266.45868	260.14587	446.86462	-334.73782	1000.0	1000.0	7999	7.13992	5.8587637	30.897366	-11.285101	7.1399155	5.85709	31.11869	-11.985451	-7.60794	2.4552014	0.39581305	0.027914677	0.5047997	0.30954644	3.0350976	0.21152085	3.935644	2.4488428	145.03207445144653	1.6
3	153.40279	479.3925	784.8768	-329.57788	753.9377	272.78064	1237.1884	336.58603	1000.0	1000.0	11999	17.90103	9.72553	61.777504	-4.208635	17.901148	9.724893	61.573654	-4.618205	-18.334711	3.5980127	0.43181524	0.030490225	0.5694172	0.34760275	3.3245487	0.21286316	4.2828135	2.6430194	236.45055150985718	1.6
4	976.82983	271.41553	1263.2914	549.63434	840.25574	464.92877	1575.0941	-21.716463	1000.0	1000.0	15999	26.357527	15.306548	76.329124	-0.31862184	26.35728	15.306256	75.63013	-1.2151961	-26.533777	3.889274	0.39880183	0.021084843	0.48400325	0.33378872	3.5211642	0.24897236	4.4018316	2.7665868	327.2986047267914	1.6
5	1751.7312	72.02332	1859.3151	1666.374	1922.2136	29.644258	1957.4526	1871.5602	1000.0	1000.0	19999	37.79016	21.895535	91.62821	0.63393724	37.789776	21.895624	90.93038	0.051469743	-37.887524	4.895533	0.40393105	0.02139499	0.48432332	0.3387518	4.1525564	0.31445828	5.2700644	3.0956743	413.8849513530731	1.6
6	2243.1785	140.29565	2429.1467	2041.7012	2388.2979	36.520718	2469.082	2344.6785	1000.0	1000.0	23999	53.86125	28.72734	112.43111	1.8691666	53.8611	28.726912	112.37227	0.901828	-53.915226	5.6859665	0.42298618	0.024790643	0.5236397	0.347158	4.745732	0.32183892	5.973998	3.6233478	501.6838347911835	1.6
7	2338.4492	100.047134	2484.9656	2210.9346	2522.765	70.99114	2608.3738	2358.925	1000.0	1000.0	27999	72.24388	35.476818	134.52759	2.5310385	72.24388	35.47653	135.52388	0.9554617	-72.24587	6.9033523	0.4331648	0.022235792	0.5287385	0.36203742	5.264516	0.31201237	6.54458	4.2719755	586.5597207546234	1.6
8	2387.7922	57.98527	2480.7288	2333.818	2586.42	64.17249	2694.7722	2517.192	1000.0	1000.0	31999	91.49413	41.136795	153.71756	0.26005286	91.49392	41.1367	154.65744	0.06304544	-91.45945	7.9759707	0.4601034	0.024708869	0.5705674	0.37417257	5.698563	0.33348444	7.0705013	4.672957	668.253178358078	1.6
9	2592.8809	30.285633	2632.548	2563.2168	2736.5295	90.3865	2804.7559	2473.6453	1000.0	1000.0	35999	110.28965	45.848743	172.62779	-1.4103886	110.2893	45.84881	170.98773	-2.345813	-110.21061	8.697158	0.47441915	0.023929384	0.57497394	0.39495766	5.9382615	0.32097292	7.1178093	4.9275613	762.0423567295074	1.6
10	2699.2942	68.34772	2754.617	2585.6865	2826.999	43.295155	2888.7886	2748.028	1000.0	1000.0	39999	128.18637	49.308567	191.89009	0.018665016	128.1861	49.308956	191.33113	0.5552604	-128.04784	8.759924	0.4921061	0.026643464	0.6167725	0.41688582	6.150703	0.33289492	7.3527865	4.998514	845.9593050479889	1.6
