Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Averagemmd_entropy	Stdmmd_entropy	Maxmmd_entropy	Minmmd_entropy	AverageQ_penalty	StdQ_penalty	MaxQ_penalty	MinQ_penalty	Time	$\alpha$
1	33233.023	898.83026	34481.15	31955.053	33128.15	24.070957	33162.43	33088.902	1000.0	1000.0	3999	10.272517	5.9050484	30.1659	-7.4170464e-07	10.272441	5.9050813	30.046654	-8.510289e-07	-9.80609	0.18888216	0.3439859	0.0082532875	0.37223175	0.3178797	1.4013399	0.7814551	2.7425666	2.0486534e-07	109.72080063819885	1.2
2	33065.406	1829.7742	35324.97	31251.273	38114.65	35.098606	38168.348	38061.758	1000.0	1000.0	7999	34.022923	8.3497095	65.10051	13.584396	34.02279	8.350001	65.139915	13.581904	-33.541164	0.5508153	0.37831914	0.014826231	0.42336884	0.3412789	3.7629414	0.5250144	4.924504	2.5580428	250.34027862548828	1.2
3	39095.4	7565.7715	50946.82	31505.947	86379.26	2788.7222	91084.914	79533.25	1000.0	1000.0	11999	57.08171	8.953164	91.19059	27.455175	57.081665	8.953539	91.39534	27.653759	-56.590508	0.9418761	0.43368408	0.018172776	0.4921003	0.3812073	5.21202	0.2893232	6.0075994	4.270183	394.28179264068604	1.2
4	92018.11	19637.078	122018.66	67558.37	77962.81	6035.1943	87996.46	67157.36	1000.0	1000.0	15999	81.41107	17.835262	171.45483	45.49574	81.41102	17.83563	171.5612	45.80477	-80.90636	6.0171905	1.1335839	0.5864006	2.3433344	0.42192248	7.0931406	1.1452655	10.025625	4.7811737	535.9017324447632	1.2
5	79656.555	8127.614	88068.234	66258.56	75308.516	6846.5273	84894.67	63943.977	1000.0	1000.0	19999	132.70969	36.684322	265.12912	24.555246	132.7095	36.68399	265.79413	24.574253	-132.49397	12.109235	1.810125	0.2470023	2.2654195	1.1089674	9.123668	0.56912273	11.204219	7.3897	677.7477388381958	1.2
6	84215.44	12288.61	95288.18	65362.824	79885.34	13184.016	104070.44	57783.0	1000.0	1000.0	23999	174.07654	50.777	325.5294	32.571808	174.07681	50.775383	323.8583	31.771273	-173.65994	20.165056	1.4802731	0.2292499	2.0956967	1.0013229	9.436395	0.85006773	12.265696	7.317508	851.8185379505157	1.2
7	81673.01	9484.672	93538.734	67157.17	79948.48	13183.954	105364.9	62366.465	1000.0	1000.0	27999	216.21577	64.445244	377.21436	44.264477	216.21626	64.442566	377.68582	45.073063	-215.61406	30.23484	1.8594977	0.15891345	2.3259735	1.361167	10.598959	0.46360037	12.566914	8.561071	1040.2233896255493	1.2
8	74711.01	17454.447	100426.36	56661.36	72057.06	7790.249	93677.28	63416.367	1000.0	1000.0	31999	252.74382	78.36647	449.5828	46.74858	252.7442	78.36567	445.13855	47.189835	-252.06444	37.759586	1.9656582	0.12363567	2.4121695	1.6100303	11.476307	0.6245319	13.442287	9.586354	1228.3444259166718	1.2
9	92191.85	13991.098	110650.484	76620.79	90084.984	14801.823	127237.43	73503.16	1000.0	1000.0	35999	285.2344	89.75361	485.2351	60.28383	285.2336	89.75431	483.51324	60.311657	-284.41968	44.35059	1.9000796	0.117538415	2.3223429	1.5446836	12.312196	0.56527925	14.278248	10.651096	1412.0700495243073	1.2
10	101971.89	14109.548	126181.95	90827.84	97849.01	12253.129	111450.234	66321.19	1000.0	1000.0	39999	313.708	94.48834	508.136	71.92603	313.70712	94.4918	508.10852	69.147766	-312.68924	49.876095	1.8400315	0.16535409	2.3898973	1.3247026	12.7191305	0.49378133	14.544625	10.965416	1554.9299969673157	1.2
11	89697.84	18911.22	114763.18	67753.62	103939.195	16646.285	127008.12	79445.18	1000.0	1000.0	43999	334.31027	98.883125	532.49304	76.513245	334.30948	98.8837	533.56805	74.90209	-333.09494	54.348473	1.8628597	0.13136606	2.265039	1.4706551	13.032903	0.5746696	15.0960865	10.932051	1697.2154874801636	1.2
12	92031.9	13448.432	113401.85	78599.69	102505.984	17402.031	131353.5	77189.38	1000.0	1000.0	47999	352.78827	108.09677	564.4074	63.278423	352.78812	108.0977	570.5448	60.509792	-351.39627	62.209503	2.0219936	0.16988136	2.5094168	1.5391034	13.730265	0.5784952	15.8538885	11.71759	1883.2812991142273	1.2
13	94446.13	14559.535	117935.375	80159.8	108485.2	19160.076	135112.17	76365.41	1000.0	1000.0	51999	374.78412	112.96933	589.97516	63.222374	374.78497	112.96484	585.1727	64.957794	-373.28748	71.84069	2.315166	0.13195157	2.7775311	1.8995022	14.534281	0.54963773	16.402082	12.628807	2072.1239697933197	1.2
14	100939.47	17006.488	117786.42	77121.88	94048.62	7997.264	106086.086	82788.195	1000.0	1000.0	55999	393.2805	117.10741	624.9493	78.928024	393.28152	117.102554	619.8978	75.795555	-391.71667	76.06186	2.3260818	0.16214395	2.90884	1.8488069	15.0055485	0.5952143	17.096373	12.876004	2259.441516637802	1.2
15	83376.81	9063.598	92864.13	69640.28	103928.82	16523.734	136461.81	80209.086	1000.0	1000.0	59999	406.98355	121.76215	651.8404	80.354515	406.98425	121.75925	649.76587	78.8899	-405.20874	81.39076	2.2993279	0.17726055	2.9416766	1.8440138	14.866623	0.595292	17.428087	12.858341	2428.3898696899414	1.2
16	122212.76	5993.3354	128824.625	112615.1	109003.734	14862.772	136167.92	87905.43	1000.0	1000.0	63999	413.47064	124.07572	650.7536	93.123146	413.47144	124.07655	650.5575	93.7228	-411.4431	87.55362	2.0836194	0.13581292	2.6015368	1.665821	14.426961	0.5497387	16.502205	12.543653	2589.674899339676	1.2
17	117181.59	17705.078	132787.67	88925.3	119156.55	21648.291	138352.47	65981.91	1000.0	1000.0	67999	414.80557	121.584	642.3292	100.7366	414.80548	121.583305	641.04456	99.34457	-412.65347	86.79956	1.8574476	0.14639066	2.3763216	1.4458073	14.047226	0.538333	15.858096	12.351423	2755.9625301361084	1.2
18	120257.76	7537.835	132589.88	112331.69	113969.89	17031.395	139977.94	89458.5	1000.0	1000.0	71999	414.78345	117.686935	637.20166	107.73608	414.78317	117.68536	640.499	107.830086	-412.56412	83.52713	1.7917429	0.11064699	2.262358	1.4824978	13.870352	0.49998137	15.732866	12.226476	2945.326355457306	1.2
19	98767.9	16237.517	121487.305	75565.85	125206.125	10274.887	136502.05	109148.3	1000.0	1000.0	75999	415.4271	117.15162	637.8499	113.91864	415.4278	117.152084	635.6086	116.017624	-413.16376	81.33242	1.892628	0.12548836	2.3982682	1.5481913	14.052406	0.55541825	16.370844	12.175525	3135.0239548683167	1.2
20	119754.984	17718.697	138919.6	99641.64	132966.16	13620.561	142324.47	94013.79	1000.0	1000.0	79999	419.7371	120.15358	639.0646	122.672455	419.7376	120.1524	635.76074	124.95478	-417.46426	86.23445	2.1319132	0.16880237	2.749527	1.6424412	14.471061	0.5321431	16.614609	12.899978	3322.507336616516	1.2
21	137130.25	9628.937	145875.77	120964.46	133041.89	11473.253	143529.34	111503.88	1000.0	1000.0	83999	426.71112	121.34773	662.21295	128.85826	426.71115	121.34833	665.0925	123.41877	-424.351	86.3897	2.1719537	0.16661638	2.7465014	1.704861	14.453081	0.5178247	16.500074	12.771829	3512.4678015708923	1.2
