Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Averagepi_penalty	Stdpi_penalty	Maxpi_penalty	Minpi_penalty	Averagesh_penalty	Stdsh_penalty	Maxsh_penalty	Minsh_penalty	AverageQ_penalty	StdQ_penalty	MaxQ_penalty	MinQ_penalty	Time
59	2031.9343	179.86415	2323.06	1859.8033	1675.3213	577.76166	2552.978	1091.9923	1000.0	1000.0	235999	84.18576	81.036026	279.33557	-141.18578	84.18568	81.03693	282.34012	-139.39189	-84.106155	10.481812	2.170606	0.02890468	2.2633216	2.028907	0.10979159	0.0361997	0.29191592	0.009976588	3.7867506	0.4388729	5.5645227	2.2203689	6028.293577671051
60	1997.2073	185.74426	2229.533	1714.8656	1248.5964	265.50177	2035.7499	1091.9609	1000.0	1000.0	239999	84.58959	82.000374	297.99808	-145.11386	84.58945	82.00084	298.5159	-143.68149	-84.57741	10.286942	2.1600316	0.033507016	2.2826207	2.054262	0.11089284	0.036670785	0.34953946	0.011474122	3.8919952	0.4465478	5.815802	2.5618312	6130.952765226364
61	2283.169	276.42963	2706.4753	1931.1515	2148.6177	243.84413	2479.713	1734.6288	1000.0	1000.0	243999	85.74505	83.263214	294.51685	-147.99178	85.74511	83.26359	294.5109	-150.20865	-85.67839	10.858955	2.129669	0.03891065	2.2586753	2.0018425	0.12547672	0.03392743	0.27756062	0.011409983	4.1034513	0.45863584	6.202908	2.811624	6234.862782239914
62	2282.981	193.53807	2449.8765	1959.5342	997.7826	24.698418	1033.9708	954.1259	1000.0	1000.0	247999	86.98204	84.05352	296.6303	-166.67441	86.98196	84.05377	294.6806	-169.362	-86.92864	10.922754	2.1535153	0.035742998	2.2642565	2.038158	0.11540728	0.037335906	0.29652476	0.011491155	4.0503144	0.45117384	5.7545786	2.6901178	6337.8151948452
63	2320.616	209.90034	2508.839	1965.2205	1999.1442	452.21933	2468.6719	1302.7782	1000.0	1000.0	251999	88.2997	85.01137	286.85217	-154.56624	88.29913	85.011566	288.454	-157.58968	-88.26474	10.756369	2.177778	0.030439736	2.2954543	2.0761595	0.108071536	0.03519707	0.30881312	0.009059147	4.088452	0.43910396	5.76982	2.6677115	6440.448719263077
64	1387.6101	403.91153	1859.1924	965.1261	1073.5813	196.07379	1655.1741	958.149	1000.0	1000.0	255999	89.90356	85.38112	284.22296	-169.04582	89.90345	85.381256	288.2489	-164.02075	-89.85217	10.515684	2.2286406	0.041982617	2.3366835	2.0835505	0.10802619	0.034998514	0.2867178	0.008483612	4.0533767	0.44000295	5.9343576	2.6998534	6543.620785951614
65	1474.1438	478.74472	2026.5359	978.0743	1029.5289	17.282444	1043.4928	990.38995	1000.0	1000.0	259999	91.27558	85.70596	296.97568	-168.50934	91.27515	85.70603	294.60736	-164.8479	-91.213936	10.489295	2.2472174	0.028020998	2.3371465	2.1225483	0.10925752	0.034986936	0.3006315	0.012582276	4.0259733	0.4588583	6.152665	2.6736279	6645.8410930633545
66	1445.8741	495.22406	2148.7778	933.3527	2163.5112	247.4473	2516.1575	1730.9663	1000.0	1000.0	263999	91.8987	85.67968	300.3086	-170.86128	91.89853	85.680214	296.21146	-168.27089	-91.85963	10.510571	2.2701216	0.028241433	2.3547072	2.1697195	0.10661461	0.03469919	0.31712663	0.011027956	4.022838	0.46247172	5.9942517	2.472727	6748.07423210144
67	1671.2668	539.64844	2449.4338	981.99457	1045.2753	27.097456	1078.0825	1002.2507	1000.0	1000.0	267999	92.81638	86.4479	286.55508	-169.54482	92.81654	86.4489	283.06805	-166.70076	-92.73862	10.696636	2.273888	0.03309884	2.357689	2.1475024	0.108344525	0.035206445	0.26201528	0.010325139	3.989367	0.43679535	5.924869	2.6648743	6849.690284252167
68	1574.9934	665.16113	2312.4988	808.73865	1891.2086	244.44994	2341.4768	1384.2183	1000.0	1000.0	271999	92.86541	87.411385	281.00748	-173.72661	92.86514	87.41137	280.4705	-174.97816	-92.79108	10.451888	2.2643547	0.026950175	2.3553793	2.1504264	0.10705762	0.03552908	0.2668124	0.010522503	3.9086998	0.4365036	5.704274	2.522662	6952.94430565834
69	2040.5979	353.8434	2341.5996	1445.5845	2187.9626	230.44035	2458.6047	1929.1705	1000.0	1000.0	275999	93.29831	88.1462	281.42062	-175.63127	93.29821	88.14652	282.57248	-175.8512	-93.20605	10.570097	2.2683861	0.023897775	2.3552094	2.1792278	0.10876248	0.03579534	0.3278427	0.01316104	3.9352434	0.4468452	5.7032847	2.696165	7055.58526134491
