Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	Q1Vals	Q2Vals	LossPi	LossQ	Averagemmd_entropy	Stdmmd_entropy	Maxmmd_entropy	Minmmd_entropy	$\alpha$	Stdalpha	Maxalpha	Minalpha	Time
1	35106.145	3818.1829	41404.977	31107.064	33614.535	43.83029	33688.812	33540.387	1000.0	1000.0	3999	10.932987	10.933124	-10.224979	0.24981537	0.3407994	0.0066192728	0.3649784	0.31809115	1.7999998	1.1920929e-07	1.8	1.8	184.99617552757263
2	34012.508	2272.3752	37093.04	30981.533	60221.0	3064.5513	67375.02	56949.254	1000.0	1000.0	7999	30.78281	30.782682	-29.940048	0.7641194	0.36361706	0.03397137	0.6331274	0.32942885	1.7999997	2.3841858e-07	1.8	1.8	426.2015678882599
3	42834.227	11221.151	56151.17	31251.043	59055.844	5459.512	73922.39	53700.465	1000.0	1000.0	11999	58.650307	58.650463	-57.99865	3.3931053	0.6105525	0.0289014	0.7124892	0.514679	1.7999997	2.3841858e-07	1.8	1.8	677.1780858039856
4	54865.547	2010.7611	57906.336	52659.855	65637.47	8389.044	79887.82	55910.516	1000.0	1000.0	15999	86.82195	86.8216	-86.14445	6.504884	0.6692054	0.041427687	0.8151367	0.5368092	1.7999997	2.3841858e-07	1.8	1.8	929.400582075119
5	55888.344	4171.1313	60508.527	49113.6	71863.68	10038.5	88137.195	59706.293	1000.0	1000.0	19999	113.4946	113.49475	-112.59175	11.108591	0.7457742	0.041743834	0.9019547	0.62036246	1.7999997	2.3841858e-07	1.8	1.8	1179.9365577697754
6	72434.98	3374.089	76982.83	68301.516	67293.83	7503.304	78715.664	50371.535	1000.0	1000.0	23999	140.10664	140.10619	-139.18713	22.130377	0.8673513	0.050450247	1.0880712	0.7148971	1.7999997	2.3841858e-07	1.8	1.8	1431.9773468971252
7	63116.926	1813.1237	66053.79	61094.28	76191.49	4157.398	85081.88	70600.664	1000.0	1000.0	27999	163.566	163.56493	-162.37085	23.07907	0.85459536	0.04068306	1.0130489	0.7244646	1.7999997	2.3841858e-07	1.8	1.8	1685.527702331543
8	64929.336	7852.707	72647.06	53457.133	81183.055	12849.413	106536.64	64407.047	1000.0	1000.0	31999	181.95424	181.95146	-180.59978	28.523617	0.9284874	0.04484235	1.1318355	0.7857172	1.7999997	2.3841858e-07	1.8	1.8	1937.5168058872223
9	83369.695	15004.577	106591.51	68338.664	83411.05	11883.464	102965.414	65829.64	1000.0	1000.0	35999	201.0534	201.04926	-199.5876	38.235447	1.064606	0.08824628	1.3832414	0.78216743	1.7999997	2.3841858e-07	1.8	1.8	2189.3810658454895
10	79881.42	4230.972	85318.92	73437.836	76752.516	15187.119	109053.734	60349.184	1000.0	1000.0	39999	218.2341	218.23038	-216.58507	42.627514	1.0271585	0.05670589	1.2684234	0.8533212	1.7999997	2.3841858e-07	1.8	1.8	2443.0754108428955
11	70679.38	8286.888	83793.48	60808.418	68301.11	12813.414	86528.29	47605.797	1000.0	1000.0	43999	235.58604	235.57944	-233.95651	54.571735	1.3334423	0.17688888	1.871959	0.954145	1.7999997	2.3841858e-07	1.8	1.8	2697.464225769043
12	84602.48	4415.294	90643.98	79648.91	85460.98	15163.0205	112873.96	65680.44	1000.0	1000.0	47999	261.4207	261.4169	-259.6419	72.19567	1.5274216	0.121118285	1.9682132	1.187993	1.7999997	2.3841858e-07	1.8	1.8	2951.119787454605
13	89288.46	9123.568	98847.87	74248.46	97641.62	8972.486	114723.75	78512.31	1000.0	1000.0	51999	275.00348	275.00244	-272.8562	60.727974	1.124498	0.12777957	1.5003598	0.8799343	1.7999997	2.3841858e-07	1.8	1.8	3205.1056690216064
14	88011.99	5294.3203	95727.82	80849.414	111460.35	5329.298	119505.086	102797.82	1000.0	1000.0	55999	278.38623	278.38388	-276.13974	54.847282	1.1735344	0.09878749	1.5063355	0.92604697	1.7999997	2.3841858e-07	1.8	1.8	3460.3156700134277
15	87317.805	17325.826	108571.37	60290.01	93335.664	17901.824	123708.96	62822.54	1000.0	1000.0	59999	286.4405	286.43817	-284.16968	60.767204	1.289474	0.09978494	1.6317153	1.0084236	1.7999997	2.3841858e-07	1.8	1.8	3718.2392723560333
16	92918.78	16380.131	106642.125	64933.23	115254.23	21874.041	133652.58	59532.27	1000.0	1000.0	63999	295.33963	295.33685	-293.0269	66.48287	1.3792146	0.07969196	1.6957433	1.1464494	1.7999997	2.3841858e-07	1.8	1.8	3976.085941553116
