Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
1	32931.305	1900.395	36025.56	31069.19	65895.5	2385.7026	69688.7	61017.863	1000.0	1000.0	3999	262.55148	150.94025	797.43475	0.41790003	262.54047	150.95744	953.59845	-6.3840284	-0.81220376	7.33181	278.26556	-19.508276	-269.6507	166.31958	68.00088453292847
2	34188.797	2570.3445	36817.273	31109.438	83913.516	85.71054	84046.54	83765.96	1000.0	1000.0	7999	960.40094	259.1572	2166.8486	402.3637	960.41125	259.13522	1899.9204	433.8053	10.631453	5.0808806	77.459694	-16.831362	-982.2049	564.7265	147.68941593170166
3	53010.4	18843.268	71942.9	34075.742	61331.98	273.56638	62080.086	61078.777	1000.0	1000.0	11999	1893.312	301.7643	3051.6616	1034.0521	1893.3145	301.73764	2927.7446	1078.8418	15.417996	4.617106	45.5841	-12.148886	-1923.3364	968.42773	231.58724427223206
4	85561.266	1974.1829	88979.836	84369.26	84287.984	61.72611	84393.914	84204.31	1000.0	1000.0	15999	2887.5996	319.88583	4413.9863	1783.5303	2887.599	319.89267	4403.8374	1883.0691	19.633274	5.275185	71.29122	-10.346296	-2915.062	1545.0902	316.2581844329834
5	84344.61	96.20644	84499.9	84248.69	84549.88	184.76448	84878.94	84174.93	1000.0	1000.0	19999	3852.6938	315.99313	5586.4937	1746.5477	3852.697	315.97955	5476.013	1961.5475	23.791025	5.020648	69.69308	-4.0641823	-3877.5974	2280.5205	402.04786491394043
6	83039.445	2488.0127	84779.086	78742.5	82863.77	11677.31	93757.42	64297.527	1000.0	1000.0	23999	4659.3296	314.6251	6481.0547	3384.915	4659.335	314.59842	6724.3374	3189.0503	24.5556	5.0048757	70.42846	-4.8079777	-4679.211	2615.0144	486.69561219215393
7	89301.266	4344.597	93793.23	84348.414	84159.52	93.77099	84302.34	83972.25	1000.0	1000.0	27999	5279.316	335.30447	7845.5405	4171.6807	5279.3105	335.3057	7803.1616	4131.3174	24.059855	5.352077	49.02185	-6.8088055	-5292.2617	2815.0964	572.9158523082733
8	86693.95	3876.543	93404.64	84252.3	84285.98	133.25684	84575.0	84094.17	1000.0	1000.0	31999	5774.1694	349.603	8182.164	4366.387	5774.1685	349.57227	7907.9097	4397.888	24.917843	5.480211	50.490303	-8.581921	-5781.769	2994.5745	658.3985185623169
9	90569.6	3519.278	93778.05	85219.76	90794.76	1144.4465	92859.54	89356.28	1000.0	1000.0	35999	6179.8726	359.39307	7625.994	4557.429	6179.8726	359.40402	7840.2886	4551.9873	25.90296	5.4555006	51.309498	-3.1038532	-6185.768	2553.708	742.7104761600494
10	87637.9	3798.9766	93228.4	83540.91	93776.234	826.1394	94317.26	91375.49	1000.0	1000.0	39999	6518.2744	372.83807	8368.73	4686.437	6518.2783	372.84387	8164.8203	4672.535	26.862562	5.6019816	55.02683	-4.230982	-6521.168	2752.1252	827.4799885749817
11	90375.98	3412.7976	93787.85	85077.4	85639.445	895.3613	87739.35	84528.93	1000.0	1000.0	43999	6790.0376	379.62598	9160.704	4853.24	6790.049	379.54797	8851.406	4802.258	27.604488	5.3943715	55.123535	-6.456936	-6791.2	2962.9102	912.3775374889374
12	85088.12	5927.7656	93260.79	76507.38	92123.54	1187.532	93132.73	88690.18	1000.0	1000.0	47999	7009.7324	389.93088	9640.268	4700.7046	7009.734	389.89465	8826.254	4921.5728	28.229225	5.3757153	57.1634	-0.72670174	-7011.074	3144.5837	996.0281755924225
13	93612.65	2507.8462	96534.2	89630.35	87725.53	3713.714	90784.36	78255.51	1000.0	1000.0	51999	7196.1772	409.71762	9544.45	5082.788	7196.1733	409.7452	9342.566	5037.495	29.4274	5.6942163	68.67481	-0.73313904	-7197.715	2943.3845	1079.779301404953
14	94877.734	1184.7733	96136.85	93694.13	84112.76	8176.5	97997.01	69863.91	1000.0	1000.0	55999	7373.096	429.9104	9249.691	5127.894	7373.098	429.95273	9314.334	5078.2373	30.092896	5.812862	66.995415	-4.0600395	-7372.721	3061.755	1165.2988307476044
15	97982.05	14682.324	121453.15	85090.94	86674.24	6828.7637	97060.055	77136.67	1000.0	1000.0	59999	7511.2	458.0159	11235.491	5106.906	7511.1973	458.00977	11579.081	5131.1772	31.157202	5.967061	118.338356	-3.1266232	-7509.818	3444.2236	1251.3479735851288
16	87273.69	10298.667	97968.5	70841.055	79491.42	2708.5073	86221.44	76759.36	1000.0	1000.0	63999	7627.5317	496.64972	9982.37	5264.716	7627.539	496.63174	9953.268	5169.1064	32.63789	6.0610933	76.08893	-1.0849342	-7625.9185	3633.7725	1335.9669251441956
17	93513.27	5542.525	98313.54	84793.95	89096.07	11226.221	100635.73	70442.305	1000.0	1000.0	67999	7701.358	556.9552	10296.213	5264.1714	7701.365	556.90735	10870.046	5273.4556	34.125835	6.1615815	66.20787	4.2951546	-7699.742	4124.093	1420.7962894439697
18	89609.305	8831.949	98561.875	77392.766	83832.44	7360.6333	94832.46	76850.12	1000.0	1000.0	71999	7782.5073	595.6377	11407.541	5199.243	7782.503	595.67804	11315.498	5296.1333	34.800842	6.2346997	74.130424	-3.4813366	-7779.234	4745.941	1506.6442294120789
19	84157.664	5571.0527	89091.305	75160.766	91503.125	8937.384	99865.56	72521.04	1000.0	1000.0	75999	7822.783	643.79846	11841.09	5270.3633	7822.7783	643.8327	11686.98	5255.9805	35.28086	6.315946	79.73811	1.9898014	-7819.829	5197.315	1591.4669256210327
20	86402.35	10520.009	97552.49	73914.46	87834.664	6582.5137	95988.305	76637.586	1000.0	1000.0	79999	7855.469	693.3934	11479.809	5289.113	7855.4707	693.37695	11462.406	5101.9233	35.456856	6.399992	124.53538	1.7011604	-7851.937	5497.287	1676.388062953949
21	74113.2	5192.058	80444.32	67747.95	83242.51	7967.398	95073.4	71380.07	1000.0	1000.0	83999	7838.346	760.6203	11136.838	5260.5703	7838.3447	760.6489	11224.077	5196.5034	35.11772	6.5858693	112.1541	0.9266014	-7833.522	6444.435	1762.1989889144897
22	83403.26	9271.897	93495.96	68262.38	87910.33	4237.249	93763.1	78764.79	1000.0	1000.0	87999	7810.435	800.1163	11530.926	4265.234	7810.4307	800.1589	11395.384	4589.6113	34.620754	6.809226	82.96242	1.3256283	-7804.419	6182.7827	1846.6638855934143
23	84670.5	7248.2124	96243.17	78140.81	81957.36	11246.217	99642.63	69066.14	1000.0	1000.0	91999	7774.5806	833.01544	11213.139	2480.7185	7774.575	833.0246	10906.698	2814.6826	35.22384	7.1228886	85.98956	-0.20412064	-7767.8	5820.118	1931.8797814846039
24	75271.234	2526.5068	77029.66	70910.63	86204.35	6825.1177	95857.85	77714.01	1000.0	1000.0	95999	7722.8345	880.95624	11359.949	5208.87	7722.834	881.05334	11318.986	5193.5337	35.754078	7.264807	124.909195	0.63378143	-7715.8037	5481.5146	2018.3541853427887
25	81950.11	8714.979	97037.84	76566.41	85079.71	6183.3745	96487.91	76751.23	1000.0	1000.0	99999	7669.8335	922.74854	10832.274	4113.767	7669.823	922.8192	10816.802	4173.479	35.441856	7.432279	244.74283	-3.1234608	-7661.832	5553.323	2105.2242872714996
26	82895.0	3905.6409	87216.94	76985.18	86114.484	7792.9595	97135.516	77352.195	1000.0	1000.0	103999	7630.674	944.93744	10792.756	3597.211	7630.6772	944.9322	10941.384	3654.627	35.90936	7.363185	75.90657	-0.60858154	-7622.816	5410.824	2191.352412223816
27	87304.58	6053.873	95377.195	78314.84	84911.164	7681.8325	96656.59	76479.99	1000.0	1000.0	107999	7613.771	949.9299	10818.3125	4168.2246	7613.7734	949.95026	10799.714	4096.111	36.410606	7.2650332	78.15436	1.9408569	-7605.799	5047.791	2275.854735851288
