Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
62	1380.8885	48.438297	1445.7919	1314.821	1502.8928	5.602268	1512.9464	1492.1395	1000.0	1000.0	247999	106.5227	51.768093	276.11945	-32.50113	106.52249	51.768364	279.43137	-31.524734	-0.2968456	1.7438698	13.0500765	-11.36337	-106.88161	3.0614386	4499.024434089661
63	1393.953	25.665916	1429.9645	1357.7307	1488.5315	15.585824	1526.5066	1475.2546	1000.0	1000.0	251999	107.36762	51.726856	289.01996	-34.873135	107.36765	51.726997	290.16574	-32.8554	-0.32536948	1.7174883	11.20951	-12.327094	-107.71089	3.0137305	4571.854300022125
64	1363.8235	61.655704	1415.6959	1258.5996	1451.6906	9.750053	1464.9043	1438.7842	1000.0	1000.0	255999	107.86467	51.442112	300.7811	-25.564243	107.86474	51.44239	304.34604	-30.625399	-0.3887624	1.6904799	13.356156	-11.467463	-108.164314	2.988519	4644.759703397751
65	1393.1793	35.840973	1430.6351	1348.7798	1486.9851	11.981567	1511.2783	1469.8262	1000.0	1000.0	259999	107.71074	51.6461	308.73837	-27.768908	107.71067	51.64627	308.12915	-26.303782	-0.43502563	1.6879026	13.882892	-10.490861	-107.98893	2.9517841	4717.491393089294
66	1384.0165	15.319776	1400.2181	1360.769	1441.7855	6.457504	1448.0144	1429.1771	1000.0	1000.0	263999	107.83297	52.03707	302.91998	-35.537384	107.83311	52.037037	300.54395	-44.178005	-0.40929744	1.689784	15.2275	-12.069681	-108.12214	2.9710586	4789.590935468674
67	1389.2173	47.319637	1439.4302	1337.2722	1458.3383	10.18988	1474.407	1435.3826	1000.0	1000.0	267999	107.85865	52.220825	287.12137	-57.229393	107.85864	52.220768	287.2654	-54.22951	-0.38807234	1.71704	14.991861	-10.218428	-108.1596	3.0169194	4862.644567251205
68	1384.8448	28.212055	1413.9586	1338.4396	1474.6365	23.433826	1503.8423	1434.074	1000.0	1000.0	271999	108.88884	52.348198	284.3762	-54.393875	108.88901	52.348	287.73218	-60.656143	-0.31481308	1.7279369	12.887785	-10.401173	-109.23458	3.0805955	4936.161331176758
69	1393.8947	27.496027	1424.1478	1350.2227	1461.8179	17.793694	1491.091	1433.3652	1000.0	1000.0	275999	109.98128	52.087955	288.61346	-46.90539	109.98126	52.088127	287.74823	-52.052013	-0.3404067	1.708732	12.869788	-11.582887	-110.30381	2.9355404	5008.478494644165
70	1338.4062	36.252632	1370.5432	1277.0925	1522.6381	8.358572	1530.8121	1502.5165	1000.0	1000.0	279999	110.33119	52.173027	299.74966	-37.199005	110.33128	52.172756	301.98505	-41.1638	-0.41461733	1.6770653	13.010086	-10.72821	-110.61374	2.8480446	5082.287625312805
71	1409.484	39.746452	1439.4476	1341.1957	1507.7385	6.004886	1516.6309	1499.7214	1000.0	1000.0	283999	110.73438	52.65176	306.02933	-40.002644	110.73429	52.65239	304.3489	-46.011776	-0.43239242	1.6667491	12.350399	-13.698157	-111.02448	2.8372784	5155.93045258522
72	1384.5299	12.08263	1401.19	1367.5587	1533.1824	10.557856	1548.575	1511.0145	1000.0	1000.0	287999	111.10321	52.78809	312.966	-40.02805	111.10308	52.78871	311.6537	-46.660847	-0.40150782	1.6838611	13.517384	-13.051065	-111.39918	2.816055	5228.677471876144
73	1402.0222	10.476605	1412.389	1384.5452	1514.4729	9.573094	1532.9464	1499.9967	1000.0	1000.0	291999	111.75166	52.97551	313.64117	-30.015177	111.75179	52.975296	313.13898	-29.86008	-0.3886667	1.7087909	14.245964	-10.945541	-112.06606	2.9851568	5302.222805023193
74	1388.544	21.918999	1414.2869	1353.6624	1577.7053	7.5623837	1590.2747	1565.9551	1000.0	1000.0	295999	112.6866	52.982197	310.9994	-34.89202	112.68665	52.982685	309.8703	-33.145287	-0.40490505	1.7204522	12.478795	-11.158998	-113.00165	3.0859418	5374.771780729294
75	1404.526	25.300365	1423.0283	1361.163	1532.3878	4.58071	1543.2858	1527.1165	1000.0	1000.0	299999	113.52423	53.114407	319.64798	-33.121	113.52424	53.115143	318.81927	-38.111275	-0.38063714	1.7204087	14.12433	-12.906536	-113.83923	3.1840472	5447.588953256607
76	1437.4907	17.089859	1455.4683	1409.656	1522.3688	9.786572	1542.2704	1509.9922	1000.0	1000.0	303999	114.03964	53.022266	323.15494	-25.86931	114.03969	53.022537	322.83456	-25.264732	-0.40601012	1.7055663	12.72727	-11.202299	-114.32951	3.4693856	5521.3740837574005
77	1438.0145	33.990887	1483.1063	1394.1573	1563.9567	7.2213526	1574.6012	1549.7878	1000.0	1000.0	307999	114.30215	53.28039	331.18045	-39.410973	114.30198	53.28105	331.76382	-39.994423	-0.4391382	1.6979164	13.201009	-13.112158	-114.572815	3.420334	5593.455152511597
78	1450.8403	20.019968	1472.9481	1423.74	1555.6276	4.2013474	1563.0271	1547.2188	1000.0	1000.0	311999	114.71501	53.50921	336.65115	-38.52862	114.71517	53.50954	335.82275	-39.899033	-0.4278343	1.7117608	13.451656	-10.514042	-114.98936	3.302289	5666.812086820602
79	1471.3386	40.713436	1541.8065	1445.6829	1517.5247	2.5059428	1521.5032	1513.182	1000.0	1000.0	315999	114.63702	52.92322	329.76895	-30.022755	114.63704	52.923103	327.39056	-26.707655	-0.39395878	1.7206784	13.126835	-13.019956	-114.910995	3.1072192	5740.303822755814
80	1457.3994	12.272155	1471.768	1439.0801	1557.7305	7.7335267	1571.991	1543.3076	1000.0	1000.0	319999	114.81869	53.025856	316.25378	-38.377197	114.81905	53.025574	316.35065	-33.83152	-0.4337579	1.6744828	12.720593	-11.735222	-115.06498	2.9233608	5812.79222369194
81	1449.2257	61.96095	1544.0953	1393.6484	1551.7268	9.837151	1566.1039	1538.464	1000.0	1000.0	323999	115.01554	53.129448	314.9126	-57.789936	115.01562	53.129528	314.0787	-56.501938	-0.39836407	1.6953478	12.331158	-11.265435	-115.27973	2.8966641	5885.1365711688995
82	1433.0579	36.235188	1477.2816	1376.4221	1642.2969	11.446518	1658.725	1624.8485	1000.0	1000.0	327999	115.54624	53.16236	307.7587	-52.698273	115.54597	53.162045	308.2768	-63.55829	-0.38026384	1.7051827	12.676027	-10.147341	-115.83691	2.964657	5958.82909321785
83	1446.3788	24.693426	1484.0885	1416.1061	1623.4318	21.483938	1649.6764	1582.5076	1000.0	1000.0	331999	116.37537	53.068066	312.3495	-54.751476	116.37568	53.06816	311.1805	-54.1596	-0.39660007	1.712898	12.612215	-10.18693	-116.66804	3.0578554	6032.293685913086
84	1482.8359	9.628065	1497.1061	1469.9698	1585.1783	22.57423	1614.0103	1532.6438	1000.0	1000.0	335999	117.37286	53.226395	311.21045	-53.129684	117.37267	53.226532	310.42038	-46.73652	-0.36447194	1.7562766	14.004299	-11.758034	-117.680305	3.2596571	6105.323169708252
85	1481.4948	22.982689	1507.3749	1450.6631	1613.3148	20.960648	1650.992	1579.3883	1000.0	1000.0	339999	118.29377	53.51315	311.1291	-54.515266	118.29388	53.513115	308.94156	-74.464195	-0.39973086	1.7184969	13.598318	-10.202247	-118.5443	3.1643937	6178.731368303299
86	1471.183	23.254278	1503.4918	1447.366	1700.3119	13.7136345	1712.9766	1674.4772	1000.0	1000.0	343999	118.13708	53.463417	305.1951	-59.26105	118.13714	53.463024	305.15854	-61.440487	-0.40315107	1.6764139	12.733095	-10.384854	-118.36917	2.9971733	6251.218596458435
87	1493.1448	15.600701	1513.1724	1471.5643	1624.9753	19.398273	1665.8683	1601.5944	1000.0	1000.0	347999	117.81919	53.208584	298.08688	-64.5323	117.81936	53.20821	299.10367	-71.04931	-0.41325325	1.6721421	13.608965	-10.874796	-118.04744	2.9871352	6324.472063779831
88	1484.4718	24.52665	1516.4617	1450.4917	1616.595	6.130661	1623.467	1600.1353	1000.0	1000.0	351999	117.89978	53.14759	298.94278	-53.017162	117.89973	53.14746	301.5612	-57.432804	-0.3934926	1.6993617	17.85449	-14.080195	-118.150764	2.8684237	6397.935827970505
89	1503.913	42.421017	1570.798	1454.1212	1662.4011	9.877968	1674.6821	1636.5543	1000.0	1000.0	355999	118.66651	52.962963	298.09988	-54.6997	118.66678	52.962555	298.50116	-51.01033	-0.36909512	1.7113703	13.054385	-10.637832	-118.94642	2.9086006	6470.855690956116
