Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Averagemmd_entropy	Stdmmd_entropy	Maxmmd_entropy	Minmmd_entropy	AverageQ_penalty	StdQ_penalty	MaxQ_penalty	MinQ_penalty	Time
1	-211.07214	45.43707	-152.04135	-274.028	-329.55524	674.31866	1495.7343	-1099.6039	1000.0	1000.0	3999	4.1159906	4.55124	28.798964	-5.4370704	4.116007	4.5506697	28.376356	-5.555098	-5.246524	0.53024894	2.5532496	0.457351	3.4903517	0.19210501	2.0197163	0.8061573	3.5174391	1.6835969e-07	62.24785304069519
2	-232.59245	89.77597	-123.537315	-372.14636	294.03253	132.5574	581.2915	96.328735	1000.0	1000.0	7999	27.311117	11.17735	84.868904	-5.8456707	27.311512	11.176672	84.10795	-6.1267276	-29.48234	2.452041	3.0944767	0.121911146	3.35563	2.7270072	3.630483	0.3723703	6.006555	2.7139316	142.193865776062
3	151.01591	690.4235	1312.9135	-404.29553	-533.4728	1.7578593	-528.45105	-534.86365	1000.0	1000.0	11999	55.8797	12.256236	111.93322	25.74642	55.879913	12.255828	112.23275	26.076506	-57.828587	2.535038	3.0214145	0.060340527	3.1823487	2.815637	3.9567761	0.22340937	4.887564	3.2342424	222.12165307998657
4	1133.4197	1126.4628	2298.9126	-53.53402	351.58484	318.0959	1141.0476	21.16468	1000.0	1000.0	15999	72.94402	11.508909	121.215675	44.594753	72.94408	11.508783	121.715614	44.17456	-74.192276	2.5774424	2.926165	0.055617083	3.1043677	2.7163022	3.53907	0.23612869	4.524843	2.898706	303.1027886867523
5	1177.6239	754.54193	2061.5525	-16.361252	690.02277	667.6179	2283.3228	119.52586	1000.0	1000.0	19999	84.50034	19.783607	158.05666	48.808483	84.50024	19.783632	157.14268	48.239304	-85.54872	3.671688	2.8950205	0.044695232	3.0477057	2.732233	3.712435	0.2569558	4.646036	2.998498	383.34748578071594
6	1799.8264	1803.6594	3636.8816	-75.83061	3545.5598	103.37358	3724.2163	3379.6	1000.0	1000.0	23999	95.67267	34.44545	193.24458	40.42782	95.67259	34.445587	192.4782	39.407875	-96.80642	5.7457395	2.832773	0.05064727	3.0070236	2.6663508	4.451626	0.33557773	5.775906	3.5028217	462.37123370170593
7	3698.0535	128.48595	3843.003	3530.7947	3595.7239	81.64595	3736.2112	3474.8977	1000.0	1000.0	27999	115.15041	50.46562	216.14583	31.42641	115.15068	50.46492	216.05997	30.945122	-116.39984	6.883701	2.8372197	0.051338054	3.0213542	2.6485417	5.3687563	0.43412226	6.8680077	4.059084	543.960206747055
8	3899.8296	100.53985	3999.2808	3767.2578	4027.441	57.60349	4105.818	3916.7114	1000.0	1000.0	31999	140.74464	63.160732	244.4356	28.587313	140.74496	63.1595	243.80728	28.67178	-141.99326	7.8284025	2.9129004	0.048535317	3.0826867	2.7270248	6.284049	0.4151409	8.061371	5.0062127	626.8079836368561
9	4009.7852	67.38597	4106.3726	3931.3635	4172.6064	49.291264	4260.3867	4094.0894	1000.0	1000.0	35999	167.51279	73.027145	277.68216	28.04509	167.51318	73.026	277.34174	27.170645	-168.71115	8.486183	2.9512105	0.04385862	3.105959	2.8005993	7.0781856	0.49271432	8.883318	5.2451024	708.5296502113342
10	4182.204	73.517334	4235.8257	4056.9006	4338.993	69.94286	4475.1045	4192.728	1000.0	1000.0	39999	194.12392	80.256805	301.50256	28.570353	194.12431	80.25559	299.8144	27.287725	-195.29184	9.299766	3.0037096	0.03915182	3.124357	2.8709247	8.064274	0.48927805	10.016228	6.3359656	788.3603451251984
11	4268.798	59.12211	4339.5093	4175.658	4430.5293	71.99971	4573.588	4317.599	1000.0	1000.0	43999	218.86543	85.87927	322.90097	32.09602	218.8658	85.87798	323.66342	32.16715	-219.95636	9.473396	3.0335991	0.038823258	3.156482	2.8984566	8.844914	0.565634	11.201815	6.713357	869.1076273918152
12	4512.595	87.26076	4660.373	4442.1636	4446.6343	54.37241	4525.0034	4344.632	1000.0	1000.0	47999	241.77208	90.106026	344.8485	34.890522	241.7724	90.10471	344.30548	34.935375	-242.82312	9.750442	3.0535512	0.03548239	3.1783564	2.910678	9.528359	0.5499946	11.421783	7.6763163	947.8247714042664
13	4563.378	53.416706	4619.1953	4480.8457	4548.8574	56.600624	4634.013	4457.605	1000.0	1000.0	51999	263.05945	93.655136	367.16278	36.864555	263.0597	93.653854	366.33838	36.72953	-264.03265	10.301971	3.067789	0.035588454	3.1793804	2.9259174	10.138718	0.59766436	12.280319	8.210058	1032.4702472686768
14	4650.975	52.541145	4711.807	4592.612	4336.793	773.1044	4739.1606	2035.2035	1000.0	1000.0	55999	282.81168	96.58594	383.7788	43.771908	282.812	96.584854	384.06708	43.358986	-283.7513	10.7578125	3.081767	0.03736774	3.194503	2.9531636	10.834562	0.67729497	13.761311	8.411002	1113.5150611400604
15	4592.829	211.29028	4759.356	4233.181	4627.41	115.517265	4824.5244	4419.5005	1000.0	1000.0	59999	300.94498	98.84387	398.134	46.11807	300.9452	98.84216	399.85614	45.716095	-301.8317	11.811775	3.0930853	0.034653194	3.223972	2.9526043	11.539801	0.64836526	13.675915	9.060937	1195.0069935321808
16	4687.5728	68.69728	4788.643	4598.899	4724.1904	110.50537	4879.2563	4488.179	1000.0	1000.0	63999	316.60825	101.243034	411.72214	50.930695	316.60873	101.24186	413.3438	45.545105	-317.46097	12.459077	3.0980191	0.035267804	3.2185032	2.9428325	12.159886	0.7293917	15.235212	9.759894	1274.828278541565
17	4680.1753	87.42412	4812.8296	4592.7427	4776.3623	80.14329	4927.2695	4655.943	1000.0	1000.0	67999	332.23203	101.79134	424.60776	52.080734	332.2324	101.79024	424.88824	52.530926	-333.07568	12.764809	3.1089253	0.033575855	3.2206454	2.9823456	12.879825	0.7205147	15.29245	10.08592	1356.0588569641113
18	4808.419	77.03435	4903.2666	4714.088	4793.5522	119.44968	4933.9116	4506.012	1000.0	1000.0	71999	345.32037	102.74626	442.68185	56.542725	345.32065	102.745026	443.0846	52.666176	-346.118	13.118721	3.1134226	0.032558315	3.2247727	3.0018256	13.267088	0.73548466	16.423906	10.56835	1437.459376335144
19	4840.797	62.316902	4912.093	4761.813	4636.9927	173.32593	4853.583	4332.677	1000.0	1000.0	75999	357.44653	102.97442	454.8383	61.08164	357.44693	102.97324	454.27078	60.455246	-358.20462	13.153156	3.1208072	0.034406208	3.2401607	2.9783373	13.500639	0.7624792	16.125326	10.8225155	1517.478767633438
20	4788.615	86.18022	4862.6084	4643.67	4821.009	312.73154	5021.8486	3904.6533	1000.0	1000.0	79999	368.92188	102.036575	457.85114	65.68422	368.922	102.035774	458.25415	67.657715	-369.6626	12.963232	3.127776	0.032335512	3.2298656	3.0041044	13.749576	0.76458395	16.41109	10.550999	1597.2469449043274
21	4900.499	121.70327	5077.474	4745.9526	4917.7695	111.951935	5083.0645	4703.4775	1000.0	1000.0	83999	378.79645	101.44153	466.243	70.84518	378.7969	101.44039	468.1848	71.1718	-379.49344	13.289216	3.138807	0.03156492	3.2419505	3.0162945	14.161615	0.79642963	17.082043	11.566807	1677.1815028190613
22	4852.643	59.521618	4922.255	4781.05	4916.5996	53.097168	5018.664	4810.823	1000.0	1000.0	87999	387.98312	100.86924	472.68912	73.90094	387.9835	100.86789	473.35495	72.79284	-388.66818	13.146553	3.142227	0.031549398	3.2608242	3.0012517	14.594178	0.79094917	17.586924	11.564582	1762.2373220920563
23	4931.539	84.53192	5008.8315	4790.3	4893.04	62.26209	4982.29	4774.525	1000.0	1000.0	91999	395.71393	100.408264	477.60883	77.14114	395.7137	100.40725	478.3267	75.31059	-396.3655	12.762614	3.1528926	0.031182617	3.2487783	3.0282495	14.614152	0.8061409	17.660522	11.890954	1842.1939096450806
24	4902.894	14.235184	4915.977	4878.852	4949.5513	81.86749	5127.178	4843.092	1000.0	1000.0	95999	402.94907	99.56005	483.81668	81.1379	402.9492	99.5589	483.47943	80.8871	-403.58206	12.870304	3.1607196	0.030352404	3.2623363	3.0538335	14.989588	0.7951479	17.948484	11.86248	1923.4288642406464
25	3866.1099	1928.0669	5097.902	529.03357	4990.1206	63.273537	5080.81	4890.785	1000.0	1000.0	99999	408.7625	99.85889	486.93707	36.560284	408.7629	99.85769	487.50757	36.55218	-409.34656	13.340196	3.1609385	0.031513322	3.2783346	3.0363808	15.053088	0.8239094	17.783379	12.273834	2005.4840097427368
26	4922.605	125.05899	5093.324	4760.9287	4955.983	55.82376	5083.504	4880.881	1000.0	1000.0	103999	412.79184	102.27744	493.85986	30.020569	412.79214	102.27572	494.09116	32.06157	-413.33176	14.853928	3.1544244	0.030968947	3.2545755	3.03815	14.934013	0.7916897	17.610817	12.15302	2088.1734549999237
27	4978.83	71.003624	5071.972	4899.228	5073.991	45.325703	5163.081	5027.4497	1000.0	1000.0	107999	417.03214	103.56854	495.144	35.486008	417.03247	103.566895	496.7125	37.590878	-417.55627	14.61425	3.1621904	0.030798892	3.2693725	3.0453157	15.13265	0.81617165	18.051542	12.502903	2167.3861396312714
28	5051.5684	90.42467	5155.16	4913.2744	5066.54	44.97756	5169.319	5013.758	1000.0	1000.0	111999	421.68375	103.35627	497.07755	48.06193	421.68408	103.35468	498.272	45.226288	-422.22653	14.313693	3.1686232	0.030419279	3.2674072	3.0556996	15.36319	0.82345766	18.228994	12.497297	2251.0167422294617
29	5054.487	82.90616	5137.758	4941.7334	5048.99	74.082535	5165.2773	4900.0176	1000.0	1000.0	115999	425.8114	103.37836	500.9136	45.230267	425.8115	103.3776	500.75522	44.79323	-426.32654	13.798584	3.1807983	0.029762814	3.2840188	3.0642843	15.463291	0.83019036	18.080692	12.807936	2330.0800824165344
