Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Averagepi_penalty	Stdpi_penalty	Maxpi_penalty	Minpi_penalty	AverageQ_penalty	StdQ_penalty	MaxQ_penalty	MinQ_penalty	Time
1	120.53839	34.660828	259.71768	82.62164	226.90305	15.395525	256.4951	201.12126	24.604939	47.4	3999	27.799461	18.225382	109.17642	-11.345962	27.799421	18.225046	108.456635	-11.926207	-27.758062	4.629086	1.084687	1.3049992	4.5609922	0.32432905	4.367332	3.1679175	13.928562	1.9240181e-07	181.77465748786926
2	119.30509	31.321877	235.23312	82.63222	181.16942	12.14867	200.23952	163.26796	24.457317	38.7	7999	246.34995	196.64706	1066.319	-66.992485	246.34831	196.6529	1061.3037	-88.79991	-280.899	108.51697	5.4744873	0.24094777	5.7768154	4.405054	69.86547	47.51167	201.26215	13.469214	435.760381937027
3	154.93303	70.9264	363.3163	78.29911	284.4162	23.12032	310.20724	224.79782	32.414635	58.5	11999	1639.9305	1130.2904	4498.5737	-873.13873	1639.8961	1130.3676	4508.7124	-893.9147	-1862.8135	4621.151	5.737576	0.029807974	5.81566	5.6466184	477.73706	140.53137	712.9532	176.97046	688.3298025131226
4	274.5539	86.97486	525.64716	143.46718	271.52158	86.26334	496.5507	186.46915	58.9403	61.8	15999	2735.1956	1699.6992	5477.044	-918.6748	2735.1775	1699.7899	5416.558	-840.81287	-2931.015	13502.584	5.696796	0.018229544	5.754541	5.625781	522.5254	51.425938	726.55884	357.9261	941.031792640686
5	246.55804	83.02835	431.06097	111.25336	332.40088	40.563587	400.58554	273.80087	55.25	65.5	19999	2866.496	1965.1177	5848.5234	-644.4997	2866.5027	1965.1576	5916.279	-688.1658	-3046.7231	18827.91	5.685194	0.01959366	5.7482843	5.6052737	524.9751	54.962975	732.76196	325.38303	1193.0049333572388
6	306.24008	76.639984	534.37256	177.3209	326.74567	54.874496	421.8851	236.2719	67.4	76.9	23999	2639.562	1965.1357	5885.3755	-608.2245	2639.5723	1965.1199	5960.844	-685.3262	-2784.2456	20642.676	5.6591096	0.019685797	5.728045	5.577011	476.75345	58.317337	710.0492	304.9171	1445.0266509056091
7	323.74356	103.86664	715.4484	153.36725	365.40253	76.30022	481.02164	232.4935	71.82143	71.5	27999	2156.3274	1734.0336	5385.4434	-512.6249	2156.3054	1734.0782	5467.4424	-531.6124	-2263.2056	19003.178	5.6538777	0.020549411	5.7209153	5.5817895	388.6375	46.41901	608.6004	256.8731	1697.0511465072632
8	337.74973	111.70348	659.56146	159.61067	306.02884	91.34931	452.71475	177.46388	73.68519	67.8	31999	1715.989	1488.0693	4859.076	-436.16266	1715.9502	1488.1948	4941.3066	-480.13873	-1802.4708	18148.367	5.647913	0.020938661	5.7111006	5.5596576	342.77106	38.99317	493.6426	233.74948	1947.9763259887695
9	342.41498	87.50168	559.00336	151.68	249.51714	77.04337	361.45898	155.15312	75.37736	55.1	35999	1412.7147	1268.3931	4221.858	-440.5824	1412.6827	1268.433	4124.5166	-399.653	-1479.188	13771.886	5.6323133	0.019645886	5.6995544	5.5577145	289.37268	35.358795	441.9949	184.71394	2199.5803384780884
10	313.90887	91.70316	564.6963	138.01	398.8589	120.10973	720.5563	258.94662	68.87931	81.7	39999	1137.0658	1049.8422	3722.0315	-422.8418	1137.0394	1049.8894	3799.89	-395.21777	-1187.6151	10826.16	5.6349235	0.020512188	5.7014236	5.554343	239.68275	30.25089	354.58624	159.68227	2452.094265937805
