Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
1	-60.106876	131.7214	154.37608	-180.19127	753.16925	27.370428	798.6282	718.30756	1000.0	1000.0	3999	4.139825	6.1166296	39.99543	-15.94144	4.1395826	6.116192	40.14378	-15.457758	-0.59876585	1.70452	8.4686775	-14.008633	-5.0992246	0.45069087	62.44795870780945
2	-30.633923	98.73349	121.53063	-118.33831	336.11688	5.834199	342.12076	320.59894	1000.0	1000.0	7999	37.02741	24.897736	168.96574	-16.54555	37.027092	24.897545	170.40057	-16.47231	2.0885086	2.2573974	16.370111	-13.081039	-40.507812	3.9654584	141.48594689369202
3	148.67172	244.36473	419.315	-110.50458	38.826885	1.921554	41.65314	34.863552	1000.0	1000.0	11999	119.63237	54.392918	316.18414	-3.5490608	119.63216	54.393215	318.90717	-2.9714265	3.6611779	2.5953767	19.845936	-14.7684	-125.80126	16.042017	222.15970587730408
4	37.44997	112.03073	224.86409	-66.86873	458.80542	42.62808	510.96918	371.32877	1000.0	1000.0	15999	191.8825	76.44147	400.55005	53.782345	191.88171	76.443405	399.58676	54.486153	3.2011032	2.6609676	22.24842	-12.159489	-196.21779	19.211355	303.401691198349
5	249.19476	59.86782	341.8673	177.49986	280.09326	14.911528	299.36563	251.33289	1000.0	1000.0	19999	220.47696	87.95552	467.2413	68.102196	220.47562	87.956116	465.8529	67.77129	2.3612006	2.5705888	20.454445	-16.775642	-223.52724	18.08716	384.34813117980957
6	271.93848	21.55275	303.789	246.51932	258.63007	0.8190892	260.29572	257.31216	1000.0	1000.0	23999	217.79259	98.178024	494.80334	78.43835	217.7923	98.176506	495.1778	79.378204	2.0177548	2.5130692	16.17556	-14.065951	-220.16675	12.711377	466.49496603012085
7	412.7074	137.23648	648.6185	306.6308	212.73111	4.2532277	218.76622	206.88953	1000.0	1000.0	27999	203.95174	99.836044	499.2754	74.21866	203.95184	99.83565	501.3212	73.32598	1.2690405	2.4228725	13.923159	-14.203224	-205.44742	10.255607	548.0177569389343
8	326.8678	53.948673	407.0863	271.51346	-1.3693359	90.33494	138.18123	-70.58085	1000.0	1000.0	31999	189.0353	94.969154	495.2082	75.32076	189.03539	94.969635	491.14124	75.5182	1.2820368	2.3563075	14.085127	-13.221221	-190.55322	8.638745	629.9677724838257
9	176.80743	190.37253	475.08722	-10.457375	-116.75917	0.71892303	-115.42856	-117.85064	1000.0	1000.0	35999	187.683	98.86487	509.208	62.951496	187.68236	98.86635	501.97437	63.8462	0.9186911	2.3643498	14.6414175	-11.566754	-188.93744	8.111966	710.8742113113403
10	173.96805	100.52639	258.8948	4.3786597	223.81857	37.861084	253.3567	116.743515	1000.0	1000.0	39999	184.91438	93.38163	483.1514	62.060955	184.9141	93.38189	483.44516	62.44222	0.56535834	2.1568017	16.021189	-11.601386	-185.74915	7.3712354	792.4392125606537
11	349.0857	221.01706	639.6795	19.339437	-9.998827	2.61502	-7.0828037	-16.89108	1000.0	1000.0	43999	168.23688	82.788704	421.26666	62.825565	168.23692	82.78831	417.98172	63.387352	0.4762996	2.126972	15.1299515	-10.076033	-169.19809	7.1811705	874.8140554428101
12	267.16534	125.74918	378.3124	58.805645	260.49188	1.3949784	263.2597	257.9709	1000.0	1000.0	47999	166.3341	73.04397	383.96652	58.351254	166.33446	73.0433	382.9444	60.14723	0.7987026	2.1964893	12.196336	-13.3960285	-167.72357	6.966451	956.1054530143738
13	316.7075	42.800083	350.20468	244.4687	248.12735	13.951214	265.65558	231.09647	1000.0	1000.0	51999	164.43459	58.807835	348.7985	50.54632	164.43419	58.8085	348.15143	51.54229	0.78763795	2.029049	13.154892	-11.693556	-165.68874	4.709954	1039.236011505127
14	348.86084	85.21992	491.03015	267.40527	381.109	0.61164457	382.20505	380.21118	1000.0	1000.0	55999	157.00658	45.405533	313.68643	69.61362	157.00638	45.405674	314.4057	67.957184	0.0017609595	1.8915422	13.395376	-11.504046	-157.76994	3.9519928	1120.6650454998016
15	368.0614	54.069046	432.57535	288.45587	362.52863	2.555979	367.1186	358.30487	1000.0	1000.0	59999	144.66399	43.243134	304.45416	64.2072	144.66418	43.243324	304.3536	63.589	-0.08457817	1.9626855	12.232481	-10.891152	-145.41411	3.9394784	1202.9526064395905
16	324.56842	16.80722	353.5257	312.50754	389.0831	2.3582392	394.66272	386.5859	1000.0	1000.0	63999	134.02097	45.745274	307.27716	56.319744	134.02101	45.745033	307.20728	56.028286	-0.2443613	2.03102	12.209056	-10.650404	-134.72101	3.7253237	1285.6689867973328
