Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Averagemmd_entropy	Stdmmd_entropy	Maxmmd_entropy	Minmmd_entropy	AverageQ_penalty	StdQ_penalty	MaxQ_penalty	MinQ_penalty	Time
1	-328.27408	12.2813225	-317.8223	-348.27158	130.93086	87.4143	243.11166	-83.28303	1000.0	1000.0	3999	4.169334	4.4932046	28.847694	-20.11795	4.1692805	4.4931717	28.64762	-20.638885	-5.38012	0.5793505	1.7908603	0.5664228	4.027834	0.22854796	2.5174966	0.8929697	3.7730658	2.1037843e-07	71.53609991073608
2	-360.8062	42.418743	-294.7146	-412.68008	126.209335	132.2289	256.356	-187.24397	1000.0	1000.0	7999	22.529102	7.2973123	63.076454	-8.2898245	22.529362	7.2973247	64.73408	-9.645767	-24.147139	1.1542679	1.953301	0.113124564	2.407692	1.5551562	3.467285	0.14252153	4.0585337	2.9691973	165.27926969528198
3	-7.8919983	336.18924	391.6049	-363.75543	168.07742	113.54279	317.3833	-51.023907	1000.0	1000.0	11999	40.3173	7.610819	90.06141	13.466063	40.31748	7.6113434	88.85789	13.84713	-41.689938	1.855539	1.9153149	0.11446779	2.3681767	1.559927	3.3887691	0.2868959	4.2464967	2.5756903	256.6811969280243
4	214.43607	69.719826	313.51352	131.5349	284.11752	115.97163	406.23416	50.996735	1000.0	1000.0	15999	46.972843	8.115286	102.15602	20.526798	46.972706	8.115436	96.197845	22.731775	-47.695084	2.3807383	1.8599541	0.11347116	2.2971244	1.4747046	2.592582	0.17422724	3.2448277	2.0896366	349.98676776885986
5	321.65085	107.781334	459.12836	157.2222	368.53656	65.494255	499.75412	250.9407	1000.0	1000.0	19999	47.558113	9.447891	110.95727	23.494905	47.558014	9.44824	110.66889	22.105568	-48.12226	2.7486093	1.7787975	0.10263491	2.1927085	1.4508789	2.4402316	0.11861131	2.8501215	2.0657773	443.9465229511261
6	458.82578	33.79874	492.81815	415.7016	400.64447	237.77283	587.4447	-288.32245	1000.0	1000.0	23999	48.194	10.910793	111.87735	24.28597	48.193806	10.912019	111.35964	24.470264	-48.698795	2.830595	1.7021049	0.09873851	2.0475173	1.3718463	2.427749	0.12564814	2.863733	1.9923098	536.7686476707458
7	365.1878	217.64325	524.84094	-6.009946	422.63184	74.19621	540.0489	303.37537	1000.0	1000.0	27999	48.64031	11.040417	110.17038	23.54243	48.640156	11.041801	109.69734	24.181465	-49.102463	2.8435845	1.6340849	0.09417474	2.0561411	1.3189211	2.3934653	0.121773385	2.946109	1.9883801	628.109769821167
8	440.28162	111.31471	572.3875	280.1536	495.5254	124.55683	587.4938	155.52277	1000.0	1000.0	31999	49.19834	10.560199	112.071884	15.866186	49.197945	10.562276	110.95529	16.618519	-49.61394	2.8407989	1.5869386	0.09084611	1.9004136	1.2586344	2.3654943	0.11705837	2.8374364	1.9547708	724.4767701625824
9	575.21893	53.459328	656.74725	507.16132	592.95276	115.675545	724.0479	357.22183	1000.0	1000.0	35999	49.83968	9.943051	110.39555	9.288755	49.839684	9.944073	110.67884	11.421056	-50.232456	2.6442976	1.5516629	0.08966418	1.8357878	1.2557515	2.3488297	0.114912964	2.7981355	1.9149591	816.8798778057098
10	554.8042	60.68865	628.7754	485.19867	610.99176	119.665474	702.4834	264.25037	1000.0	1000.0	39999	51.013077	9.456261	108.529205	10.424843	51.012863	9.457942	107.27065	10.624154	-51.38229	2.644687	1.5275366	0.08588596	1.8135139	1.2232125	2.3316972	0.11319351	2.7616189	1.9605584	911.0508995056152
