Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Averagemmd_entropy	Stdmmd_entropy	Maxmmd_entropy	Minmmd_entropy	AverageQ_penalty	StdQ_penalty	MaxQ_penalty	MinQ_penalty	Time
1	-377.86832	36.735302	-331.0079	-433.55106	969.57745	4.592922	980.88116	963.4189	1000.0	1000.0	3999	2.1025672	3.443958	21.684938	-19.864798	2.1026998	3.4440885	21.593918	-19.511293	-2.6574252	0.4861399	0.28020337	0.03312542	0.3690224	0.21468055	2.5217545	0.9370824	3.7031972	2.12965e-07	82.32383251190186
2	-335.17563	53.563515	-265.91937	-395.5481	971.1654	6.033943	979.6846	958.6478	1000.0	1000.0	7999	11.58256	5.3512745	43.270477	-19.366043	11.582768	5.353536	42.786674	-19.954908	-12.198026	1.0930386	0.3288446	0.014255791	0.38908204	0.28124407	3.4740696	0.1975588	4.269847	2.6648223	184.8271906375885
3	364.39178	623.67206	989.2598	-296.984	984.22736	5.0091043	993.0412	973.73505	1000.0	1000.0	11999	20.788452	6.7722383	61.817245	-13.172863	20.788788	6.775069	60.160378	-12.816903	-21.29282	1.2930133	0.30521563	0.012123269	0.35396653	0.26600888	3.5882988	0.17135036	4.1837316	2.9894495	278.55449295043945
4	989.1022	5.8855042	994.5058	979.66644	992.43396	7.1418285	1009.3856	983.2407	1000.0	1000.0	15999	28.562902	8.599957	78.644104	-9.471336	28.562912	8.601849	78.302986	-7.12722	-28.734814	1.0492221	0.31264552	0.011990633	0.3561683	0.27724573	3.2955303	0.17335445	3.9036922	2.7763796	371.66594982147217
5	1011.33905	12.16678	1022.8768	992.3337	996.5501	11.809555	1013.49976	974.12054	1000.0	1000.0	19999	35.106754	10.510318	87.40229	-7.124988	35.106903	10.511344	88.05223	-5.423373	-35.075523	1.0950346	0.31710315	0.011671614	0.36343545	0.27339914	3.1050642	0.14975208	3.6568816	2.6620932	472.2491912841797
6	1005.50946	17.394524	1034.6809	989.15704	1006.236	11.633488	1028.6085	990.6612	1000.0	1000.0	23999	41.277485	12.541882	87.107864	-5.966119	41.27752	12.542675	88.986946	-7.158861	-41.138023	1.1626828	0.32909095	0.013145207	0.38211182	0.28775057	3.1188662	0.14156224	3.721303	2.6261687	577.7765836715698
7	1068.0444	6.768195	1075.2567	1061.0702	1043.8259	17.094816	1075.4591	1017.8076	1000.0	1000.0	27999	47.459366	14.557712	86.23858	-7.4235477	47.459484	14.558248	85.21641	-7.802418	-47.25402	1.203606	0.34135383	0.013041074	0.39059997	0.3057249	3.1596332	0.1391704	3.7053332	2.7006624	674.392580986023
8	1023.04535	28.511997	1041.685	973.7825	1064.5365	28.134846	1114.3347	1023.5175	1000.0	1000.0	31999	53.26899	15.991519	82.441216	-4.830026	53.268986	15.992115	82.01585	-4.793539	-53.02462	1.1151338	0.35026163	0.013723186	0.4077783	0.30636603	3.2107008	0.1416846	3.7335913	2.7567742	777.8488810062408
9	1012.39996	14.834969	1030.2603	989.1318	1050.1449	25.55299	1083.4497	992.2562	1000.0	1000.0	35999	58.521133	17.225126	88.642334	-6.7037144	58.52124	17.2257	88.562836	-5.6013746	-58.24054	1.0751377	0.35408607	0.014027923	0.41890433	0.31453803	3.199802	0.14217731	3.869217	2.6344562	887.3844184875488
10	1025.9012	10.317858	1037.6212	1011.841	1025.0809	28.14524	1086.7356	986.06195	1000.0	1000.0	39999	62.894146	18.651365	90.535355	-9.631988	62.89401	18.651974	90.789566	-5.5682526	-62.57453	0.9857722	0.36022657	0.014529757	0.42904672	0.31043553	3.1880574	0.13748434	3.713786	2.6805792	987.0645163059235
11	1046.5647	19.048151	1071.5056	1018.06116	1010.35364	18.612444	1036.0958	976.7576	1000.0	1000.0	43999	66.46577	20.124521	93.99053	-7.9930983	66.4659	20.124763	94.66129	-8.937708	-66.13315	0.9697616	0.35440576	0.01470865	0.41108292	0.30425054	3.1151369	0.13086404	3.578587	2.5888093	1078.3691182136536
12	1038.0435	15.77334	1059.897	1016.6701	1062.3276	14.577606	1091.1157	1045.9528	1000.0	1000.0	47999	69.65524	21.41241	98.82366	-9.653858	69.6552	21.412664	99.048164	-15.205044	-69.31092	0.95104724	0.34746492	0.016743813	0.4242459	0.3011789	3.0439522	0.1494622	3.597397	2.5854363	1175.9620492458344
13	1046.6724	11.796827	1066.3412	1037.4053	1036.736	5.609001	1045.8319	1028.1605	1000.0	1000.0	51999	72.12876	22.634789	101.10749	-10.225291	72.128586	22.635263	102.108536	-9.6867485	-71.771996	0.9070275	0.33280954	0.01627453	0.40670985	0.28518385	2.9013617	0.15658535	3.5606358	2.4162784	1278.7211453914642
14	1036.8604	11.666702	1055.7258	1025.246	976.20544	5.280126	986.9251	970.4489	1000.0	1000.0	55999	74.084984	23.889906	105.46256	-10.539155	74.08503	23.890085	105.63787	-10.5242605	-73.72825	0.89902705	0.32605663	0.0146271475	0.37816113	0.28392202	2.8321652	0.15034701	3.57343	2.3607001	1376.6665184497833
15	1053.2792	17.10635	1082.2264	1038.2833	1151.7877	25.475302	1180.0828	1081.8326	1000.0	1000.0	59999	75.96125	24.92224	105.78466	-12.956263	75.961044	24.922827	106.111885	-10.296139	-75.60181	0.87284434	0.32717854	0.017932406	0.4109884	0.27846763	2.8147392	0.17764422	3.5396411	2.2809	1479.5657951831818
