Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	116.392136	30.554913	262.7252	78.64716	102.89545	4.238325	111.51334	95.97701	23.797619	24.5	3999	32.476276	19.210653	89.83152	-17.36527	-33.30709	4.7491174	20.47355055809021
2	120.41339	34.12421	267.53033	77.43112	148.2095	6.948289	160.81036	138.10555	24.598766	33.3	7999	72.523476	35.98361	155.23837	-166.72693	-74.10794	15.081351	51.44964098930359
3	133.77776	35.28573	255.81825	78.5088	151.05408	4.3850064	158.63972	143.9085	28.15493	33.7	11999	77.44002	40.318043	176.97404	-28.798613	-78.49946	16.43147	85.53593230247498
4	157.9215	4.8445263	170.66338	146.31447	150.24055	6.898795	160.52144	140.27814	34.46552	33.6	15999	79.592125	39.052822	163.79155	-12.6287365	-80.634735	9.433338	121.22398209571838
5	158.37839	4.5962696	173.75511	147.2278	151.47853	3.6516368	155.80545	141.66714	34.474136	33.9	19999	86.18891	44.161503	185.1899	-31.32267	-87.41026	9.306264	156.98571038246155
6	158.44121	4.677427	168.1083	143.70135	146.93257	4.3172545	154.90575	139.51755	34.50862	33.1	23999	86.53848	45.49831	204.03279	-15.19518	-87.43584	9.09417	192.8253471851349
7	158.57053	5.4516115	169.89087	145.21645	151.29839	6.4826975	159.55824	138.24811	34.594826	33.8	27999	86.47225	45.767887	207.75801	-18.74898	-87.39575	8.636953	228.74452447891235
8	157.96486	4.8984027	171.51848	145.11436	152.94466	3.991078	159.03148	145.85939	34.565216	34.0	31999	86.89368	46.598217	218.47011	-20.845026	-87.71813	8.309044	264.434428691864
9	157.88396	5.0317054	170.19579	146.82674	147.21368	2.497788	152.30405	144.66464	34.418804	33.2	35999	86.40069	46.578	210.07712	-22.590948	-87.115555	8.284784	300.11459136009216
10	158.73212	5.0645885	172.33391	144.09232	150.67564	6.062858	157.70699	138.78085	34.608696	33.7	39999	85.91507	46.44846	238.68767	-23.456522	-86.65317	8.012981	336.11188197135925
11	157.55316	5.1371922	169.29364	146.12546	146.86563	5.5735636	155.12605	136.33533	34.439655	33.1	43999	86.00991	46.46921	229.3235	-21.077362	-86.70208	7.3893456	371.9919853210449
12	157.64912	5.2138596	170.9819	144.83913	149.38034	6.9346066	158.96678	138.93535	34.42735	33.6	47999	85.37727	46.19274	222.5632	-28.80685	-86.07893	7.1632805	408.0673713684082
13	158.98332	4.8067575	170.5436	147.05101	152.31409	6.5830183	165.91388	143.84512	34.67826	33.9	51999	85.4456	46.325535	225.09761	-13.595166	-86.10137	6.6453624	443.660621881485
14	157.71408	4.5727067	167.82407	147.31778	146.3159	1.3873887	148.8094	144.12764	34.38793	33.0	55999	84.80651	45.79956	228.42114	-59.39335	-85.410934	6.6659656	479.46591234207153
15	158.33438	4.859562	169.55893	147.84598	144.99481	4.774193	153.82816	136.52379	34.5	32.7	59999	84.44359	45.574738	223.56561	-26.92413	-85.08483	6.060517	515.0664684772491
16	158.0172	5.195105	170.86867	145.79236	151.45006	5.1946335	160.03311	141.7938	34.551723	33.8	63999	84.52506	45.711468	224.75424	-32.946297	-85.13572	5.7717423	551.0504310131073
17	158.06511	5.435307	170.6844	147.27411	147.78864	7.029712	158.82611	133.21864	34.482758	33.1	67999	84.03443	45.396416	230.23538	-21.65099	-84.58808	5.480096	587.247953414917
18	158.52887	5.740899	171.6969	147.13501	148.31451	8.834415	160.8693	137.61623	34.543102	33.4	71999	83.44167	44.70266	221.94815	-20.120136	-83.95986	4.949426	623.0726444721222
19	158.26427	5.037676	170.3709	146.08167	147.85736	4.710042	154.61877	137.94247	34.53448	33.3	75999	82.987595	44.48127	221.19414	-31.866842	-83.52528	4.9388947	658.940511226654
20	159.11212	4.9160414	169.97205	141.54718	147.28783	6.4750648	161.65283	140.47221	34.68696	33.2	79999	82.803154	44.397564	220.77321	-39.659855	-83.290535	4.6289535	694.8311972618103
21	158.57584	4.593174	171.00995	148.66696	147.1402	5.1325154	154.53831	139.21884	34.568966	33.1	83999	82.26997	43.92601	244.00296	-20.689186	-82.751236	4.434285	730.6206107139587
22	158.39586	5.014386	171.47374	144.6921	148.13274	5.309345	156.53056	140.20143	34.63478	33.2	87999	82.14089	43.744698	229.8369	-14.318407	-82.59064	4.074307	766.4057145118713
23	159.2166	4.547241	174.06694	150.53552	149.45242	6.81613	158.87242	138.45816	34.646553	33.5	91999	81.63676	43.309742	216.86702	-14.662564	-82.07428	3.9245117	802.4544403553009
24	158.47662	5.1431847	168.31999	141.97693	151.91705	5.186414	160.4844	144.7586	34.652172	33.8	95999	81.38709	43.0559	262.0144	-17.578918	-81.82157	3.9593537	837.9363412857056
25	158.7894	4.8897457	167.68489	145.42136	147.52493	3.095627	151.73273	142.16684	34.63478	33.2	99999	81.17225	42.824684	210.91568	-17.075932	-81.5955	3.6010897	873.7003381252289
26	157.9775	4.9768615	173.48401	144.5075	149.15784	4.981899	154.81723	140.13716	34.5	33.4	103999	80.64183	42.26928	210.3457	-30.285963	-81.05267	3.4032686	909.4958024024963
27	158.42886	4.6015477	167.32016	146.29135	148.37732	4.1323175	153.87016	139.08339	34.577587	33.2	107999	80.688675	42.434242	209.27232	-23.490385	-81.10431	3.2464428	945.2333288192749
28	157.81003	4.7372055	167.58531	143.47716	148.8146	5.7821746	159.12611	139.59427	34.456898	33.5	111999	80.296135	42.115086	212.98648	-20.462545	-80.66055	3.2832577	981.1470596790314
29	157.61731	5.0758467	168.6111	146.63113	149.56155	3.2826397	154.88918	143.19884	34.38793	33.6	115999	80.02014	41.80131	204.14375	-22.674505	-80.38233	2.9885404	1017.0022058486938
30	159.23338	5.316464	169.27403	145.35622	150.97798	4.9162407	158.84024	142.88312	34.75862	33.9	119999	79.751724	41.62936	206.54703	-14.271893	-80.10438	3.0123994	1052.9311022758484
31	158.2547	5.145217	171.51923	140.99281	149.402	4.340533	157.84137	143.48245	34.530434	33.4	123999	79.63309	41.527176	201.45161	-14.831581	-79.98197	2.8385854	1088.856286764145
