Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time
51	6827.507	36.558475	6863.7744	6766.559	7313.6396	91.007515	7522.1133	7186.972	1000.0	1000.0	203999	488.6316	122.766655	598.6215	13.736671	488.63092	122.768005	598.89764	13.1532755	-491.0165	37.77851	2381.509859085083
52	6736.1797	132.40158	6891.516	6570.3105	7352.858	86.63091	7550.483	7252.596	1000.0	1000.0	207999	492.64743	122.294945	603.7636	16.68033	492.6474	122.296005	603.17957	19.024132	-495.11676	39.747353	2428.654816865921
53	6922.0376	110.97318	7052.326	6778.5693	7306.0405	105.62665	7428.2456	7167.542	1000.0	1000.0	211999	496.455	122.1264	605.1364	9.9395485	496.45483	122.12615	605.5584	11.552827	-498.63104	38.460835	2475.8823013305664
54	6811.659	35.07849	6857.0317	6758.706	7358.9346	68.860435	7477.072	7254.8574	1000.0	1000.0	215999	499.79825	122.45053	611.02747	12.836728	499.79855	122.45099	609.45844	12.144264	-502.03	39.26749	2523.2969057559967
55	6851.576	97.591866	6971.6323	6703.1333	7565.3384	93.61942	7698.425	7426.3135	1000.0	1000.0	219999	502.93265	121.67283	611.6904	19.423555	502.93216	121.67357	611.11285	20.23198	-505.36295	38.449528	2570.352326631546
56	6882.8013	129.27194	7054.504	6696.136	6944.0874	90.67261	7078.408	6817.478	1000.0	1000.0	223999	505.9044	121.20463	612.9277	18.171345	505.90475	121.20507	612.4527	19.265242	-507.93008	38.79949	2617.3252482414246
57	6871.292	79.05082	6981.4854	6764.4014	7378.413	82.28533	7524.4766	7245.073	1000.0	1000.0	227999	509.5597	119.58596	615.91736	19.71873	509.5591	119.58601	617.4682	23.125813	-511.7945	38.802597	2664.365901708603
58	6832.704	121.98172	6935.104	6630.6733	7217.8022	151.15881	7554.5093	6973.4507	1000.0	1000.0	231999	512.59686	118.30266	617.53	13.556177	512.5966	118.30372	616.99457	-4.5250316	-515.0677	38.263283	2711.455146789551
59	6912.649	142.18062	7054.643	6723.0083	7338.836	97.10601	7450.7646	7146.6074	1000.0	1000.0	235999	515.45386	117.25464	617.36554	25.470488	515.4534	117.25622	618.0727	27.14193	-517.7869	37.047207	2758.336649417877
60	6906.1816	128.31262	7068.676	6727.744	7393.0117	71.49579	7513.0063	7294.3794	1000.0	1000.0	239999	518.5592	116.16843	621.1261	36.04606	518.5595	116.16848	621.6793	24.635303	-520.99194	38.107803	2805.249188899994
61	6784.7666	84.30674	6868.9917	6660.1187	7358.6665	87.25545	7493.869	7168.4272	1000.0	1000.0	243999	520.9902	116.135124	623.0481	38.573185	520.98987	116.135704	622.69446	39.699608	-523.3639	37.01672	2852.207457304001
62	6955.872	190.52742	7142.518	6646.9414	7410.1826	92.40848	7543.446	7204.5146	1000.0	1000.0	247999	523.4058	116.05115	626.65515	40.047966	523.4051	116.05179	626.64777	23.748337	-525.40063	37.805515	2898.9445793628693
63	6867.567	76.339035	6982.9062	6770.6055	7379.46	112.82844	7602.4795	7248.645	1000.0	1000.0	251999	526.2692	114.730194	626.6602	42.74765	526.2698	114.7297	626.28925	37.435757	-528.46576	37.28595	2945.7116870880127
64	7024.8984	72.128136	7090.409	6909.9062	7449.198	135.71101	7689.2334	7267.8535	1000.0	1000.0	255999	528.71814	114.155945	629.5629	46.763428	528.71735	114.157	628.14215	47.073025	-531.0115	40.442944	2992.680051803589
