Epoch	AverageTestEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet0	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	Q1Vals	Q2Vals	LossPi	LossQ	Averagemmd_entropy	Stdmmd_entropy	Maxmmd_entropy	Minmmd_entropy	Averagealpha	Stdalpha	Maxalpha	Minalpha	Time
20	3508.9758	100.99335	3659.7634	3375.2039	3737.013	92.00835	3896.6897	3619.869	1000.0	1000.0	79999	260.07733	260.07703	-259.69284	13.022375	0.6606216	0.035932872	0.8151876	0.5424486	1.5166516	0.0346983	1.5949849	1.4114748	1597.7251534461975
21	3560.9717	83.30988	3655.3572	3437.6511	3671.716	45.065865	3740.9136	3580.7551	1000.0	1000.0	83999	268.0342	268.03415	-267.6106	13.749314	0.66550815	0.037524875	0.8579067	0.5569686	1.5456603	0.029141909	1.6230717	1.4782761	1679.5110487937927
22	3670.3013	23.173445	3697.4243	3646.858	3893.3633	59.365143	3978.9492	3795.6572	1000.0	1000.0	87999	275.6797	275.67947	-275.26056	13.914555	0.6922583	0.040238176	0.839909	0.5644075	1.4904583	0.04296426	1.6422032	1.4279882	1759.9047837257385
23	3767.5547	81.19442	3904.2593	3695.2593	3929.7769	88.69972	4054.8608	3797.2747	1000.0	1000.0	91999	283.24564	283.24554	-282.80643	14.408727	0.7089707	0.039680287	0.8964876	0.55165666	1.4893079	0.039373584	1.6095765	1.3909233	1841.4244766235352
24	3667.8125	52.630554	3729.3567	3603.9382	3889.632	99.20063	4139.8813	3770.9243	1000.0	1000.0	95999	290.42865	290.42853	-289.99454	14.103516	0.7099827	0.038054902	0.90228456	0.5991591	1.4649456	0.03353095	1.53676	1.3840175	1921.5976691246033
25	3839.0452	127.60312	3969.542	3705.6436	3959.4153	79.99651	4051.3193	3790.3477	1000.0	1000.0	99999	296.8841	296.88376	-296.41058	14.1832485	0.7100902	0.03924162	0.9084383	0.59353393	1.4866011	0.029985182	1.5471785	1.411819	2002.6725862026215
26	3854.7642	149.39403	4030.9868	3653.5835	4084.3735	142.66214	4304.704	3817.6523	1000.0	1000.0	103999	302.65765	302.65747	-302.13333	14.86953	0.7101256	0.038323432	0.8789377	0.5752409	1.5367275	0.029095728	1.5983481	1.4767731	2086.3776030540466
27	3806.623	61.864067	3868.2227	3707.591	3965.2378	589.9497	4458.235	2234.8245	1000.0	1000.0	107999	308.08304	308.083	-307.56848	15.053375	0.7270504	0.04119266	0.8903246	0.606266	1.5109421	0.054298047	1.6255821	1.3891723	2169.520670413971
28	3934.7961	113.40124	4043.3015	3771.8376	4153.873	95.47858	4282.8594	4024.6533	1000.0	1000.0	111999	313.96368	313.96365	-313.44626	15.4567795	0.74022675	0.039653175	0.89476043	0.5841738	1.5018433	0.02973974	1.5852066	1.4265082	2252.0063354969025
29	3950.4521	81.019295	4031.533	3815.5178	4389.282	73.26155	4502.0625	4275.246	1000.0	1000.0	115999	319.56683	319.56656	-319.0251	15.685156	0.7571306	0.04117964	0.9193235	0.6193886	1.5124625	0.03641952	1.6147058	1.4416026	2331.8738009929657
30	4040.1338	118.38608	4194.4688	3900.1567	4210.572	85.29827	4355.9775	4039.4607	1000.0	1000.0	119999	324.94012	324.94028	-324.38568	15.758799	0.7695909	0.041278068	0.93335927	0.6365682	1.4995816	0.030647041	1.6100144	1.4345366	2412.6751370429993
31	3991.773	72.96624	4102.43	3899.0183	4303.4424	86.407745	4450.993	4188.821	1000.0	1000.0	123999	329.9295	329.92935	-329.35538	16.07816	0.7749886	0.042301442	0.97151333	0.6369007	1.4933076	0.038850155	1.6437924	1.4212285	2492.884806394577
32	4007.2668	42.303925	4038.127	3934.3882	4117.5884	828.59076	4582.102	1648.5724	1000.0	1000.0	127999	334.59213	334.59207	-334.03525	16.346378	0.7900626	0.04283676	0.966929	0.64721346	1.4794776	0.034513228	1.5751338	1.4123399	2574.4061918258667
33	4016.7505	151.51607	4228.894	3801.0469	4236.0874	81.82154	4434.0034	4143.4185	1000.0	1000.0	131999	339.2549	339.25497	-338.65445	16.681402	0.78979003	0.040671162	0.9283535	0.664303	1.4985282	0.026011443	1.5685375	1.4323969	2656.220170021057
34	4153.527	66.92495	4198.247	4037.798	4501.2007	89.9138	4693.5303	4397.559	1000.0	1000.0	135999	343.29572	343.29565	-342.6687	16.830404	0.7902717	0.042984877	1.0229006	0.65828496	1.5035552	0.034200195	1.5820565	1.4384226	2736.482304573059
35	4083.105	125.54024	4283.8535	3940.994	4450.449	88.39828	4557.974	4248.036	1000.0	1000.0	139999	346.92145	346.92148	-346.29468	16.722488	0.79482216	0.041749593	0.97304344	0.6609251	1.5011276	0.042023294	1.604234	1.4044385	2818.2894592285156
36	4132.311	42.644413	4194.266	4085.5627	4523.9834	143.49341	4804.3774	4296.996	1000.0	1000.0	143999	350.7068	350.70667	-350.06924	16.908474	0.8096848	0.04319638	0.99492884	0.67908317	1.486249	0.04355534	1.6262071	1.3912154	2899.573167324066
37	4200.7456	67.71065	4268.4487	4128.611	4549.2617	108.22809	4678.6025	4376.6206	1000.0	1000.0	147999	353.97614	353.9762	-353.3125	17.13174	0.8100176	0.04316949	0.9784937	0.65291	1.4996946	0.038593937	1.5776148	1.4037442	2981.712812423706
38	4187.367	91.15121	4340.9263	4114.5103	4466.662	131.68668	4609.1543	4210.9033	1000.0	1000.0	151999	357.5944	357.59424	-356.92868	17.726305	0.8172768	0.042710107	0.9781467	0.67690855	1.5210066	0.029880578	1.6110291	1.4690014	3063.056367635727
39	4254.8926	82.97947	4333.319	4137.6846	4613.74	84.33797	4768.7124	4452.3022	1000.0	1000.0	155999	361.0543	361.0543	-360.35776	17.66783	0.8201499	0.04235819	1.0023533	0.6691377	1.5296363	0.034231696	1.6056021	1.4441684	3145.3773024082184
40	4257.385	54.320515	4319.6216	4181.7144	4667.323	159.42921	4902.491	4408.143	1000.0	1000.0	159999	364.3937	364.3938	-363.6879	18.104507	0.8314618	0.042831853	0.9781218	0.68130827	1.527169	0.03673126	1.6121112	1.4225026	3225.683613538742
41	4299.958	85.68008	4392.6367	4201.2974	4729.6914	124.531586	4899.167	4506.347	1000.0	1000.0	163999	367.7318	367.73193	-367.04462	17.82004	0.86303306	0.044489015	1.0292566	0.68083006	1.4900578	0.037556324	1.6290177	1.4218674	3308.630480527878
42	4397.2397	123.37643	4540.1685	4243.2383	4813.3525	84.92978	4922.2437	4647.661	1000.0	1000.0	167999	371.9284	371.9283	-371.2553	17.82335	0.8840322	0.045597736	1.0608543	0.7164036	1.4811045	0.048405875	1.6333601	1.3660058	3389.9802508354187
43	4324.961	69.840614	4437.185	4249.444	4883.3027	81.207825	5031.826	4763.76	1000.0	1000.0	171999	375.90176	375.90176	-375.19894	18.129704	0.88986915	0.045743015	1.0508217	0.72863084	1.4882149	0.03659573	1.5848254	1.4111139	3471.515062570572
44	4384.76	68.16728	4462.259	4277.817	4950.1855	86.14309	5100.975	4823.035	1000.0	1000.0	175999	379.41248	379.4125	-378.707	18.05935	0.8903835	0.045932636	1.0536689	0.7431031	1.4900956	0.031766172	1.5726779	1.4218665	3553.8192489147186
45	4459.5537	127.281075	4616.4746	4299.528	4816.4707	94.299934	4971.2607	4657.8804	1000.0	1000.0	179999	382.65057	382.6506	-381.90994	18.25255	0.89021	0.045245796	1.0804361	0.72368026	1.5062307	0.0314612	1.5744034	1.431052	3634.448263168335
46	4404.8037	79.41646	4538.8657	4333.16	4410.3115	1015.36304	5041.7544	1904.4872	1000.0	1000.0	183999	385.78156	385.7815	-385.0171	18.65044	0.89034665	0.04445844	1.0513297	0.754462	1.525355	0.030668376	1.6010245	1.458724	3716.2874257564545
47	4572.08	49.197754	4635.7456	4516.7637	4916.6924	79.15456	5094.2886	4808.509	1000.0	1000.0	187999	388.36075	388.3608	-387.57428	18.631859	0.89022243	0.046796247	1.077533	0.7343367	1.5340979	0.036146298	1.6033158	1.4405106	3796.0949246883392
48	4608.929	51.159866	4686.947	4549.3965	4916.79	111.96201	5068.73	4686.051	1000.0	1000.0	191999	391.0893	391.0892	-390.30188	19.136684	0.9032324	0.04731559	1.107944	0.751228	1.5458882	0.033821605	1.6267296	1.4549295	3877.239447593689
49	4662.296	170.96811	4848.2896	4407.9673	5233.1416	149.2346	5530.5576	5072.459	1000.0	1000.0	195999	394.1569	394.157	-393.37643	19.520954	0.9327688	0.046891157	1.1032498	0.7833833	1.524155	0.041899253	1.6267812	1.4388131	3957.6623520851135
50	4066.229	591.30023	4449.8447	3043.6477	5223.2646	117.48887	5465.738	5078.571	1000.0	1000.0	199999	397.8328	397.83273	-397.06384	19.874922	0.9614836	0.050421868	1.1878617	0.81542677	1.5155181	0.037247866	1.6237754	1.424318	4039.440391778946
51	4653.0176	131.49026	4793.693	4470.6	5264.15	134.43765	5498.411	4982.496	1000.0	1000.0	203999	401.43677	401.43707	-400.6367	19.658909	0.97139794	0.04912854	1.1868063	0.81190705	1.527042	0.03437348	1.6069942	1.447972	4119.958564519882
52	4781.194	139.77573	5020.081	4664.8037	5634.8115	84.49823	5772.2534	5465.7744	1000.0	1000.0	207999	405.15384	405.15356	-404.38312	19.917171	0.98640966	0.05096403	1.1804173	0.8159219	1.5054312	0.042392097	1.6372002	1.4094253	4201.879319429398
53	4763.1577	86.36787	4911.147	4696.5664	5475.9	83.35547	5600.3086	5350.089	1000.0	1000.0	211999	409.13245	409.13248	-408.30994	20.274878	0.9940658	0.048460737	1.1839547	0.82364756	1.5308256	0.035407998	1.6367784	1.4567773	4284.5843670368195
54	4859.0728	133.87729	5049.4453	4691.029	5430.5283	144.46526	5678.547	5211.2837	1000.0	1000.0	215999	413.2364	413.23624	-412.42712	20.64234	1.0207703	0.049679436	1.1907265	0.8651291	1.5313437	0.033450235	1.6334224	1.466714	4367.165371656418
55	4934.2554	191.71346	5116.749	4623.993	5808.7656	118.83457	5969.1753	5622.981	1000.0	1000.0	219999	417.5008	417.5009	-416.69275	21.075447	1.0432583	0.05406917	1.3341134	0.854987	1.5210575	0.041495062	1.6437467	1.4145746	4447.747483491898
56	4313.6445	1133.1304	5192.282	2366.1787	5859.6055	127.79004	6078.7373	5595.8643	1000.0	1000.0	223999	422.14157	422.14163	-421.35196	21.493536	1.0797087	0.053620916	1.2870145	0.9177469	1.5293493	0.04200606	1.678699	1.4360183	4527.128788948059
57	5285.864	91.90252	5387.833	5171.5737	6048.87	205.47043	6370.7905	5720.987	1000.0	1000.0	227999	427.32812	427.328	-426.51813	21.93812	1.1210684	0.054605063	1.3463684	0.9252078	1.5378646	0.035162635	1.6217508	1.4720837	4605.622782707214
58	5195.6714	129.45505	5372.834	5054.9824	5997.333	113.70202	6130.9893	5787.9873	1000.0	1000.0	231999	433.7062	433.70612	-432.9167	22.492857	1.1580943	0.059573516	1.3935006	0.97290087	1.5107229	0.044953465	1.6519984	1.4102523	4686.032370328903
59	5421.81	73.46961	5493.9155	5325.0107	6050.0776	32.35788	6112.3755	6001.0547	1000.0	1000.0	235999	440.15976	440.15967	-439.3647	22.547329	1.1784164	0.055869613	1.3989308	0.9910122	1.5316325	0.03488137	1.6355398	1.4539409	4768.255031347275
60	5489.287	66.17124	5571.8774	5386.9614	6155.8193	76.795586	6317.3223	6012.4097	1000.0	1000.0	239999	446.5386	446.53864	-445.7339	21.78547	1.2010317	0.056644022	1.433475	1.0122861	1.540816	0.03366542	1.6513207	1.4813302	4849.07482790947
61	5449.065	53.593708	5511.3486	5389.759	6500.8716	89.675934	6683.141	6355.353	1000.0	1000.0	243999	453.67612	453.67612	-452.89374	22.56931	1.2239869	0.056635547	1.4123559	0.99736106	1.5295607	0.029703168	1.6185254	1.4601042	4925.945087432861
62	5551.1377	102.832	5622.335	5373.6094	6487.509	89.73389	6637.9053	6288.7563	1000.0	1000.0	247999	460.1755	460.17545	-459.3713	22.315887	1.2501045	0.05832287	1.4992305	1.0711707	1.5449002	0.034921903	1.6168423	1.4668086	5007.165331363678
63	5696.9863	97.31861	5848.198	5607.3267	6396.375	90.10452	6497.3384	6215.8853	1000.0	1000.0	251999	467.0952	467.0953	-466.322	22.564117	1.2925637	0.06071342	1.5232741	1.101988	1.5258292	0.057223774	1.6423453	1.3701835	5090.405206680298
64	5784.5	107.01471	5925.7607	5665.1533	6494.1147	99.60816	6642.212	6342.0503	1000.0	1000.0	255999	474.76016	474.75992	-473.99268	22.388086	1.3204436	0.060731526	1.5334196	1.0782002	1.5167229	0.027482975	1.591677	1.4425337	5170.235552310944
65	5961.83	89.10907	6054.1943	5816.838	6609.509	94.40732	6751.423	6435.932	1000.0	1000.0	259999	481.9168	481.91705	-481.1303	22.15017	1.3287032	0.06105853	1.5343373	1.1335081	1.5121257	0.033148795	1.6040365	1.4421073	5250.776950120926
66	5992.1123	71.57019	6073.286	5877.9785	6634.1914	107.287735	6775.545	6452.232	1000.0	1000.0	263999	488.0349	488.03503	-487.22025	22.468117	1.3305249	0.059639037	1.561222	1.1008519	1.519596	0.034922607	1.6239233	1.4554443	5332.950945854187
67	6094.916	28.38155	6134.9746	6054.849	6855.801	117.81961	7088.1733	6691.7217	1000.0	1000.0	267999	494.09396	494.09387	-493.29605	22.09354	1.3683175	0.06647046	1.6328032	1.1555331	1.5165179	0.03752258	1.6217184	1.4352343	5412.382154464722
68	6135.2363	138.93117	6351.544	5968.474	6792.0522	100.80298	6911.4883	6584.14	1000.0	1000.0	271999	501.1627	501.16248	-500.36813	22.847582	1.4100971	0.06423767	1.6476794	1.1925851	1.5389677	0.039648633	1.6270385	1.4156135	5495.584449529648
69	6327.539	63.062206	6406.74	6245.0854	7003.3525	90.28824	7130.074	6874.681	1000.0	1000.0	275999	508.63095	508.63104	-507.8228	23.139708	1.4407365	0.0640327	1.6633531	1.2378726	1.5358529	0.029762097	1.6287583	1.4603145	5579.630922794342
70	6569.22	179.0313	6817.266	6335.3477	7177.38	150.69304	7494.0576	7005.0977	1000.0	1000.0	279999	516.11426	516.1144	-515.34576	22.2545	1.4767069	0.0665764	1.7097007	1.2488527	1.5083069	0.047973756	1.6143279	1.403256	5656.207269668579
71	6434.496	86.4415	6581.1045	6356.9956	7296.7124	115.12199	7484.5493	7152.077	1000.0	1000.0	283999	523.5796	523.5793	-522.7531	22.995352	1.4935212	0.06542651	1.7426376	1.2711419	1.5331346	0.031123796	1.6280484	1.4697654	5737.68759560585
72	6852.0503	133.53398	7029.6865	6669.575	7419.0938	128.28172	7583.888	7183.8477	1000.0	1000.0	287999	531.1208	531.1207	-530.31573	22.627129	1.516992	0.06662595	1.7599089	1.2857958	1.5451164	0.037519477	1.626434	1.4606694	5817.692818641663
73	6784.297	176.48262	6942.0537	6501.2236	7465.517	128.83188	7664.681	7220.3105	1000.0	1000.0	291999	539.4324	539.4324	-538.6083	23.249323	1.5478497	0.06687351	1.8032284	1.3100032	1.5397929	0.035775423	1.6296034	1.446516	5897.221447467804
74	6801.077	224.21611	7105.037	6474.267	7834.837	172.96541	8176.7563	7556.025	1000.0	1000.0	295999	546.6638	546.66376	-545.8514	23.518688	1.5816183	0.07019445	1.8276001	1.3397586	1.5393261	0.03362153	1.6342604	1.4604393	5982.473052978516
75	7098.5293	113.033485	7223.2754	6934.8623	7490.1562	117.3967	7664.4614	7216.758	1000.0	1000.0	299999	555.3507	555.35046	-554.58563	23.362232	1.6198268	0.069679275	1.8611693	1.3412509	1.5267802	0.040433146	1.6129392	1.4302104	6064.344083786011
76	7378.6836	196.14679	7627.0166	7077.428	7824.41	120.939156	8080.3755	7683.216	1000.0	1000.0	303999	564.3147	564.31433	-563.534	23.547768	1.6479304	0.06885643	1.928841	1.4088284	1.5389327	0.030923743	1.6100867	1.4754585	6146.509697675705
77	7299.2183	187.51994	7589.8066	7084.4185	8115.0103	141.32486	8313.33	7848.761	1000.0	1000.0	307999	573.2036	573.2035	-572.43115	24.641653	1.6706021	0.06885161	1.9277885	1.3954747	1.5463096	0.03741284	1.6071961	1.4502262	6226.842967987061
78	7341.849	115.74065	7526.415	7223.475	7572.12	216.59633	7882.831	7140.5825	1000.0	1000.0	311999	582.11414	582.1144	-581.36145	24.332426	1.697845	0.07077113	1.9583768	1.4524623	1.5237778	0.041718964	1.6589485	1.434312	6308.536208629608
79	7407.199	244.05989	7722.629	7037.4873	7980.771	173.983	8269.331	7631.2676	1000.0	1000.0	315999	591.5317	591.53143	-590.8514	24.637426	1.7563647	0.07191205	1.9962285	1.4892722	1.5234653	0.04643778	1.6434206	1.4273694	6386.671226024628
80	7873.7534	150.14574	8120.1978	7720.646	8384.021	108.12364	8593.957	8214.623	1000.0	1000.0	319999	601.1645	601.16455	-600.45337	24.981815	1.7799733	0.06820463	2.0018213	1.5097868	1.5083176	0.032165658	1.5804074	1.4322015	6468.000618934631
81	7660.105	115.87631	7783.647	7537.7754	8012.089	231.01292	8312.634	7584.819	1000.0	1000.0	323999	610.3026	610.3025	-609.5915	25.069324	1.7982681	0.07148427	2.0332608	1.5132787	1.5303359	0.043675963	1.6526748	1.4386176	6551.368892669678
82	8026.383	85.82342	8153.2515	7917.696	8386.323	119.48862	8679.776	8238.466	1000.0	1000.0	327999	620.1941	620.1944	-619.4712	25.608076	1.8408448	0.06851163	2.0742152	1.6255066	1.5229986	0.03823125	1.6083416	1.4453348	6631.941324710846
83	8259.96	93.886856	8371.037	8143.1694	8149.4116	733.12946	8657.549	6048.7427	1000.0	1000.0	331999	629.50446	629.50433	-628.78314	26.047722	1.8621101	0.07375548	2.1412175	1.5644026	1.5327164	0.036978096	1.6445298	1.4546773	6711.93497300148
84	8368.166	37.87451	8417.124	8318.389	8971.442	52.85847	9045.893	8890.837	1000.0	1000.0	335999	640.1454	640.14545	-639.4816	26.593433	1.9018576	0.069617316	2.154188	1.6470891	1.5154488	0.0438543	1.6240169	1.436581	6793.240416526794
85	8417.1	36.039986	8440.982	8354.789	8567.674	128.92207	8780.025	8340.395	1000.0	1000.0	339999	649.5949	649.5948	-648.92395	27.024109	1.9189726	0.07004997	2.1789358	1.6627307	1.4991099	0.04389266	1.6211226	1.4053059	6874.159587860107
86	8531.641	165.4989	8780.082	8337.5205	8173.008	1176.4532	8699.49	4650.858	1000.0	1000.0	343999	658.6849	658.6849	-657.96423	27.814735	1.9302913	0.07055283	2.1621363	1.6817038	1.5364836	0.039365195	1.6104331	1.4368862	6953.682188272476
87	8465.815	220.33115	8656.788	8103.2783	8821.115	58.59737	8976.079	8759.811	1000.0	1000.0	347999	667.45135	667.451	-666.7939	28.252953	1.9641607	0.068318546	2.2514126	1.7050205	1.5045259	0.041983563	1.6231368	1.4152503	7034.013170480728
88	8636.615	197.39705	8848.717	8330.854	9173.739	173.30547	9403.112	8804.43	1000.0	1000.0	351999	676.95435	676.9544	-676.27405	28.096012	1.9855132	0.073394224	2.2641838	1.7692951	1.5178715	0.045762226	1.6289424	1.422809	7117.730081796646
89	8918.422	88.56436	9008.121	8771.204	9256.078	62.757786	9366.047	9151.913	1000.0	1000.0	355999	686.07336	686.07336	-685.429	28.36611	2.0186205	0.0709067	2.2793663	1.7813274	1.5022085	0.05636054	1.6253432	1.3968629	7199.188754081726
90	9066.445	142.11958	9291.847	8898.061	9445.912	177.00795	9661.855	9089.763	1000.0	1000.0	359999	694.57367	694.5737	-693.94354	28.35312	2.0321078	0.06973107	2.282405	1.7998338	1.4869502	0.040486187	1.608387	1.4290653	7279.694882631302
91	9160.373	83.78509	9241.224	9031.639	9894.064	138.8549	10147.188	9692.193	1000.0	1000.0	363999	703.4019	703.402	-702.8331	28.529097	2.0503004	0.068224154	2.3066342	1.8055971	1.4614104	0.03597122	1.5581498	1.3856925	7359.02929854393
92	9201.78	105.14442	9366.852	9074.742	9829.709	125.43111	10012.098	9592.404	1000.0	1000.0	367999	712.0315	712.0314	-711.4185	29.26419	2.0568027	0.06851582	2.2629461	1.8121152	1.5026821	0.04065292	1.6221184	1.3996477	7441.535603523254
93	9246.991	221.49861	9472.255	8879.192	9798.498	86.777054	9921.615	9653.859	1000.0	1000.0	371999	720.82983	720.8298	-720.19214	29.69515	2.0703077	0.0680608	2.3142333	1.8056841	1.4997451	0.0401038	1.5977503	1.4346066	7523.401582956314
94	9358.899	71.98974	9471.071	9288.23	9116.2705	168.46515	9355.617	8849.148	1000.0	1000.0	375999	728.6338	728.6336	-727.9695	31.024656	2.072667	0.06720796	2.3043199	1.8131859	1.5341558	0.033666655	1.6204745	1.453669	7604.319498300552
95	9350.399	288.51703	9801.517	8998.79	9884.499	133.56891	10057.908	9639.01	1000.0	1000.0	379999	736.8826	736.88293	-736.2888	32.689705	2.1058862	0.06883739	2.3389199	1.8888975	1.5117342	0.044972572	1.6234655	1.4262314	7686.500421285629
96	9553.906	49.04708	9613.37	9505.248	10229.28	64.931755	10399.003	10152.478	1000.0	1000.0	383999	746.07874	746.0788	-745.4908	33.077007	2.1256433	0.068199754	2.373396	1.88562	1.5178183	0.048792507	1.6088126	1.3996372	7768.137605905533
97	9553.625	260.02155	9805.15	9118.164	9675.54	91.99621	9817.5205	9486.518	1000.0	1000.0	387999	755.0056	755.0055	-754.40515	32.754196	2.130243	0.067654416	2.3555639	1.9116325	1.5275158	0.030750781	1.5904952	1.4570634	7848.123730659485
98	9645.018	162.43907	9805.836	9380.694	9463.545	135.62578	9677.925	9190.594	1000.0	1000.0	391999	763.29065	763.2907	-762.66675	33.07928	2.1424363	0.0686058	2.376637	1.8807902	1.5344571	0.043775436	1.6238157	1.407131	7929.558169841766
99	9631.402	238.37227	9948.192	9277.619	10259.628	71.20028	10417.011	10142.207	1000.0	1000.0	395999	771.5	771.4998	-770.90894	34.619045	2.166817	0.068034545	2.3988628	1.918658	1.516854	0.042379573	1.6195624	1.4326024	8011.311002254486
100	9930.768	147.20213	10125.33	9765.226	10057.719	95.55599	10181.294	9891.053	1000.0	1000.0	399999	780.08704	780.08704	-779.5385	33.477585	2.170541	0.06637782	2.3914268	1.9283279	1.5012795	0.03303654	1.5803908	1.434176	8093.281713724136
101	9829.322	147.93648	9939.819	9578.103	8878.488	3014.254	10074.286	-153.66486	1000.0	1000.0	403999	787.7032	787.7033	-787.12335	34.498497	2.179177	0.06841954	2.4466686	1.9453684	1.5228273	0.06149046	1.6529596	1.3635759	8174.475300550461
