Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Averagemmd_entropy	Stdmmd_entropy	Maxmmd_entropy	Minmmd_entropy	AverageQ_penalty	StdQ_penalty	MaxQ_penalty	MinQ_penalty	Time
1	37.543205	118.77514	179.4514	-138.8905	161.61378	175.32591	405.77902	-66.68369	1000.0	1000.0	3999	12.069943	15.482795	95.96045	-30.305365	12.069931	15.482961	95.742615	-30.473488	-15.190903	2.1816921	3.3813515	0.26587558	3.4954424	0.19210501	5.0561833	2.9848208	10.927983	1.5496366e-07	71.0750892162323
2	36.575005	52.318764	110.393715	-34.04224	-122.59196	4.188338	-117.06789	-131.43954	1000.0	1000.0	7999	120.01727	56.681087	311.8913	1.6369478	120.01738	56.680603	314.87793	0.47054458	-129.68236	14.445825	3.3354876	0.028551681	3.4155278	3.2481065	11.993636	1.7381395	16.663792	8.405344	161.2913556098938
3	111.0174	275.69577	583.5355	-94.903625	186.15512	312.4942	804.7275	-123.62899	1000.0	1000.0	11999	288.9844	55.60925	442.65814	101.2649	288.9851	55.608562	446.21307	102.58712	-298.86218	29.046522	3.331576	0.0313204	3.4200408	3.206189	13.553145	1.4951206	17.992897	9.659369	252.6747989654541
4	71.22502	220.16096	323.91147	-246.34523	185.13646	446.70105	1176.4509	-437.4302	1000.0	1000.0	15999	353.02692	29.640144	483.15887	231.21317	353.02756	29.643888	484.12375	228.8026	-356.73145	23.745417	3.2080932	0.071260266	3.3559015	2.9916253	9.098737	0.6632945	12.198327	7.350785	345.16851115226746
5	71.10246	128.23056	231.42468	-103.483604	-132.2268	166.91914	110.549255	-393.77606	1000.0	1000.0	19999	349.72427	34.140163	508.6193	202.25471	349.72433	34.138226	507.70752	198.4068	-352.50616	20.836645	3.06213	0.039748657	3.194412	2.912837	7.931953	0.61236876	9.715149	5.9608164	437.8191373348236
6	26.569904	168.26555	144.28831	-263.8517	-118.084	372.73898	357.59482	-632.8532	1000.0	1000.0	23999	329.9518	32.05064	420.34506	185.04817	329.95184	32.050243	418.81348	185.14693	-331.73743	15.7795925	3.0565898	0.0479005	3.2153878	2.9092853	6.002683	0.47317022	7.6658874	4.7506256	530.4922652244568
7	161.42273	245.1222	576.83905	-33.57453	-130.78574	293.567	239.35281	-663.45166	1000.0	1000.0	27999	300.1818	27.358242	384.65588	159.15872	300.1822	27.355341	387.41144	159.44632	-301.48526	14.146024	2.9878078	0.07811752	3.2207522	2.7818313	5.019029	0.34330434	6.325769	4.092695	623.6002085208893
8	-149.25266	281.94577	205.87822	-512.7896	109.35835	157.9371	404.57263	-70.18554	1000.0	1000.0	31999	268.9421	24.30549	342.7617	115.4329	268.94208	24.30222	340.84167	114.3297	-270.00537	12.89099	2.9286525	0.042627703	3.0896628	2.7672024	4.503257	0.28478268	5.703897	3.5797606	716.174661397934
9	175.62944	93.68518	332.1208	83.6912	238.56628	74.9293	358.90698	94.259796	1000.0	1000.0	35999	240.04974	23.566162	324.28506	79.67958	240.04982	23.562326	325.56	78.430145	-241.00816	11.0448065	2.9440773	0.040466987	3.0876753	2.7983441	3.9837208	0.24677603	5.101205	3.2657995	809.0285074710846
10	324.07687	127.51739	462.67252	193.53485	786.4469	180.83284	911.0377	259.66205	1000.0	1000.0	39999	214.825	23.300364	301.67075	62.536884	214.82529	23.296719	300.50995	60.82997	-215.66734	10.568041	2.9652412	0.045168415	3.1290998	2.7977011	3.6764033	0.21538918	4.471521	3.0658667	901.6764769554138
