Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	Q1Vals	Q2Vals	LossPi	LossQ	Averagemmd_entropy	Stdmmd_entropy	Maxmmd_entropy	Minmmd_entropy	$\alpha$	Stdalpha	Maxalpha	Minalpha	Time
1	-347.83484	44.90382	-293.23407	-415.10355	995.6543	2.1494863	1001.12976	993.42426	1000.0	1000.0	3999	2.348618	2.34908	-2.8978114	0.53487045	0.2612973	0.017750751	0.3052004	0.21672317	1.1670651	0.12793674	1.4727441	0.94795835	78.92979049682617
2	-359.53885	34.753773	-331.53793	-417.12567	990.3909	3.4146206	996.67413	986.0195	1000.0	1000.0	7999	12.6270275	12.626651	-13.281164	1.1750718	0.27638838	0.009377192	0.3142544	0.24656704	1.200334	0.046969645	1.3047487	1.1303307	178.14933800697327
3	329.36456	654.04865	984.93506	-329.22736	990.3174	4.9312034	996.17206	979.8589	1000.0	1000.0	11999	21.518085	21.518017	-22.064606	1.1322278	0.280128	0.008835945	0.31353664	0.25119781	1.1835538	0.032342657	1.255171	1.1199797	281.24548721313477
4	991.3386	6.3266153	998.64667	984.0416	988.2031	1.4543205	991.0406	986.17114	1000.0	1000.0	15999	28.63461	28.63465	-28.872776	0.7141092	0.2868254	0.010138758	0.32176068	0.25458518	1.22952	0.030204356	1.3048525	1.1595852	385.6266756057739
5	987.3911	3.8951817	994.05334	984.1687	987.2212	3.551931	991.5535	980.86414	1000.0	1000.0	19999	35.714016	35.713997	-35.757263	0.6371552	0.30210853	0.01217931	0.35043222	0.26576588	1.2531725	0.025102543	1.3234615	1.1992282	489.59010314941406
6	986.66516	3.2708368	990.66364	983.0751	992.2269	4.4455886	995.62067	982.7372	1000.0	1000.0	23999	42.5114	42.51145	-42.456436	0.60701185	0.30971998	0.0110919345	0.35155776	0.27517152	1.1788433	0.054556504	1.2957897	1.0549389	593.919056892395
7	988.5777	4.45828	995.9054	984.0348	988.8285	2.9127555	993.20404	984.4111	1000.0	1000.0	27999	48.37784	48.37787	-48.28422	0.5745685	0.3097734	0.012254587	0.36849484	0.2693817	1.0338311	0.049766235	1.1708324	0.94957894	697.4492235183716
8	990.75275	2.9544582	994.0218	987.1037	986.8703	1.1397759	989.3904	984.69574	1000.0	1000.0	31999	53.403244	53.403275	-53.25982	0.564852	0.3097826	0.014487397	0.3712113	0.26536995	1.0051172	0.040916055	1.1133574	0.92163324	801.3471126556396
9	995.1051	7.2873225	1003.11066	983.5141	991.3049	2.8606164	997.4511	986.7118	1000.0	1000.0	35999	57.71396	57.714	-57.55526	0.55577075	0.30965242	0.015723897	0.37788743	0.2653601	0.9199516	0.044171385	1.0080326	0.77360225	905.357724905014
10	990.5243	6.921376	997.7995	979.8231	988.64014	2.7631814	993.0259	984.0634	1000.0	1000.0	39999	61.44711	61.447044	-61.27461	0.5413112	0.310163	0.01757419	0.38557774	0.25873286	0.8953883	0.030885534	0.9759097	0.82743376	1009.3726024627686
11	998.5937	4.861613	1002.9265	990.69434	976.86804	3.5226078	983.6045	971.77924	1000.0	1000.0	43999	64.71753	64.71757	-64.50719	0.5390178	0.30953473	0.02117792	0.43594137	0.25753123	0.9463717	0.074644424	1.1144817	0.79156154	1105.2294480800629
12	998.9856	4.727079	1005.9326	992.5921	994.71375	2.0061502	998.80743	991.9053	1000.0	1000.0	47999	67.52988	67.52989	-67.312454	0.5290579	0.31131372	0.026554888	0.49624032	0.25770706	0.9422032	0.061704468	1.0611513	0.79283696	1194.2281746864319
13	1001.4709	4.6686597	1005.409	993.969	981.77313	4.3227186	986.1384	971.16376	1000.0	1000.0	51999	70.02492	70.02487	-69.81526	0.52263474	0.31010804	0.026579563	0.4557179	0.2517941	0.87820286	0.05895695	1.0481111	0.74813175	1292.6695878505707
14	996.2935	7.961663	1005.4944	983.8902	991.6878	3.9489655	998.6275	985.7014	1000.0	1000.0	55999	72.24622	72.24624	-72.01814	0.51245815	0.30996886	0.025969459	0.42606953	0.24635229	0.9092236	0.0748607	1.0714709	0.74940634	1397.4481041431427
15	1005.98987	10.337563	1018.0259	989.67474	984.52966	6.506565	998.39545	975.02637	1000.0	1000.0	59999	74.139435	74.13948	-73.92119	0.5103813	0.30893132	0.02883733	0.44542223	0.24787092	0.8668079	0.065627225	1.0482904	0.7424652	1502.1703345775604
16	997.62213	4.090687	1001.7914	992.3762	988.3556	4.4403605	997.19653	982.89044	1000.0	1000.0	63999	75.90162	75.901505	-75.66402	0.51191187	0.31222984	0.029767592	0.4450276	0.2525127	0.9283192	0.07658338	1.0994214	0.8005326	1606.3983914852142
17	1000.5682	3.1788535	1005.6313	996.8562	995.8167	3.998641	1001.36945	989.792	1000.0	1000.0	67999	77.51283	77.51282	-77.26459	0.4866347	0.3089188	0.0351175	0.47851264	0.24975288	0.94067496	0.0816714	1.1952163	0.7819164	1710.4622538089752
18	1001.86523	18.54385	1026.3898	977.8126	995.6802	1.927881	999.08997	992.6415	1000.0	1000.0	71999	78.75129	78.75125	-78.53433	0.49882498	0.31008586	0.033495523	0.5591108	0.2459513	0.8213871	0.05844731	0.97868806	0.73330855	1814.8606522083282
19	1000.37573	4.9452434	1005.20526	992.6828	988.11707	1.7176634	991.40314	985.23755	1000.0	1000.0	75999	80.06084	80.06087	-79.813705	0.48300117	0.3107218	0.040187236	0.67355883	0.24288937	0.9434746	0.063359804	1.1262486	0.82589155	1918.5614540576935
20	1012.90625	10.649932	1020.3073	994.5783	988.76746	3.2082887	992.9376	982.7691	1000.0	1000.0	79999	81.24922	81.24924	-81.01547	0.4780809	0.30872568	0.03387265	0.5441916	0.24544573	0.8900666	0.0553504	1.0102469	0.76398	2023.2009902000427
21	1023.48694	13.000167	1042.2784	1008.50433	993.4383	6.404275	1003.75836	983.34906	1000.0	1000.0	83999	82.28967	82.28963	-82.05803	0.47591156	0.3099731	0.032756772	0.5045077	0.25013158	0.86730015	0.06983171	1.0167767	0.7341713	2127.4619545936584
22	1016.38525	17.615124	1042.6514	994.1061	1047.9651	22.638773	1078.4955	1002.7968	1000.0	1000.0	87999	83.14248	83.14247	-82.91126	0.4765468	0.3102743	0.03239237	0.5539688	0.24744251	0.8532251	0.059165932	0.9818806	0.7093521	2231.142394065857
23	1023.4123	18.29131	1046.3904	996.82404	994.53015	4.699463	1001.17487	987.7252	1000.0	1000.0	91999	83.95557	83.9556	-83.70205	0.50094646	0.3109989	0.03625627	0.51697433	0.24777856	0.9327839	0.11471514	1.2848186	0.7634954	2336.1277573108673
24	1036.2925	3.33052	1041.8555	1033.0096	995.3999	12.005315	1026.4402	982.99725	1000.0	1000.0	95999	84.86492	84.86491	-84.62209	0.45831475	0.30874074	0.03257697	0.50805986	0.251324	0.89034617	0.08830458	1.1174484	0.7124888	2440.586604833603
25	1030.4056	22.048435	1065.391	1005.6081	1011.154	5.173556	1017.8718	1001.37366	1000.0	1000.0	99999	85.56164	85.5616	-85.322815	0.4525328	0.31091747	0.041488394	0.601662	0.2482131	0.88695574	0.08667868	1.0919898	0.7553998	2543.2808277606964
26	1045.976	19.318542	1057.6174	1012.51965	998.7873	3.1938066	1007.058	995.3721	1000.0	1000.0	103999	86.41926	86.41925	-86.17543	0.4459918	0.31071228	0.02866259	0.43669435	0.24696994	0.9046694	0.061998315	1.0715826	0.7708658	2646.653512954712
27	1052.9117	4.0214553	1058.9502	1047.9948	1003.1271	2.1748538	1007.39954	999.17377	1000.0	1000.0	107999	87.20927	87.20921	-86.96402	0.4623286	0.3085255	0.04179183	0.6463756	0.24531165	0.93203163	0.094825394	1.2331122	0.77372855	2751.001094341278
28	1094.4124	42.93214	1140.7699	1034.1187	1002.66473	8.413855	1020.8224	992.7344	1000.0	1000.0	111999	88.0191	88.01914	-87.78556	0.45436317	0.3095851	0.028751658	0.4498059	0.24511719	0.8737163	0.052356776	1.0036126	0.763461	2855.150157928467
29	1087.9893	15.894247	1114.3738	1072.0908	1022.8044	37.381855	1094.5862	993.685	1000.0	1000.0	115999	88.74213	88.74213	-88.50194	0.45629835	0.31176665	0.030568339	0.4666426	0.25360748	0.9070189	0.0759807	1.0831296	0.7826104	2959.6546461582184
30	1088.4052	53.81618	1139.4926	1007.756	1106.0248	138.57602	1359.2306	990.38196	1000.0	1000.0	119999	89.61311	89.61306	-89.35721	0.46764916	0.31194755	0.043291595	0.64815104	0.25269392	1.0081998	0.06256128	1.1816514	0.8820624	3064.8174970149994
31	1145.7732	41.94118	1201.3386	1085.1577	1242.4076	17.422085	1267.6472	1208.1918	1000.0	1000.0	123999	90.6703	90.67033	-90.40686	0.4679304	0.30850765	0.024618724	0.40268493	0.25626627	1.0105236	0.057434525	1.1457713	0.9006485	3169.3054780960083
32	1193.2681	43.241695	1225.364	1118.7719	1228.053	15.784829	1261.1105	1208.0026	1000.0	1000.0	127999	91.69074	91.69085	-91.41725	0.48858795	0.3110952	0.024701286	0.4354215	0.26149455	1.0604254	0.0816702	1.24736	0.90274	3272.7973754405975
33	1271.3042	32.803364	1318.8018	1226.5911	1204.6357	72.54279	1266.4926	1044.9348	1000.0	1000.0	131999	93.17972	93.17964	-92.90372	0.5107834	0.32748652	0.030757086	0.4719455	0.25553957	1.1466211	0.080854274	1.4298646	1.0057776	3375.896458387375
34	1380.9529	30.534254	1425.0911	1345.9395	1228.8918	63.515682	1359.5087	1171.5496	1000.0	1000.0	135999	95.44374	95.44379	-95.17744	0.5756646	0.3557808	0.02824702	0.49476555	0.28897342	1.173009	0.06905212	1.3136076	1.0374507	3479.2936129570007
35	1416.5598	25.435131	1443.2997	1390.7025	1385.2874	33.282394	1424.5536	1342.223	1000.0	1000.0	139999	98.70849	98.70848	-98.46244	0.77551854	0.4171923	0.04676732	0.6324051	0.31696036	1.1997793	0.071553424	1.3756183	1.0235319	3583.147673845291
36	1408.8256	20.273481	1430.6738	1375.9756	1474.1295	10.154566	1490.9807	1458.3243	1000.0	1000.0	143999	103.93006	103.93004	-103.747475	0.95839113	0.5280861	0.07604314	0.79719746	0.37291327	1.1480737	0.10565872	1.4001963	0.9656178	3686.891543149948
37	1445.8135	62.343903	1523.2145	1361.86	1442.7756	13.16123	1475.8722	1428.3186	1000.0	1000.0	147999	109.59424	109.59432	-109.44155	1.0428733	0.55667394	0.06713946	0.89143175	0.38902566	1.0070301	0.09659965	1.2073895	0.82650185	3790.556118249893
38	1422.7985	118.10991	1576.76	1269.4458	1502.4375	323.17438	1717.1785	848.6057	1000.0	1000.0	151999	113.80822	113.80838	-113.682076	1.2160091	0.56050867	0.06761708	0.8432378	0.41529116	0.9932493	0.05582426	1.1470853	0.8667125	3893.6222352981567
