Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Averagemmd_entropy	Stdmmd_entropy	Maxmmd_entropy	Minmmd_entropy	AverageQ_penalty	StdQ_penalty	MaxQ_penalty	MinQ_penalty	Time	$\alpha$
1	-37.511105	42.27402	33.77833	-74.93087	-408.00717	167.5196	-111.625114	-668.7397	1000.0	1000.0	3999	12.538667	17.027788	123.46738	-17.635847	12.538848	17.02849	124.613846	-17.157187	-14.01738	3.5705042	1.6355554	0.89238775	2.8604264	0.18588386	4.8059373	2.6970868	9.682579	2.2554748e-07	77.73297023773193	1.0
2	-28.214115	65.110016	71.48866	-110.854935	269.7056	279.04672	715.3567	-284.7472	1000.0	1000.0	7999	93.96819	40.723633	274.1546	-1.2294079	93.96885	40.72252	270.51968	-3.4127207	-97.50095	12.902587	2.9352996	0.055862352	3.1011622	2.7110775	9.1978855	1.0858595	13.602092	6.856655	179.97282671928406	1.0
3	61.65692	62.259636	149.47977	-26.303038	59.706554	21.127075	95.93715	24.783064	1000.0	1000.0	11999	190.1265	43.83637	316.85757	54.714302	190.12596	43.83664	320.01407	54.829895	-192.65373	20.543043	2.8585112	0.055183694	3.0344539	2.6620152	9.358679	1.100449	13.508925	6.659697	288.254198551178	1.0
4	161.1324	192.77032	401.0118	-126.544876	-4.8959675	20.019379	23.418821	-57.509888	1000.0	1000.0	15999	229.9039	22.13489	308.57944	141.45467	229.90385	22.13253	315.10068	140.94891	-230.11859	12.358207	2.30973	0.29674995	2.938934	1.7394519	6.359882	0.72057456	8.82654	4.9021735	398.4235336780548	1.0
5	94.54551	118.24535	239.02005	-37.233257	377.5264	112.19932	548.8173	209.4717	1000.0	1000.0	19999	228.92899	22.698565	308.58823	165.634	228.92874	22.69935	309.1942	164.45418	-228.89119	11.634045	1.8565836	0.28834277	2.4277418	1.4076374	5.3585315	0.548708	7.3070297	4.0753856	507.64445996284485	1.0
6	134.42072	255.29355	493.8315	-136.39182	309.65347	61.477577	421.66278	194.56729	1000.0	1000.0	23999	213.49876	25.534672	293.19162	132.09326	213.49902	25.537588	293.8211	135.09993	-213.18837	11.643169	1.485063	0.07044919	1.7401766	1.2801192	4.75523	0.2649295	5.8700743	3.9558165	614.6398475170135	1.0
7	265.1741	105.835266	373.16098	103.93487	528.2712	211.48389	1022.0489	130.54619	1000.0	1000.0	27999	195.20277	30.142225	287.20883	118.07655	195.20328	30.14298	287.8529	120.52498	-194.74675	10.152152	1.344642	0.085001945	1.6144849	1.1004074	4.2919035	0.2414619	5.5741496	3.5497348	723.84206366539	1.0
8	449.28748	132.07835	660.14984	298.85532	55.97628	138.89848	324.15594	-166.203	1000.0	1000.0	31999	175.2301	31.147978	271.90784	108.59579	175.23029	31.150406	270.96982	108.53157	-174.65747	9.338066	1.2091451	0.066479705	1.4444007	0.97627264	4.0657864	0.21959198	4.9132113	3.4067698	833.7977237701416	1.0
9	142.5875	184.1933	396.1057	-59.229088	40.828472	111.69206	285.38736	-65.380295	1000.0	1000.0	35999	161.61243	34.89426	279.08997	91.09989	161.61272	34.895332	277.71045	91.766525	-161.22763	10.480825	1.4390095	0.15261635	1.843478	1.0939131	4.3107615	0.28698623	5.44612	3.40484	942.9318461418152	1.0
10	296.8527	64.07644	404.97546	242.93501	177.26945	178.5367	365.77304	-113.05959	1000.0	1000.0	39999	149.82835	40.36156	275.25885	61.35332	149.82841	40.363914	275.05835	60.272987	-149.20691	9.57377	1.1109668	0.08466093	1.3721285	0.8852629	3.8760698	0.25214407	5.106531	3.1110811	1053.1189939975739	1.0
