Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Averagemmd_entropy	Stdmmd_entropy	Maxmmd_entropy	Minmmd_entropy	AverageQ_penalty	StdQ_penalty	MaxQ_penalty	MinQ_penalty	Time
1	-100.23649	58.28286	-22.214407	-175.17493	43.86478	38.966854	83.98206	4.3755846	1000.0	1000.0	3999	2.42299	4.937433	33.65873	-19.398605	2.4227304	4.937569	33.812916	-19.352703	-2.64949	0.3215432	1.0537747	0.7531263	1.999936	0.12555382	1.5900625	0.8961657	3.367968	1.0551892e-07	77.79409289360046
2	-53.615017	131.8336	160.0167	-177.53506	776.285	243.18616	1219.5327	414.63913	1000.0	1000.0	7999	23.853058	14.031206	91.72692	-20.704973	23.85306	14.031987	92.93337	-20.05215	-24.702639	1.2305083	1.8394661	0.052085377	1.9759468	1.6609507	3.2253203	0.2960157	4.4268947	2.4209938	178.0051624774933
3	211.40015	249.98788	607.1757	-85.9649	270.756	4.3477235	275.82892	263.80997	1000.0	1000.0	11999	55.7479	23.957262	183.72546	-0.25657284	55.74784	23.957508	181.77812	-0.063007265	-57.134315	2.833931	1.8746314	0.053395424	2.0198781	1.6954759	4.467377	0.4447855	5.990353	3.2541444	278.2421283721924
4	360.78574	63.367783	431.43008	263.38248	200.76016	3.0948982	204.06168	193.11337	1000.0	1000.0	15999	81.9602	25.722036	191.41977	7.176138	81.959946	25.721567	191.54156	7.5672464	-82.54269	4.038827	1.8177841	0.04878035	1.9938722	1.6082903	3.8304293	0.30591977	5.0000906	3.0293262	379.0013349056244
5	192.8342	52.598907	240.59334	108.27912	261.0777	164.35895	460.4908	11.300027	1000.0	1000.0	19999	97.27354	28.671598	207.17198	8.501141	97.2739	28.669977	207.46008	8.13432	-97.844215	5.158887	1.9201624	0.042952497	2.066172	1.7592536	3.957237	0.26437077	5.0459213	2.9685137	481.5549666881561
6	179.54007	62.217293	242.46326	80.49278	216.01663	1.4273851	218.47006	213.69368	1000.0	1000.0	23999	109.96249	30.351957	220.20311	8.865927	109.96283	30.350967	218.63943	7.979452	-110.37639	6.540068	1.8397963	0.060133845	2.0259128	1.6611387	4.0940022	0.26034638	5.251422	3.200513	582.5145227909088
7	260.33267	89.43981	398.13962	157.91113	137.91899	66.154396	280.92194	62.27155	1000.0	1000.0	27999	120.77835	33.75321	227.86505	-3.9640326	120.77872	33.75527	229.86093	-5.412264	-121.4669	8.521838	1.9700371	0.04298281	2.1033816	1.7859043	4.5439725	0.38220933	6.0212297	3.4245293	684.5407059192657
8	362.5987	57.85913	413.88055	264.55307	363.0808	9.900019	377.58762	347.18066	1000.0	1000.0	31999	134.47655	37.289017	247.0966	-6.1481385	134.477	37.290012	248.47804	-7.2758584	-135.17393	9.696643	2.0037735	0.03866035	2.141006	1.8728753	4.58764	0.3627819	6.240377	3.4780452	786.3320524692535
9	252.60625	93.91319	331.5917	92.52824	346.50958	36.04911	415.06274	293.1872	1000.0	1000.0	35999	140.48766	36.49885	258.47375	15.164911	140.48788	36.498642	258.78995	15.729942	-140.80235	8.567827	1.9689443	0.040401287	2.1115746	1.8217252	4.1195183	0.26756918	5.320804	3.261492	887.7317595481873
10	273.497	32.27138	306.7833	220.9919	279.85294	27.275887	350.58838	249.3026	1000.0	1000.0	39999	138.2176	36.1101	275.90097	28.1665	138.21806	36.108616	276.58224	27.692003	-138.23972	8.029719	1.8201787	0.08260627	2.0960312	1.5868828	3.8739266	0.25057396	4.8812113	3.0912642	989.274656534195
