Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time
1	-301.1153	21.887302	-284.81805	-338.15643	-548.9342	1.0829794	-547.41327	-550.38635	1000.0	1000.0	3999	0.6915064	1.7188084	10.267601	-6.710339	0.6905537	1.7214265	10.289608	-6.2825236	-1.5742133	0.29557484	31.752379894256592
2	-279.74054	141.24243	-135.33917	-467.78897	-521.0348	26.103407	-473.43152	-551.4086	1000.0	1000.0	7999	5.0762324	4.30285	25.218128	-12.851259	5.076185	4.302586	25.258255	-12.494389	-6.8596973	1.1215718	77.41240215301514
3	-423.04333	79.86146	-337.0316	-533.35315	-320.80664	65.514175	-179.1475	-408.56873	1000.0	1000.0	11999	13.063525	5.5859957	33.44808	-10.19408	13.064263	5.585358	32.790924	-10.6404915	-14.873998	1.5218374	125.12698006629944
4	21.453392	383.523	640.0854	-403.16006	-318.05792	208.24994	7.701273	-563.6974	1000.0	1000.0	15999	15.114428	8.296224	51.214233	-10.614961	15.114559	8.294789	52.23287	-11.820668	-16.768286	3.1524215	174.4995472431183
5	-104.72208	294.81696	230.96207	-515.5257	-13.187596	473.0142	1371.9596	-326.3077	1000.0	1000.0	19999	17.252857	12.772357	60.477406	-13.188225	17.253736	12.772606	59.156136	-12.610281	-18.7205	2.8914113	222.49171566963196
6	516.6593	499.87192	1159.1039	-164.98096	832.9382	772.4327	1634.0499	-272.90683	1000.0	1000.0	23999	17.905794	17.58658	77.378075	-16.87633	17.906237	17.587284	76.27416	-16.812609	-19.29289	3.2254703	269.5873484611511
7	1997.9666	217.40143	2360.1057	1785.2349	1934.1605	634.1037	2405.212	258.1876	1000.0	1000.0	27999	24.401215	23.689837	90.13344	-18.044743	24.402052	23.690311	89.86691	-17.624363	-25.930822	4.4822717	316.55508399009705
8	2059.332	919.73035	2730.5806	495.69583	1508.3096	873.91473	2594.0212	-198.92627	1000.0	1000.0	31999	34.61456	30.579887	119.88328	-19.493767	34.61537	30.580275	119.54469	-19.528214	-36.30101	6.0544834	363.3689033985138
9	2296.3137	864.58405	3028.609	838.32904	2252.8987	1030.2069	3646.2947	577.0207	1000.0	1000.0	35999	47.410885	38.09848	141.1984	-22.93345	47.41194	38.098976	140.84485	-25.075375	-49.330734	8.960222	410.3449206352234
10	3144.7014	139.93962	3344.2363	2987.9631	2329.486	1064.9098	3696.7708	530.2287	1000.0	1000.0	39999	61.172195	46.15876	172.22731	-26.832865	61.172955	46.158695	174.05968	-27.720928	-63.132397	12.032856	457.1410131454468
11	2650.8032	845.1114	3657.6934	1522.2201	961.8187	501.96262	1769.8481	80.144066	1000.0	1000.0	43999	76.62691	53.93481	196.52402	-27.750542	76.62723	53.93422	196.2441	-26.637716	-78.64249	16.614325	504.1665828227997
12	3988.4775	177.8532	4252.5034	3767.9043	4704.036	146.29288	4911.806	4389.678	1000.0	1000.0	47999	90.95396	62.447826	227.35219	-27.235273	90.95414	62.448105	227.24467	-27.422386	-93.09897	20.621784	551.3784213066101
13	4302.833	305.87457	4720.2275	3909.2534	4981.985	121.61289	5141.412	4745.936	1000.0	1000.0	51999	109.35187	70.80671	254.88896	-30.215694	109.35232	70.80594	255.1169	-28.697449	-111.93616	24.819899	598.24400639534
14	4636.051	78.53154	4770.931	4580.2944	4690.588	218.56761	5060.5244	4249.744	1000.0	1000.0	55999	129.09679	78.816414	285.02716	-28.95359	129.0981	78.81512	283.6113	-30.475313	-131.68253	30.762562	645.4685709476471
15	4843.245	260.13763	5246.169	4518.9453	5275.2134	404.7241	5708.154	4205.6743	1000.0	1000.0	59999	148.60464	86.173454	307.62128	-30.953789	148.60593	86.17319	307.16125	-41.929886	-151.21603	32.121513	692.388147354126
16	5165.2637	207.8193	5473.326	4968.721	4305.3115	1223.4846	5221.361	726.35645	1000.0	1000.0	63999	168.58633	93.44609	326.5265	-33.509205	168.5873	93.445305	326.89304	-36.587944	-171.69002	37.00533	739.3795607089996
17	5219.29	344.89078	5514.1147	4669.29	5615.134	136.85721	5872.8994	5402.4375	1000.0	1000.0	67999	187.97408	99.6371	348.365	-33.15747	187.97456	99.63719	347.01276	-34.759464	-191.14102	42.531837	786.5147566795349
18	5401.684	106.56323	5516.7246	5272.135	5891.0996	86.81521	6007.1333	5763.254	1000.0	1000.0	71999	206.53056	105.61879	365.61194	-33.86503	206.53078	105.61993	365.6997	-36.297203	-209.50806	47.47543	833.4836106300354
19	5668.839	90.441574	5812.981	5569.9097	6022.2095	112.744545	6167.139	5800.348	1000.0	1000.0	75999	225.51712	110.32979	385.78802	-30.035343	225.51768	110.33118	385.38882	-35.56117	-228.73685	49.904778	880.651177406311
20	5833.8438	211.41917	6081.965	5498.317	6010.5107	82.02436	6161.1807	5839.1113	1000.0	1000.0	79999	243.93024	115.16904	401.1835	-31.55139	243.93028	115.17096	397.50742	-32.075005	-246.8719	49.34714	927.5873394012451
21	5777.2334	159.43765	6033.29	5610.383	6022.0723	98.32402	6257.7227	5895.423	1000.0	1000.0	83999	260.75763	119.06958	410.62918	-32.19346	260.75815	119.07062	409.9647	-32.381252	-263.88644	49.679253	974.6926071643829
22	5932.789	115.3592	6075.3022	5754.258	6359.4746	78.192955	6515.617	6235.2163	1000.0	1000.0	87999	277.0522	122.07647	424.08136	-30.35983	277.05267	122.07727	422.48895	-45.65166	-280.71082	49.084805	1021.5338132381439
23	5936.7246	111.90038	6070.116	5799.388	6436.471	73.5255	6610.446	6359.7734	1000.0	1000.0	91999	292.5021	124.81002	434.60455	-32.42419	292.50336	124.81022	434.91528	-46.22712	-295.98853	47.943733	1068.5007178783417
24	6033.036	102.566	6151.3794	5904.591	6414.4097	92.44496	6519.0435	6201.9946	1000.0	1000.0	95999	306.59717	127.25498	448.7271	-35.658848	306.5985	127.254974	446.33957	-45.249775	-309.87943	46.464283	1115.9565098285675
25	6092.7964	123.09772	6240.673	5898.9077	6435.855	92.4419	6544.9	6243.0117	1000.0	1000.0	99999	320.1645	129.73817	458.69034	-44.54077	320.16525	129.73842	455.62878	-42.51543	-323.2558	45.022697	1162.9501209259033
26	6026.3228	111.67991	6191.5366	5878.502	6437.6113	77.51981	6548.118	6301.441	1000.0	1000.0	103999	333.08572	131.56598	467.4964	-37.40725	333.08627	131.56624	466.51135	-45.3683	-335.9146	45.17551	1209.8288671970367
27	6110.171	45.67954	6157.2256	6054.6274	6103.0312	155.14458	6333.872	5882.924	1000.0	1000.0	107999	345.498	132.5117	478.32306	-33.526325	345.4987	132.51152	481.4074	-41.16074	-348.69244	43.247673	1256.9251313209534
28	6235.02	120.473526	6362.237	6086.392	6504.9746	134.90067	6677.815	6233.3384	1000.0	1000.0	111999	357.14908	133.45775	484.95755	-34.942593	357.1504	133.45685	487.89124	-33.58183	-360.0455	43.022102	1304.0240721702576
29	6184.9717	50.382027	6248.042	6122.8555	6664.202	76.11456	6786.4004	6515.8516	1000.0	1000.0	115999	367.18097	135.04393	492.43304	-38.88249	367.182	135.04303	491.93018	-46.87148	-369.93933	42.284153	1350.8510856628418
30	6158.9385	90.36948	6294.252	6067.694	6536.1772	153.91689	6714.7593	6181.8867	1000.0	1000.0	119999	377.41867	135.56682	499.0708	-43.148518	377.4194	135.56544	499.6445	-45.544228	-379.88568	40.932594	1398.0506954193115
31	6239.5337	120.4835	6410.6357	6069.8813	6837.3125	68.961655	6968.4897	6764.22	1000.0	1000.0	123999	386.49884	136.36801	508.37854	-50.40613	386.49945	136.36736	509.73853	-55.4172	-389.38583	42.013554	1445.2744557857513
32	6274.3413	78.72701	6361.592	6148.1226	6776.3447	53.98932	6841.595	6695.887	1000.0	1000.0	127999	395.59085	136.44693	515.70294	-36.653717	395.59195	136.44536	517.404	-35.345352	-398.33728	40.833103	1492.4231119155884
33	6304.1016	85.92071	6447.681	6220.997	6808.415	64.14514	6883.4473	6665.831	1000.0	1000.0	131999	403.4815	137.39471	520.55035	-40.33336	403.4814	137.39484	521.2501	-68.62962	-405.9545	41.321205	1539.0928778648376
34	6297.9175	53.086414	6362.3594	6239.9917	6634.103	50.522793	6712.0923	6533.575	1000.0	1000.0	135999	410.86328	138.34113	527.9202	-38.307186	410.86423	138.33992	527.5572	-62.521946	-413.46973	39.76354	1585.9147362709045
35	6336.182	159.78987	6505.334	6084.3945	6790.8477	69.43004	6867.789	6630.7744	1000.0	1000.0	139999	419.0288	137.50699	534.4632	-50.177124	419.0299	137.50452	531.84924	-43.437393	-421.39526	39.5808	1632.830206155777
36	6276.38	104.15462	6409.862	6169.8047	6101.872	1698.1663	6826.3184	1015.34625	1000.0	1000.0	143999	424.96173	138.74193	537.0665	-46.827072	424.96185	138.74234	539.2226	-62.43473	-427.2361	37.412228	1679.8447902202606
37	6376.451	20.781525	6408.892	6352.1147	6803.9233	100.505905	6954.592	6617.128	1000.0	1000.0	147999	432.28723	137.76254	544.64886	-54.91101	432.28787	137.7623	542.71356	-72.11453	-434.9917	38.165783	1726.5960161685944
38	6416.3564	74.961914	6483.915	6301.98	6929.5337	83.31657	7040.798	6759.421	1000.0	1000.0	151999	438.51175	137.4702	547.9583	-64.141235	438.5124	137.46902	546.42566	-55.304142	-441.10687	38.086033	1773.706921339035
39	6437.4575	84.341576	6538.5444	6305.2485	6843.704	103.37086	6973.689	6641.49	1000.0	1000.0	155999	444.47977	136.89302	550.4496	-37.03305	444.48013	136.8919	550.64923	-36.70878	-446.22656	37.40053	1820.5764963626862
40	6477.453	104.622765	6643.692	6356.4395	6899.8125	55.825344	6988.213	6764.37	1000.0	1000.0	159999	450.61752	136.2202	556.6303	-44.30947	450.61816	136.21803	555.9641	-70.15855	-452.89133	38.695858	1867.5912084579468
41	6440.2627	49.532417	6515.007	6378.6523	6914.175	92.982086	7100.41	6771.7515	1000.0	1000.0	163999	455.60956	136.77232	559.87885	-57.494602	455.61017	136.7715	559.24384	-49.023365	-458.09787	36.418415	1914.5909066200256
42	6535.7104	36.75004	6581.5234	6489.891	7031.4204	61.618603	7167.6465	6908.6196	1000.0	1000.0	167999	461.0153	136.25919	563.24854	-41.51617	461.0164	136.25755	563.1779	-41.87923	-463.52853	35.887413	1961.7419788837433
43	6560.741	51.64587	6608.829	6485.035	6892.0693	69.05429	6981.528	6765.2334	1000.0	1000.0	171999	466.37305	135.76775	570.3919	-49.432564	466.37296	135.76682	569.3579	-47.640083	-468.77774	36.800423	2008.8848099708557
44	6588.8364	29.702108	6631.878	6549.082	6875.34	59.36792	6963.5464	6796.2583	1000.0	1000.0	175999	470.92648	136.1513	572.8115	-55.159103	470.9276	136.14885	573.62085	-37.966335	-473.16592	34.783085	2055.9428646564484
