Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Averagemmd_entropy	Stdmmd_entropy	Maxmmd_entropy	Minmmd_entropy	AverageQ_penalty	StdQ_penalty	MaxQ_penalty	MinQ_penalty	Time
1	120.71236	37.189827	303.12424	78.15603	161.74062	77.775055	280.7184	79.22782	24.592592	33.3	3999	28.067974	18.270512	95.37755	-16.512262	28.068636	18.27243	96.49082	-16.44616	-28.016825	5.313336	1.1072335	1.2629817	4.6099443	0.32578716	4.563972	3.1562853	13.155439	1.9153005e-07	181.22536277770996
2	118.50432	31.918528	259.02933	81.07705	208.0946	8.332889	222.10562	193.0941	24.168674	45.2	7999	207.46744	143.85849	713.64075	-110.787285	207.46703	143.86359	707.41943	-109.10697	-230.65263	71.4724	5.3116736	0.32178056	5.744991	4.2036924	49.01898	25.872705	111.26047	12.107044	432.8357481956482
3	160.15974	94.35694	716.1178	78.39577	246.21086	48.511486	358.66275	180.8527	35.20354	59.2	11999	849.9281	517.9763	2082.4922	-776.4804	849.92847	518.0046	2055.7344	-791.26025	-947.33527	920.62	5.697037	0.026318615	5.7653823	5.6098833	197.07532	48.623783	282.76917	96.10969	685.6535983085632
4	228.98831	55.341747	431.46014	124.19787	364.4258	93.621025	548.774	239.61345	47.609756	77.1	15999	1311.8478	794.4688	2757.28	-694.05927	1311.8506	794.5156	2744.3171	-744.4203	-1398.742	2786.7056	5.654825	0.021634886	5.727976	5.575495	219.89197	21.571735	303.64984	151.1594	934.7305705547333
5	314.89972	103.33744	739.83435	170.13759	270.02344	64.838326	379.90152	184.22894	69.49152	57.6	19999	1403.7611	972.1361	3178.6545	-304.3072	1403.7684	972.18225	3170.307	-263.32162	-1484.8473	4094.7576	5.6333885	0.020742407	5.704294	5.5553308	242.18031	25.767176	337.79453	153.9055	1187.0711381435394
6	264.38464	78.02314	570.11615	122.8287	312.6808	87.790474	442.15955	98.20883	55.305557	65.9	23999	1328.606	1030.7896	3074.3035	-425.34433	1328.5996	1030.8593	3099.0703	-378.23178	-1397.6448	5910.9414	5.6308627	0.022440182	5.7026215	5.5471506	231.3422	26.094604	336.244	149.32448	1436.4348945617676
7	288.34198	79.5668	468.5864	96.8444	392.91315	95.06039	607.65564	219.46738	59.38806	83.9	27999	1133.0143	980.35376	2957.7534	-288.24918	1133.0239	980.3998	2971.7183	-239.52307	-1187.0424	6250.184	5.6159368	0.021478971	5.6882453	5.5303493	208.13982	24.229446	304.23535	139.13208	1687.275022983551
8	352.41946	94.86148	624.43756	164.33928	398.45898	118.16611	557.23145	209.51642	77.65385	86.0	31999	871.304	819.0382	2593.338	-139.53903	871.32336	819.0718	2665.6438	-157.19414	-912.51715	5334.51	5.6169424	0.021535132	5.691287	5.53879	172.84494	19.718773	256.28918	121.66041	1938.5351703166962
9	348.62534	112.552505	710.5546	189.41185	286.49057	36.781002	348.75397	209.43947	75.07547	66.5	35999	672.25226	640.01544	2271.0703	-144.91406	672.26025	640.07227	2328.869	-147.36874	-702.37915	4001.6274	5.6102843	0.02271075	5.6890087	5.5237584	145.79475	15.527889	218.49701	98.53496	2186.870908021927
10	330.43265	108.63116	660.64185	192.90454	257.2504	102.940125	516.71124	155.85384	77.25	60.8	39999	552.0076	517.13043	1924.56	-121.263756	552.02313	517.1763	1908.6108	-167.0101	-574.2523	2742.05	5.5948653	0.022546642	5.6813693	5.512925	121.39083	13.423433	179.71104	84.30039	2438.4309492111206
11	324.9455	104.9849	780.21735	195.48259	253.82846	46.443363	324.27805	183.548	74.25926	62.1	43999	464.0667	432.09152	1723.2341	-106.65454	464.07877	432.11264	1729.3326	-128.76346	-479.65567	1906.9661	5.5590777	0.02702294	5.65547	5.453837	99.198685	10.951389	142.35472	66.39673	2689.225147485733
12	392.41956	104.97293	617.70636	193.69408	369.38947	69.84575	498.86227	291.71143	84.276596	75.4	47999	398.71884	363.0496	1466.2764	-101.741745	398.7195	363.06842	1456.694	-125.20735	-409.11664	1344.6565	5.499901	0.03498245	5.597199	5.377255	82.36497	9.106516	114.615	57.032314	2939.7026405334473
13	365.66104	61.68375	513.342	260.10013	375.7094	93.74049	645.4124	301.7281	73.36364	73.8	51999	342.9018	297.10095	1390.1808	-73.02269	342.89886	297.1134	1378.9166	-81.10952	-349.81378	916.9709	5.420057	0.035085443	5.522786	5.303876	67.62117	7.22797	94.51217	46.27575	3189.3962156772614
14	388.0533	98.03986	743.09607	239.74428	389.03412	144.07857	775.0242	278.0687	83.145836	82.5	55999	299.80746	247.70865	1150.8488	-65.57196	299.81262	247.70987	1172.2728	-65.48471	-303.26706	625.2814	5.249346	0.06510799	5.455197	5.087026	54.872555	6.1982093	81.30784	38.99573	3439.586897611618
15	442.83502	111.287605	644.4803	252.1801	473.20752	116.43607	685.5396	300.52206	95.309525	102.1	59999	255.21382	199.22887	1129.8115	-84.820946	255.2077	199.22784	1138.2244	-71.34867	-255.83113	404.67163	4.995047	0.10025329	5.2291236	4.7070293	43.658195	4.6313915	62.910347	30.901934	3691.1961586475372
16	410.44302	119.213234	764.4927	175.7435	486.0835	164.33813	877.1007	275.43997	87.0	109.3	63999	217.37192	161.6407	1011.6397	-66.68645	217.36992	161.63934	973.4101	-49.361187	-216.03944	278.46844	4.613345	0.12139469	4.9435644	4.2858624	34.805355	3.548766	50.852036	24.664982	3943.7827446460724
17	400.67303	125.48291	832.3604	214.37221	360.64285	63.81286	476.63562	264.36722	88.0	78.6	67999	189.3218	135.34448	736.0531	-43.72901	189.32059	135.34497	725.90704	-44.61011	-186.96979	195.77867	4.2386894	0.118274026	4.602061	3.8835092	28.506832	2.713859	39.635765	20.285929	4194.440873384476
