Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Averagemmd_entropy	Stdmmd_entropy	Maxmmd_entropy	Minmmd_entropy	AverageQ_penalty	StdQ_penalty	MaxQ_penalty	MinQ_penalty	Time	$\alpha$
1	-260.98895	68.33195	-189.05925	-360.2622	126.53961	71.03547	224.73944	33.105198	1000.0	1000.0	3999	0.022273535	2.7865915	17.660215	-15.363319	0.02238918	2.7872276	17.67036	-14.980226	-0.06690318	0.78261876	0.280786	0.07876408	0.49934727	0.191074	1.938232	0.6073139	3.1183898	2.2693341e-07	70.89255213737488	1.6
2	-290.9153	57.282204	-203.20558	-360.5946	-2.2140503	57.778954	119.01705	-73.29186	1000.0	1000.0	7999	6.0972285	5.74366	32.893658	-15.149139	6.0972924	5.7427464	31.793232	-14.994228	-6.4674635	3.0989087	0.4492344	0.027757049	0.55242026	0.36463726	3.1241202	0.24531646	3.9481401	2.4097457	161.11479783058167	1.6
3	-91.26138	246.16885	162.35713	-345.10226	1466.4047	420.52582	1707.418	220.59264	1000.0	1000.0	11999	17.257223	7.4689302	56.76892	-6.381471	17.257175	7.4682007	57.63019	-5.869045	-17.742529	3.3137262	0.43027997	0.02496408	0.5066129	0.359505	3.5806787	0.20303923	4.369835	2.952989	254.0290563106537	1.6
4	1190.1886	678.8651	1760.1593	31.406515	1810.1049	46.633224	1869.8645	1711.7708	1000.0	1000.0	15999	26.124538	14.472258	70.00615	-8.408807	26.124855	14.47226	69.38785	-8.105591	-26.40737	2.931827	0.3990003	0.019625103	0.49347287	0.32989028	3.8794165	0.26658243	4.9654026	2.9529552	348.6011772155762	1.6
5	1794.8469	76.18376	1886.5547	1683.3805	2038.3699	50.38086	2109.4624	1922.4965	1000.0	1000.0	19999	39.18122	23.31582	87.278534	-14.594755	39.181404	23.315924	87.22071	-14.422827	-39.40009	3.9118097	0.4078393	0.0228314	0.50379455	0.3386166	4.6134953	0.31914204	5.9743967	3.6671338	437.55975675582886	1.6
6	2120.2915	32.434757	2175.421	2093.51	2199.3037	42.34828	2268.78	2127.0076	1000.0	1000.0	23999	56.4636	30.281248	106.03968	-17.588099	56.463924	30.281404	106.83947	-17.21783	-56.61175	4.9149795	0.42014906	0.023087936	0.51873446	0.35245383	5.168741	0.3133857	6.3195853	4.1676044	531.6922206878662	1.6
7	2202.1768	37.63013	2240.614	2159.887	2305.6558	38.11558	2365.5393	2232.1658	1000.0	1000.0	27999	74.65272	35.66681	124.55899	-20.166672	74.65275	35.666992	124.65936	-20.582539	-74.69897	5.7455215	0.43163332	0.022287684	0.5291518	0.35706148	5.527911	0.31018838	6.6981726	4.4583044	623.0983991622925	1.6
8	2380.79	61.878914	2432.5317	2275.0723	2455.9988	39.08453	2505.889	2376.7708	1000.0	1000.0	31999	93.09939	39.22418	144.64731	-21.168821	93.09952	39.224304	145.93227	-21.459616	-93.12735	6.180399	0.4501272	0.023066245	0.55901784	0.38493907	5.871539	0.31800237	6.9623375	4.8208776	719.043089389801	1.6
9	2407.1133	58.295033	2451.8071	2309.388	2615.3276	58.3815	2723.3271	2523.838	1000.0	1000.0	35999	111.12702	40.89936	161.5841	-18.836521	111.1271	40.899437	161.22382	-18.526426	-111.107666	6.673172	0.4614898	0.025184607	0.5552168	0.38607952	6.1058373	0.32878026	7.3197374	4.945984	804.8011829853058	1.6
10	2509.6152	40.864147	2554.8254	2443.4355	2634.8442	32.840332	2674.0981	2577.0151	1000.0	1000.0	39999	128.04964	41.327328	177.60391	-11.271165	128.04964	41.327644	177.01602	-12.166134	-128.00894	7.140356	0.47321516	0.025912784	0.59679395	0.39352682	6.274146	0.3416859	7.6496105	5.1494145	893.2377738952637	1.6
11	2557.6377	47.105976	2610.0857	2503.3784	2650.5532	36.77628	2695.075	2581.751	1000.0	1000.0	43999	143.66222	40.75247	191.62871	0.1490717	143.6623	40.75251	192.13774	0.5421821	-143.56027	7.162458	0.48130897	0.0267617	0.6502381	0.40025842	6.370763	0.3340599	7.4758835	5.3378015	983.7293787002563	1.6
12	2525.2715	83.9679	2636.636	2418.629	2732.7263	23.9052	2787.8389	2705.2017	1000.0	1000.0	47999	157.52571	40.145565	202.16685	11.391125	157.52573	40.145714	201.6084	10.793149	-157.37924	7.3563714	0.48185426	0.026179073	0.5938753	0.40829423	6.398512	0.34544083	7.679817	5.064695	1068.5774698257446	1.6
13	2619.1587	15.157796	2636.5486	2598.7356	2813.3127	57.02401	2914.355	2720.7651	1000.0	1000.0	51999	169.58304	39.775444	212.26645	20.767633	169.58295	39.77577	213.15958	20.16419	-169.39392	7.5291505	0.4879916	0.027442498	0.6277846	0.4013874	6.480818	0.34313038	7.7061048	5.354292	1165.3065292835236	1.6
14	2761.8357	21.579346	2799.122	2747.009	2877.3086	40.349186	2949.9055	2828.532	1000.0	1000.0	55999	180.55702	39.674942	223.54893	26.690323	180.5572	39.67507	222.99274	26.355799	-180.33244	7.6994705	0.5008775	0.02835139	0.62068367	0.40719262	6.5748973	0.35207632	7.994972	5.413562	1258.2920870780945	1.6
15	2784.872	103.84297	2962.547	2704.0427	2956.5457	55.02534	3046.3918	2882.9575	1000.0	1000.0	59999	190.43684	39.908405	232.7962	31.761599	190.4367	39.90897	232.66418	29.837744	-190.1784	7.782155	0.50596994	0.027884621	0.6465471	0.41962084	6.6171656	0.3576788	8.106776	5.532327	1348.5140068531036	1.6
16	2828.6675	51.428875	2882.1704	2752.2734	2916.9058	49.018898	2982.5117	2839.0193	1000.0	1000.0	63999	199.6315	39.695602	241.8543	34.33759	199.63136	39.69602	241.5472	35.298637	-199.35344	7.894367	0.5070947	0.027248051	0.62754303	0.41540885	6.6563525	0.36346236	7.79417	5.401699	1442.307385444641	1.6
17	2864.9878	39.97935	2913.4382	2812.6716	3044.8442	39.706383	3126.0955	2993.3193	1000.0	1000.0	67999	208.04486	40.01059	248.89775	38.228676	208.045	40.010544	249.46686	38.718422	-207.75964	8.074479	0.5177552	0.028084071	0.66278815	0.42331478	6.8046756	0.37602982	8.286093	5.3599253	1528.9522366523743	1.6
18	2930.7275	22.433554	2965.399	2902.7063	3021.3208	55.80736	3164.0615	2969.661	1000.0	1000.0	71999	216.40318	39.618523	258.2451	42.640587	216.40318	39.61872	257.34885	42.638515	-216.09386	8.21708	0.5332874	0.029418053	0.6595796	0.44135332	6.9565177	0.36940813	8.798207	5.719448	1614.8049352169037	1.6
19	2949.705	81.1825	3080.0352	2878.8481	3074.3923	55.049454	3137.0784	2969.7473	1000.0	1000.0	75999	223.6626	40.50583	265.75107	42.58781	223.6627	40.506054	266.78162	42.16446	-223.3276	8.279049	0.54157263	0.029717918	0.6678695	0.45729515	6.9556875	0.37846127	8.6037	5.7640314	1704.8085961341858	1.6
