Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Averagemmd_entropy	Stdmmd_entropy	Maxmmd_entropy	Minmmd_entropy	AverageQ_penalty	StdQ_penalty	MaxQ_penalty	MinQ_penalty	Time
1	-287.6717	38.444096	-253.6972	-352.8915	509.76202	12.18271	529.2654	486.98993	1000.0	1000.0	3999	0.30336115	3.073289	17.964504	-13.233826	0.30359182	3.0731137	17.95731	-12.867473	-0.5469271	0.69504356	0.2818038	0.08030026	0.5111901	0.1921658	2.337399	0.92544943	4.067835	1.2660333e-07	80.07719874382019
2	-337.06116	71.6202	-267.06323	-455.40277	1493.4391	46.296734	1558.1532	1409.6521	1000.0	1000.0	7999	12.064197	7.622919	39.055103	-11.719819	12.064048	7.622811	39.031868	-11.632175	-12.910016	3.0361187	0.5246249	0.05348465	0.7814697	0.37130508	4.4300857	0.43161157	5.6907525	3.1969833	183.57037901878357
3	160.46909	403.1357	624.4181	-270.04364	706.92444	601.1365	1561.9342	-215.03253	1000.0	1000.0	11999	29.152462	7.6066685	70.2791	-4.5231366	29.15252	7.6061788	70.25449	-4.3942513	-29.927855	3.6488497	0.52406394	0.054957487	0.8066601	0.40743494	4.4481544	0.44668806	5.939755	3.2741754	288.3011312484741
4	808.6036	683.30096	1642.4901	124.34632	2068.3228	108.232956	2196.1785	1825.1364	1000.0	1000.0	15999	39.924816	14.040181	89.05609	4.4630795	39.925003	14.039303	90.07426	5.543725	-40.349274	3.2930498	0.5153602	0.041684017	0.7032786	0.4055263	4.232857	0.3086611	5.342489	3.3317773	393.5954740047455
5	2111.2603	61.948986	2173.4993	2027.0197	2289.3035	81.43608	2439.7405	2189.427	1000.0	1000.0	19999	52.99787	24.753607	107.20194	-8.30185	52.99811	24.752813	107.424126	-7.5316257	-53.334873	4.289898	0.5849866	0.04042067	0.7909403	0.4686859	4.7322254	0.29722625	5.968301	3.7497954	499.25577425956726
6	2398.1167	39.152218	2463.1567	2367.0095	2783.1165	50.3522	2874.473	2667.7478	1000.0	1000.0	23999	71.19734	33.745922	130.75746	-13.871861	71.1976	33.744858	130.54657	-12.942102	-71.471214	5.620692	0.6433633	0.04275187	0.8145743	0.50457674	5.1467266	0.2965892	6.4103765	4.1698947	605.6333730220795
7	2660.2112	73.43161	2760.6282	2556.5544	2979.836	68.03082	3097.9233	2860.0208	1000.0	1000.0	27999	91.54551	40.592693	155.3864	-16.641693	91.54584	40.59187	155.22595	-16.104239	-91.743256	6.6716723	0.71547645	0.04241335	0.900353	0.58376634	5.517468	0.31987217	6.880344	4.3910065	711.5003154277802
8	2767.9102	141.8244	2933.6448	2564.7937	3225.767	35.960606	3291.8865	3148.0703	1000.0	1000.0	31999	112.58445	46.056644	176.71489	-20.531878	112.58456	46.055897	177.96143	-19.355785	-112.71373	7.621667	0.7704322	0.04093433	0.9880482	0.63542634	5.846789	0.3075829	6.9782367	4.711872	817.5613622665405
9	2986.8408	135.44894	3214.3677	2866.3718	3297.9133	52.086967	3371.1619	3217.8665	1000.0	1000.0	35999	133.59196	49.91959	198.33672	-20.213446	133.59248	49.918518	199.05624	-20.239794	-133.65683	8.393481	0.8144587	0.042863835	0.98594517	0.68675125	6.0308166	0.3146729	7.174742	4.9345093	922.7237660884857
10	3075.4011	41.212193	3134.611	3021.4407	3377.7825	61.669098	3504.1487	3289.704	1000.0	1000.0	39999	153.59673	52.81707	217.49246	-20.106382	153.59705	52.81587	217.75731	-20.033594	-153.59363	9.061054	0.86172986	0.04517775	1.0318121	0.71700704	6.30687	0.34082583	7.732278	5.1814256	1028.8781111240387
