Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Averagemmd_entropy	Stdmmd_entropy	Maxmmd_entropy	Minmmd_entropy	AverageQ_penalty	StdQ_penalty	MaxQ_penalty	MinQ_penalty	Time	$\alpha$
1	-366.1413	17.796371	-349.2492	-396.03644	982.4613	3.6507432	989.67804	975.03357	1000.0	1000.0	3999	2.386348	3.6425853	21.149336	-24.035343	2.3866117	3.6419544	21.495497	-25.266932	-2.9911087	0.5596497	0.274217	0.026781574	0.34231058	0.21373114	2.5527854	0.9522072	3.952293	1.4291815e-07	72.38347721099854	1.0
2	-333.3461	25.527851	-307.309	-368.02075	968.94763	6.446066	977.70874	957.1242	1000.0	1000.0	7999	14.4135685	5.7433033	49.951965	-23.97163	14.41363	5.743948	49.653698	-25.4433	-15.2467165	1.0866933	0.32910314	0.01279864	0.3808963	0.2902026	3.6870751	0.16447262	4.369061	3.1322675	174.0089235305786	1.0
3	320.09308	651.889	972.5887	-386.27725	985.41406	7.649916	999.9775	975.1857	1000.0	1000.0	11999	26.587524	6.355952	72.16355	-22.77142	26.587563	6.3567896	71.189705	-20.139824	-27.303726	1.3953662	0.33430412	0.01363833	0.3836567	0.28990915	3.7512953	0.1943731	4.4046245	3.0720932	265.8300893306732	1.0
4	1001.7301	11.50497	1018.3757	986.4061	994.1418	17.587402	1036.56	973.17633	1000.0	1000.0	15999	35.60637	6.164715	76.16533	-12.843669	35.606358	6.1650023	74.58274	-11.933231	-35.89434	1.0643853	0.3234594	0.014210379	0.3849329	0.28042737	3.1346195	0.21164271	3.876358	2.5757823	362.0742268562317	1.0
5	1006.14526	9.057415	1013.08685	990.7564	977.71857	4.2567205	985.88196	972.28595	1000.0	1000.0	19999	41.744797	7.099848	78.9734	-5.9203014	41.74472	7.1000896	78.58911	-3.0005803	-41.83678	0.8934231	0.32978952	0.0152029125	0.39020118	0.2782732	2.9070659	0.122417904	3.3709457	2.5456688	455.9326751232147	1.0
6	1006.8614	6.838899	1017.4679	998.3576	1011.2298	14.113798	1038.8145	991.2971	1000.0	1000.0	23999	47.822285	8.825641	85.28046	-0.031067073	47.82231	8.8255205	85.85929	-0.2637201	-47.798416	0.8031097	0.33479086	0.014306609	0.3996301	0.2941391	2.7781394	0.13914442	3.340838	2.378777	559.845221042633	1.0
7	1052.8141	24.652657	1083.3937	1017.5191	998.0748	9.405464	1011.941	984.6124	1000.0	1000.0	27999	53.08451	10.759237	84.46701	3.3694835	53.08444	10.759293	85.832245	4.96939	-52.998905	0.7920355	0.3250614	0.015408103	0.40056625	0.28228316	2.613435	0.12272318	3.0662596	2.1995904	661.2757434844971	1.0
8	1021.90466	6.485546	1032.3779	1016.0401	984.3846	5.162581	991.6653	974.071	1000.0	1000.0	31999	57.84218	12.646931	85.18705	2.3135462	57.84212	12.646916	85.88019	3.1808314	-57.709053	0.7519644	0.31905368	0.01424786	0.38831592	0.27760926	2.5277944	0.12608293	3.0389056	2.1603122	764.8203332424164	1.0
9	1058.6163	17.754051	1088.6217	1045.3905	1076.6129	35.40103	1137.6852	1029.4396	1000.0	1000.0	35999	61.93851	14.327162	88.47745	2.708722	61.93854	14.327056	89.993904	4.2845736	-61.776413	0.7311818	0.3201155	0.014761755	0.40217245	0.2806186	2.5221298	0.12694381	3.154555	2.0955536	857.3824467658997	1.0
10	1052.4889	21.51187	1087.1132	1028.6454	1023.04065	13.325122	1049.3833	1000.12744	1000.0	1000.0	39999	65.78908	15.926991	93.018936	1.2811495	65.78907	15.927016	93.37434	2.3290284	-65.60569	0.76468605	0.32143253	0.01570035	0.4165311	0.2815931	2.5227196	0.13162076	3.1452477	2.1118407	953.7922098636627	1.0
