Epoch	AverageTestEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet0	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	Q1Vals	Q2Vals	LossPi	LossQ	Averagemmd_entropy	alpha	Time
274	315131.78	1098.3677	316406.38	313412.28	305500.12	20595.842	327983.12	254986.58	1000.0	1000.0	1095999	1147.2905	1147.2913	-1139.0533	448.36774	3.9976397	1.7460947	61205.281626701355
275	311302.47	8998.399	321636.9	301017.8	307151.28	17486.38	331406.25	275465.12	1000.0	1000.0	1099999	1147.4479	1147.4493	-1139.3022	449.4345	4.005035	1.7030007	61441.11939048767
276	309134.56	11850.93	328085.53	295566.78	311644.06	21138.484	336826.56	260135.08	1000.0	1000.0	1103999	1149.7745	1149.7755	-1141.4429	447.5253	3.9992325	1.7472976	61676.45560002327
277	318996.2	5685.209	326508.2	310763.6	301929.8	30193.744	326447.4	227252.31	1000.0	1000.0	1107999	1151.1904	1151.1913	-1143.0083	451.16727	3.9993997	1.7231975	61910.079609155655
278	310903.5	22614.281	331477.72	274361.97	307662.28	10510.06	328403.66	289480.62	1000.0	1000.0	1111999	1155.2687	1155.2688	-1146.924	452.34232	3.9998128	1.7465248	62146.16353726387
279	319001.38	15125.07	331378.06	293442.78	324511.34	6896.59	333047.66	308579.16	1000.0	1000.0	1115999	1157.2606	1157.2604	-1148.6713	451.32883	3.9953787	1.7950777	62380.99629235268
280	305130.97	12375.301	320434.56	292944.84	322310.03	7805.1714	333664.0	302623.97	1000.0	1000.0	1119999	1157.4092	1157.4089	-1149.3501	446.61356	4.0035105	1.6557683	62616.48123550415
281	311315.75	9386.127	327239.66	303856.03	318327.1	13824.29	336884.7	293736.62	1000.0	1000.0	1123999	1158.8191	1158.8212	-1150.6675	445.74585	3.9989247	1.6657252	62849.146906375885
282	318686.38	8681.009	332096.62	309741.7	313268.88	9659.193	328038.44	294903.12	1000.0	1000.0	1127999	1160.1158	1160.1135	-1152.2998	443.25684	4.000029	1.5859812	63084.48803472519
283	301052.38	25862.783	317661.5	256381.7	304369.03	15110.383	327713.38	271893.72	1000.0	1000.0	1131999	1160.6615	1160.6633	-1152.1621	443.65387	4.005235	1.7542238	63321.32170033455
284	317900.7	11907.499	331217.22	301969.1	294521.38	41258.55	338097.12	193441.7	1000.0	1000.0	1135999	1164.2401	1164.2417	-1155.7145	438.78934	3.9932477	1.7693504	63556.35753297806
285	312852.06	6660.9644	318944.25	302817.7	310689.44	13161.968	325327.97	277451.88	1000.0	1000.0	1139999	1164.351	1164.3508	-1155.7627	449.1503	4.0039115	1.7572105	63792.47917485237
286	307891.8	19453.86	323738.75	274966.34	311305.1	23455.324	330972.47	245886.45	1000.0	1000.0	1143999	1164.952	1164.9525	-1156.0979	445.42126	3.9976811	1.8202266	64029.90418720245
287	293586.25	22521.873	331292.47	272959.66	316235.03	4696.326	325739.62	310736.7	1000.0	1000.0	1147999	1164.3229	1164.3232	-1155.9945	442.51477	4.002193	1.6841065	64266.09461236
288	325805.62	10321.176	338295.78	309983.16	315356.5	11310.255	329483.22	289353.72	1000.0	1000.0	1151999	1167.1106	1167.1104	-1158.807	449.40656	3.999875	1.6733949	64501.994292259216
289	321214.3	14139.898	333001.75	297464.84	307312.3	27776.445	341109.9	239260.5	1000.0	1000.0	1155999	1168.8237	1168.824	-1160.0575	452.09244	3.9977276	1.7863955	64737.77241039276
290	284053.72	39588.824	337730.34	229228.56	300832.94	30989.13	320096.66	212413.19	1000.0	1000.0	1159999	1170.6566	1170.6577	-1162.3297	445.76385	3.9973688	1.6780542	64976.25738573074
291	304620.56	13909.169	325448.38	291219.94	316618.7	13294.664	332943.12	283656.2	1000.0	1000.0	1163999	1171.255	1171.2567	-1162.9143	450.9664	4.0008707	1.6672783	65214.181082487106
292	318643.3	9012.327	329234.38	304599.9	315053.66	14598.859	332739.12	281851.25	1000.0	1000.0	1167999	1171.6929	1171.6938	-1163.3164	449.7458	4.0022216	1.6630908	65451.87775683403
293	319938.72	5537.1895	328873.03	315206.16	303916.06	17817.254	323209.4	259196.22	1000.0	1000.0	1171999	1173.2771	1173.2756	-1164.77	453.4988	3.998203	1.7185149	65688.90612506866
294	307389.5	13201.592	321894.38	286088.25	323920.62	8076.8438	334809.25	305508.03	1000.0	1000.0	1175999	1175.2009	1175.202	-1166.5883	453.6386	3.9979753	1.7284014	65928.28889250755
295	320119.03	11425.949	338322.06	309688.25	327973.97	7138.9546	340761.38	319489.84	1000.0	1000.0	1179999	1177.7534	1177.7534	-1168.5919	457.2235	3.9998486	1.8565676	66169.38098883629
296	307837.6	20022.709	322138.97	273464.84	320610.0	6798.3467	333015.78	309593.0	1000.0	1000.0	1183999	1180.7083	1180.7107	-1172.5535	441.77142	3.999392	1.6139214	66408.76621222496
297	313468.4	8339.838	323182.62	300152.6	330455.5	9687.572	339674.66	307497.88	1000.0	1000.0	1187999	1183.1022	1183.1001	-1174.5477	441.33524	4.0037065	1.7022568	66649.53287959099
298	324892.7	5449.5986	333968.0	320041.12	311697.3	15468.683	332607.88	279534.66	1000.0	1000.0	1191999	1184.7281	1184.729	-1176.2097	445.09494	3.9963076	1.6965226	66889.60091400146
299	316825.12	20549.672	336772.47	282400.72	318628.06	14037.797	336936.5	287230.7	1000.0	1000.0	1195999	1187.1511	1187.1523	-1178.338	442.3355	3.9998293	1.7644622	67130.44339513779
300	321761.9	8191.5947	326962.78	307606.8	323947.5	11396.197	339060.94	307615.84	1000.0	1000.0	1199999	1188.869	1188.8713	-1180.2378	447.9864	3.9981067	1.7156734	67370.79275894165
301	317373.6	12182.885	328977.12	297351.97	318876.5	14518.051	339616.62	292663.03	1000.0	1000.0	1203999	1191.5498	1191.5526	-1183.2391	448.129	4.0050645	1.6398357	67610.65052747726
302	310983.72	8392.2295	324649.94	301823.62	318116.06	14904.498	343095.53	294503.7	1000.0	1000.0	1207999	1194.2369	1194.2351	-1185.8607	440.60025	3.9984746	1.6513388	67850.22473049164
303	323513.75	9493.681	335127.22	310851.7	314260.0	12836.745	333126.9	289640.44	1000.0	1000.0	1211999	1196.3121	1196.3118	-1187.699	439.1114	3.9990473	1.7088698	68090.0887875557
304	320440.2	15797.416	334879.6	293716.88	314182.03	26535.125	329876.22	240968.11	1000.0	1000.0	1215999	1199.5332	1199.5312	-1190.7501	432.6798	3.9978123	1.7498653	68330.33195281029
305	319081.6	14316.526	332703.66	296203.56	319802.34	16370.013	337880.7	288822.94	1000.0	1000.0	1219999	1201.1504	1201.1504	-1192.3245	437.26047	4.007015	1.7416764	68567.63186478615
306	317314.03	8079.551	331022.1	310892.4	321424.22	6281.8857	327089.16	304877.5	1000.0	1000.0	1223999	1203.1029	1203.105	-1194.384	435.9993	3.995816	1.7269659	68805.78287768364
307	297744.22	22857.26	314092.1	258571.81	324715.94	7052.5146	331894.3	306512.56	1000.0	1000.0	1227999	1206.5377	1206.5361	-1198.2107	430.29376	4.0026116	1.6245036	69043.6136071682
308	313580.4	15322.233	327982.66	291559.12	315387.3	36933.21	345781.94	215115.5	1000.0	1000.0	1231999	1209.2063	1209.2074	-1200.3685	428.67328	4.0041695	1.7413142	69283.63768386841
309	320881.66	7967.008	329064.88	310086.9	322673.75	14868.826	333702.56	280790.1	1000.0	1000.0	1235999	1211.1589	1211.1582	-1202.4099	428.1378	3.9930432	1.7180454	69522.69836711884
310	306771.88	22586.12	326782.1	270500.94	329768.34	4823.5396	336942.94	319990.72	1000.0	1000.0	1239999	1213.3503	1213.3505	-1204.7872	423.59354	4.001824	1.6872721	69760.96278643608
311	308414.72	5382.133	313975.2	300270.34	309718.34	23014.92	333858.12	255501.05	1000.0	1000.0	1243999	1215.671	1215.6711	-1207.2278	423.01474	3.9966216	1.6376098	69997.49808716774
312	306763.22	30542.408	338938.47	266824.1	328528.2	6124.8184	336534.25	315543.12	1000.0	1000.0	1247999	1218.9615	1218.9595	-1210.3145	426.2877	4.0046873	1.6836925	70232.51658797264
313	325994.12	6645.602	331069.7	314689.16	333600.66	5560.0303	342067.34	323457.38	1000.0	1000.0	1251999	1220.2771	1220.279	-1211.3617	424.99167	3.995025	1.749506	70468.00086402893
314	313793.12	14265.668	328085.56	290691.9	327716.75	4413.4526	335676.34	321429.6	1000.0	1000.0	1255999	1222.9021	1222.9023	-1213.8153	421.8528	4.0032387	1.7896875	70700.17806816101
315	322422.62	10322.892	334868.38	306173.84	330629.5	7158.4546	339828.34	316097.72	1000.0	1000.0	1259999	1225.0472	1225.0466	-1216.0577	425.6625	3.992104	1.772191	70932.19455170631
316	325885.62	1842.6298	327031.16	322696.56	321787.0	11498.105	335697.6	297055.34	1000.0	1000.0	1263999	1227.1726	1227.1716	-1218.3033	416.29065	4.006554	1.7349031	71165.45813941956
317	308541.94	19687.143	326157.06	276486.78	323440.8	11767.945	335162.2	299193.34	1000.0	1000.0	1267999	1228.9869	1228.9867	-1220.1288	421.3735	3.996722	1.7187831	71397.02889275551
318	326852.0	4151.9766	331831.2	322252.22	309378.7	26280.99	325351.34	232792.55	1000.0	1000.0	1271999	1230.446	1230.4458	-1221.7446	418.78043	3.9993632	1.6799219	71630.10394835472
319	317950.97	14548.422	331392.4	293632.34	327182.66	7949.0063	341298.6	316287.5	1000.0	1000.0	1275999	1231.816	1231.8153	-1222.9177	422.35114	4.0027747	1.7381622	71863.84411811829
320	300072.06	24535.193	325460.5	270349.5	325469.53	11551.068	339937.44	298164.97	1000.0	1000.0	1279999	1234.067	1234.0679	-1225.317	420.4418	3.9919913	1.7010742	72096.11136937141
321	333856.6	5467.324	343314.47	330463.78	332022.1	14154.414	349287.6	298634.22	1000.0	1000.0	1283999	1236.7625	1236.7618	-1228.1047	415.6693	4.0090137	1.6765181	72327.59499168396
322	327386.97	11637.5625	340827.6	309008.25	324399.1	10451.339	339857.8	307523.12	1000.0	1000.0	1287999	1238.9934	1238.9927	-1229.9413	411.46432	3.9997973	1.7777336	72561.88083386421
323	315188.72	15799.8955	332413.16	290250.72	325981.3	11610.501	340389.12	304502.06	1000.0	1000.0	1291999	1243.4061	1243.4059	-1234.7041	407.94843	3.9932323	1.6830554	72796.42548775673
324	316845.5	13839.816	329054.6	293345.94	331191.38	4961.7715	338359.8	321923.66	1000.0	1000.0	1295999	1246.0459	1246.0465	-1237.1847	406.57907	4.0034895	1.7181355	73031.26924800873
325	313128.56	18929.19	333940.88	283197.16	322970.2	13980.245	337522.2	287454.25	1000.0	1000.0	1299999	1248.5221	1248.5227	-1239.7715	405.68405	4.004165	1.693023	73263.87265706062
326	315380.7	15519.613	330331.38	293701.94	327126.53	6202.725	337454.84	315276.1	1000.0	1000.0	1303999	1249.2745	1249.2748	-1240.513	410.13574	3.998041	1.6855366	73497.75704050064
327	319451.3	16943.316	332170.72	290651.72	285583.94	40912.527	329405.12	194218.4	1000.0	1000.0	1307999	1251.5377	1251.5381	-1243.1083	409.19586	3.9983091	1.6041572	73732.1318924427
328	307550.7	16828.98	326073.97	289842.75	326397.8	14051.383	342460.78	302651.1	1000.0	1000.0	1311999	1251.8416	1251.8411	-1242.9895	405.68118	3.9999552	1.7071946	73964.59195113182
329	305879.6	18727.611	325509.0	286642.56	318044.06	16110.124	331404.22	273400.94	1000.0	1000.0	1315999	1254.0094	1254.0089	-1245.2582	408.9096	3.9991605	1.685361	74197.75673317909
330	311703.56	11403.476	326221.28	298631.6	325207.16	7534.432	334768.4	311038.06	1000.0	1000.0	1319999	1256.3806	1256.3807	-1247.6775	408.8129	4.0072336	1.6702875	74430.23783230782
331	302715.34	20464.578	327307.12	279270.28	330388.8	14089.558	347331.44	294026.56	1000.0	1000.0	1323999	1259.1378	1259.1387	-1250.6884	406.64694	3.998706	1.6099092	74664.79944729805
332	317891.28	17598.406	331590.47	288398.38	319541.78	15131.355	343929.16	296908.16	1000.0	1000.0	1327999	1261.734	1261.7344	-1252.9999	407.14575	3.9959018	1.6820257	74899.92713284492
333	314335.28	12580.865	332145.53	296562.66	327464.12	11530.785	339362.56	303646.03	1000.0	1000.0	1331999	1262.8081	1262.8088	-1254.201	404.98193	3.9984512	1.6412514	75133.75105595589
334	329706.75	6078.3154	338387.16	322024.84	323495.84	12334.8955	336925.22	302356.94	1000.0	1000.0	1335999	1265.649	1265.6466	-1256.5955	398.9048	4.006903	1.753582	75368.09160161018
335	330812.62	5270.731	336320.78	322183.25	320299.97	23389.705	341462.22	257381.12	1000.0	1000.0	1339999	1267.8447	1267.8467	-1258.9938	402.57382	3.9951391	1.6935103	75601.24116802216
336	323880.53	3997.319	330579.6	320230.6	329640.62	8982.493	337792.7	307658.16	1000.0	1000.0	1343999	1268.3962	1268.3959	-1259.5745	403.17957	3.9976807	1.6857715	75837.01669549942
337	331923.84	3582.2888	336264.9	328369.16	322062.4	17941.791	340876.25	283147.22	1000.0	1000.0	1347999	1270.8314	1270.8313	-1261.8274	398.6788	3.998864	1.7305408	76069.41547465324
338	317778.25	10928.805	332792.9	301977.97	316124.9	18361.12	330954.97	270365.06	1000.0	1000.0	1351999	1273.1547	1273.1543	-1264.4258	400.1004	4.008576	1.6657634	76303.19760680199
339	333116.5	1658.8976	335935.03	331891.78	323928.06	21172.516	343009.72	267270.0	1000.0	1000.0	1355999	1275.4154	1275.416	-1266.5367	401.9898	3.9921424	1.7052107	76537.15177130699
340	331280.25	3589.9236	335965.16	326895.94	330943.62	5919.54	340822.84	321070.34	1000.0	1000.0	1359999	1277.9386	1277.9373	-1269.1226	404.99268	4.005509	1.6774092	76770.65639472008
341	325651.06	7553.2017	333527.25	313986.25	327044.06	9568.66	341043.03	303503.22	1000.0	1000.0	1363999	1280.1929	1280.1951	-1271.1543	403.1669	3.9970303	1.7359244	77005.39520716667
342	325151.16	11803.823	338873.53	308265.72	323808.6	35965.855	345305.94	217371.6	1000.0	1000.0	1367999	1281.7792	1281.778	-1273.0989	393.13376	4.003452	1.6670623	77239.59118843079
343	330058.9	5520.9336	336082.44	322418.12	329387.62	9040.881	337199.3	306800.16	1000.0	1000.0	1371999	1284.0693	1284.0708	-1275.089	394.10526	3.996443	1.7300279	77472.59587860107
344	327642.5	6209.411	334715.34	317964.34	327510.38	16380.206	343304.22	281521.75	1000.0	1000.0	1375999	1286.5321	1286.5309	-1278.1659	385.60812	4.004559	1.577513	77705.97387170792
345	319771.7	13630.039	336116.84	298399.7	331710.4	9592.887	344528.1	308228.0	1000.0	1000.0	1379999	1288.5848	1288.5853	-1279.8162	390.13953	3.990874	1.6788241	77940.4345395565
346	321969.22	10853.3545	328792.6	303182.62	323431.94	11758.575	339935.0	298370.25	1000.0	1000.0	1383999	1291.5144	1291.5148	-1282.905	387.27048	4.010252	1.644497	78172.63768792152
347	321648.06	20186.72	336462.7	287064.47	323698.06	14924.693	343792.22	295992.22	1000.0	1000.0	1387999	1293.8356	1293.8362	-1285.3173	375.073	3.996071	1.6184088	78408.36320495605
348	325169.4	10292.821	339596.0	314632.06	328905.84	9332.088	342685.72	310524.03	1000.0	1000.0	1391999	1295.9252	1295.9253	-1287.502	372.0183	3.994416	1.5916709	78641.29902458191
349	332999.5	3820.524	339201.03	329199.75	317428.06	14778.459	336429.9	284700.78	1000.0	1000.0	1395999	1298.4038	1298.4039	-1290.0125	368.45663	4.0034814	1.5807147	78872.89225816727
350	330071.56	3169.3743	333726.84	325750.72	330822.84	17479.95	346512.44	285345.4	1000.0	1000.0	1399999	1300.6832	1300.6849	-1292.2543	373.7412	4.004492	1.5961524	79108.02893400192
351	318834.5	14744.761	340097.16	298628.88	334437.5	5428.627	339377.12	319669.4	1000.0	1000.0	1403999	1304.0936	1304.0925	-1295.37	370.62518	3.9963498	1.6841886	79343.57586097717
352	310584.97	30538.559	333858.3	258360.11	308459.16	26706.879	336931.4	251889.94	1000.0	1000.0	1407999	1306.8423	1306.8428	-1298.3584	367.38425	4.002506	1.6226153	79576.9422647953
353	302193.0	32098.59	334165.2	251360.83	330598.2	11688.208	342676.88	303124.38	1000.0	1000.0	1411999	1309.7301	1309.7305	-1300.9432	367.33453	3.9921284	1.7026402	79809.41394543648
354	327254.2	10377.415	337620.34	314340.97	321792.6	17076.65	337977.6	279783.22	1000.0	1000.0	1415999	1311.7699	1311.77	-1303.3373	370.8155	4.0060945	1.6016356	80043.31415653229
355	333518.88	1744.3698	336055.7	331494.66	333617.4	10322.17	345780.78	308011.4	1000.0	1000.0	1419999	1312.7007	1312.7015	-1304.5372	365.09018	3.9981616	1.5366169	80278.37737798691
356	329646.5	10591.962	341621.25	319099.34	333933.06	9016.8	346665.9	309876.22	1000.0	1000.0	1423999	1314.9912	1314.9928	-1306.3015	364.85175	4.000608	1.6795647	80512.27624487877
357	325145.56	12236.315	335794.53	305010.88	336027.06	10351.583	349345.1	311661.72	1000.0	1000.0	1427999	1317.955	1317.9535	-1309.1975	359.61328	4.0018115	1.6978515	80747.95578050613
358	334904.7	3184.3853	338584.5	329825.12	330433.1	3033.3677	336050.47	325416.4	1000.0	1000.0	1431999	1321.1356	1321.135	-1312.621	357.65665	4.001999	1.6242759	80979.08548212051
359	326186.1	10818.579	337601.34	310524.62	333685.25	4697.122	337914.12	322170.5	1000.0	1000.0	1435999	1323.4894	1323.4908	-1314.4606	356.05676	3.9960914	1.7662691	81212.33556437492
360	322772.38	12240.414	333380.2	302141.47	333533.5	13343.466	351070.06	305987.28	1000.0	1000.0	1439999	1325.2067	1325.2069	-1316.8302	354.75955	4.002738	1.5957009	81447.76975870132
361	336857.66	4736.442	344679.53	331966.22	336153.28	4482.4907	344007.2	327670.25	1000.0	1000.0	1443999	1326.5985	1326.5991	-1318.0092	347.79272	3.9965005	1.6349914	81684.58626627922
362	326128.6	7665.3257	336944.62	316607.38	339778.03	5305.4907	346370.8	330949.16	1000.0	1000.0	1447999	1328.7047	1328.7042	-1320.2085	340.23813	4.001473	1.6276981	81920.0496609211
363	333757.66	4277.568	339843.34	327835.03	328850.2	20459.121	349408.38	273478.94	1000.0	1000.0	1451999	1331.3448	1331.3438	-1322.9625	343.66382	3.9994807	1.6022083	82155.17538690567
364	334177.0	8189.2827	347300.03	326167.84	318232.97	20675.521	339217.2	279040.25	1000.0	1000.0	1455999	1333.2056	1333.2067	-1324.4143	350.17413	4.00125	1.6966525	82390.65235447884
365	333734.28	1842.1409	336465.53	331349.75	337913.84	5278.4307	346673.16	328874.0	1000.0	1000.0	1459999	1335.8251	1335.8256	-1327.5894	347.1831	3.9969716	1.5540242	82624.02278804779
366	331085.88	18057.78	344809.0	300129.22	336161.25	10729.993	347695.7	312873.88	1000.0	1000.0	1463999	1337.2794	1337.2795	-1329.1115	347.46234	4.001376	1.5331556	82857.5631711483
367	331289.88	3743.1868	335736.28	325359.78	338689.5	6258.6978	348086.5	327348.44	1000.0	1000.0	1467999	1339.6018	1339.6011	-1331.0193	350.5727	4.003154	1.6419182	83088.7493314743
368	335608.62	2145.3198	337617.97	332022.25	325122.66	14863.713	340597.66	285788.12	1000.0	1000.0	1471999	1341.9875	1341.989	-1333.757	342.81287	3.9973204	1.5690148	83322.42597913742
369	328326.0	15724.845	340706.16	301326.88	332937.1	7259.344	346641.44	323738.1	1000.0	1000.0	1475999	1344.1208	1344.12	-1336.1102	336.60184	4.0033197	1.5017667	83555.78575396538
370	327396.7	14597.904	343501.72	305728.1	324640.22	18122.953	341084.75	284857.22	1000.0	1000.0	1479999	1346.1335	1346.1322	-1337.7625	332.5591	3.9920943	1.5979575	83788.09891605377
371	328435.25	7223.6997	337767.62	320019.2	337525.25	7590.13	347725.12	321342.0	1000.0	1000.0	1483999	1347.6165	1347.6171	-1339.0198	332.68994	4.0030394	1.6406993	84021.33021640778
372	328775.1	10941.544	337752.2	310047.03	333164.56	16607.291	344464.5	289428.94	1000.0	1000.0	1487999	1348.7544	1348.7511	-1340.836	334.2773	3.9990296	1.4743838	84253.20519638062
373	314243.25	27804.94	334588.7	266686.5	336146.1	6179.216	343667.6	321652.78	1000.0	1000.0	1491999	1350.9008	1350.9015	-1342.6189	334.53275	4.004677	1.5761006	84484.91010332108
374	310831.7	26123.03	337071.2	274156.4	338700.53	8697.765	348986.47	317359.72	1000.0	1000.0	1495999	1353.0582	1353.0582	-1344.6787	333.5951	3.9970381	1.6050285	84718.30428195
375	321730.12	24266.824	345150.97	284340.44	329294.1	13614.253	339671.88	292367.2	1000.0	1000.0	1499999	1355.5258	1355.5271	-1347.0685	336.16013	4.0012045	1.6297711	84950.72627067566
376	332261.8	8541.125	342592.47	320630.56	336306.3	15875.051	355207.34	301047.97	1000.0	1000.0	1503999	1356.342	1356.3413	-1347.9177	331.41437	4.0031123	1.5988511	85184.97488641739
377	324048.06	6522.0195	334850.78	317780.75	331628.34	14858.497	344290.0	288099.03	1000.0	1000.0	1507999	1358.1787	1358.1787	-1349.9575	334.76654	3.9977798	1.5685754	85419.34677243233
378	341334.38	5145.4775	349337.6	336358.16	332780.97	15665.389	349285.4	300655.16	1000.0	1000.0	1511999	1359.7245	1359.7239	-1351.459	336.1142	3.9971795	1.5669314	85653.31957173347
379	328961.62	5101.9165	336834.6	323591.4	337797.25	13591.637	348569.25	299249.84	1000.0	1000.0	1515999	1362.7594	1362.7601	-1354.2502	331.73663	3.9993088	1.639022	85888.34877896309
380	333388.2	2038.6539	336823.53	331733.4	331719.75	4360.9253	337047.9	322465.34	1000.0	1000.0	1519999	1364.0515	1364.0503	-1355.5818	332.86993	4.002079	1.6297423	86122.89114403725
381	334928.62	2027.672	336227.1	331421.06	336170.88	11388.621	348038.78	306499.4	1000.0	1000.0	1523999	1365.1854	1365.1849	-1356.579	333.05737	3.9985847	1.6580664	86359.02195286751
382	331670.03	10056.072	341531.6	315850.12	337765.03	16288.139	351056.22	292458.0	1000.0	1000.0	1527999	1367.9454	1367.9465	-1359.5215	330.20328	3.9997218	1.6255708	86596.45798134804
383	318707.5	14213.331	327411.25	294095.34	330176.9	17128.195	351075.9	290742.28	1000.0	1000.0	1531999	1370.6099	1370.6102	-1362.2795	331.43146	4.000721	1.6029794	86832.99689292908
384	329580.94	18596.422	349274.97	299646.94	340136.78	12289.641	353338.5	310902.62	1000.0	1000.0	1535999	1372.3127	1372.3126	-1363.8092	329.14337	4.000401	1.6365999	87071.30381941795
385	318964.12	24598.992	340007.7	277627.0	344153.56	9948.273	353163.2	324896.9	1000.0	1000.0	1539999	1373.6438	1373.6458	-1365.1943	330.69583	3.996431	1.6220676	87309.50761938095
386	321565.94	26473.94	345163.5	278186.03	345620.3	5014.064	351939.22	333983.75	1000.0	1000.0	1543999	1373.4891	1373.4866	-1365.3033	327.78793	4.0012155	1.5510703	87546.85356903076
387	304403.56	29743.088	340981.53	266223.0	337814.3	11607.931	350309.97	308317.8	1000.0	1000.0	1547999	1374.42	1374.4211	-1366.3771	330.86166	3.9996433	1.5227706	87786.38998508453
388	335692.0	4557.1216	342375.75	331248.34	334457.0	20087.283	354677.7	282842.97	1000.0	1000.0	1551999	1375.4595	1375.46	-1367.2528	328.69656	4.00169	1.5747962	88025.5619161129
389	302811.0	16902.215	320432.6	276366.75	343468.8	6176.6377	351088.34	327691.62	1000.0	1000.0	1555999	1377.9629	1377.9633	-1369.5199	329.69913	4.001167	1.632477	88264.41402983665
390	339657.78	5775.523	346203.84	330390.44	335985.22	8132.811	350769.72	320678.38	1000.0	1000.0	1559999	1379.3295	1379.3289	-1371.3988	332.91476	3.9954894	1.490571	88504.43320536613
391	336453.0	6867.5684	341876.3	324664.38	326076.7	25203.422	350246.0	268812.2	1000.0	1000.0	1563999	1379.7528	1379.7533	-1372.022	328.40894	4.001179	1.4448972	88744.53891968727
392	328305.34	17325.865	342711.12	298813.66	330211.6	21209.457	350673.7	282399.84	1000.0	1000.0	1567999	1381.2395	1381.24	-1372.42	335.46082	3.9954653	1.7065407	88986.30624103546
393	296657.7	47191.863	343639.7	230228.95	337518.84	19986.555	354229.2	282903.1	1000.0	1000.0	1571999	1382.4077	1382.4069	-1374.467	330.67844	4.009579	1.499725	89226.22158694267
394	340050.66	1373.0575	341640.7	337887.6	337176.5	8433.081	346408.22	317345.2	1000.0	1000.0	1575999	1383.176	1383.174	-1375.0487	334.46112	3.99723	1.5336933	89466.18645048141
395	334586.62	9491.375	345263.0	319393.94	334258.38	11893.013	346408.7	303204.9	1000.0	1000.0	1579999	1384.6107	1384.612	-1376.492	329.01294	3.9966805	1.5377138	89706.68020176888
396	336641.62	4549.202	344160.03	332161.62	336557.7	12882.996	346638.38	304859.38	1000.0	1000.0	1583999	1385.7483	1385.7489	-1377.6567	324.84943	4.003284	1.5268747	89946.62989497185
397	339608.06	3128.949	344017.0	335804.22	341445.8	7844.8257	350377.1	321782.8	1000.0	1000.0	1587999	1386.708	1386.708	-1378.6788	326.6151	3.999924	1.513759	90185.46858000755
398	311274.2	42937.492	343059.28	237462.67	333882.56	12453.404	355646.9	317104.97	1000.0	1000.0	1591999	1388.1024	1388.1027	-1380.2255	325.76544	4.0001845	1.4831296	90424.24837470055
399	334994.94	5314.608	340453.06	326723.7	329376.25	25111.61	351185.4	262222.88	1000.0	1000.0	1595999	1389.3081	1389.3085	-1381.7703	324.99188	4.004651	1.3891566	90664.96447563171
400	343270.75	1103.1597	344448.28	341473.34	335632.2	11337.173	346524.8	309968.38	1000.0	1000.0	1599999	1390.18	1390.1755	-1381.9973	325.5485	3.9954035	1.5553493	90903.7327451706
401	341193.94	3311.4412	346803.2	338641.88	343622.84	5528.6606	351003.28	335052.5	1000.0	1000.0	1603999	1391.5809	1391.5841	-1383.8065	321.06772	4.0004215	1.468569	91140.41929006577
402	335903.75	7500.1724	343384.0	323663.78	335062.97	15327.452	349402.9	305389.7	1000.0	1000.0	1607999	1394.1178	1394.1173	-1385.8962	323.38745	3.9940176	1.5590127	91377.22579860687
403	327337.88	21044.459	356947.12	297459.5	342921.03	4427.3726	350630.56	336709.56	1000.0	1000.0	1611999	1394.4618	1394.4603	-1386.6415	324.8115	4.0060763	1.4578001	91613.58172273636
404	331972.88	9519.955	346651.88	322040.4	342959.9	13222.919	354025.34	307703.75	1000.0	1000.0	1615999	1394.4764	1394.4769	-1386.2517	327.58072	3.9998977	1.5582741	91851.18235707283
405	337986.62	8300.292	346005.75	324106.34	347026.3	5787.073	355604.97	336413.44	1000.0	1000.0	1619999	1395.8477	1395.8477	-1387.4232	320.52432	3.9992568	1.6200175	92084.77344107628
406	335134.06	3635.2727	340245.4	329967.7	340759.5	5725.989	348576.66	331583.0	1000.0	1000.0	1623999	1396.5326	1396.5325	-1388.4392	326.00214	4.0004687	1.5216281	92321.55870008469
407	333397.9	4124.603	337585.6	326736.9	344413.75	5395.608	354039.97	334071.28	1000.0	1000.0	1627999	1398.1826	1398.183	-1390.1982	320.844	4.000843	1.5044979	92556.25885152817
408	334181.88	8541.727	339422.6	319393.12	337150.22	23419.139	352984.12	274859.4	1000.0	1000.0	1631999	1399.0624	1399.0619	-1391.0645	318.90707	3.998099	1.487065	92792.07096242905
409	339285.97	5486.291	347017.5	332078.34	333203.22	15629.488	349293.25	301882.88	1000.0	1000.0	1635999	1399.7817	1399.7808	-1391.5889	321.49982	4.0013833	1.55673	93025.56772184372
410	294265.47	49267.65	331232.3	209624.94	342026.84	7050.4224	349216.72	326981.6	1000.0	1000.0	1639999	1400.0554	1400.0547	-1391.9209	319.64267	4.000065	1.5335971	93260.10138082504
411	340865.62	3961.4924	346921.03	335966.6	343452.6	7151.036	354270.44	326627.44	1000.0	1000.0	1643999	1401.1835	1401.1844	-1393.2253	322.2559	4.001632	1.4941028	93494.26934719086
412	312385.34	8569.882	324982.97	303851.8	330976.94	22456.98	352421.66	275612.3	1000.0	1000.0	1647999	1401.9924	1401.992	-1394.5863	319.73538	4.001137	1.3489188	93726.59563088417
