Epoch	AverageTestEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet0	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	Q1Vals	Q2Vals	LossPi	LossQ	Averagemmd_entropy	alpha	Time
133	258315.69	11579.423	271598.28	239832.89	253457.34	25647.877	294540.8	212393.05	1000.0	1000.0	531999	922.19354	922.1915	-916.65765	356.5861	3.997686	1.4985993	27744.156339883804
134	261054.86	14325.922	282300.22	246482.06	257497.55	20683.07	287836.78	225096.05	1000.0	1000.0	535999	926.3992	926.40015	-921.126	361.647	4.0029764	1.4430181	27984.141093492508
135	259014.53	8896.238	271328.9	247128.08	256867.62	28555.27	286790.12	189454.22	1000.0	1000.0	539999	928.0711	928.0703	-922.67755	358.8938	4.001755	1.4618464	28222.7400867939
136	274882.44	5684.027	281779.84	265993.88	284696.88	29773.324	315842.47	204018.95	1000.0	1000.0	543999	931.74725	931.7498	-926.2701	360.3374	3.9959135	1.4742305	28461.083045959473
137	279272.3	14110.424	297068.12	258420.67	261647.03	18580.96	288017.62	226544.33	1000.0	1000.0	547999	934.41315	934.4122	-928.8326	360.53458	3.9979727	1.5026352	28702.153747558594
138	261481.75	12377.068	277515.75	243539.03	259468.34	25259.742	302067.0	222684.5	1000.0	1000.0	551999	937.1483	937.14667	-931.60474	365.8187	4.0039144	1.4948096	28938.467611074448
139	270361.16	9414.192	280212.53	257096.52	257508.2	41356.97	301856.25	146877.31	1000.0	1000.0	555999	941.5608	941.5603	-936.0381	365.4054	3.999362	1.4805897	29172.959055185318
140	264673.12	26564.703	291255.75	229701.11	273372.72	25563.295	303109.0	207842.19	1000.0	1000.0	559999	943.62897	943.62946	-938.0998	359.44525	4.004418	1.4574946	29406.138125181198
141	273350.9	10472.368	287150.94	258737.73	271681.8	11804.142	286865.44	253554.27	1000.0	1000.0	563999	944.044	944.0454	-938.37146	359.18988	3.9943194	1.4915687	29636.36149072647
142	246087.86	28067.857	292876.0	218550.08	255461.6	15156.17	281114.12	225187.78	1000.0	1000.0	567999	947.62103	947.6184	-941.94574	364.20065	4.002582	1.5188538	29868.250225305557
143	277328.62	12456.5	293844.62	258764.7	267416.34	13234.475	288690.22	244422.48	1000.0	1000.0	571999	950.84686	950.84784	-945.1405	367.81638	4.00245	1.5216963	30098.913885831833
144	262015.44	20707.08	284616.7	228270.6	273435.06	20151.861	302437.72	237015.17	1000.0	1000.0	575999	953.3859	953.3846	-947.83325	367.924	3.995975	1.4706045	30329.452892541885
145	252083.11	33988.17	286681.4	212347.67	270042.47	46143.09	315503.06	150469.62	1000.0	1000.0	579999	955.8971	955.8985	-950.11273	366.17758	3.9993715	1.5163286	30562.900495529175
146	287647.06	10821.076	304905.0	275035.94	288181.75	19059.232	314638.84	251710.84	1000.0	1000.0	583999	956.5355	956.5353	-950.9175	368.0269	4.0043335	1.4836692	30793.10504102707
147	249605.84	22630.969	282619.22	220721.23	260003.67	24948.246	288412.34	211420.83	1000.0	1000.0	587999	959.72345	959.725	-953.8967	377.57175	4.0001125	1.54557	31022.860931158066
148	268636.72	15214.806	280171.9	243033.34	278155.25	20894.69	298448.78	235036.53	1000.0	1000.0	591999	962.3905	962.3888	-956.5697	375.85837	3.9990811	1.5057669	31254.38457274437
149	286221.62	12033.346	298281.4	273823.22	282626.62	10822.614	295161.3	259083.92	1000.0	1000.0	595999	962.66406	962.6636	-956.82715	375.21057	4.0038815	1.5149238	31486.434779644012
150	268039.9	25243.055	302198.53	242358.38	282321.3	21657.309	303547.0	231416.64	1000.0	1000.0	599999	964.4395	964.43896	-958.60474	373.5508	3.996108	1.5354512	31720.168070793152
151	269106.9	14806.215	288308.0	246876.14	274962.8	14725.194	299204.53	249448.98	1000.0	1000.0	603999	966.6659	966.6656	-960.71497	374.0266	3.9998198	1.5485203	31952.4229118824
152	271760.47	21024.969	294260.44	237264.23	261346.7	25174.484	301626.72	209980.08	1000.0	1000.0	607999	967.7629	967.76355	-961.95404	366.29007	3.9960024	1.4971284	32184.88748526573
153	280603.6	9583.238	292152.0	265805.0	262112.22	15574.31	291728.66	242458.67	1000.0	1000.0	611999	967.8066	967.80695	-961.8644	371.8208	4.004847	1.5289458	32420.119028806686
154	277017.62	6762.5938	288659.12	272181.78	276479.38	9748.605	294673.6	263963.78	1000.0	1000.0	615999	970.42865	970.428	-964.4602	372.63654	4.0016956	1.5421809	32652.986234903336
155	291806.28	18263.174	315687.97	271052.78	265845.12	36884.445	294989.38	185197.72	1000.0	1000.0	619999	970.7822	970.7838	-964.9676	370.99506	3.9971304	1.4876443	32887.21397924423
156	266347.56	20461.54	296411.94	246533.6	270598.44	33454.324	302823.56	182174.06	1000.0	1000.0	623999	971.5926	971.59296	-965.69604	374.6821	4.008264	1.5078865	33122.46892142296
157	289999.78	13652.181	312614.53	276485.94	291637.75	8777.248	309130.5	277886.97	1000.0	1000.0	627999	974.2533	974.25635	-968.25024	373.8091	3.9944544	1.5454868	33358.1108622551
158	282958.9	14646.483	302013.25	260911.11	280339.78	15556.862	306815.75	255294.52	1000.0	1000.0	631999	976.5422	976.5396	-970.5173	372.68103	3.9994395	1.5440403	33592.683155059814
159	270487.97	17050.195	286216.22	245438.1	281074.94	37470.527	318508.4	184307.34	1000.0	1000.0	635999	978.73035	978.7322	-972.678	380.36725	3.9967294	1.5500106	33825.264484643936
160	290620.03	15374.252	308395.16	266045.9	260402.6	38183.81	295018.94	156744.45	1000.0	1000.0	639999	980.6396	980.64087	-974.43854	384.19037	4.0015464	1.5906199	34060.757417201996
161	297852.12	7209.934	305096.34	287719.4	288725.34	18505.355	315146.16	254096.55	1000.0	1000.0	643999	984.2344	984.2353	-977.9834	376.61295	4.001459	1.5936743	34292.16079092026
162	283877.78	20701.414	309412.12	252773.0	282643.4	26268.986	312499.03	213293.97	1000.0	1000.0	647999	986.72186	986.7227	-980.33386	375.32925	3.9956036	1.6402928	34524.22350978851
163	278358.12	21670.629	307354.72	250559.92	288591.9	17410.916	310935.72	255957.4	1000.0	1000.0	651999	988.33307	988.33093	-982.293	382.85986	4.0001755	1.5352871	34758.85775208473
164	282855.28	18886.205	310133.7	256967.64	291104.3	19246.248	312298.03	250085.14	1000.0	1000.0	655999	990.1456	990.14777	-983.97064	382.93887	4.0002894	1.5599773	34994.07618999481
165	286594.9	31779.605	317306.38	233503.72	279316.56	31656.045	303386.22	188249.38	1000.0	1000.0	659999	991.92114	991.92017	-985.526	384.97446	3.99933	1.625133	35231.442839860916
166	277733.3	50710.973	327400.75	194979.22	225887.2	53281.14	286784.34	110683.39	1000.0	1000.0	663999	993.6843	993.686	-987.3438	382.51917	4.003588	1.5869101	35469.86214900017
167	287367.8	16803.963	308069.9	269716.66	294897.62	22768.084	319356.88	238038.3	1000.0	1000.0	667999	994.2718	994.26886	-988.0327	390.0531	3.994287	1.5823472	35704.03211951256
168	248983.64	25425.902	291410.7	223747.02	292902.38	22407.057	311967.34	229280.52	1000.0	1000.0	671999	997.5123	997.5146	-991.10364	385.13324	4.0051556	1.6146944	35938.68342471123
169	287177.44	23345.234	309465.66	249655.08	306482.47	12365.227	329267.7	281521.1	1000.0	1000.0	675999	999.11664	999.1177	-992.70825	388.34186	3.9951108	1.6107529	36174.52316570282
170	288003.28	12249.575	305814.97	273460.12	303579.2	10213.185	320941.16	283693.6	1000.0	1000.0	679999	999.5004	999.4996	-993.0623	394.74884	4.00311	1.6076367	36411.721720933914
171	295055.2	11704.849	315197.66	287049.62	282826.7	20139.432	307011.3	250388.36	1000.0	1000.0	683999	1001.9171	1001.91754	-995.4257	391.11743	4.0007143	1.6313938	36652.92452502251
172	299207.34	13872.407	312193.16	276356.47	306526.4	16387.967	326349.53	270551.88	1000.0	1000.0	687999	1004.9349	1004.93506	-998.434	395.33676	4.001155	1.6372932	36893.32538485527
173	284545.38	22057.67	317337.25	255786.86	292067.8	22587.24	320142.3	253458.2	1000.0	1000.0	691999	1007.3796	1007.37976	-1000.84186	393.77222	3.9982584	1.6400225	37132.65218710899
174	275875.97	14201.062	287730.4	251715.33	271221.84	21938.62	304702.53	228617.0	1000.0	1000.0	695999	1008.27466	1008.274	-1001.7249	393.75137	4.0014057	1.6288015	37369.99627113342
175	259932.88	20860.797	295314.72	243130.33	268702.34	32141.719	314790.7	215347.64	1000.0	1000.0	699999	1009.1223	1009.12195	-1002.61786	396.9514	4.0009394	1.6027175	37611.73573422432
176	268669.62	37650.465	308807.97	213128.47	296634.3	14243.08	318261.56	279707.16	1000.0	1000.0	703999	1008.63794	1008.63855	-1002.0877	389.8948	4.005793	1.6058848	37851.51503586769
177	274600.06	9624.474	282159.28	258287.53	279080.9	10023.492	291185.84	253012.39	1000.0	1000.0	707999	1008.0245	1008.02386	-1001.3944	400.141	3.9890027	1.6345251	38090.535447359085
178	291043.8	7836.9116	304116.5	284235.03	285822.56	23536.715	311321.22	233349.98	1000.0	1000.0	711999	1009.2324	1009.2333	-1002.4491	399.53113	4.0036564	1.6687559	38332.11068081856
179	281684.34	9158.603	292447.84	267158.34	286763.6	18355.83	308148.44	252551.78	1000.0	1000.0	715999	1012.34937	1012.35	-1005.6585	406.46976	3.9979248	1.6530902	38571.523591041565
180	294817.0	10802.568	306010.53	276957.78	296008.56	16677.715	320348.94	265077.25	1000.0	1000.0	719999	1012.9887	1012.9866	-1006.32227	405.05295	4.004016	1.6425061	38816.4401576519
181	283272.25	23494.63	302441.56	244647.12	300061.3	20994.547	326296.2	256728.97	1000.0	1000.0	723999	1015.6279	1015.6292	-1009.05774	409.01416	3.9997118	1.6407944	39060.97063112259
182	273511.8	17821.85	292728.2	244431.48	298423.16	13154.6875	321727.47	281537.62	1000.0	1000.0	727999	1016.9523	1016.9524	-1010.21765	406.90826	3.9958494	1.6430928	39308.163403749466
183	279076.34	25913.86	314800.9	248718.86	297920.94	13591.51	314082.53	274674.06	1000.0	1000.0	731999	1016.8123	1016.8118	-1009.9498	411.22275	4.0015974	1.6716747	39559.10864138603
184	289901.1	23756.512	310881.94	249606.62	284489.8	21379.787	321601.8	237228.67	1000.0	1000.0	735999	1017.1023	1017.10394	-1010.4024	413.68063	4.000578	1.6342157	39809.58047866821
185	275693.28	34903.293	309648.6	217349.34	295906.84	12179.407	312366.72	265452.16	1000.0	1000.0	739999	1019.21173	1019.2111	-1012.5651	415.1074	3.9982488	1.6211421	40061.44264292717
186	296725.2	19578.102	315055.9	265655.16	292942.44	15686.226	312297.97	267004.3	1000.0	1000.0	743999	1020.34985	1020.35034	-1013.73114	412.29636	4.0011187	1.5965178	40313.24964737892
187	278458.88	16081.073	304382.0	260243.53	293843.4	18603.559	320815.62	268163.12	1000.0	1000.0	747999	1022.26416	1022.26605	-1015.35205	413.0339	3.9985328	1.68071	40568.26092028618
188	304945.88	7939.53	314510.44	296877.1	292573.6	18783.44	309339.8	256468.36	1000.0	1000.0	751999	1023.3672	1023.3684	-1016.5322	418.4225	4.0066214	1.6631609	40821.585097789764
189	297411.8	10536.186	313014.06	285088.44	306748.88	13696.32	334472.6	288200.4	1000.0	1000.0	755999	1025.836	1025.8346	-1019.0624	415.98895	3.996276	1.6390657	41074.481724500656
190	284790.94	9189.348	296901.88	272707.38	298797.97	17210.04	324627.2	254806.9	1000.0	1000.0	759999	1026.287	1026.2867	-1019.4155	416.97394	4.001336	1.6595829	41323.82191300392
191	291757.1	13927.549	305117.2	270901.0	300403.12	22120.604	324089.72	252900.47	1000.0	1000.0	763999	1026.1077	1026.109	-1019.3845	412.95694	3.9972138	1.6228107	41571.54559612274
192	288458.62	42004.758	314840.3	215772.81	292035.94	27089.496	330636.66	227676.36	1000.0	1000.0	767999	1027.3778	1027.3773	-1020.2424	417.88516	4.0049324	1.7232349	41820.2961640358
193	310332.5	7437.391	318948.2	300965.53	289192.94	10895.453	311508.6	277774.2	1000.0	1000.0	771999	1029.9243	1029.9252	-1023.0425	422.9573	3.9958823	1.6702781	42066.35139989853
194	284133.94	13349.5205	305385.03	270987.75	303604.22	17268.322	327089.06	261315.47	1000.0	1000.0	775999	1031.8668	1031.8678	-1025.0425	429.42007	3.9976318	1.6467366	42312.545731306076
195	307881.84	14673.162	327507.5	286947.34	307170.25	14469.773	331056.16	273965.94	1000.0	1000.0	779999	1034.0377	1034.0377	-1027.1338	426.86624	4.0049977	1.6554395	42555.83243107796
196	299654.7	20081.043	328464.53	272659.38	263889.7	22858.87	303809.47	230969.3	1000.0	1000.0	783999	1034.9431	1034.943	-1027.903	429.27884	3.9980595	1.696897	42797.62163901329
197	290590.38	20072.123	319377.75	267798.22	296101.3	15733.737	311753.56	270288.16	1000.0	1000.0	787999	1035.7744	1035.7743	-1028.65	429.48724	3.9932778	1.7089732	43037.66257214546
198	300367.94	12546.667	317379.56	283239.75	304539.25	15441.303	325864.2	276246.1	1000.0	1000.0	791999	1036.0746	1036.0742	-1028.9685	436.3548	4.00759	1.6997975	43279.01584625244
199	289700.25	13552.942	309188.44	272434.3	293220.22	19828.535	323815.3	263075.7	1000.0	1000.0	795999	1038.925	1038.9253	-1031.6718	441.50815	3.9989703	1.7670637	43520.35646367073
200	300448.5	14243.741	323871.72	288949.62	289922.94	20033.236	316221.5	254699.94	1000.0	1000.0	799999	1043.0055	1043.0063	-1035.8289	444.10507	4.0001945	1.7455122	43758.84760141373
201	277444.12	18386.836	293475.88	247762.02	291383.44	11593.349	309810.78	269833.94	1000.0	1000.0	803999	1044.8953	1044.8975	-1037.6627	435.0938	4.000129	1.726884	43999.86762905121
202	280491.94	41549.61	313723.72	209298.64	287507.2	16971.912	310293.25	262945.5	1000.0	1000.0	807999	1044.9668	1044.9664	-1037.8014	430.1297	3.9975302	1.7108303	44242.7046380043
203	311964.1	8830.467	322097.6	297788.34	306258.2	17226.068	324006.47	267860.03	1000.0	1000.0	811999	1046.0227	1046.0228	-1038.7306	433.25638	4.0011306	1.7378461	44483.2346701622
204	296551.62	20148.514	329216.7	274108.2	292094.06	33440.652	334438.22	218215.97	1000.0	1000.0	815999	1047.5015	1047.5026	-1040.0609	434.32047	3.991667	1.7768896	44723.66968393326
205	281152.88	21894.53	299181.2	244219.2	286647.1	16776.125	306118.2	256138.77	1000.0	1000.0	819999	1047.9908	1047.9901	-1040.5078	437.03876	4.0160165	1.7709998	44963.78707742691
206	296045.1	9767.81	305177.62	280502.7	296087.6	25360.184	330635.9	250435.27	1000.0	1000.0	823999	1049.1805	1049.1792	-1042.0454	438.44263	3.9931736	1.7172332	45203.94352865219
207	278808.44	16120.325	295805.56	254066.78	300963.66	10881.2705	323072.47	279809.28	1000.0	1000.0	827999	1052.893	1052.8961	-1045.4656	435.96365	4.003216	1.7650001	45443.07282805443
208	296914.06	7660.7324	308232.4	289239.1	296522.5	18609.504	320003.72	265267.44	1000.0	1000.0	831999	1053.4382	1053.4368	-1046.466	436.97427	3.9914691	1.6470882	45679.40715789795
209	288491.16	14644.178	303765.7	272938.88	301053.94	9572.586	314054.12	279705.0	1000.0	1000.0	835999	1053.5273	1053.5287	-1046.2603	433.85776	4.0056453	1.7261639	45915.74116373062
210	278348.7	30354.82	302158.94	226280.7	300322.56	19934.52	327406.2	264296.4	1000.0	1000.0	839999	1054.8724	1054.8721	-1047.7177	436.65674	3.9995997	1.6944599	46154.10974550247
211	283257.16	23595.477	307710.84	258294.03	297262.16	27312.625	322647.38	224763.28	1000.0	1000.0	843999	1055.8284	1055.8286	-1048.672	434.97543	4.0056233	1.6973194	46391.3889901638
212	300797.75	6771.5376	309872.72	292371.47	300020.5	25593.545	330344.4	246275.95	1000.0	1000.0	847999	1057.1244	1057.1254	-1049.5093	436.78876	3.9987485	1.8197604	46625.99868249893
213	292062.12	17722.979	316078.16	268376.06	289965.2	28599.125	323107.8	228305.89	1000.0	1000.0	851999	1058.2819	1058.2817	-1050.9542	428.092	3.997771	1.7212596	46859.72975516319
214	279890.9	11721.0625	295128.2	266852.16	294043.56	24762.021	316194.94	247031.94	1000.0	1000.0	855999	1059.3762	1059.3771	-1051.9596	440.68866	3.9989507	1.7465862	47092.99535083771
215	300275.5	11420.552	311280.38	283569.7	300190.34	8198.289	311103.1	280014.16	1000.0	1000.0	859999	1060.1536	1060.1567	-1052.7285	437.6523	4.0015597	1.7325282	47324.50778102875
216	300501.9	8476.549	310509.0	287039.7	283394.56	25113.805	323434.97	247199.8	1000.0	1000.0	863999	1061.5057	1061.5027	-1053.9573	439.73422	4.0012693	1.7802145	47556.890001535416
217	297509.44	21088.986	323881.28	264977.0	303151.0	19412.332	334227.6	275131.44	1000.0	1000.0	867999	1062.3276	1062.3281	-1054.6167	437.10922	3.9997225	1.8008043	47788.45521211624
218	268589.94	20248.201	300204.6	245812.6	296160.56	17738.375	328928.44	270282.75	1000.0	1000.0	871999	1062.002	1062.0029	-1054.658	430.25916	4.001206	1.7009126	48022.89024806023
219	289375.97	10936.229	306311.97	276733.34	306066.44	11302.442	321458.94	285537.3	1000.0	1000.0	875999	1062.8905	1062.8898	-1055.6963	435.8403	3.995122	1.6761612	48256.05019450188
220	303523.12	8437.1	313132.16	291104.88	280663.8	37069.59	321273.22	183522.42	1000.0	1000.0	879999	1063.092	1063.09	-1055.635	439.25366	4.0002317	1.7386091	48487.60695886612
221	306533.22	16324.731	318426.78	278394.22	285389.0	44959.586	314231.84	154487.86	1000.0	1000.0	883999	1064.81	1064.8093	-1057.2917	441.2035	4.0004206	1.7630924	48722.828979730606
222	296333.75	14819.973	316193.6	278760.3	301782.1	24827.326	336345.03	258742.48	1000.0	1000.0	887999	1067.2869	1067.2885	-1060.0002	438.75	3.9980054	1.6945745	48956.12981915474
223	312802.12	2740.2476	317347.03	310021.56	306786.1	13965.324	323566.44	275016.3	1000.0	1000.0	891999	1068.0074	1068.0067	-1060.3939	445.05856	4.0021286	1.7763847	49189.75188207626
224	315218.9	16020.59	336549.78	291376.3	308359.16	7740.7344	320331.6	289505.94	1000.0	1000.0	895999	1067.8606	1067.8602	-1060.5259	442.14124	3.9971235	1.6984825	49423.31352376938
225	292267.06	7326.8433	300624.44	280524.38	291448.2	29297.113	324445.94	243217.67	1000.0	1000.0	899999	1069.6545	1069.6528	-1062.1514	444.28168	4.001918	1.7581596	49658.48015809059
226	300273.06	14717.014	325027.78	287771.0	318402.3	9622.955	334891.34	302794.78	1000.0	1000.0	903999	1070.2924	1070.2903	-1062.943	443.73444	4.0044723	1.7100984	49889.69784259796
227	311374.56	8779.031	323507.8	301161.66	309451.2	9100.457	322557.56	294020.03	1000.0	1000.0	907999	1071.8232	1071.8262	-1064.5809	442.23364	3.9965196	1.683368	50122.67860841751
228	309813.88	5751.438	318558.78	302534.25	296544.8	22830.156	328796.12	252316.86	1000.0	1000.0	911999	1073.9274	1073.926	-1066.1796	435.4211	3.9957373	1.8129575	50358.94733452797
229	306630.2	7848.235	316438.44	296020.34	305382.0	14479.389	323732.84	281656.56	1000.0	1000.0	915999	1076.003	1076.0029	-1068.6268	439.41537	4.0083523	1.7118828	50594.266327142715
230	294310.9	20356.895	323270.34	266145.88	310680.75	17166.78	331704.7	277636.25	1000.0	1000.0	919999	1075.9116	1075.9138	-1068.43	439.03705	3.9938517	1.7270312	50827.39079451561
231	280388.47	8213.7705	292989.5	271896.97	299243.72	22051.203	332798.16	245106.94	1000.0	1000.0	923999	1076.9386	1076.9384	-1069.298	438.7517	4.0027666	1.7778548	51059.995302438736
232	285816.78	15109.4795	305967.78	264956.44	300870.1	14660.706	327270.34	275517.0	1000.0	1000.0	927999	1078.806	1078.8073	-1071.1304	440.80463	4.0037866	1.7830042	51294.21691322327
233	279891.34	40856.367	304756.06	209141.45	299872.1	14513.8955	321874.7	271998.94	1000.0	1000.0	931999	1080.3721	1080.3728	-1072.7687	435.16168	3.9916134	1.7486945	51527.01877903938
234	305250.8	5934.9565	313291.25	299193.66	291477.53	15624.504	313686.72	253240.95	1000.0	1000.0	935999	1080.9633	1080.9635	-1073.122	445.8748	4.0084424	1.815384	51758.919793605804
235	310651.12	11832.74	329103.22	296146.12	304244.3	10778.113	320250.1	289010.22	1000.0	1000.0	939999	1081.0038	1081.0024	-1073.4792	440.2561	3.9942286	1.7161413	51991.431626319885
236	305811.47	26911.938	323043.4	259238.05	321747.8	15938.676	338429.94	285526.97	1000.0	1000.0	943999	1080.2998	1080.3014	-1072.5895	446.57007	3.9974234	1.7614441	52223.86941289902
237	322563.16	4576.2754	330469.6	319639.12	313368.4	8266.335	325999.84	294452.2	1000.0	1000.0	947999	1081.0482	1081.05	-1073.1195	446.2258	4.003285	1.8315623	52455.19362258911
238	305739.2	8770.138	317969.16	294994.06	301467.72	17195.271	321151.75	263809.06	1000.0	1000.0	951999	1083.0581	1083.0591	-1075.6503	447.9595	4.0002737	1.7075908	52686.6001265049
239	309656.8	6059.931	318387.78	302216.8	310573.06	11642.912	324755.0	281276.06	1000.0	1000.0	955999	1085.0914	1085.0914	-1077.3839	442.61557	3.9990141	1.7696034	52917.6829264164
240	299695.12	10650.364	313144.38	283321.3	321480.5	9683.776	334691.03	301179.66	1000.0	1000.0	959999	1086.0537	1086.0526	-1078.6832	451.51688	4.003374	1.6837732	53150.047345876694
241	317114.4	3103.4514	319823.84	312067.53	321272.66	10818.224	340187.75	305136.84	1000.0	1000.0	963999	1086.647	1086.6492	-1078.8975	440.28168	3.9962013	1.7868614	53382.88240790367
242	316086.7	6175.81	324924.62	308564.47	296566.34	23628.91	331067.1	261826.03	1000.0	1000.0	967999	1089.5985	1089.5967	-1082.061	442.0186	4.003539	1.7377412	53616.963426828384
243	311631.53	13955.412	335510.3	301262.3	313445.2	12349.841	327963.53	293315.47	1000.0	1000.0	971999	1090.6534	1090.6577	-1082.8402	444.54938	3.9965084	1.7960458	53849.26906776428
244	303658.44	16940.201	328663.03	282403.8	303816.94	17033.244	328483.8	276370.12	1000.0	1000.0	975999	1092.5856	1092.5831	-1084.87	444.09714	4.001115	1.7810454	54082.39308834076
245	316744.3	11972.358	324707.44	296050.28	304948.8	12243.481	327838.12	283656.25	1000.0	1000.0	979999	1093.0358	1093.0363	-1085.3035	447.7693	3.99733	1.76142	54316.75117731094
246	305601.4	9027.136	318454.47	293142.5	305274.12	25240.965	326934.22	236161.61	1000.0	1000.0	983999	1094.1707	1094.1708	-1086.2347	447.87308	4.0060873	1.8241818	54549.481665849686
247	285755.62	36496.96	319301.38	227406.17	309547.56	13024.999	327166.9	284778.72	1000.0	1000.0	987999	1094.8804	1094.8818	-1087.4637	450.17993	3.9947228	1.6915637	54784.80664420128
248	303326.12	12726.765	324734.25	291957.3	310279.94	11451.253	323112.8	283098.62	1000.0	1000.0	991999	1095.8893	1095.8896	-1087.8186	457.37457	4.008794	1.846942	55018.735028743744
249	299177.3	17362.816	313090.28	269892.9	319136.3	11065.709	336395.2	301433.34	1000.0	1000.0	995999	1096.6215	1096.6234	-1089.131	454.71313	3.9917305	1.691307	55252.91681218147
250	309053.75	15504.745	320813.06	282372.7	315300.7	8426.24	327731.66	297751.84	1000.0	1000.0	999999	1097.788	1097.7875	-1089.7762	447.65292	4.003155	1.8318264	55487.78486275673
251	301753.97	19859.72	320629.4	268351.66	316485.22	7745.2837	328276.4	300056.78	1000.0	1000.0	1003999	1098.7401	1098.7415	-1091.0513	448.84583	3.9983478	1.7263802	55723.73828434944
252	323000.1	5955.792	328621.22	313522.97	309953.44	20371.271	332078.72	258770.12	1000.0	1000.0	1007999	1099.2511	1099.2522	-1091.4258	449.00964	3.9985347	1.7473354	55960.55331325531
253	298687.25	18127.914	317220.72	280173.97	314819.94	10462.985	330723.3	293988.72	1000.0	1000.0	1011999	1100.9957	1100.9929	-1093.5029	445.42004	4.004093	1.6782792	56197.411447286606
254	318292.06	9428.415	330601.22	305518.22	311458.5	14788.114	325416.56	279442.94	1000.0	1000.0	1015999	1103.5786	1103.5819	-1095.4285	448.5022	3.9951632	1.8173577	56435.77096295357
255	312145.72	10695.361	329927.47	303308.44	311677.34	19843.457	332652.6	264771.5	1000.0	1000.0	1019999	1106.1322	1106.1322	-1098.0482	450.99774	4.003967	1.8201039	56673.26705408096
256	277775.1	30321.416	315020.4	230894.5	303408.4	13036.558	326722.7	284938.03	1000.0	1000.0	1023999	1109.7249	1109.7251	-1101.7079	455.5555	3.9912734	1.7818104	56913.747706890106
257	291748.88	18899.854	314718.5	262144.7	320583.94	12176.927	336937.03	295277.84	1000.0	1000.0	1027999	1113.2278	1113.228	-1105.4155	451.98087	4.0093365	1.735783	57153.392995119095
258	311622.5	8676.844	325696.5	302159.5	316096.66	16018.84	328069.94	278810.88	1000.0	1000.0	1031999	1116.6001	1116.5988	-1108.6992	455.4805	3.9971004	1.7626897	57396.08619570732
259	317310.88	6051.3325	326268.06	309223.56	324223.8	8954.488	334082.53	300704.84	1000.0	1000.0	1035999	1118.311	1118.3123	-1110.439	451.04132	4.0000772	1.7368375	57634.500544309616
260	301718.3	20398.57	328940.75	271738.0	310052.97	17947.922	330010.25	274413.0	1000.0	1000.0	1039999	1119.6582	1119.658	-1112.165	453.86124	3.9989996	1.622446	57874.86437749863
261	309018.94	13777.828	323702.72	287325.6	314612.3	13962.002	337173.88	295130.72	1000.0	1000.0	1043999	1123.5565	1123.5597	-1115.5626	449.40744	3.9991715	1.7608461	58112.57186794281
262	307464.6	10926.651	321656.8	291932.94	314497.1	17644.904	331293.56	277078.25	1000.0	1000.0	1047999	1125.2179	1125.2167	-1116.9413	447.4145	4.000944	1.830353	58351.29552769661
263	306755.84	13233.566	321796.03	291670.38	325373.6	12245.138	342558.22	296520.38	1000.0	1000.0	1051999	1127.0632	1127.0646	-1119.4885	447.90536	3.9976778	1.6318654	58590.91484236717
264	289763.2	14905.182	310656.47	269461.1	310482.53	18967.744	328761.72	263946.8	1000.0	1000.0	1055999	1127.2833	1127.2827	-1119.0876	457.34857	4.004382	1.778195	58828.26360249519
265	316627.62	8796.723	327251.3	303038.88	308521.25	23194.363	343108.66	255917.11	1000.0	1000.0	1059999	1128.1608	1128.1614	-1120.2183	450.7325	3.9970434	1.7021624	59068.09041619301
266	297616.25	18115.207	313513.12	268933.34	315015.94	11042.754	330556.75	287555.0	1000.0	1000.0	1063999	1129.7211	1129.7196	-1121.8418	451.5282	3.9978924	1.6817335	59305.59615111351
267	319560.94	11814.469	334062.25	301820.03	304555.3	19101.03	328008.34	271421.7	1000.0	1000.0	1067999	1133.3176	1133.3206	-1125.0254	448.56866	3.9940226	1.7996755	59544.14199066162
268	322959.1	8796.895	332283.25	308548.38	307097.62	7600.3027	317279.84	295473.62	1000.0	1000.0	1071999	1133.4816	1133.4824	-1125.3535	447.45645	4.0041466	1.7431152	59783.30037379265
269	313860.7	13299.963	329958.38	300004.1	317186.34	11916.284	336207.6	299277.1	1000.0	1000.0	1075999	1135.955	1135.9543	-1127.5808	447.71732	4.004675	1.8002026	60020.24908542633
270	301520.9	12513.81	319027.53	289119.06	310671.3	20206.688	329985.88	267051.6	1000.0	1000.0	1079999	1138.2905	1138.2909	-1130.1117	449.44547	3.9987466	1.7389848	60258.92463302612
271	312201.7	16016.102	329444.12	289117.16	309054.66	16038.22	334410.56	270623.72	1000.0	1000.0	1083999	1140.5421	1140.5419	-1132.5731	451.1302	3.9981456	1.6825799	60496.815047979355
272	301587.62	11442.165	318364.47	287051.28	316081.47	6515.7314	324776.34	302745.22	1000.0	1000.0	1087999	1142.764	1142.7648	-1134.2343	452.8477	4.0057225	1.832698	60733.47791361809
273	291386.3	4867.6377	297176.84	286114.25	318079.03	8573.022	331010.62	299233.0	1000.0	1000.0	1091999	1145.6361	1145.6371	-1137.2219	451.17194	3.9948177	1.7940198	60970.360087156296
