Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	Q1Vals	Q2Vals	LossPi	LossQ	Averagemmd_entropy	Stdmmd_entropy	Maxmmd_entropy	Minmmd_entropy	Averagealpha	Stdalpha	Maxalpha	Minalpha	Time
1	-43.670113	120.424934	162.89558	-133.30714	278.52997	1.638486	281.52563	276.0761	1000.0	1000.0	3999	1.1493584	1.149785	-1.0995874	0.34583536	0.3258934	0.118061975	0.63182765	0.12659863	0.8955062	0.40523767	1.5491446	0.3212522	69.9475200176239
2	-47.043327	199.27031	295.25888	-193.81622	242.66704	26.808025	301.7624	210.26204	1000.0	1000.0	7999	12.684323	12.684353	-12.657394	1.6544769	0.9423511	0.2391086	1.4577984	0.41056615	1.3354658	0.08263723	1.5718366	1.2015108	159.62507510185242
3	65.67453	206.59097	279.57065	-151.90019	294.20764	80.444374	349.55322	116.33584	1000.0	1000.0	11999	40.851673	40.85159	-41.58053	2.802098	1.6385518	0.13801356	1.909651	1.219111	0.8351703	0.22493477	1.2638665	0.5243448	250.6227743625641
4	192.39859	91.9168	268.2321	35.71048	285.2905	9.27187	296.24243	271.20023	1000.0	1000.0	15999	69.38146	69.381485	-69.99771	3.220658	1.7743187	0.042493556	1.9216149	1.6111804	0.70993847	0.057533626	0.8426529	0.5889919	342.37662863731384
5	306.45172	22.584795	335.2863	283.17395	456.493	77.363884	619.7464	387.1494	1000.0	1000.0	19999	90.23596	90.23595	-90.81575	3.4873466	1.7767116	0.0524041	1.9640318	1.5839863	0.535195	0.05516565	0.65151244	0.45344764	434.0569715499878
6	326.01617	62.26919	391.13525	224.14754	326.8775	17.518488	346.134	290.63657	1000.0	1000.0	23999	99.15215	99.15243	-99.5749	2.7904434	1.7744665	0.052946225	1.9654404	1.5779881	0.3927995	0.063069366	0.49758115	0.30453438	525.3423037528992
7	349.62738	141.78326	507.9012	122.64748	374.05048	40.630093	451.64062	321.65326	1000.0	1000.0	27999	101.90612	101.90612	-102.21295	2.8714697	1.7588464	0.05738211	1.9523951	1.5287837	0.35336328	0.03037181	0.4230228	0.2890845	616.6040337085724
8	398.59845	104.31988	578.03406	319.99847	528.8891	46.541317	611.0163	443.5928	1000.0	1000.0	31999	107.81569	107.81578	-108.38031	3.5672877	1.7487099	0.060683157	1.9851967	1.5053974	0.45915297	0.040259052	0.509497	0.3637652	708.7084012031555
9	455.33768	146.46878	669.2185	283.96313	349.28412	4.684673	355.98093	340.61658	1000.0	1000.0	35999	114.2841	114.28426	-114.655365	3.4999285	1.7455511	0.056820296	1.93915	1.5471281	0.3525161	0.026838217	0.40825558	0.29769757	800.8648064136505
10	691.8403	105.56877	814.7747	564.6709	713.84265	65.51296	813.97327	625.0439	1000.0	1000.0	39999	115.23081	115.23078	-115.43286	3.5773335	1.7361176	0.055338986	1.9483405	1.5453602	0.35771587	0.034130882	0.438319	0.29910478	892.8785283565521
11	554.717	154.98787	754.18274	330.2122	987.2414	95.64488	1155.1097	851.4967	1000.0	1000.0	43999	111.74848	111.74874	-111.738846	3.709754	1.7448037	0.056102283	1.9388865	1.5454696	0.4196986	0.060869712	0.5144199	0.29983816	984.8829524517059
12	816.2992	174.91501	1028.7294	605.9646	1052.2493	57.15877	1161.4132	977.0438	1000.0	1000.0	47999	109.71355	109.71332	-109.74921	4.0493126	1.7394758	0.051614713	1.9542764	1.483357	0.383631	0.024556061	0.43540603	0.33726212	1076.889091014862
