Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	Q1Vals	Q2Vals	LossPi	LossQ	mmd_entropy	alpha	Time
140	239931.02	19008.078	264535.4	212713.98	225921.03	16966.475	257495.48	191848.1	1000.0	1000.0	559999	771.42926	771.4292	-765.17633	445.08673	3.9963188	1.3772194	32796.253688097
141	246465.84	11912.07	264447.56	230952.9	240010.78	17646.693	272722.97	208629.14	1000.0	1000.0	563999	772.96326	772.9619	-766.60974	445.36176	4.001954	1.4041228	33030.41300010681
142	232182.62	21780.723	263411.62	202923.72	231670.72	16768.834	251757.11	201563.02	1000.0	1000.0	567999	773.46094	773.4624	-766.92865	451.76395	4.0044274	1.4434279	33265.109785079956
143	237861.27	15936.932	251542.05	210708.45	237537.9	11173.999	254220.66	219419.66	1000.0	1000.0	571999	774.38184	774.3828	-767.9151	447.16345	4.0007157	1.4306375	33496.89560461044
144	224756.78	19716.732	254452.28	199975.25	249495.33	20527.674	275434.22	202638.52	1000.0	1000.0	575999	776.2166	776.21497	-769.5439	449.0972	3.9996543	1.4760349	33730.51455616951
145	251722.0	10816.601	266577.6	238785.2	234903.22	29332.82	275468.4	191317.03	1000.0	1000.0	579999	775.85034	775.853	-769.3489	452.93292	3.995915	1.413832	33963.291357278824
146	247418.03	12410.185	267328.38	233173.1	261122.3	18770.348	286414.78	216189.48	1000.0	1000.0	583999	776.6532	776.6545	-770.18854	450.1354	4.0040503	1.4136875	34196.81177401543
147	230642.39	21471.479	267581.78	214814.94	235081.95	13337.774	262871.84	211211.5	1000.0	1000.0	587999	779.0351	779.0329	-772.3695	458.0158	3.996803	1.4811271	34427.985313892365
148	243026.69	18755.396	272734.9	222783.36	230955.62	20799.979	259590.17	191822.4	1000.0	1000.0	591999	782.33856	782.33746	-775.7631	463.21924	3.996108	1.4555863	34659.51080131531
149	227408.06	26023.22	264404.62	199486.28	239934.2	18247.605	267536.94	209245.5	1000.0	1000.0	595999	783.46533	783.467	-776.96185	454.87518	4.0064206	1.420331	34893.404772758484
150	232756.9	8376.504	244947.6	222996.81	241764.28	17008.895	273792.94	212255.06	1000.0	1000.0	599999	784.34247	784.3438	-777.6416	462.8725	3.9956481	1.4787781	35126.59715008736
151	239119.73	8987.8125	248237.19	224568.6	257487.67	20192.266	291003.16	233387.44	1000.0	1000.0	603999	784.7904	784.792	-778.17035	462.6994	3.9989185	1.4401416	35355.48093056679
152	227692.62	25345.938	269488.66	201685.52	243428.9	23020.533	277602.88	208713.62	1000.0	1000.0	607999	785.761	785.7604	-779.06714	464.96344	4.0042896	1.4557117	35588.18881750107
153	244953.6	24826.371	287393.7	225052.0	250637.9	15546.388	277907.88	230130.42	1000.0	1000.0	611999	786.57513	786.575	-779.791	466.0947	3.996848	1.4664094	35817.92822432518
154	244374.69	20124.172	269304.78	213650.5	245034.75	18113.652	270884.25	202776.34	1000.0	1000.0	615999	785.82495	785.82745	-779.15375	457.14133	3.9995005	1.4439527	36048.76377034187
155	241777.31	22199.975	278004.38	217902.1	241826.7	26848.11	286862.53	198418.81	1000.0	1000.0	619999	787.03235	787.03186	-780.21216	462.76404	4.0008492	1.4889535	36280.91737794876
156	232641.0	15996.896	258220.52	214087.53	265181.22	20326.354	311055.44	230097.2	1000.0	1000.0	623999	787.8681	787.8674	-781.06177	468.709	3.9985244	1.4634523	36513.66959285736
157	248605.48	14548.158	273637.16	237557.36	242723.72	25239.883	270891.75	192067.64	1000.0	1000.0	627999	789.82336	789.82745	-783.29224	464.8163	4.002002	1.4093053	36747.570499420166
158	254428.48	6276.4507	259410.38	243696.7	236783.12	36227.156	290604.34	151995.6	1000.0	1000.0	631999	791.2929	791.2916	-784.496	463.6766	4.0010624	1.4618543	36988.19895148277
159	254840.97	20636.084	288736.62	235023.72	247112.66	21362.633	270692.7	191710.02	1000.0	1000.0	635999	792.4043	792.4066	-785.51746	468.45132	3.9951918	1.4784973	37231.65546965599
160	256848.06	22467.771	287004.53	224272.03	253847.75	19061.926	284408.16	224941.52	1000.0	1000.0	639999	793.652	793.6545	-786.8415	472.52142	4.0033693	1.4589485	37480.69993638992
161	255373.25	10236.064	270832.66	242101.81	259545.3	15552.458	288563.0	241579.67	1000.0	1000.0	643999	793.8483	793.8491	-787.0535	477.1758	3.9973018	1.448001	37729.66981911659
162	229086.66	17688.008	252419.28	206027.97	257860.55	21831.225	286625.88	227833.19	1000.0	1000.0	647999	795.5725	795.5746	-788.45355	477.16528	4.003579	1.5384675	37981.19973778725
163	245878.7	4278.6714	250867.4	239170.06	266564.8	19663.08	296772.16	235534.22	1000.0	1000.0	651999	796.0951	796.0947	-789.22186	473.9597	3.9955785	1.4610775	38231.926435709
164	250602.12	10112.713	266931.53	240350.34	246787.66	25348.924	281412.7	197681.55	1000.0	1000.0	655999	795.48114	795.4822	-788.56024	474.02283	4.0011506	1.4623511	38486.20221853256
165	257119.98	28611.82	289838.62	215280.3	247432.22	14250.252	275133.8	225916.3	1000.0	1000.0	659999	796.03094	796.0302	-789.005	476.68845	4.0020847	1.4850428	38740.81451392174
166	262802.5	6590.836	270767.34	254717.03	251689.95	12793.329	271699.3	222780.27	1000.0	1000.0	663999	796.3796	796.3815	-789.4809	478.576	4.005384	1.4530122	38992.995441913605
167	256767.69	10733.252	268911.6	240145.69	249159.4	16330.038	277532.9	219386.39	1000.0	1000.0	667999	796.2686	796.27136	-789.52094	478.8091	3.9956493	1.4021928	39242.00387787819
168	256816.31	12149.8955	267441.7	236569.31	253336.88	17648.207	289181.72	228846.0	1000.0	1000.0	671999	797.87634	797.8761	-790.8508	480.18707	4.000669	1.4798713	39489.20712852478
169	266788.8	21203.832	302970.75	250537.73	241722.42	13569.292	258481.62	209553.4	1000.0	1000.0	675999	799.01654	799.01935	-792.0731	479.8932	4.0037427	1.455753	39736.14943814278
170	251253.75	22418.19	277094.03	223595.69	261149.7	19502.6	292346.78	225731.4	1000.0	1000.0	679999	801.5127	801.5124	-794.4949	480.7627	3.998059	1.4796021	39981.26309418678
171	263968.2	11503.785	276572.78	245730.84	265316.66	13638.488	297132.66	247104.58	1000.0	1000.0	683999	802.88086	802.8805	-795.6177	476.96255	3.995229	1.5449519	40224.60222053528
172	258410.27	16273.883	282176.97	237731.75	265892.6	14184.974	291342.06	240926.83	1000.0	1000.0	687999	806.1419	806.14453	-798.92834	477.89417	4.0028386	1.5436498	40466.051476716995
173	251537.28	10044.705	265760.8	238014.97	251425.17	21978.77	275886.62	210821.08	1000.0	1000.0	691999	808.3962	808.39545	-801.21423	479.7973	3.9962907	1.517197	40702.849323272705
174	267444.0	7220.3022	274060.1	255417.72	260301.75	10834.005	282926.06	244771.64	1000.0	1000.0	695999	808.75824	808.7605	-801.6416	482.88013	4.0016756	1.4873137	40933.12812542915
175	247906.03	22210.643	283875.25	224125.31	260147.72	23041.824	295087.34	224887.64	1000.0	1000.0	699999	810.7469	810.7496	-803.7276	482.02573	4.00093	1.4604214	41166.00832056999
176	264502.44	20952.037	287010.3	230175.34	260737.8	21878.162	300310.7	234259.6	1000.0	1000.0	703999	811.6648	811.6653	-804.64197	484.5993	3.997517	1.4725177	41398.8793759346
177	250968.16	11105.055	262941.56	232785.58	263120.94	19616.693	292107.62	238146.75	1000.0	1000.0	707999	812.8132	812.8139	-805.4221	488.57257	4.0031915	1.5571526	41631.25752210617
178	264433.94	30453.295	296463.06	214384.62	250111.03	17979.834	267426.62	210419.03	1000.0	1000.0	711999	814.24554	814.24695	-807.12335	491.01645	4.000098	1.4816521	41864.13990902901
179	255504.16	15002.861	277657.25	236701.06	275528.06	16368.623	305094.34	247526.08	1000.0	1000.0	715999	816.9838	816.9858	-809.5284	487.70026	3.9981835	1.5813625	42095.733400821686
180	264627.16	19198.754	293767.47	241029.42	244688.83	14782.189	267338.94	212216.84	1000.0	1000.0	719999	818.2799	818.27936	-811.15265	489.1667	4.000721	1.4984335	42327.8995513916
181	270639.38	3271.6052	276018.16	267981.28	248588.95	45486.203	298978.8	122649.74	1000.0	1000.0	723999	820.7261	820.72986	-813.4733	497.5069	3.9976358	1.527914	42560.68324971199
182	276378.25	16174.389	302259.84	260420.38	264783.8	17500.88	288554.56	230505.25	1000.0	1000.0	727999	822.4058	822.4093	-815.1456	494.93222	4.0040755	1.5446938	42791.923865795135
183	254855.52	28622.91	277693.75	206052.17	272018.34	12559.374	302008.34	252914.97	1000.0	1000.0	731999	826.1889	826.18994	-818.76935	492.3315	3.9957745	1.5577703	43025.10992646217
184	260662.66	10735.563	273770.28	244992.16	275703.03	9629.459	294775.03	262150.47	1000.0	1000.0	735999	826.76086	826.7633	-819.5068	490.5717	3.998617	1.5029826	43257.30254483223
185	227781.72	11258.642	242773.4	213718.78	264690.44	11568.026	277897.72	242251.45	1000.0	1000.0	739999	826.9583	826.95886	-819.6765	484.1352	4.0017967	1.5021076	43488.174374341965
186	265637.22	20524.762	297651.9	242886.64	272650.94	12041.802	288268.53	240773.0	1000.0	1000.0	743999	828.6866	828.68933	-821.33936	485.8302	4.002598	1.5448174	43719.53160762787
187	259297.34	34199.293	288615.94	204735.22	254922.95	53038.445	293507.38	111377.72	1000.0	1000.0	747999	829.96014	829.9617	-822.66077	486.7097	3.993094	1.5245988	43950.35306453705
188	266352.75	12657.187	277577.9	245211.12	251063.0	30537.537	286302.6	175783.31	1000.0	1000.0	751999	832.465	832.46515	-825.15375	487.4633	4.0048604	1.5253711	44183.04777979851
189	274202.0	22747.773	303157.53	239359.75	259453.16	17603.121	286272.47	223806.9	1000.0	1000.0	755999	832.9436	832.9455	-825.5209	485.03613	4.0045443	1.546971	44412.949887275696
190	261858.34	4939.877	269706.66	256867.56	242695.5	20062.105	282621.44	218265.31	1000.0	1000.0	759999	834.0964	834.0984	-826.2751	490.99484	3.9971092	1.6529137	44645.77823352814
191	258198.0	30346.115	289104.28	216707.66	254417.47	24942.021	291084.0	210853.83	1000.0	1000.0	763999	834.5256	834.5244	-827.1344	487.14865	3.997444	1.5362699	44880.783766269684
192	265191.0	16479.385	289889.78	245929.12	265298.8	17720.574	297818.06	229620.55	1000.0	1000.0	767999	835.6915	835.69305	-828.1523	495.25528	4.0074377	1.5605814	45111.294914245605
193	265142.28	29028.076	311369.47	231389.53	246397.1	39538.816	281043.7	140639.02	1000.0	1000.0	771999	837.59015	837.5926	-829.9114	501.38928	3.990165	1.6060811	45343.28190660477
194	258964.38	14834.398	277397.06	236851.28	248670.25	19751.701	293100.06	218394.86	1000.0	1000.0	775999	838.98645	838.9873	-831.641	502.8365	3.9985282	1.5340357	45573.62701511383
195	277057.22	5637.039	286762.12	273269.9	267058.84	12028.249	288055.62	244148.38	1000.0	1000.0	779999	840.9503	840.9503	-833.42865	497.0491	4.0060816	1.5593048	45804.04991602898
196	242976.17	13760.561	263789.97	229209.0	270783.47	20055.604	297125.38	225968.12	1000.0	1000.0	783999	841.6108	841.6095	-833.87836	506.73367	3.9981234	1.5937307	46036.713814258575
197	253776.89	14595.206	272560.06	234704.39	271455.16	13856.876	292080.97	251814.75	1000.0	1000.0	787999	841.30023	841.304	-833.6269	510.00098	3.998317	1.5824105	46269.89471721649
198	257568.05	16910.691	273208.78	229084.7	269064.44	25748.031	310901.44	226991.98	1000.0	1000.0	791999	841.6972	841.6984	-834.215	508.87076	4.0014715	1.5310824	46502.427839040756
199	269028.84	10110.207	282884.38	256815.4	263184.3	14781.949	292210.9	241227.73	1000.0	1000.0	795999	841.481	841.48206	-833.8287	511.74948	4.000951	1.5778904	46733.55472254753
200	274544.66	12690.327	292750.66	257075.5	255670.47	12496.432	282169.72	237259.16	1000.0	1000.0	799999	842.6016	842.59973	-834.8819	503.2612	3.9999697	1.5873891	46966.247792482376
201	267264.94	18643.406	296998.44	250128.45	282264.97	14634.465	303128.2	260627.0	1000.0	1000.0	803999	844.1553	844.1585	-836.6205	506.20087	3.9966269	1.5596737	47200.70063948631
202	271804.3	22060.78	295269.88	247191.38	263048.34	18357.959	288493.66	234256.17	1000.0	1000.0	807999	845.5992	845.5986	-838.017	505.45932	4.003022	1.5529064	47434.41822719574
203	261066.31	12217.755	272059.7	241543.55	253414.67	42902.055	281390.44	128221.59	1000.0	1000.0	811999	845.51263	845.51245	-838.05316	512.0961	3.9999814	1.5241656	47668.14160633087
204	260347.11	11448.012	273895.56	245022.45	252978.55	27970.572	293007.72	194891.28	1000.0	1000.0	815999	846.6954	846.6962	-838.87286	501.2355	4.001513	1.5893879	47903.222385406494
205	265921.38	12768.55	287607.28	254741.56	263103.22	23374.205	296735.22	229713.7	1000.0	1000.0	819999	846.8698	846.86926	-839.23175	499.28906	4.0014653	1.5539917	48135.03063464165
206	284427.38	14600.629	303926.38	262879.03	267421.3	11028.843	285201.44	247822.12	1000.0	1000.0	823999	847.1349	847.1365	-839.43024	508.77466	4.0002913	1.5783638	48369.19745135307
207	268911.03	16188.603	295072.75	252067.28	273906.94	9762.761	291324.78	253393.17	1000.0	1000.0	827999	848.59973	848.6009	-840.9908	502.70706	4.0017357	1.5601666	48602.1397459507
208	258165.73	35467.89	290976.0	198536.14	272682.44	22053.604	307473.5	244337.67	1000.0	1000.0	831999	849.7094	849.70746	-841.9104	511.629	3.992462	1.5878564	48837.4895670414
209	272773.34	18813.66	293753.4	251961.39	263084.66	21238.783	302964.38	220464.86	1000.0	1000.0	835999	849.7451	849.7485	-842.2231	511.14224	3.998646	1.5260097	49074.08416748047
210	265933.3	19710.113	296443.97	242694.73	279352.94	14595.845	303746.25	245100.75	1000.0	1000.0	839999	850.7829	850.78296	-843.116	504.2155	4.00655	1.5582618	49310.86927103996
211	291131.9	5646.8716	297759.34	283108.66	280544.16	25731.037	308886.44	218819.58	1000.0	1000.0	843999	852.02423	852.0243	-844.2185	509.95624	3.9950972	1.6029199	49549.60539650917
212	251379.3	31151.754	286538.25	201079.44	274521.7	16299.454	301593.62	254604.64	1000.0	1000.0	847999	853.35175	853.3525	-845.6785	519.0252	4.0024543	1.5642834	49787.48957824707
213	288901.84	20572.818	318199.9	260034.39	295919.25	7932.1934	309961.38	281188.66	1000.0	1000.0	851999	854.5845	854.5843	-846.72174	521.7245	3.9952261	1.6099986	50025.4001121521
214	249473.16	11407.572	267461.72	237836.44	269908.7	14049.176	289811.72	241524.78	1000.0	1000.0	855999	855.81714	855.81635	-848.0318	517.6103	4.001795	1.5677514	50264.44897079468
215	275624.12	21504.93	312547.22	258781.48	277341.06	13370.608	298759.5	248804.0	1000.0	1000.0	859999	855.422	855.4233	-847.5824	512.70276	3.9995992	1.582746	50505.80679297447
216	270357.03	19155.658	292704.44	249361.52	266081.25	22566.096	300677.3	228800.23	1000.0	1000.0	863999	856.18976	856.1902	-848.26056	504.58963	3.9998732	1.6203135	50746.583015203476
217	262722.38	19822.404	276208.34	228598.12	267074.3	18024.627	298733.88	229852.53	1000.0	1000.0	867999	857.1431	857.14594	-849.3681	505.80807	4.004443	1.5612439	50987.01785326004
218	281444.75	7283.43	291732.94	271445.22	275466.7	17525.05	301276.06	244753.58	1000.0	1000.0	871999	858.45734	858.4565	-850.832	506.24365	3.994299	1.5542368	51227.47464179993
219	273826.38	9592.936	284460.25	260382.92	281719.1	16707.09	308774.94	244583.98	1000.0	1000.0	875999	860.2301	860.2293	-852.20013	510.33844	4.00381	1.6399732	51465.17774796486
220	249585.83	37439.758	296810.06	192645.27	274531.22	23114.357	306055.9	232188.9	1000.0	1000.0	879999	861.88745	861.88806	-854.4261	512.7614	3.9983492	1.487201	51702.617220163345
221	276030.7	14352.749	292208.72	253298.72	283149.16	16749.426	309002.7	254184.06	1000.0	1000.0	883999	863.77454	863.7757	-855.9271	514.2973	4.003489	1.6081494	51939.32022023201
222	292204.22	16758.643	316053.25	270991.62	293543.34	18257.81	320853.2	248507.58	1000.0	1000.0	887999	865.6249	865.6266	-857.4527	517.1257	3.9921904	1.6739489	52174.94845914841
223	293313.88	14056.614	316751.97	280924.47	279392.84	16897.43	306871.22	238247.67	1000.0	1000.0	891999	867.6666	867.66705	-859.9969	513.12836	4.003558	1.538822	52409.92239379883
224	271895.22	13118.4375	285683.72	250593.45	289203.38	15006.585	316684.7	266516.62	1000.0	1000.0	895999	867.9938	867.9938	-859.98395	522.4046	4.0009794	1.6416442	52643.57613873482
225	287074.06	15114.6045	307698.1	267593.12	288437.44	14834.018	304739.22	256103.56	1000.0	1000.0	899999	869.68	869.6798	-861.84564	524.4086	4.002381	1.5897833	52876.29388856888
226	259189.83	12648.008	280388.2	247409.72	274537.38	23716.25	293708.47	229084.9	1000.0	1000.0	903999	871.7938	871.79474	-864.0121	517.8974	3.997025	1.5654302	53108.740893125534
227	280504.0	20603.99	310650.9	253322.67	277282.53	38893.816	324046.72	170257.67	1000.0	1000.0	907999	871.1627	871.1622	-863.35376	525.4231	4.0019298	1.5637769	53342.15404367447
228	283475.44	15957.682	310411.34	268678.56	286957.88	13856.43	311353.8	261292.17	1000.0	1000.0	911999	872.19745	872.19794	-864.1735	524.23114	3.9985888	1.6173065	53574.21633887291
229	284937.56	11108.679	302455.84	273969.12	289205.12	13500.378	321077.7	275729.6	1000.0	1000.0	915999	873.38226	873.38434	-865.55707	518.91846	3.9994562	1.5759666	53807.42122364044
230	285044.1	12423.239	304397.88	270919.88	251700.7	38716.746	299259.94	150173.05	1000.0	1000.0	919999	874.7044	874.70386	-866.9223	519.2452	4.002487	1.5599678	54040.448610305786
231	296059.53	3435.6692	300044.72	291069.28	280383.3	17727.234	311598.78	254298.36	1000.0	1000.0	923999	876.3673	876.3671	-868.1449	525.27	4.009034	1.6830091	54271.80738067627
232	281925.56	31408.293	307768.38	228547.38	294985.03	16246.409	316509.56	266647.8	1000.0	1000.0	927999	878.3978	878.39954	-870.3089	527.71564	3.9931269	1.6229763	54504.72823405266
233	283861.34	8515.613	294680.6	272088.66	288379.53	8986.586	304955.8	274358.22	1000.0	1000.0	931999	877.9275	877.9292	-869.67285	530.09393	3.9973965	1.6660193	54734.84826421738
234	284380.12	11737.362	303937.03	273050.2	290740.66	21084.318	327894.88	245113.95	1000.0	1000.0	935999	878.4026	878.40344	-870.3323	526.13214	3.9981327	1.6212872	54967.452191114426
235	279105.7	16874.549	296979.34	251479.16	270663.8	41535.37	307289.75	159993.19	1000.0	1000.0	939999	879.105	879.106	-870.8492	515.6532	3.9993286	1.6770431	55197.99480342865
236	283218.88	13648.168	301667.97	268252.94	271683.97	12307.072	292593.5	245348.66	1000.0	1000.0	943999	881.34247	881.34467	-873.14825	519.8927	4.005513	1.6589605	55428.64982223511
237	288495.4	12283.42	306229.6	273272.22	291769.44	18598.86	319510.7	261357.1	1000.0	1000.0	947999	883.56946	883.5684	-875.59973	525.3049	4.000932	1.6045537	55659.8738489151
238	283756.16	20948.023	316008.66	263469.28	264053.3	15153.229	294230.6	247005.47	1000.0	1000.0	951999	885.1172	885.1185	-877.055	529.8949	3.9960895	1.6309712	55894.283957481384
239	264643.7	20006.666	281029.5	231669.8	271019.44	18458.783	303420.66	244565.78	1000.0	1000.0	955999	886.84863	886.8499	-878.6772	532.53796	3.9988565	1.6537073	56125.011912584305
240	280826.28	10834.857	296253.6	265727.0	282964.56	12715.52	298767.78	261240.52	1000.0	1000.0	959999	888.35175	888.3535	-880.2507	530.6826	3.9958427	1.6461103	56358.73260688782
241	283572.3	23986.047	319165.97	251711.39	286734.84	24972.479	327894.47	232868.1	1000.0	1000.0	963999	889.44885	889.4514	-881.2103	537.57227	4.007898	1.6625972	56590.46163249016
242	289473.56	16949.248	307534.2	263518.75	289684.3	10312.965	306355.1	267110.72	1000.0	1000.0	967999	891.3227	891.3237	-883.0149	540.0499	4.005574	1.689076	56823.19427609444
243	265027.62	12221.3	282831.56	248870.36	286258.25	18589.145	314661.47	246356.44	1000.0	1000.0	971999	892.4457	892.446	-884.10986	546.7023	3.9929638	1.6919026	57056.23784780502
244	277030.34	34089.047	318021.6	229343.86	278071.94	39695.164	313109.78	165234.89	1000.0	1000.0	975999	892.21967	892.22	-883.841	548.4427	4.004039	1.6934426	57288.989568948746
245	272517.88	19297.334	305276.7	255643.81	277947.47	12261.804	291142.5	248687.66	1000.0	1000.0	979999	893.5372	893.5394	-885.2006	537.5854	3.9995208	1.685573	57521.94101071358
246	259014.64	23585.324	282227.8	228071.81	284841.75	17697.705	310047.84	256850.25	1000.0	1000.0	983999	893.9344	893.9348	-886.0105	535.932	4.000067	1.5753146	57754.84178876877
247	288549.12	7206.842	300938.0	283034.94	287922.9	26045.232	318300.97	218665.7	1000.0	1000.0	987999	895.3159	895.31854	-886.7264	539.4763	3.9979098	1.7428726	57985.79917740822
248	286692.78	38983.867	320234.5	222607.45	290780.16	7777.62	297609.84	277052.94	1000.0	1000.0	991999	895.6796	895.68024	-887.7406	528.38556	3.9952066	1.5882461	58219.96410036087
249	286772.56	9001.04	295658.56	272747.5	286339.53	23541.227	316741.78	231476.55	1000.0	1000.0	995999	897.5806	897.5814	-889.56433	534.1695	4.0053415	1.606645	58452.527649879456
250	278636.97	20492.916	294743.72	244106.97	288433.56	10639.668	306805.75	271658.56	1000.0	1000.0	999999	897.31647	897.3203	-888.98694	538.1337	3.9923773	1.6744394	58685.17519402504
251	272962.7	16957.785	292756.1	254051.56	302134.9	12774.013	322043.75	278169.12	1000.0	1000.0	1003999	898.32446	898.3247	-890.30566	533.7562	4.0069094	1.5908214	58916.48185443878
252	275181.1	6408.906	280623.38	264822.75	277930.2	13178.283	298010.1	250457.52	1000.0	1000.0	1007999	899.988	899.98785	-891.93225	530.42126	4.00162	1.5850916	59147.14092755318
253	278929.97	16904.463	306613.97	260754.17	268421.06	18822.543	295886.78	246720.0	1000.0	1000.0	1011999	901.07294	901.07697	-892.6782	535.0874	3.9950142	1.6597905	59380.16704893112
254	265636.8	25392.668	291067.06	234590.33	284352.12	11071.698	299017.9	265456.62	1000.0	1000.0	1015999	901.3468	901.3464	-893.17175	534.20013	4.0043797	1.6027566	59613.049285411835
255	282328.38	4085.0042	286642.47	276153.44	267640.44	47076.543	309044.94	135871.8	1000.0	1000.0	1019999	903.94366	903.94574	-895.4013	542.4825	4.001482	1.686261	59846.511737823486
256	292519.94	6676.1416	303253.72	284918.44	295294.44	12844.163	311850.75	275522.06	1000.0	1000.0	1023999	905.241	905.2404	-896.9798	553.07587	3.998976	1.6032091	60078.22111082077
257	274487.53	25416.99	308033.16	237178.83	291532.25	16175.703	318696.94	260962.58	1000.0	1000.0	1027999	907.74713	907.75085	-898.773	556.94324	4.0008855	1.7844411	60312.449068784714
258	288251.7	11670.721	297777.4	268358.75	302371.44	15414.448	326566.62	271237.6	1000.0	1000.0	1031999	909.8435	909.8424	-901.4942	564.5693	3.9953911	1.6320403	60546.08270382881
259	288320.75	7170.6094	299205.22	279071.3	295704.44	15367.267	324048.16	268300.75	1000.0	1000.0	1035999	913.61334	913.61383	-904.8247	566.6715	4.002098	1.7335196	60779.82206988335
260	302905.47	16265.174	322980.75	278717.9	291587.8	19213.232	320189.66	252655.83	1000.0	1000.0	1039999	914.7595	914.7631	-906.26276	559.1843	4.004512	1.6302946	61013.76566553116
261	282519.12	9357.336	291154.2	266710.06	259765.8	35241.82	290489.16	161159.31	1000.0	1000.0	1043999	915.42975	915.4303	-906.635	558.478	3.9888813	1.7167975	61249.92419934273
262	272392.94	27910.611	314197.22	235660.25	284982.28	14080.228	304640.38	251049.34	1000.0	1000.0	1047999	917.5584	917.55786	-908.7679	558.34033	4.0055156	1.7018467	61484.4174118042
263	285734.38	15470.055	308558.66	265293.84	282952.75	16869.81	309753.62	260155.73	1000.0	1000.0	1051999	919.63574	919.6369	-910.7812	563.26117	3.9998221	1.7168226	61719.760724544525
264	293315.16	19223.076	322046.28	270964.88	291976.06	12942.825	314147.1	276065.97	1000.0	1000.0	1055999	921.9917	921.9917	-913.0859	565.6398	3.9996934	1.7275017	61956.11365556717
265	296500.03	23622.312	319284.53	258131.38	293111.0	8601.348	309013.3	281697.4	1000.0	1000.0	1059999	924.71606	924.71954	-915.7855	561.4625	4.000086	1.7169261	62191.990176439285
266	250031.06	55713.723	305845.7	157452.45	287381.78	12907.051	299621.25	258234.83	1000.0	1000.0	1063999	925.9199	925.9184	-917.01215	559.4525	3.9984224	1.7217913	62427.68647956848
267	299405.0	8600.001	309248.62	289009.53	281772.28	13612.077	302914.8	262550.1	1000.0	1000.0	1067999	927.51337	927.5149	-918.79535	562.64026	4.0004053	1.6605018	62662.807487010956
268	290162.9	7414.7007	299909.75	279637.53	294741.44	14318.711	313138.78	272354.44	1000.0	1000.0	1071999	929.1796	929.1809	-920.0815	566.111	4.0057573	1.7582643	62900.15776491165
269	299535.12	12529.723	318388.97	285251.66	280679.7	13209.863	299722.44	260162.58	1000.0	1000.0	1075999	931.26794	931.2669	-922.2654	570.82477	3.9939604	1.7310145	63136.82680726051
270	302990.78	6616.6646	309417.47	294097.7	287452.06	15581.493	310892.7	255250.33	1000.0	1000.0	1079999	933.32184	933.3257	-924.3682	570.1829	4.0027966	1.7031993	63375.15337872505
271	285301.94	13533.02	305365.4	267266.72	292731.53	10333.899	313970.2	281843.16	1000.0	1000.0	1083999	934.5064	934.50665	-925.23505	571.9423	3.99951	1.7735544	63612.08054065704
272	315870.12	7950.236	324656.44	303290.3	291809.94	15325.868	312042.2	267947.44	1000.0	1000.0	1087999	935.10266	935.1009	-926.02826	575.1453	3.9995508	1.723462	63848.46811580658
273	304160.6	7423.6973	312224.1	294488.25	301949.2	21904.01	322000.2	244011.88	1000.0	1000.0	1091999	936.85815	936.86	-927.5614	573.31067	4.0039387	1.7795583	64088.297738075256
274	304419.12	7395.5024	314880.75	294226.3	295351.3	13083.138	321173.34	272143.53	1000.0	1000.0	1095999	940.2511	940.252	-931.24225	565.82477	3.9988499	1.7243243	64328.288224220276
275	278687.84	15160.176	299674.25	261965.02	295002.2	19432.033	316844.47	251284.81	1000.0	1000.0	1099999	944.1419	944.1432	-935.4057	566.5007	3.9936812	1.6437786	64568.53010416031
276	297342.94	12195.877	314886.75	281411.06	295013.34	17862.559	318781.97	262081.31	1000.0	1000.0	1103999	945.99817	945.9974	-936.39874	566.79126	4.0064883	1.8515751	64807.12725353241
277	298224.62	12522.603	309652.5	278011.8	297581.0	15686.424	314473.53	259406.45	1000.0	1000.0	1107999	949.2	949.201	-940.1319	572.2606	3.9974585	1.715717	65047.249168395996
278	299279.16	20959.355	325456.1	271763.06	288679.8	31094.785	323160.44	204924.64	1000.0	1000.0	1111999	952.1008	952.1028	-942.87286	579.5216	3.9936304	1.744635	65287.360305309296
279	293465.62	13671.07	310985.44	277415.0	283484.06	23957.662	305676.94	239761.4	1000.0	1000.0	1115999	954.09235	954.0944	-944.68115	572.80774	4.002963	1.7838223	65526.44752430916
280	297511.97	11710.128	316079.16	285079.53	289946.34	16373.592	320900.53	272399.1	1000.0	1000.0	1119999	955.95416	955.9554	-946.7019	578.45734	3.9989717	1.7491828	65766.20997357368
281	285884.12	30830.21	321146.28	245634.88	299697.38	12523.8545	315346.4	272538.75	1000.0	1000.0	1123999	957.9924	957.99194	-948.86725	569.55334	3.9986825	1.7115344	66006.16914629936
282	296978.78	23736.678	317236.03	256547.06	301034.22	13827.03	325828.3	278218.16	1000.0	1000.0	1127999	961.2426	961.2425	-952.0955	565.3865	4.001609	1.7113428	66243.37810277939
283	285013.66	17754.729	314069.8	269494.56	287073.28	19006.299	309457.03	237570.31	1000.0	1000.0	1131999	962.792	962.79614	-953.53723	569.70905	4.00434	1.7377857	66478.28900527954
284	309178.25	8650.488	322452.62	300948.56	296517.9	24117.24	319401.1	253127.62	1000.0	1000.0	1135999	965.92633	965.9236	-956.6454	567.68774	3.9966822	1.7427838	66714.2265868187
