Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	Q1Vals	Q2Vals	LossPi	LossQ	mmd_entropy	alpha	Time
285	299749.06	3337.394	303004.94	295026.38	302187.75	16930.457	323822.3	275299.03	1000.0	1000.0	1139999	967.2358	967.2374	-957.8875	561.85	4.002846	1.747102	66950.19232273102
286	294139.8	22675.379	320056.94	259596.34	308263.84	14322.457	328834.53	288768.84	1000.0	1000.0	1143999	969.37305	969.3744	-959.84534	548.9485	3.9967353	1.7901456	67184.22400569916
287	306197.72	5850.65	314179.94	299058.1	288063.34	25527.588	319472.6	240340.19	1000.0	1000.0	1147999	973.3625	973.363	-964.26984	558.15314	4.002187	1.6938689	67416.31708526611
288	309397.12	5879.275	318868.25	302802.97	276867.44	44105.63	334269.16	190573.3	1000.0	1000.0	1151999	974.95374	974.9548	-965.84235	576.8398	3.999754	1.6735615	67646.87967395782
289	292397.1	6062.2603	301059.44	285692.16	302099.4	16394.44	318655.9	275067.97	1000.0	1000.0	1155999	976.9744	976.9761	-967.4642	579.8185	3.9980853	1.7851338	67877.33569860458
290	293306.94	7440.7485	303643.84	282714.2	304846.72	14172.719	320617.6	273523.47	1000.0	1000.0	1159999	978.97296	978.97345	-969.4754	575.6648	3.9998937	1.7544014	68108.81371998787
291	297934.62	11839.687	308933.75	278027.12	303569.3	16361.507	323833.06	268301.75	1000.0	1000.0	1163999	980.12537	980.1269	-970.82965	575.08966	3.998021	1.7073972	68341.91021943092
292	311809.1	11288.026	323950.25	293321.38	297314.56	28669.7	330395.0	221880.11	1000.0	1000.0	1167999	980.6746	980.674	-971.3691	574.1415	4.005753	1.7005088	68572.4155933857
293	302638.44	8814.397	312095.38	293581.53	294169.16	24029.934	316191.0	245826.25	1000.0	1000.0	1171999	982.83685	982.8383	-973.25934	570.86176	3.9886348	1.7965356	68803.11088609695
294	296784.2	19826.828	327447.38	278382.97	302681.1	12617.151	317423.8	278423.72	1000.0	1000.0	1175999	985.75977	985.76	-976.5735	570.1291	4.0069323	1.6771951	69035.50863838196
295	299945.88	11330.221	312195.66	286277.4	304122.53	16749.014	330102.2	280645.94	1000.0	1000.0	1179999	989.3426	989.3448	-980.09686	580.65564	3.9966655	1.7045786	69267.94385361671
296	299058.1	31817.7	327665.47	245398.47	311660.6	11014.855	332373.9	297287.3	1000.0	1000.0	1183999	991.45605	991.4562	-982.2484	566.20026	4.0098844	1.6851122	69499.39149522781
297	288998.8	18678.32	312018.62	261464.36	303093.94	20581.66	329778.94	267777.28	1000.0	1000.0	1187999	994.7683	994.7683	-985.46234	568.0507	3.9936986	1.7197014	69729.51927685738
298	298179.25	12237.537	317222.0	283383.5	303064.97	10205.662	320491.25	286500.6	1000.0	1000.0	1191999	998.1135	998.1143	-988.80774	575.4376	3.9990551	1.7052699	69961.03610754013
299	299966.94	4772.111	308195.38	296577.97	289579.8	30806.123	319892.3	214861.47	1000.0	1000.0	1195999	999.046	999.0471	-989.331	578.3307	4.0012884	1.8037728	70191.22201323509
300	308892.16	10474.277	323044.72	293591.03	310704.7	12765.137	334783.9	295090.72	1000.0	1000.0	1199999	1001.64795	1001.6494	-992.358	573.1651	3.9961407	1.6932592	70421.65431213379
301	305961.2	9325.286	313860.7	290876.3	302839.12	11743.089	319841.9	282403.38	1000.0	1000.0	1203999	1002.75934	1002.759	-993.5605	571.95135	4.002464	1.6759856	70654.80474972725
302	296615.03	13614.933	315414.62	280585.72	301590.56	12331.057	317025.2	275810.72	1000.0	1000.0	1207999	1006.3206	1006.3213	-996.7065	567.91125	4.0033727	1.7709693	70888.72565102577
303	291262.16	15204.565	314186.84	276719.7	291560.1	25432.455	321516.38	249307.05	1000.0	1000.0	1211999	1007.9449	1007.94653	-998.24445	576.2779	3.993118	1.7933247	71125.8429441452
304	303949.06	18979.707	335666.5	286257.78	302096.3	12598.549	325021.94	280832.1	1000.0	1000.0	1215999	1010.05835	1010.05835	-1000.1462	583.6054	4.0070176	1.835825	71358.30007505417
305	308328.7	10056.9375	323945.7	296927.53	299852.3	14823.442	319450.28	273908.94	1000.0	1000.0	1219999	1011.5559	1011.5572	-1001.9678	583.6859	3.996097	1.741792	71589.87164282799
306	315708.1	13083.919	327514.1	294433.6	304387.3	11704.852	320323.25	280886.34	1000.0	1000.0	1223999	1013.04047	1013.0425	-1003.7264	574.0859	4.009721	1.6700556	71821.05378985405
307	306399.12	12061.718	323523.6	293043.97	310887.56	12626.069	339954.56	294756.47	1000.0	1000.0	1227999	1015.3434	1015.3456	-1005.86145	576.8152	3.9941115	1.7201806	72052.76479434967
308	308764.0	6687.202	315117.84	298475.12	311563.5	8385.693	323101.44	299743.38	1000.0	1000.0	1231999	1016.8022	1016.80286	-1007.1035	580.0396	3.996257	1.7748839	72286.78868627548
309	301347.8	19755.016	328977.56	275338.7	314481.1	15371.643	339201.84	289368.12	1000.0	1000.0	1235999	1019.2049	1019.2054	-1009.8956	573.0348	3.99227	1.680819	72519.58256411552
310	291831.0	10480.115	306473.44	276898.62	304509.7	20930.559	329131.03	261285.28	1000.0	1000.0	1239999	1022.80743	1022.80927	-1012.93585	581.64886	4.007475	1.8210727	72754.26203393936
311	315368.16	6751.2256	322935.78	306270.0	301000.75	17823.014	323947.62	269112.38	1000.0	1000.0	1243999	1025.1702	1025.1703	-1015.56055	576.79364	3.99319	1.7368823	72985.10300827026
312	290801.2	12677.321	301196.6	269229.56	304832.3	9756.909	314594.0	285626.12	1000.0	1000.0	1247999	1027.522	1027.5209	-1017.78326	577.505	4.0070543	1.7689131	73216.32785344124
313	292877.03	10852.215	305317.4	275551.16	313749.6	8910.224	325679.4	298066.78	1000.0	1000.0	1251999	1027.9226	1027.9219	-1017.89294	585.8446	3.9957323	1.845651	73449.55088853836
314	307594.9	10379.281	321624.2	293102.97	318711.06	6444.356	329495.94	306008.03	1000.0	1000.0	1255999	1030.4746	1030.4767	-1020.7834	584.8067	4.002445	1.7485578	73683.40721917152
315	302204.66	15964.099	317494.38	280364.7	306921.38	23072.047	342706.22	256271.2	1000.0	1000.0	1259999	1031.2749	1031.2782	-1021.6456	577.19336	3.995124	1.7233899	73916.1112780571
316	294184.44	23734.557	323744.72	260766.56	306999.06	17559.969	325425.7	275191.84	1000.0	1000.0	1263999	1032.7762	1032.7726	-1022.6993	576.6675	4.0055966	1.8476806	74151.3103017807
317	299908.12	15959.593	325376.5	281558.56	315230.2	8086.5845	324518.97	299164.22	1000.0	1000.0	1267999	1033.3019	1033.302	-1023.26263	570.8168	3.9959345	1.8251909	74384.4319472313
318	310294.62	9117.539	321341.3	300487.34	315793.28	17074.125	334170.7	281402.0	1000.0	1000.0	1271999	1035.1309	1035.1332	-1025.2373	569.987	4.004372	1.7990626	74617.20935368538
319	309209.7	18949.244	323737.75	276852.56	310674.0	17610.38	346593.56	287839.56	1000.0	1000.0	1275999	1037.492	1037.4929	-1027.6035	566.2582	3.9944487	1.8021067	74849.37505865097
320	310572.2	10016.951	320262.7	295911.47	314944.56	25990.953	336751.66	247374.7	1000.0	1000.0	1279999	1039.2942	1039.296	-1029.3544	568.6565	4.008819	1.8046802	75084.58744454384
321	325387.4	7566.202	337914.47	318047.5	310515.9	15050.063	331730.25	280681.1	1000.0	1000.0	1283999	1041.1289	1041.1299	-1030.9841	581.31274	3.996449	1.8563049	75316.10261487961
322	313437.25	10584.821	325840.78	296615.56	312506.28	13894.189	338279.3	280045.88	1000.0	1000.0	1287999	1043.1173	1043.1184	-1033.1399	572.1805	3.998876	1.811754	75547.58914446831
323	317316.7	8370.611	326926.06	307610.2	304835.7	18954.66	327616.38	262325.94	1000.0	1000.0	1291999	1046.436	1046.4376	-1036.828	566.0374	4.0021963	1.7379054	75780.15370559692
324	304328.84	2814.8154	307847.03	300733.4	310123.7	17703.984	334654.7	266511.9	1000.0	1000.0	1295999	1048.454	1048.4564	-1038.6134	566.45	4.000101	1.781824	76011.88204240799
325	303855.38	4638.0537	311870.47	300794.88	310886.78	17531.066	331746.4	273626.16	1000.0	1000.0	1299999	1049.801	1049.7998	-1040.2365	567.6869	3.99916	1.6985772	76242.7658777237
326	289289.72	11995.652	301784.12	269859.47	309110.2	12333.225	327690.9	288704.97	1000.0	1000.0	1303999	1052.3804	1052.382	-1042.8778	572.4957	3.9984117	1.6932915	76475.3992357254
327	304595.4	3309.997	309351.38	300046.66	305576.78	10751.691	321751.28	290183.94	1000.0	1000.0	1307999	1055.2875	1055.2904	-1045.6888	574.07166	3.9989736	1.73484	76706.37968826294
328	316346.7	17749.309	330754.72	286012.94	309177.38	10251.788	326195.72	292512.4	1000.0	1000.0	1311999	1059.1567	1059.1587	-1049.245	577.29785	4.001788	1.7952317	76938.5240213871
329	314511.5	13365.491	333014.2	301598.06	310186.9	17245.371	330882.38	278986.6	1000.0	1000.0	1315999	1060.795	1060.7949	-1050.2781	578.7986	3.996392	1.9342173	77170.33579826355
330	315304.66	16482.479	337873.88	291754.5	313582.6	12285.066	335681.56	296608.72	1000.0	1000.0	1319999	1061.49	1061.492	-1051.6672	573.29315	4.0008793	1.7555996	77402.79464173317
331	315331.56	15256.985	330011.16	292786.66	318085.06	14105.015	336733.53	285526.1	1000.0	1000.0	1323999	1062.9296	1062.9291	-1052.7767	579.4907	3.9952235	1.8499134	77635.31685471535
332	291652.94	28279.73	314038.88	243943.94	306143.44	16396.635	325952.66	276835.1	1000.0	1000.0	1327999	1066.154	1066.1564	-1056.3425	571.4765	4.0034776	1.7656574	77868.2981197834
333	321424.7	10611.055	336743.6	306830.06	312422.56	16239.175	333997.66	278770.9	1000.0	1000.0	1331999	1067.5211	1067.522	-1057.9249	565.5235	3.9950101	1.6868865	78102.0649971962
334	313317.16	20047.31	339548.66	283765.72	301299.3	19128.52	326169.62	271822.97	1000.0	1000.0	1335999	1069.3503	1069.3513	-1059.6687	570.2073	4.0074787	1.717083	78335.66582417488
335	311253.22	10138.965	325439.88	297315.72	313484.5	14015.874	334605.88	278884.7	1000.0	1000.0	1339999	1070.7424	1070.7433	-1060.5831	572.5524	3.998945	1.8466061	78569.11339116096
336	312785.22	10169.385	323596.9	298939.66	318263.2	8727.607	330205.94	299187.75	1000.0	1000.0	1343999	1073.376	1073.3763	-1063.5212	568.7372	4.0017223	1.7675934	78805.29533863068
337	319229.75	6659.7324	325630.5	309551.5	315622.9	8137.082	327491.25	300244.7	1000.0	1000.0	1347999	1074.3307	1074.3348	-1064.1857	575.1608	3.9985263	1.8260677	79038.41228675842
338	311718.88	13991.256	331567.62	292478.12	313790.78	18019.785	336377.1	274887.62	1000.0	1000.0	1351999	1075.1552	1075.1527	-1065.1865	571.6473	4.004826	1.7784784	79272.154027462
339	322675.53	20224.373	345643.1	293535.5	303946.72	17419.531	330027.9	271041.3	1000.0	1000.0	1355999	1076.4509	1076.4564	-1066.1722	572.6052	3.9931781	1.8573357	79507.132168293
340	314446.06	17114.531	327514.06	285465.8	313455.97	17744.518	337041.75	286782.7	1000.0	1000.0	1359999	1078.2417	1078.2402	-1068.3129	562.3274	4.005475	1.7585984	79743.95035457611
341	305964.53	18982.361	329194.22	279118.44	310984.56	23031.73	340986.22	251656.78	1000.0	1000.0	1363999	1079.2351	1079.235	-1069.0966	561.7079	3.9979463	1.8426616	79980.0659711361
342	317814.94	9684.775	333565.25	309308.22	306829.38	16667.691	334650.53	278084.2	1000.0	1000.0	1367999	1082.9906	1082.9916	-1072.7064	560.0267	4.0006356	1.8814794	80217.04423904419
343	307536.84	6068.7285	317940.66	302656.9	316279.16	21747.455	341513.9	263708.97	1000.0	1000.0	1371999	1086.2369	1086.2407	-1076.1768	555.3544	3.9981549	1.8250737	80455.46977519989
344	313601.56	10852.166	320988.62	294880.38	310530.88	28492.89	343073.06	236659.03	1000.0	1000.0	1375999	1088.8467	1088.8453	-1079.2937	554.3465	3.9993157	1.6951029	80694.21915888786
345	315689.6	10596.576	330360.16	300401.3	318019.94	18832.316	343339.4	272850.03	1000.0	1000.0	1379999	1090.039	1090.0396	-1080.5623	546.80475	4.0011067	1.6642687	80931.41850781441
346	296852.5	19207.832	329766.38	282473.47	316365.66	23320.281	340438.4	253928.38	1000.0	1000.0	1383999	1092.9347	1092.9382	-1082.8969	552.15076	3.999364	1.8107731	81170.17991638184
347	301551.84	29450.432	331878.5	271948.16	313571.28	18328.154	333565.28	275453.5	1000.0	1000.0	1387999	1094.7368	1094.7362	-1084.8514	549.0205	4.0045543	1.7656343	81411.25562238693
348	303529.66	24791.393	333597.53	269281.1	295377.44	16685.033	312783.88	258699.2	1000.0	1000.0	1391999	1096.1971	1096.1982	-1085.8292	548.8856	4.0001326	1.895642	81651.99127364159
349	294380.66	25799.574	318526.2	252096.25	317142.3	8536.932	330958.28	304426.78	1000.0	1000.0	1395999	1098.23	1098.2311	-1088.791	553.01337	3.9925623	1.6498623	81892.08267831802
350	311201.12	21849.459	339046.34	277994.94	305686.7	16068.908	329595.9	279698.38	1000.0	1000.0	1399999	1099.4948	1099.4977	-1089.6082	556.481	4.0013733	1.764099	82131.24597454071
351	317415.25	7140.064	324884.0	306481.03	313997.97	13683.606	328991.88	277146.9	1000.0	1000.0	1403999	1101.3237	1101.3245	-1091.2251	556.6376	4.005291	1.8258923	82369.23021388054
352	314313.1	15438.433	331889.84	297787.66	312265.2	21532.35	343809.66	278081.28	1000.0	1000.0	1407999	1103.8604	1103.8622	-1093.7706	558.3266	3.992182	1.8237724	82607.12446641922
353	323380.7	488.0516	324134.44	322803.8	303992.97	20738.945	333364.72	260837.11	1000.0	1000.0	1411999	1105.1971	1105.1996	-1095.5527	553.05914	4.0033717	1.7082996	82843.03855395317
354	313339.4	19339.582	331319.3	280708.4	316804.78	11956.811	336473.4	297607.16	1000.0	1000.0	1415999	1107.1188	1107.1176	-1097.157	562.33167	3.9937782	1.7772416	83078.62885379791
355	268570.84	55029.656	304911.9	173430.28	315828.9	16598.951	339058.84	284307.8	1000.0	1000.0	1419999	1108.3318	1108.3334	-1098.0017	559.66174	4.0084314	1.8665265	83314.06894755363
356	314315.38	13762.774	338012.53	305083.0	316700.8	17493.383	334630.62	272799.03	1000.0	1000.0	1423999	1109.835	1109.838	-1099.9135	553.08136	3.9990273	1.782104	83548.43676757812
357	317491.56	15032.202	328220.34	291554.72	318191.75	20219.223	342135.38	285593.6	1000.0	1000.0	1427999	1110.2607	1110.2596	-1100.2313	559.8459	3.9915218	1.7836205	83781.98410797119
358	301883.2	20906.93	327204.22	272215.78	321853.2	10950.555	334098.94	301518.5	1000.0	1000.0	1431999	1112.6123	1112.613	-1102.4728	557.01917	4.0057044	1.8210418	84011.20194005966
359	314152.94	6462.219	324436.0	306778.03	319177.44	16072.102	335025.44	285851.94	1000.0	1000.0	1435999	1114.3872	1114.3896	-1104.3208	562.803	4.002302	1.8010719	84241.66803216934
360	322021.06	9571.075	334441.9	308617.06	315375.44	15220.96	336964.22	291217.78	1000.0	1000.0	1439999	1116.4515	1116.4528	-1106.3168	563.9714	4.005045	1.8186206	84474.65492486954
361	318478.0	13092.629	339343.62	306349.62	317825.66	12593.464	333552.38	291949.97	1000.0	1000.0	1443999	1117.4799	1117.48	-1107.2665	549.2395	3.9936333	1.8293394	84706.93837928772
362	293071.94	30725.994	324820.56	246414.12	327395.66	8099.534	335932.53	309744.84	1000.0	1000.0	1447999	1119.8054	1119.8065	-1109.4648	537.07776	4.0012765	1.8810173	84939.41365385056
363	300835.38	13384.868	315725.22	280019.12	307814.53	16751.496	331876.12	279982.38	1000.0	1000.0	1451999	1122.7058	1122.7086	-1112.934	529.4712	3.9982169	1.7372298	85170.567497015
364	324653.38	9433.188	336505.0	313712.0	322492.25	8474.772	335561.28	302415.47	1000.0	1000.0	1455999	1125.0868	1125.087	-1115.3934	526.13074	4.002389	1.7229536	85403.25651931763
365	310986.03	17482.18	338770.4	290850.44	317901.5	16344.727	338282.88	287084.72	1000.0	1000.0	1459999	1128.1316	1128.1348	-1117.8937	534.8254	4.0004272	1.8617948	85635.07337594032
366	325912.34	5290.114	334206.5	319905.47	321660.4	13053.585	345312.6	301886.4	1000.0	1000.0	1463999	1129.7925	1129.7922	-1119.7175	541.5446	3.9961398	1.8008689	85866.33837795258
367	319195.88	26161.139	346528.8	276021.97	315962.06	17662.576	336418.62	274603.66	1000.0	1000.0	1467999	1131.7235	1131.7245	-1121.577	544.5464	3.9945562	1.8073372	86097.40257883072
368	325579.16	11410.461	339299.28	309097.47	315607.2	22741.541	334814.62	269760.34	1000.0	1000.0	1471999	1132.5436	1132.5443	-1122.8977	536.415	4.004302	1.6931072	86329.4857301712
369	329210.97	7322.6167	337792.66	318750.47	317370.03	16871.863	340428.94	290000.75	1000.0	1000.0	1475999	1134.4862	1134.4873	-1124.2643	531.58765	4.00454	1.8277996	86560.64477777481
370	324117.56	9186.154	338530.56	315096.5	318029.94	13220.997	337509.1	290383.72	1000.0	1000.0	1479999	1136.9244	1136.9252	-1127.4451	535.4888	3.9961116	1.6387979	86790.49837303162
371	312262.34	17501.791	334937.22	293900.88	315505.38	20383.496	337101.4	265960.28	1000.0	1000.0	1483999	1137.4398	1137.4419	-1127.1759	535.0305	4.004472	1.8385006	87022.53916168213
372	317735.34	12174.587	331270.3	298695.53	323622.44	14948.79	343574.75	290278.8	1000.0	1000.0	1487999	1138.9459	1138.9481	-1129.2357	533.17096	3.994414	1.7084984	87254.01661205292
373	326919.88	7364.1377	336461.88	319245.5	313822.22	16399.65	335810.28	287489.34	1000.0	1000.0	1491999	1142.4943	1142.4949	-1132.4625	530.17	3.9936287	1.8057463	87483.66666817665
374	336159.34	9640.719	347155.22	322031.25	322553.7	9539.347	339506.28	311388.22	1000.0	1000.0	1495999	1145.3424	1145.344	-1135.9264	529.6884	4.0028524	1.6446748	87714.95206618309
375	310360.94	22272.387	332205.0	274673.38	319220.44	19988.443	356311.47	287329.94	1000.0	1000.0	1499999	1146.9159	1146.9152	-1136.7383	531.89935	3.9995916	1.8321158	87946.02308988571
376	311482.0	31075.438	342416.53	267562.88	314126.2	17368.35	333442.22	268355.0	1000.0	1000.0	1503999	1149.6178	1149.6196	-1139.6782	529.27673	4.000515	1.7890222	88178.83486652374
377	318622.5	14246.085	336233.8	296560.38	310967.47	16438.416	327983.78	277167.5	1000.0	1000.0	1507999	1152.9243	1152.9265	-1142.9814	533.4807	4.0012016	1.783843	88410.17112588882
378	315705.03	9502.217	327067.97	305755.06	322776.6	22840.703	345316.53	270431.25	1000.0	1000.0	1511999	1154.1356	1154.1355	-1144.1509	525.7636	4.0004306	1.7959726	88641.84456062317
379	323008.38	5226.347	331551.8	317811.72	330054.1	16261.683	344149.03	284818.03	1000.0	1000.0	1515999	1156.561	1156.5612	-1146.6685	513.58386	4.002974	1.7703953	88873.59863328934
380	327618.2	19467.996	344823.94	295095.9	331969.44	12314.831	351218.75	303651.88	1000.0	1000.0	1519999	1158.1351	1158.1365	-1148.0071	508.55844	3.997157	1.8186185	89104.22920966148
381	315414.88	10760.983	333262.22	304577.72	325808.28	11590.257	342452.03	298439.2	1000.0	1000.0	1523999	1159.2151	1159.2139	-1149.4867	521.3845	3.9984295	1.7120689	89337.82155823708
382	320792.62	18475.914	340515.06	295474.1	323747.84	11990.776	340522.06	301739.8	1000.0	1000.0	1527999	1161.542	1161.5424	-1151.5719	534.2551	4.002274	1.776363	89569.44972252846
383	327191.5	8744.587	337417.28	317406.16	326312.1	19303.2	343623.75	273193.22	1000.0	1000.0	1531999	1163.5183	1163.5194	-1153.5048	529.9969	3.9993467	1.7951863	89802.886323452
384	321971.78	14994.28	347730.4	310265.66	332361.9	12864.076	347442.0	309539.5	1000.0	1000.0	1535999	1166.1885	1166.1897	-1156.0249	516.1532	4.002242	1.8354385	90034.22455739975
385	336404.75	1983.3855	338800.6	333722.4	334599.34	13909.0625	352188.3	313707.53	1000.0	1000.0	1539999	1167.4344	1167.4349	-1157.431	518.7555	3.992708	1.7799243	90266.64558935165
386	321844.56	19136.98	341372.94	291003.97	304105.56	57968.64	346980.25	135438.22	1000.0	1000.0	1543999	1168.7805	1168.7804	-1158.9512	515.4888	4.001643	1.7424839	90500.18634104729
387	311098.4	5003.6694	318716.22	305928.34	319008.94	15251.04	342776.78	300383.53	1000.0	1000.0	1547999	1170.8629	1170.864	-1160.9382	513.5342	4.007484	1.7686831	90733.92039322853
388	320890.28	6937.445	330820.72	313090.03	321523.22	21472.854	344100.2	281950.4	1000.0	1000.0	1551999	1172.8175	1172.8171	-1162.3146	513.65424	3.9982684	1.9093045	90966.76700282097
389	328540.12	2636.4949	331050.47	324385.6	328868.22	13885.422	353225.0	305444.25	1000.0	1000.0	1555999	1174.0658	1174.0648	-1163.957	507.66107	4.000872	1.824273	91199.4571287632
390	324955.75	9287.011	334555.66	310707.7	332325.56	7331.7847	345390.66	318759.34	1000.0	1000.0	1559999	1175.3367	1175.3385	-1165.2079	514.41296	3.999351	1.821652	91434.32849693298
391	310146.97	22711.047	333071.56	274946.34	322245.84	18312.643	345902.44	282851.03	1000.0	1000.0	1563999	1178.4943	1178.4937	-1168.6646	513.05414	3.997898	1.7627314	91668.8153719902
392	330209.66	6587.824	337681.78	323085.8	334382.7	7745.466	346708.75	320361.66	1000.0	1000.0	1567999	1180.2352	1180.2362	-1170.2535	506.11682	4.0001616	1.7912154	91902.72185826302
393	330732.7	5210.4854	335744.3	323144.56	324717.3	16756.67	341618.3	290650.72	1000.0	1000.0	1571999	1182.5134	1182.513	-1172.9502	506.1718	4.0000415	1.671098	92135.28715157509
394	302714.03	23584.229	340691.28	280498.6	340223.34	9690.962	354296.56	323779.47	1000.0	1000.0	1575999	1184.2782	1184.277	-1174.0691	506.22812	4.0072174	1.8391572	92369.39058542252
395	328689.78	12988.623	340842.5	307277.0	331985.9	24014.768	359330.0	277656.94	1000.0	1000.0	1579999	1185.2977	1185.3021	-1175.4227	515.98267	3.9954412	1.7562515	92602.60657429695
396	314727.2	6642.5522	325680.75	307972.78	309086.06	50393.82	345853.06	161431.73	1000.0	1000.0	1583999	1187.6353	1187.6345	-1177.3688	510.2361	3.9946072	1.8593392	92835.01558685303
397	321850.44	9810.914	338263.62	313436.2	326972.1	12707.201	348214.7	308353.0	1000.0	1000.0	1587999	1189.5143	1189.5154	-1179.6864	514.0824	4.0011964	1.7482946	93067.8603284359
398	323668.97	11832.551	343507.44	312291.1	323458.75	18068.748	342155.75	291501.25	1000.0	1000.0	1591999	1191.4551	1191.4545	-1181.3922	513.9806	4.001866	1.8093584	93301.89706015587
399	317328.94	16318.317	331085.94	289599.47	330601.88	7586.91	340289.25	318343.16	1000.0	1000.0	1595999	1192.4725	1192.4727	-1182.2292	508.1051	3.9976993	1.8402324	93535.9136338234
400	323565.75	10520.175	332841.66	305687.03	328037.2	8221.4375	339270.8	313855.22	1000.0	1000.0	1599999	1194.3917	1194.3925	-1184.5012	497.7225	4.0028934	1.768171	93770.43053746223
401	328211.7	8693.747	343197.12	321971.72	326939.7	11653.298	337187.78	300543.3	1000.0	1000.0	1603999	1196.2311	1196.2318	-1185.8796	498.34216	4.0002403	1.8908082	94005.81910419464
402	322208.94	11276.031	334031.28	309290.12	326149.47	18138.785	346009.7	283297.38	1000.0	1000.0	1607999	1198.7261	1198.7267	-1188.898	501.7271	4.0036645	1.7531438	94239.2838935852
403	284139.03	70391.19	337906.28	163149.3	336654.22	6942.6997	346299.5	326388.53	1000.0	1000.0	1611999	1200.0874	1200.0881	-1189.8684	498.5865	4.00082	1.8459477	94472.7071621418
404	310221.9	26525.158	327846.22	264370.72	323068.7	13782.513	345511.34	301687.03	1000.0	1000.0	1615999	1201.4573	1201.4595	-1191.2214	502.80493	3.9905856	1.858507	94706.37842917442
405	328515.5	15738.041	348739.88	306852.94	329585.34	20929.236	356865.4	282281.3	1000.0	1000.0	1619999	1204.594	1204.5938	-1194.2805	510.6967	4.0020895	1.891115	94938.89898896217
406	327954.25	13892.307	345345.44	312585.56	327841.06	14002.035	349479.88	294028.8	1000.0	1000.0	1623999	1206.7502	1206.7502	-1196.956	503.9883	4.0044107	1.748199	95173.21841454506
407	326169.88	7207.434	333895.06	314478.6	325857.03	18595.832	346329.4	292912.44	1000.0	1000.0	1627999	1207.8174	1207.8195	-1197.5779	501.19214	3.9961035	1.8542178	95405.56493735313
408	329416.97	5177.923	336600.56	324174.12	327879.4	6137.46	339310.72	318552.7	1000.0	1000.0	1631999	1208.6124	1208.6127	-1198.9442	495.7232	3.9993205	1.7049624	95636.23900699615
409	327206.8	13284.118	345113.84	307673.38	328436.3	16327.096	346857.0	292408.9	1000.0	1000.0	1635999	1210.7876	1210.7878	-1200.9907	504.64105	4.003823	1.7362111	95867.41799497604
410	304268.8	47887.703	342963.38	223013.6	335331.84	4443.662	341341.66	327276.28	1000.0	1000.0	1639999	1213.0035	1213.0056	-1202.6992	502.72452	4.00685	1.8808626	96102.26384186745
411	326360.75	11082.623	335672.16	307445.25	335764.1	19536.977	352851.53	280582.03	1000.0	1000.0	1643999	1213.9158	1213.9156	-1204.1511	506.19345	3.98894	1.7215465	96337.81964850426
412	329333.06	14704.365	348062.62	308487.06	320716.6	19524.504	346669.97	285065.28	1000.0	1000.0	1647999	1215.0779	1215.0784	-1205.216	502.94843	4.0025897	1.7497957	96573.84984183311
413	315439.62	21499.518	340237.12	293428.94	337876.5	10043.729	350212.62	317818.0	1000.0	1000.0	1651999	1216.2347	1216.2352	-1206.4196	501.93982	4.0013156	1.7318501	96811.35378551483
414	332479.94	13294.9375	345681.97	313205.1	332719.8	14550.428	348069.16	304973.22	1000.0	1000.0	1655999	1218.1855	1218.1837	-1208.4421	494.55768	4.0000267	1.7403392	97049.70512866974
415	322423.25	13948.853	340724.0	301785.53	323719.56	24451.307	341124.5	254402.8	1000.0	1000.0	1659999	1220.5858	1220.5874	-1210.5645	493.844	4.00252	1.8048455	97287.93134379387
416	335389.34	10810.135	344721.22	317115.8	335535.1	19411.184	350764.47	283321.38	1000.0	1000.0	1663999	1222.9082	1222.91	-1212.6365	490.9674	3.9955943	1.8596659	97523.37826490402
417	318024.75	37768.92	341709.62	252639.84	337626.25	7339.0347	348676.12	324577.6	1000.0	1000.0	1667999	1224.6067	1224.6049	-1214.9368	489.83832	3.9984071	1.7115744	97764.2352707386
418	325476.9	10614.189	337474.1	314904.03	335193.34	14910.207	359346.6	312561.06	1000.0	1000.0	1671999	1226.0587	1226.0609	-1215.9095	495.3482	4.000414	1.8212879	98002.8622431755
419	327981.16	6892.0034	339066.8	320622.12	331862.4	11588.161	348392.88	311637.66	1000.0	1000.0	1675999	1226.3162	1226.318	-1215.9718	505.14963	4.0025387	1.856801	98242.90932488441
420	347586.88	4368.337	354818.75	343096.22	336560.2	8291.267	351292.47	318586.8	1000.0	1000.0	1679999	1226.5463	1226.5457	-1216.5272	509.8595	4.003977	1.7959946	98481.78450393677
421	332031.9	7113.7095	339517.5	323234.4	329420.2	24680.014	348217.72	260216.27	1000.0	1000.0	1683999	1228.4371	1228.4365	-1218.8535	498.2029	3.9931765	1.7021501	98722.2622191906
422	334549.16	6601.3887	344685.62	326269.44	326570.78	24052.766	359696.38	274536.3	1000.0	1000.0	1687999	1231.2583	1231.258	-1221.312	497.58545	3.9978914	1.795839	98963.88901495934
423	330327.5	17360.36	347240.75	302162.94	336898.6	13520.856	348461.84	302101.62	1000.0	1000.0	1691999	1233.9843	1233.9867	-1223.594	489.3603	4.0008345	1.9071807	99203.40154719353
424	322783.38	29907.023	346062.72	271660.7	329712.12	11268.599	346392.16	307222.1	1000.0	1000.0	1695999	1235.2921	1235.2902	-1224.9347	488.36862	4.0030355	1.8771675	99443.46741390228
