Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Averagemmd_entropy	Stdmmd_entropy	Maxmmd_entropy	Minmmd_entropy	AverageQ_penalty	StdQ_penalty	MaxQ_penalty	MinQ_penalty	Time	$\alpha$
1	-100.09558	30.065456	-67.66826	-143.41806	-11.683077	0.297864	-11.040484	-12.23313	1000.0	1000.0	3999	3.464876	5.8523164	41.868122	-18.32056	3.464751	5.8518143	41.141956	-18.048141	-4.494517	0.43418017	2.3520687	0.22471435	2.4779813	0.13499011	2.008683	1.268518	4.710868	8.928159e-08	63.06303524971008	0.0
2	-103.882065	25.073166	-64.42157	-127.64397	143.93279	0.9343703	145.88246	142.88683	1000.0	1000.0	7999	33.53489	15.570706	85.55691	-18.346766	33.53448	15.570248	85.856094	-17.850567	-35.981823	1.9651017	2.240398	0.04494467	2.3763144	2.0946465	4.5522285	0.2984929	5.700858	3.4260345	144.43343424797058	0.0
3	69.31106	168.43411	252.04205	-168.71968	268.76105	3.2040768	275.21057	262.20456	1000.0	1000.0	11999	62.29462	15.598251	128.36409	2.4647942	62.29462	15.597108	129.29265	2.3816524	-63.95481	2.1979232	2.2317955	0.04833001	2.373883	2.0833535	3.6372116	0.2707537	5.0670185	2.996895	223.68642854690552	0.0
4	406.2817	79.76221	523.4116	321.76062	243.35898	1.2748914	246.17012	241.21046	1000.0	1000.0	15999	83.76975	20.007853	204.29987	12.904214	83.76952	20.007502	206.7956	12.417668	-85.90759	3.5797756	2.2826257	0.033648152	2.3797905	2.1622975	4.5741134	0.468377	5.878142	3.3905199	303.4771525859833	0.0
5	269.38037	47.914326	331.64685	202.29176	485.11523	39.15602	513.3651	379.94766	1000.0	1000.0	19999	111.52465	35.81152	336.8313	27.883078	111.52462	35.81136	335.8451	26.985836	-114.21174	5.7855763	2.2721064	0.0289451	2.3731039	2.134315	5.6326075	0.5627547	8.194655	4.240477	385.18598222732544	0.0
6	464.85507	110.325676	605.893	315.32336	262.10394	28.975882	343.63165	240.31209	1000.0	1000.0	23999	145.13657	66.984795	468.12408	24.151707	145.13657	66.984406	469.05615	24.111786	-148.01738	8.93987	2.2602892	0.027464408	2.340209	2.1481009	6.7555985	0.6687733	9.587197	4.7197676	466.33833861351013	0.0
7	657.0014	129.48077	828.48975	467.1084	911.06946	387.51114	1608.017	245.5383	1000.0	1000.0	27999	161.99559	87.52133	492.9877	26.202255	161.99551	87.52148	492.94843	26.306643	-163.51472	8.380315	2.2721708	0.025898026	2.3595107	2.182083	4.806479	0.70675653	7.2289634	3.2264671	548.9623672962189	0.0
8	659.3413	260.30774	942.0384	386.48184	687.2766	196.63475	902.3027	297.9776	1000.0	1000.0	31999	160.0308	82.83273	493.77094	-64.06459	160.03104	82.83186	494.0799	-63.027424	-161.10396	7.6992335	2.2827702	0.02614871	2.3660421	2.173728	3.7249832	0.24938944	4.738144	3.0259845	631.1644377708435	0.0
9	786.9097	287.02774	1144.9261	360.97897	617.4774	163.6919	1028.2646	467.69955	1000.0	1000.0	35999	155.36496	76.53359	435.52713	-62.97013	155.36528	76.53362	436.21713	-61.069393	-156.31906	6.9458804	2.301912	0.024813687	2.3824012	2.2034652	3.5530236	0.2154344	4.5895295	2.8158514	711.0913445949554	0.0
10	878.0754	57.384136	971.85284	818.60425	1189.0782	132.37813	1378.4526	880.7711	1000.0	1000.0	39999	150.21957	73.783676	409.9333	-47.766327	150.2192	73.78374	410.0389	-48.955025	-151.11179	7.3169293	2.2826414	0.026384959	2.3836422	2.1954432	3.3838189	0.22223727	4.2338915	2.717258	791.0715508460999	0.0
11	863.1481	116.700455	1042.3737	722.32874	763.3099	134.12529	1036.8411	559.4627	1000.0	1000.0	43999	146.32823	69.67768	404.81958	-45.032116	146.3282	69.67751	403.2099	-45.360714	-147.1845	6.7691073	2.2585151	0.025787244	2.3367903	2.1637592	3.3571754	0.20175694	4.313042	2.6382408	872.577000617981	0.0
