Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	Q1Vals	Q2Vals	LossPi	LossQ	Averagemmd_entropy	$\alpha$	Time
417	388568.8	679.7296	389215.38	387596.5	388513.06	2174.75	390331.6	382191.56	1000.0	1000.0	1667999	1815.696	1815.6967	-1811.2319	197.1994	3.8121748	1.1207888	95085.45466208458
418	383674.12	8015.7437	389657.28	369933.56	390378.44	2221.84	391941.5	384164.12	1000.0	1000.0	1671999	1816.9794	1816.9799	-1812.6178	190.59206	3.8146002	1.0950474	95316.25447368622
419	386826.72	1276.5021	388189.1	385040.3	389716.1	909.6109	390983.7	387685.5	1000.0	1000.0	1675999	1818.4427	1818.4427	-1814.347	191.27177	3.805823	1.001361	95549.18806409836
420	379139.06	11272.012	388245.9	360243.28	386531.6	8668.746	391409.66	361706.06	1000.0	1000.0	1679999	1819.1826	1819.184	-1814.8385	191.72868	3.7981195	1.0641187	95780.03491473198
421	389070.12	1580.0006	391685.06	387443.38	391372.75	416.86377	391939.72	390651.6	1000.0	1000.0	1683999	1818.4963	1818.4954	-1814.5007	185.56966	3.797918	0.9797159	96013.21989512444
422	388693.22	1303.1069	390123.6	386635.5	390849.56	273.94305	391227.0	390351.7	1000.0	1000.0	1687999	1820.429	1820.4299	-1816.0212	186.76364	3.7557256	1.1064557	96243.47221779823
423	389487.3	1298.7253	391588.28	388236.66	390396.22	376.72104	391203.75	389891.84	1000.0	1000.0	1691999	1820.778	1820.7781	-1816.5522	186.44557	3.764692	1.0546005	96473.97031092644
424	387796.38	3904.7502	391455.94	381250.5	392188.06	310.70468	392558.12	391755.78	1000.0	1000.0	1695999	1822.314	1822.314	-1817.9791	182.57082	3.7624795	1.0850351	96708.18622207642
425	389385.5	1598.7412	391467.1	387094.38	388976.06	492.9746	389437.53	388005.97	1000.0	1000.0	1699999	1823.7621	1823.7622	-1819.1238	183.37459	3.7548347	1.1518552	96942.96070408821
426	384805.94	7503.072	389486.56	371818.38	391982.62	185.22733	392313.25	391654.75	1000.0	1000.0	1703999	1823.912	1823.9121	-1819.6884	180.43922	3.7337053	1.0404968	97175.5143134594
427	388776.2	1353.8394	390217.8	386706.1	389399.7	442.39294	390080.28	388660.5	1000.0	1000.0	1707999	1824.0016	1824.0005	-1819.7706	177.87756	3.721851	1.0629839	97407.54874801636
428	388152.12	1209.2866	389374.8	386573.38	385173.78	16541.312	392017.88	335604.56	1000.0	1000.0	1711999	1825.7363	1825.7379	-1821.429	178.97441	3.7201242	1.0596606	97639.70953679085
429	388307.6	4222.2935	391509.2	381164.66	391513.8	1532.8	393227.0	387416.7	1000.0	1000.0	1715999	1826.3413	1826.3392	-1822.0743	178.05582	3.7119994	1.062459	97872.37194871902
430	382236.25	11288.265	389182.97	362689.94	389147.25	585.77356	390447.88	388317.53	1000.0	1000.0	1719999	1826.1876	1826.188	-1821.6195	170.15256	3.6891441	1.136261	98105.73059916496
431	388967.9	1028.5249	390137.22	387878.5	389323.7	467.023	390070.62	388283.62	1000.0	1000.0	1723999	1827.1395	1827.1404	-1822.7025	171.15112	3.6976748	1.0932113	98336.45622777939
432	389008.38	874.4481	390504.66	388292.0	389107.94	1751.8597	390439.84	384168.12	1000.0	1000.0	1727999	1827.1992	1827.1992	-1822.8495	178.30081	3.6941395	1.0740354	98568.64766359329
433	389033.0	354.80505	389412.28	388482.75	389330.94	3219.2053	392192.28	382852.8	1000.0	1000.0	1731999	1827.6708	1827.6708	-1823.368	170.77568	3.6898646	1.055344	98800.55325889587
434	323710.9	117098.39	393002.84	120901.3	385617.6	10536.236	391379.2	358552.66	1000.0	1000.0	1735999	1828.3416	1828.3423	-1824.0007	169.52307	3.687283	1.0704559	99030.41270399094
435	379542.94	15336.432	390852.53	353486.97	390272.5	874.339	391687.34	388909.66	1000.0	1000.0	1739999	1829.0482	1829.0472	-1824.8685	169.83348	3.6977954	1.0447273	99262.05501556396
436	387786.0	2681.1636	389745.8	383207.56	392349.22	614.54694	393442.25	391316.97	1000.0	1000.0	1743999	1831.378	1831.379	-1827.0845	167.06238	3.6990476	1.0498037	99492.542999506
437	391065.7	610.3469	391956.62	390232.28	389472.03	3299.2957	391876.94	380220.03	1000.0	1000.0	1747999	1832.6477	1832.6475	-1828.4369	163.06816	3.6939435	1.057363	99724.24204540253
438	389106.88	1295.0793	390798.28	387236.38	385549.56	11014.596	391494.8	353434.4	1000.0	1000.0	1751999	1834.7578	1834.7578	-1830.4679	167.04391	3.6630502	1.0637906	99954.65558457375
439	387682.94	3286.9575	390017.03	382014.56	391942.9	411.861	392756.6	391261.12	1000.0	1000.0	1755999	1835.1659	1835.1658	-1830.715	160.01247	3.6483395	1.105159	100184.90912222862
440	386831.66	1946.1106	389010.78	384142.38	385002.94	6787.701	388656.25	364857.5	1000.0	1000.0	1759999	1835.3398	1835.341	-1831.0221	157.37631	3.6338646	1.0665677	100414.4499232769
441	385339.47	5666.3247	390446.78	375770.16	391326.2	3571.092	393184.6	380661.3	1000.0	1000.0	1763999	1835.585	1835.5851	-1831.08	164.21861	3.644958	1.1198606	100645.28258109093
442	389313.9	1365.9698	391587.88	387955.34	388984.1	710.5166	390086.66	387891.62	1000.0	1000.0	1767999	1836.5396	1836.5405	-1832.1248	165.80579	3.6387868	1.1098533	100878.26924490929
443	388868.06	266.58163	389200.8	388562.47	390323.2	724.11835	391649.16	389162.88	1000.0	1000.0	1771999	1838.0444	1838.0436	-1833.6991	164.03932	3.640354	1.0851163	101109.47829651833
444	389113.8	838.3417	390095.78	388129.9	391445.16	340.26074	392144.8	390919.88	1000.0	1000.0	1775999	1839.1401	1839.1404	-1834.6636	162.47588	3.6529763	1.1238079	101342.86155867577
445	389570.94	881.97656	390992.6	388582.8	389066.75	480.02884	389571.66	388025.03	1000.0	1000.0	1779999	1840.4048	1840.4048	-1836.3965	159.33096	3.6698477	0.9928825	101576.26512932777
446	389895.0	1367.4338	391315.22	388047.84	391817.16	470.8286	392447.53	390780.75	1000.0	1000.0	1783999	1842.3905	1842.3914	-1838.4	157.0902	3.672005	1.0046314	101809.68927550316
447	386498.94	5006.0737	389573.8	377836.25	387662.53	5315.131	390155.9	371772.7	1000.0	1000.0	1787999	1844.4923	1844.4922	-1840.6877	155.02747	3.660998	0.9230815	102043.46524500847
448	389639.03	889.57477	390809.6	388415.72	389821.7	3477.0002	391375.0	379463.56	1000.0	1000.0	1791999	1844.6826	1844.6826	-1840.0985	156.44281	3.648298	1.1258296	102279.132999897
449	390942.6	958.429	392230.47	389899.84	390985.56	528.54297	391831.56	390218.6	1000.0	1000.0	1795999	1845.6669	1845.6683	-1841.585	154.90114	3.5815742	1.0128738	102516.17890691757
450	389980.16	3772.336	394060.84	384029.44	391281.7	4213.3486	393386.5	378716.16	1000.0	1000.0	1799999	1845.6804	1845.6797	-1840.9553	150.70026	3.4963868	1.1928823	102751.64597320557
451	351783.38	68035.57	391823.9	233950.4	392958.84	424.81757	393765.97	392073.12	1000.0	1000.0	1803999	1844.3853	1844.3848	-1839.7455	156.46576	3.4814508	1.1726705	102990.12474799156
452	392328.44	793.6734	393457.25	391514.22	393961.94	373.5705	394641.56	393359.34	1000.0	1000.0	1807999	1843.8063	1843.8064	-1839.3995	150.39668	3.4846635	1.1060103	103228.15929055214
453	390676.88	2543.4749	393662.38	386628.44	392035.0	867.6938	393037.62	389976.12	1000.0	1000.0	1811999	1844.3817	1844.3826	-1840.0212	147.42993	3.5005167	1.0791599	103465.17068195343
454	388806.8	4608.573	392693.25	381015.6	392008.7	493.2988	392940.97	391520.22	1000.0	1000.0	1815999	1844.3657	1844.3657	-1840.1788	151.25189	3.4882138	1.0449831	103703.00637674332
455	390149.47	693.4407	391350.44	389734.88	390664.3	467.3613	391175.88	389477.7	1000.0	1000.0	1819999	1844.6448	1844.6458	-1840.2826	154.27052	3.4901767	1.0872893	103943.05591320992
456	390423.5	1107.2675	391872.06	388817.53	391186.2	457.7492	391846.4	390349.03	1000.0	1000.0	1823999	1845.2604	1845.2599	-1841.054	151.1977	3.4955473	1.0478977	104179.6532535553
457	390740.84	388.6857	391186.94	390119.16	389245.16	1781.3519	390178.66	383945.2	1000.0	1000.0	1827999	1845.5503	1845.5507	-1841.0784	148.00073	3.4836442	1.1242429	104416.97444653511
458	388117.12	1626.6604	389662.12	385399.44	388821.97	2592.2275	390371.72	381121.06	1000.0	1000.0	1831999	1846.5001	1846.4999	-1842.3225	146.48363	3.4918416	1.0352589	104653.40291905403
459	385074.6	9769.403	391898.7	368201.47	391935.47	422.10385	392402.28	391136.38	1000.0	1000.0	1835999	1848.244	1848.246	-1843.9796	144.85228	3.4911025	1.0831188	104890.32707309723
460	312926.4	133929.83	390866.38	80954.586	389294.0	1747.6833	390576.1	384231.16	1000.0	1000.0	1839999	1850.0927	1850.0923	-1845.9347	146.59262	3.4892979	1.0294071	105125.61982107162
461	389776.97	832.4999	390593.62	388386.88	388085.44	6487.4673	391269.9	368689.38	1000.0	1000.0	1843999	1849.5087	1849.5094	-1845.417	143.7636	3.4770014	1.0233554	105361.37708973885
462	391426.72	1175.4873	392665.28	390250.72	390063.44	693.8385	391080.25	388735.25	1000.0	1000.0	1847999	1850.2456	1850.2451	-1846.1183	142.75677	3.470082	1.0162423	105594.34301900864
463	387731.16	3618.1184	390855.66	381893.2	349108.9	95074.79	392883.78	72344.74	1000.0	1000.0	1851999	1850.8188	1850.8197	-1845.9739	145.23746	3.4221144	1.2349437	105829.63806819916
464	390463.16	485.7793	390852.7	389634.06	390290.6	1899.8885	392311.62	384913.97	1000.0	1000.0	1855999	1850.1669	1850.168	-1845.919	140.59406	3.3999946	1.0593791	106063.47303509712
465	391021.97	806.89026	392185.5	390070.6	391361.56	584.93427	392624.3	390732.44	1000.0	1000.0	1859999	1849.5486	1849.5483	-1844.7683	138.02522	3.3538828	1.2167695	106298.62201857567
466	391441.16	632.0897	392349.72	390589.38	389554.06	7908.0327	393904.94	372664.75	1000.0	1000.0	1863999	1849.9834	1849.9847	-1845.4824	136.55618	3.395749	1.1331146	106530.38710951805
467	390402.75	3562.8003	392894.22	384298.56	389760.94	4117.873	391941.62	377748.25	1000.0	1000.0	1867999	1850.1813	1850.1808	-1845.8593	135.37787	3.3852382	1.0847061	106764.94953083992
468	388159.4	6175.208	392630.56	377524.28	339729.1	92665.44	392342.94	149806.19	1000.0	1000.0	1871999	1849.8748	1849.8745	-1845.3821	133.5684	3.3673608	1.1369545	106995.78449368477
469	383696.44	4463.285	389994.1	378482.56	392478.2	2326.1306	394029.9	386080.7	1000.0	1000.0	1875999	1851.0056	1851.0068	-1846.5845	127.40851	3.3654742	1.1083086	107228.84911227226
470	390479.06	1918.8722	392763.5	387854.94	393525.3	495.7016	394284.44	392873.94	1000.0	1000.0	1879999	1850.9414	1850.9407	-1846.51	133.599	3.3588378	1.1137059	107461.77798676491
471	391092.9	781.1141	391912.8	390122.34	390078.0	507.6973	390957.62	388984.44	1000.0	1000.0	1883999	1852.2664	1852.2673	-1847.936	131.49544	3.3520358	1.1018069	107695.00872945786
472	390633.16	949.8145	391615.34	389109.44	390410.44	3042.0552	392420.53	382097.47	1000.0	1000.0	1887999	1852.8666	1852.8665	-1848.6084	129.80486	3.362318	1.055313	107929.67230939865
473	391157.0	525.1881	391721.03	390536.2	390392.56	3809.6033	392350.28	379107.47	1000.0	1000.0	1891999	1852.3688	1852.3701	-1847.8334	130.34436	3.327365	1.1497927	108162.15893220901
474	389134.0	3570.2688	392024.12	383138.44	390099.72	5002.8364	392867.8	375414.62	1000.0	1000.0	1895999	1853.7004	1853.6998	-1849.3785	127.56	3.2866905	1.0937941	108395.03355693817
475	384830.03	10471.889	391090.5	366694.8	390585.75	482.5855	391372.94	389531.1	1000.0	1000.0	1899999	1853.5063	1853.5071	-1849.0139	125.7649	3.2885127	1.1296765	108629.17211961746
476	387364.8	3834.3364	391426.56	382710.8	361746.9	89709.81	392704.94	92626.78	1000.0	1000.0	1903999	1853.796	1853.7954	-1849.4053	121.97288	3.2809198	1.1114787	108863.62199497223
477	391746.75	1285.1959	393035.56	390122.3	388665.4	2663.3186	390534.28	381125.5	1000.0	1000.0	1907999	1854.2018	1854.2024	-1849.5498	123.651566	3.2719126	1.1901009	109096.10618495941
478	390639.38	163.397	390844.16	390413.72	391092.3	697.3911	392836.88	390081.4	1000.0	1000.0	1911999	1853.8168	1853.817	-1849.4015	127.21314	3.3017867	1.1090258	109328.52112650871
479	390914.66	1173.5619	392604.66	389708.75	389873.8	2581.3633	391297.44	382294.1	1000.0	1000.0	1915999	1855.7848	1855.7844	-1851.5267	126.52437	3.309329	1.052166	109560.02821040154
480	391325.5	1060.5162	392147.7	389503.9	384736.88	17555.518	393384.22	335217.44	1000.0	1000.0	1919999	1856.2332	1856.2333	-1851.826	123.53029	3.3125503	1.1300155	109791.67064905167
481	389799.94	3021.6138	393481.5	385998.25	392210.94	3228.3035	393959.53	382604.22	1000.0	1000.0	1923999	1858.2476	1858.2471	-1854.0613	120.09487	3.3083575	1.0428402	110026.2006931305
482	392180.5	459.25943	392874.38	391668.5	391051.47	1560.7151	392523.44	387481.03	1000.0	1000.0	1927999	1859.3451	1859.346	-1855.306	121.16133	3.3037539	0.9840718	110259.21454358101
483	390024.38	884.6438	391052.5	388796.7	392176.94	623.88586	393143.75	390946.66	1000.0	1000.0	1931999	1859.8973	1859.8965	-1855.5873	122.46928	3.2504277	1.08418	110490.60573887825
484	390035.8	2712.794	391978.72	385385.4	389523.6	7607.608	392519.47	366722.03	1000.0	1000.0	1935999	1859.9607	1859.961	-1855.338	123.36727	3.244914	1.1814836	110722.30314993858
485	392270.75	775.9872	393143.97	391226.2	391484.28	313.9429	391987.94	390924.06	1000.0	1000.0	1939999	1860.1536	1860.1539	-1855.5785	122.23269	3.2382627	1.1476306	110953.05288910866
486	392374.9	541.2363	392984.9	391654.22	385353.06	14053.879	391317.1	343419.6	1000.0	1000.0	1943999	1861.2255	1861.225	-1857.1553	119.14589	3.238762	1.0206028	111187.49812150002
487	389910.75	797.4893	390748.34	388752.97	367692.8	67781.21	391392.66	164354.6	1000.0	1000.0	1947999	1862.4583	1862.4574	-1857.994	118.878174	3.2244692	1.1433834	111421.09991765022
488	384811.28	8295.548	391494.75	371121.47	392540.3	562.42126	393699.84	391860.66	1000.0	1000.0	1951999	1863.3376	1863.3381	-1858.9218	117.4826	3.1971052	1.1325568	111656.4815056324
489	391684.12	511.384	392153.2	390828.16	385958.9	16570.709	392073.1	336255.6	1000.0	1000.0	1955999	1863.9376	1863.9379	-1859.8048	115.030624	3.2477705	1.0546767	111890.26066803932
490	391752.66	299.26218	392150.38	391322.66	392028.94	4013.7024	394419.2	382140.84	1000.0	1000.0	1959999	1865.8008	1865.8008	-1861.7782	114.22805	3.2392669	1.000768	112124.22214412689
491	386323.16	9554.389	393597.78	369886.66	392729.6	398.2942	393446.34	392169.34	1000.0	1000.0	1963999	1866.8353	1866.8364	-1862.3875	114.086876	3.219072	1.1349238	112360.5531334877
492	337728.2	94841.93	393144.9	173458.66	391265.12	5161.412	394598.0	378448.8	1000.0	1000.0	1967999	1866.8243	1866.8234	-1862.4255	113.185165	3.1850228	1.1171426	112596.50186181068
493	385266.56	4750.0083	391221.72	378875.7	390324.16	639.19385	391412.66	389263.22	1000.0	1000.0	1971999	1866.1677	1866.1696	-1861.9902	115.51795	3.172446	1.0454854	112834.82873821259
494	392843.06	599.687	393638.25	391950.78	391488.4	559.33746	392544.34	390774.6	1000.0	1000.0	1975999	1866.7208	1866.7213	-1862.6212	113.32049	3.1844084	1.0387902	113074.33439612389
495	390712.8	677.7239	391599.47	390050.12	391686.4	802.3506	393061.94	390417.2	1000.0	1000.0	1979999	1867.1957	1867.1953	-1862.9855	111.92877	3.1772957	1.0470123	113314.5022790432
496	385740.2	8445.864	390870.25	371115.97	390795.06	1322.7753	391631.6	387236.8	1000.0	1000.0	1983999	1869.2559	1869.2552	-1865.2454	109.17988	3.1621783	1.0175946	113552.38867020607
497	387359.97	4503.996	392468.34	382737.06	393210.44	330.80283	393870.47	392665.7	1000.0	1000.0	1987999	1869.6898	1869.6907	-1865.5135	113.45345	3.1616683	1.0460193	113791.14675045013
498	306575.97	141418.0	391359.1	61697.484	392705.97	534.5397	393562.97	391957.5	1000.0	1000.0	1991999	1869.3243	1869.325	-1865.0248	114.65248	3.143563	1.0850968	114029.2382824421
499	392154.1	583.4747	392840.5	391441.5	392778.0	367.09082	393280.06	391931.34	1000.0	1000.0	1995999	1869.2535	1869.2549	-1864.9618	110.78103	3.130481	1.093025	114264.83383965492
500	391478.9	1082.3821	392884.28	389929.16	391121.34	187.61455	391387.2	390877.5	1000.0	1000.0	1999999	1869.4442	1869.4448	-1865.1709	111.254166	3.092603	1.0794352	114494.5047698021
501	391520.1	1125.0022	392999.6	390277.66	392028.97	1696.3427	393163.94	387143.94	1000.0	1000.0	2003999	1867.9453	1867.945	-1863.5194	111.11655	3.044663	1.1337061	114725.78463125229
502	392078.3	811.6913	393433.44	391449.12	391556.3	554.34174	392367.66	390552.3	1000.0	1000.0	2007999	1867.3418	1867.3407	-1862.9915	109.30312	3.0564268	1.1110139	114956.0353448391
503	392632.88	969.0287	393697.6	391061.56	391469.56	4150.218	393870.47	379101.38	1000.0	1000.0	2011999	1866.8589	1866.861	-1862.556	115.1346	3.073585	1.0957623	115186.24935865402
504	389726.4	6351.4863	394197.75	378767.75	388868.0	6039.983	392985.03	376304.4	1000.0	1000.0	2015999	1865.7844	1865.784	-1861.6973	107.59059	3.0660508	1.0256661	115416.67466139793
505	316317.75	130672.96	393015.53	89994.02	390562.2	3675.387	392792.38	382318.4	1000.0	1000.0	2019999	1866.6989	1866.6986	-1862.3556	118.87174	3.073443	1.1204913	115648.52076244354
506	389959.0	4564.404	393211.03	382082.84	391663.47	2341.3386	393070.25	384825.8	1000.0	1000.0	2023999	1867.6361	1867.6392	-1863.5363	120.65745	3.0599551	1.0186778	115877.93507170677
507	391770.2	2153.988	394238.78	388409.94	383200.9	18268.809	393642.94	336403.06	1000.0	1000.0	2027999	1865.9994	1866.0006	-1861.7546	130.24301	3.0585735	1.0894285	116107.31917643547
508	315347.78	133019.19	392341.16	84952.14	362874.38	86805.16	395073.78	102715.95	1000.0	1000.0	2031999	1869.2827	1869.2832	-1864.9758	134.45453	3.0642953	1.1124514	116339.29633307457
509	390906.66	1478.3079	392941.9	389038.44	391782.88	543.7687	392578.44	391008.56	1000.0	1000.0	2035999	1870.4305	1870.4307	-1866.0162	122.211174	3.017137	1.1299151	116569.18607640266
510	386443.75	5235.462	392702.7	380380.84	391949.4	460.75986	392853.88	391127.97	1000.0	1000.0	2039999	1870.7336	1870.7344	-1866.461	121.97289	3.042399	1.1002655	116799.2741587162
511	379195.28	11470.543	393543.62	361458.06	390261.16	502.5783	391196.22	389466.5	1000.0	1000.0	2043999	1871.0505	1871.0515	-1866.7814	115.945335	3.0458994	1.0884788	117029.40781474113
512	387799.0	6499.101	391704.16	376546.16	393740.8	384.4008	394511.97	393242.0	1000.0	1000.0	2047999	1872.6901	1872.6896	-1868.5951	107.952576	3.0516288	1.0545645	117261.0671312809
513	369221.28	26781.879	392752.12	323737.8	382338.8	13300.77	391037.38	344752.0	1000.0	1000.0	2051999	1874.1497	1874.15	-1869.9336	110.75334	3.0660465	1.0948858	117491.39767408371
514	387904.7	3408.1377	391150.44	382188.25	389966.88	506.53476	390762.0	389386.03	1000.0	1000.0	2055999	1875.9541	1875.9543	-1871.8628	108.592834	3.0513642	1.0352801	117721.2022228241
515	318130.44	112682.234	392271.38	123755.85	390853.4	3274.7107	392769.06	381151.34	1000.0	1000.0	2059999	1876.2847	1876.2856	-1872.0525	111.905106	3.053276	1.0912842	117950.6186029911
516	383488.03	7701.6265	390964.62	371649.56	391702.38	751.826	392701.06	390231.88	1000.0	1000.0	2063999	1875.5278	1875.5287	-1871.315	115.147446	3.0274878	1.081255	118184.21149349213
517	383108.3	13955.249	391813.53	358964.7	384308.62	18306.24	391285.03	329408.97	1000.0	1000.0	2067999	1875.3455	1875.3455	-1871.3232	110.76028	3.0060766	1.0033283	118414.43396019936
518	390450.84	765.3874	391205.72	389175.06	392263.94	392.8709	392923.53	391413.9	1000.0	1000.0	2071999	1874.2811	1874.2815	-1869.8685	111.06975	3.009177	1.1115884	118645.2638669014
519	386540.56	3354.3982	390418.8	383127.2	391182.06	430.41855	391692.0	390245.97	1000.0	1000.0	2075999	1873.6721	1873.6729	-1869.4425	113.51892	3.0121496	1.0709449	118876.06312251091
520	325389.22	111997.19	390542.53	131406.36	391737.9	669.7662	392968.28	390588.97	1000.0	1000.0	2079999	1873.2028	1873.2025	-1868.8391	113.64797	2.9797854	1.1243193	119111.33007192612
521	381564.72	7962.401	390131.94	368657.4	355067.8	96240.71	392830.66	67123.2	1000.0	1000.0	2083999	1872.4347	1872.4355	-1868.0555	112.543655	2.9560223	1.1188374	119349.22641444206
522	389557.2	3748.9648	392877.28	383189.22	360466.7	94583.74	393617.25	76783.39	1000.0	1000.0	2087999	1871.2739	1871.2743	-1866.875	120.42437	2.9868617	1.1076884	119586.78654885292
523	348393.53	78532.51	394223.75	212372.28	394241.3	448.50214	394768.3	393314.66	1000.0	1000.0	2091999	1870.4203	1870.4202	-1866.0188	115.90298	2.984915	1.1073804	119826.03372621536
524	392495.6	205.40782	392712.3	392157.66	388964.4	5321.6353	393947.03	379757.78	1000.0	1000.0	2095999	1868.2856	1868.2858	-1863.7753	116.193954	2.9454021	1.1467232	120064.72364521027
525	379276.3	13722.481	392817.94	361636.28	389920.56	5832.651	392473.56	372473.44	1000.0	1000.0	2099999	1867.8538	1867.8534	-1863.2689	114.26712	2.9526138	1.1889448	120300.72946095467
526	392401.28	548.27905	393003.9	391818.84	389308.06	4613.7314	392132.22	375574.34	1000.0	1000.0	2103999	1869.0707	1869.0707	-1864.8998	120.02052	2.9732628	1.0432243	120536.31520318985
527	389869.56	4841.9683	394389.25	381741.5	394371.12	900.88324	395567.34	392964.44	1000.0	1000.0	2107999	1868.568	1868.5681	-1864.2218	124.53572	2.9826567	1.0952199	120770.22180914879
528	390870.1	2959.1936	392978.72	385763.34	391425.06	3745.008	393930.1	383746.06	1000.0	1000.0	2111999	1870.3026	1870.3024	-1866.2577	121.55382	2.9830024	1.0177912	121003.90066623688
529	368306.62	19971.283	392151.0	344284.6	380622.8	32706.006	392194.5	282520.12	1000.0	1000.0	2115999	1871.9546	1871.9548	-1867.4523	121.469215	2.984311	1.1590724	121236.54968118668
530	387542.88	3720.8633	391706.72	383083.0	391768.0	462.36398	392670.38	391183.6	1000.0	1000.0	2119999	1872.0653	1872.0663	-1867.7917	119.39066	2.954383	1.0740399	121469.20167779922
531	392061.6	456.73746	392740.66	391642.1	391148.0	2741.4849	392489.97	383000.34	1000.0	1000.0	2123999	1872.8243	1872.825	-1868.4883	111.292435	2.9617321	1.1050465	121701.34487819672
532	382240.88	14615.898	391528.6	356982.6	387322.4	13010.455	392032.66	348299.4	1000.0	1000.0	2127999	1872.8868	1872.8867	-1868.4269	115.14632	2.9627998	1.1368217	121931.47067403793
533	327412.84	104829.88	392069.03	146022.9	393133.78	309.2848	393556.47	392511.38	1000.0	1000.0	2131999	1872.6589	1872.66	-1868.1632	116.80276	2.9584737	1.1383175	122164.56123375893
534	392447.44	544.9903	393352.56	391952.34	392468.84	2541.532	394605.1	386836.94	1000.0	1000.0	2135999	1871.9894	1871.9896	-1867.6915	120.42495	2.9582727	1.0599661	122394.78047037125
535	390019.75	4156.183	393410.66	382911.84	394031.44	578.22003	394637.97	392486.97	1000.0	1000.0	2139999	1871.8507	1871.8497	-1867.4784	114.23624	2.9721763	1.1005288	122626.7262198925
536	388072.78	6018.756	392904.44	377775.06	390592.7	3773.9475	392583.1	379317.25	1000.0	1000.0	2143999	1872.1238	1872.1251	-1867.7981	115.59394	2.978879	1.0811495	122859.0148267746
537	388305.88	5250.0776	392443.1	379298.5	388768.66	7333.6626	393171.38	368428.56	1000.0	1000.0	2147999	1872.2339	1872.2343	-1867.818	116.3558	2.9694593	1.0966963	123089.8108894825
538	382720.2	15680.675	393068.34	355619.44	390490.38	280.77176	390763.3	389823.3	1000.0	1000.0	2151999	1872.4674	1872.466	-1868.2064	116.889496	2.9830868	1.0505719	123321.28381967545
539	390674.2	707.99866	391472.9	389533.38	390762.56	2918.2444	392843.44	382261.44	1000.0	1000.0	2155999	1872.2914	1872.2915	-1867.5696	113.0192	2.9257586	1.2278547	123554.52596783638
540	389414.72	826.473	390556.28	388247.72	390078.6	3394.6577	392411.7	380858.72	1000.0	1000.0	2159999	1873.1517	1873.1515	-1868.762	108.60797	2.92879	1.1472901	123786.6560447216
541	389650.78	1531.9883	391584.2	387527.34	389813.72	2677.076	391508.56	382035.84	1000.0	1000.0	2163999	1873.8248	1873.8239	-1869.4415	110.367584	2.8962896	1.1041712	124018.4534714222
542	391646.1	61.650764	391731.25	391560.38	332263.84	115032.23	393448.4	99889.59	1000.0	1000.0	2167999	1872.1902	1872.1907	-1867.8097	110.97606	2.8858097	1.1049073	124251.80930352211
543	386866.3	6740.124	392045.34	375286.0	392150.5	1276.0591	393018.62	388452.44	1000.0	1000.0	2171999	1872.3429	1872.343	-1867.951	106.88895	2.8913295	1.119344	124484.48145341873
544	324863.88	104170.17	391412.94	144869.03	393265.8	845.1278	394192.56	391248.53	1000.0	1000.0	2175999	1871.4705	1871.4696	-1866.8363	113.997406	2.868014	1.1852326	124715.35295248032
545	377983.6	22656.393	392398.88	338770.34	390337.25	3750.5522	392822.66	381824.22	1000.0	1000.0	2179999	1870.3157	1870.3165	-1866.1013	110.45207	2.8971553	1.056312	124946.93869924545
546	389086.1	4262.8203	392251.72	381822.44	391806.56	815.8389	392805.28	390239.6	1000.0	1000.0	2183999	1870.011	1870.0118	-1865.311	113.16193	2.8511722	1.2061816	125178.20282411575
547	315709.44	130385.836	391807.03	89876.71	361858.62	75923.84	391757.84	134469.42	1000.0	1000.0	2187999	1867.6257	1867.6255	-1863.0171	118.619286	2.8792567	1.1655602	125409.88006806374
548	319006.97	119622.336	392096.34	111946.445	387042.97	11284.662	393110.34	354602.06	1000.0	1000.0	2191999	1865.3086	1865.3085	-1860.7445	129.59154	2.9019587	1.1285772	125641.67904686928
549	336181.25	95908.39	393168.56	170076.72	360818.4	90913.086	392987.88	88160.6	1000.0	1000.0	2195999	1864.2815	1864.2817	-1859.582	132.09802	2.8885775	1.1983713	125873.30063176155
550	385167.88	11401.526	392202.34	365425.78	393771.7	1429.0333	394704.72	389587.56	1000.0	1000.0	2199999	1863.2411	1863.2406	-1858.6442	130.97037	2.883395	1.1735474	126104.32593631744
551	385012.9	7590.163	392847.72	377417.0	390539.53	7585.278	394476.84	368795.53	1000.0	1000.0	2203999	1863.5833	1863.5835	-1858.973	126.56637	2.8961048	1.1812314	126335.80956935883
552	368848.47	33913.297	392117.47	310625.62	384775.75	18274.271	392706.75	330542.22	1000.0	1000.0	2207999	1865.0359	1865.0365	-1860.6897	121.8703	2.8914227	1.1021492	126566.67641711235
553	392329.8	381.28983	392789.28	391753.78	384130.4	15491.023	392137.4	346205.97	1000.0	1000.0	2211999	1865.5939	1865.5931	-1861.0277	121.64346	2.9428422	1.1506306	126797.58333587646
554	300857.47	134694.1	392380.22	68140.05	373702.97	55248.04	392670.88	207963.33	1000.0	1000.0	2215999	1865.352	1865.3534	-1860.757	131.27013	2.8705263	1.1806569	127030.10948681831
555	384706.62	8620.078	393149.97	371743.22	378503.12	42350.26	393148.06	251456.22	1000.0	1000.0	2219999	1864.7075	1864.709	-1860.3794	123.99192	2.8926148	1.0960866	127264.25937199593
