Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	Q1Vals	Q2Vals	LossPi	LossQ	Averagemmd_entropy	$\alpha$	Time
139	301450.75	6069.5815	305402.94	290954.84	302057.62	7691.0024	317196.2	290614.38	1000.0	1000.0	555999	1038.2828	1038.282	-1033.2988	432.85657	3.9989698	1.4038906	29905.9231402874
140	294687.75	9699.145	304636.1	280217.72	290749.3	19346.258	318019.56	244438.83	1000.0	1000.0	559999	1039.9337	1039.9321	-1034.8315	435.11386	4.001897	1.416106	30144.004254579544
141	296116.72	23041.883	327892.7	263451.0	308476.0	12658.431	323356.6	283860.47	1000.0	1000.0	563999	1042.8195	1042.8175	-1037.5453	440.7148	3.996062	1.4581547	30380.423444509506
142	299706.8	5644.556	306070.34	293249.94	308712.8	8175.7183	321802.6	291315.2	1000.0	1000.0	567999	1045.0907	1045.088	-1040.0507	442.10147	4.000021	1.4097792	30617.03483438492
143	294574.22	22752.934	314171.0	257616.7	292928.7	18015.08	324614.53	268066.8	1000.0	1000.0	571999	1048.2272	1048.2246	-1043.1375	441.23438	4.000605	1.4280558	30854.969066381454
144	313136.06	10675.071	328533.53	300959.7	299743.9	12832.935	322346.66	278824.12	1000.0	1000.0	575999	1051.0709	1051.0691	-1046.0435	441.78903	3.9983604	1.4071716	31092.23319387436
145	299025.25	4295.96	306401.28	295872.56	301207.1	9762.424	313205.94	280883.4	1000.0	1000.0	579999	1054.6492	1054.6471	-1049.7521	433.56674	4.0025363	1.3813988	31329.24809026718
146	294749.8	17957.074	312358.03	267450.6	305486.16	16545.018	319313.4	260450.58	1000.0	1000.0	583999	1058.3691	1058.368	-1053.3385	428.9535	3.9948218	1.4050386	31565.90432858467
147	303670.5	17457.895	326641.75	277491.5	291345.6	31565.932	318265.06	205725.75	1000.0	1000.0	587999	1060.8466	1060.846	-1055.683	429.4122	4.0060787	1.4256806	31800.915308475494
148	300570.4	7247.604	310711.53	290241.34	296181.66	34171.652	329248.66	213286.16	1000.0	1000.0	591999	1063.5726	1063.5717	-1058.2535	416.8884	3.994691	1.4599714	32036.163838386536
149	240245.17	79760.91	310455.62	109866.61	279637.2	48501.54	320242.28	157361.23	1000.0	1000.0	595999	1065.8977	1065.8975	-1060.654	418.14273	3.9980342	1.4563603	32269.98784685135
150	298522.12	16445.557	314393.2	275604.38	301951.06	15275.481	321926.16	262665.44	1000.0	1000.0	599999	1069.4114	1069.4098	-1064.3564	419.81436	3.9984224	1.3985208	32504.778222322464
151	303943.88	7415.6714	309544.84	291258.22	289181.34	26923.646	317624.72	224868.89	1000.0	1000.0	603999	1070.3042	1070.304	-1065.4579	418.59042	4.006818	1.3282012	32739.545368909836
152	301919.78	19129.691	318290.03	269351.47	300405.2	11584.955	316017.47	275153.75	1000.0	1000.0	607999	1073.3126	1073.3112	-1068.0488	407.82013	4.0000973	1.4356346	32973.658911943436
153	305675.78	13184.69	319021.72	286588.62	268834.56	48358.793	316175.47	166327.34	1000.0	1000.0	611999	1075.5833	1075.5831	-1070.6481	409.59274	3.9944816	1.3603151	33208.95202064514
154	289800.9	19481.02	321516.28	271753.53	297395.6	15099.85	314318.28	268276.72	1000.0	1000.0	615999	1078.0988	1078.0979	-1072.9053	410.97562	4.0037866	1.408151	33442.578896045685
155	282529.94	26694.611	308758.3	239532.73	274811.3	41240.62	321836.97	186465.98	1000.0	1000.0	619999	1079.3483	1079.3455	-1074.2576	413.07907	3.9969516	1.3871721	33679.162338495255
156	286686.12	23453.416	307392.8	247161.3	295289.1	19224.383	319179.1	261524.56	1000.0	1000.0	623999	1081.2488	1081.2477	-1075.8822	417.88434	4.0027184	1.4302841	33913.70481801033
157	307558.44	9202.623	322746.9	299523.2	296244.75	14302.397	321970.3	268592.03	1000.0	1000.0	627999	1081.4728	1081.4711	-1076.1416	423.7048	3.9946642	1.422802	34146.799730062485
158	299926.0	17006.215	320711.47	273604.9	302702.88	13577.518	322627.56	280990.0	1000.0	1000.0	631999	1084.1812	1084.1807	-1079.008	424.59067	4.00361	1.4027923	34382.723160266876
159	309718.8	7607.515	320785.25	301562.38	302563.7	12876.892	314219.78	270263.62	1000.0	1000.0	635999	1087.5538	1087.5537	-1082.393	417.57462	4.001865	1.3999152	34616.69791054726
160	288848.12	29612.314	321710.53	240788.83	306642.1	3863.8037	313928.7	301829.97	1000.0	1000.0	639999	1090.6615	1090.6595	-1085.3895	421.90356	4.000063	1.4175637	34851.3742082119
161	295695.28	22315.844	319876.75	259856.27	298767.7	24342.799	325614.2	248535.88	1000.0	1000.0	643999	1093.056	1093.0558	-1087.9596	410.0942	4.0000687	1.3787287	35082.989443063736
162	310467.38	7738.005	321663.88	299882.7	311864.28	7745.385	322981.6	302554.62	1000.0	1000.0	647999	1095.7158	1095.7133	-1090.5638	415.19937	3.9950342	1.3865123	35315.257180690765
163	283236.88	49848.17	320877.28	197580.62	309374.56	9475.505	321261.2	295002.06	1000.0	1000.0	651999	1097.6991	1097.6995	-1092.578	417.73587	4.002402	1.3614882	35546.3969643116
164	309298.5	3853.769	315281.94	304729.3	313748.56	9637.102	330428.4	295011.97	1000.0	1000.0	655999	1097.5746	1097.5737	-1092.4775	420.20782	4.0012856	1.3428398	35779.2015812397
165	311072.7	4195.805	314631.3	304149.9	297386.06	30681.02	324619.9	233704.94	1000.0	1000.0	659999	1098.1139	1098.1108	-1092.9363	420.7297	4.003121	1.3680845	36010.04744839668
166	308264.6	9192.855	317226.66	293397.03	303053.6	31962.678	322347.8	212536.0	1000.0	1000.0	663999	1101.1584	1101.1584	-1095.8322	417.07822	3.9977384	1.4145186	36242.57253623009
167	315187.84	11042.221	328253.8	303654.47	313103.56	8330.205	322725.53	293223.1	1000.0	1000.0	667999	1103.2646	1103.262	-1097.9852	414.5093	3.9978573	1.4042884	36476.54342126846
168	305513.84	5977.9585	313271.88	296513.1	309477.34	9248.979	324393.5	292700.94	1000.0	1000.0	671999	1105.4602	1105.461	-1099.9989	416.6283	4.002957	1.4369917	36708.383442401886
169	312199.16	1439.484	313745.97	309986.3	308146.7	15299.515	326740.97	270104.28	1000.0	1000.0	675999	1108.0354	1108.0334	-1102.7152	417.8824	3.995693	1.4015955	36937.56477046013
170	301628.38	12165.713	316032.44	284161.94	307657.6	7315.3647	316392.03	291295.88	1000.0	1000.0	679999	1109.7728	1109.7708	-1104.5343	415.30087	4.002437	1.3781621	37167.488580703735
171	309529.12	6817.4478	319307.34	300068.75	307509.4	5889.261	314174.88	293522.12	1000.0	1000.0	683999	1113.6902	1113.6879	-1108.183	421.12256	3.9942286	1.4497567	37397.334397792816
172	312438.16	3936.4258	317869.97	307662.38	314057.72	8626.417	326954.47	298177.78	1000.0	1000.0	687999	1115.985	1115.9841	-1110.5632	424.0169	4.006971	1.4306401	37629.21725201607
173	299877.38	22039.766	316293.2	262594.66	304135.84	34208.97	332109.75	206908.94	1000.0	1000.0	691999	1119.3632	1119.3625	-1113.902	415.4435	4.001292	1.4112549	37858.339163541794
174	311461.2	13817.932	324906.53	289534.62	282259.38	24283.262	325155.22	249172.44	1000.0	1000.0	695999	1118.1248	1118.1234	-1112.7963	417.84387	3.9973485	1.3815222	38092.51769423485
175	311403.94	9184.842	321065.9	301198.1	304899.2	27407.47	331261.84	236684.3	1000.0	1000.0	699999	1119.7894	1119.787	-1114.5205	414.53915	3.9937792	1.3722711	38334.03002214432
176	307862.78	11242.465	316635.94	288558.47	309351.0	19626.76	325527.22	255910.38	1000.0	1000.0	703999	1122.2634	1122.2617	-1116.5627	414.09995	4.008252	1.5008259	38577.57943344116
177	307523.53	10866.925	324946.1	295018.5	317070.1	9981.802	328011.38	299385.44	1000.0	1000.0	707999	1125.4366	1125.4332	-1120.1327	404.6014	3.999057	1.370403	38824.01722621918
178	285038.06	31512.145	320674.2	237987.0	318705.16	11881.61	336962.97	297339.03	1000.0	1000.0	711999	1127.9911	1127.9922	-1122.491	411.586	3.9956348	1.4487112	39074.301699876785
179	308248.3	16100.066	323136.44	281060.75	317710.03	7222.73	327924.47	302288.6	1000.0	1000.0	715999	1130.3792	1130.3777	-1124.9802	409.22498	4.001372	1.3898911	39324.203575372696
180	306236.1	4563.0444	311143.7	300089.66	318573.72	7919.3325	331372.56	305646.66	1000.0	1000.0	719999	1131.1211	1131.1198	-1125.5155	409.3072	3.99661	1.4523286	39576.41224312782
181	309555.38	11346.283	321521.25	291357.22	320370.53	8308.085	330754.88	300644.03	1000.0	1000.0	723999	1134.612	1134.61	-1129.2736	406.81888	4.0077558	1.373647	39827.25787067413
182	309397.0	9633.543	321423.94	294496.16	318780.1	5642.347	326306.9	309919.56	1000.0	1000.0	727999	1133.8431	1133.8431	-1128.4231	405.5352	3.9969823	1.3819888	40081.29286026955
183	320667.1	5396.7134	327135.34	314691.47	321164.3	10405.582	335976.78	304590.25	1000.0	1000.0	731999	1134.094	1134.0939	-1128.7263	398.7245	3.9939172	1.3750689	40334.61555790901
184	311018.72	16498.275	326856.84	284165.88	315350.66	13945.955	328662.16	279008.1	1000.0	1000.0	735999	1136.29	1136.288	-1131.0715	398.15576	4.001526	1.3360871	40584.95896077156
185	317773.28	8986.081	331281.3	309359.56	306310.44	24017.379	321576.62	236473.05	1000.0	1000.0	739999	1137.3998	1137.3988	-1131.8483	396.45193	4.0022764	1.4176873	40831.8965344429
186	322129.28	14944.757	339770.5	302131.16	298550.72	14891.129	328641.03	275201.7	1000.0	1000.0	743999	1138.2148	1138.212	-1133.1462	394.9817	3.9987898	1.2792739	41073.69031953812
187	311713.7	8091.1367	318511.28	298059.66	316193.8	10750.648	334977.72	297726.5	1000.0	1000.0	747999	1139.7197	1139.7164	-1134.3328	401.20996	4.000089	1.362905	41304.125852108
188	314646.5	11027.074	326024.75	302386.25	317976.3	15196.887	334727.16	278591.8	1000.0	1000.0	751999	1142.7772	1142.7762	-1137.2856	393.02023	3.9991992	1.4100025	41534.26644921303
189	320938.0	6044.465	328106.06	311376.84	311216.2	9928.643	325633.72	295612.2	1000.0	1000.0	755999	1144.7373	1144.7362	-1139.141	397.73987	3.999564	1.44054	41767.50457024574
190	308644.44	11004.578	322491.6	291698.44	310244.3	16767.11	331711.47	274392.34	1000.0	1000.0	759999	1147.1577	1147.1545	-1141.8668	391.74463	4.000401	1.366596	41997.60629940033
191	307560.72	5904.804	313383.84	297870.44	303297.97	12332.563	322084.34	287531.94	1000.0	1000.0	763999	1148.8193	1148.8182	-1143.493	388.221	4.0010514	1.3480918	42227.86219096184
192	311354.94	11561.918	325570.94	297301.78	308871.84	14237.25	329838.84	290287.75	1000.0	1000.0	767999	1151.125	1151.1237	-1145.7037	394.00293	4.0013313	1.3745105	42457.93430161476
193	313515.84	8120.6865	321245.06	299860.88	300943.34	19257.916	327836.25	258003.1	1000.0	1000.0	771999	1154.3704	1154.3699	-1148.9943	388.97595	3.9967294	1.3630522	42690.40811634064
194	294705.38	26319.541	315348.1	249528.23	313902.94	8047.2817	325593.16	294404.1	1000.0	1000.0	775999	1155.6345	1155.6327	-1149.8949	392.28018	4.0027966	1.4499705	42920.256778001785
195	312499.03	4256.7275	316595.56	305424.6	312045.8	19352.836	328670.62	258070.8	1000.0	1000.0	779999	1158.4512	1158.4518	-1152.9745	394.94586	4.0015187	1.396752	43152.16049671173
196	314287.2	11910.834	324732.47	294033.53	317453.06	18382.543	333207.53	266443.3	1000.0	1000.0	783999	1162.0581	1162.056	-1156.5283	390.19055	3.9971623	1.4088626	43381.640124320984
197	309982.66	9382.324	319892.34	300525.53	309524.62	23379.062	324959.25	244436.39	1000.0	1000.0	787999	1163.3945	1163.3945	-1157.8954	383.46783	4.00357	1.4049019	43612.98139882088
198	315489.53	2040.6987	317422.9	312290.38	320071.7	10533.478	334359.25	297140.12	1000.0	1000.0	791999	1164.875	1164.8734	-1159.4156	385.70282	3.996296	1.3516508	43844.76357340813
199	315919.3	13202.437	332788.84	296049.53	309026.28	28081.664	334252.7	228335.56	1000.0	1000.0	795999	1165.2382	1165.2365	-1159.7086	396.8198	3.9969766	1.3885157	44076.68834710121
200	319765.1	6306.779	326837.3	311698.16	323738.97	9719.755	340097.88	310185.84	1000.0	1000.0	799999	1167.5063	1167.5087	-1162.334	391.78888	3.994544	1.3052598	44305.95263981819
201	302439.16	27761.633	323143.16	254703.55	312811.06	11027.004	341965.06	298121.0	1000.0	1000.0	803999	1169.5367	1169.537	-1164.051	386.98306	4.008871	1.3830208	44536.061153650284
202	317768.72	5843.73	326864.97	311468.2	332145.3	6458.2324	346186.94	322957.62	1000.0	1000.0	807999	1172.0168	1172.0157	-1166.6147	387.99252	3.9965289	1.3695076	44769.32521224022
203	318111.56	8356.348	331923.28	309715.53	310200.84	28068.45	329754.3	238316.1	1000.0	1000.0	811999	1174.3151	1174.3158	-1168.6156	386.5435	4.008794	1.4259651	44997.691499233246
204	315399.38	10459.588	329481.25	301691.22	314754.62	32468.13	340202.72	219321.27	1000.0	1000.0	815999	1174.9751	1174.9772	-1169.3732	390.2354	3.994082	1.3882442	45228.68937921524
205	315214.44	4605.1504	320847.44	308758.3	317912.8	11238.828	329385.22	286593.6	1000.0	1000.0	819999	1175.8937	1175.8933	-1170.4341	389.84506	3.999	1.357379	45459.42456102371
206	323152.8	7687.7173	334383.94	314735.97	318877.7	12428.089	337933.78	288813.28	1000.0	1000.0	823999	1177.8496	1177.8496	-1172.3292	387.81876	3.9978516	1.3933264	45693.7314889431
207	315995.75	5554.6895	322464.34	308874.4	299047.28	18821.229	328437.0	272233.7	1000.0	1000.0	827999	1180.0197	1180.0173	-1174.3945	389.15433	4.0051875	1.4155784	45926.191460609436
208	317738.12	6804.275	327483.8	309030.6	316877.44	12761.596	333795.47	291772.3	1000.0	1000.0	831999	1181.6584	1181.6603	-1176.2507	382.74814	3.999823	1.3490859	46160.84535956383
209	322863.7	1226.2849	323678.62	320750.62	318520.3	7561.5967	327912.66	302548.25	1000.0	1000.0	835999	1182.5364	1182.5356	-1176.9022	383.71512	3.9998803	1.406079	46396.43856072426
210	324138.94	7540.0806	336194.56	315573.7	320926.16	22591.658	337863.12	256760.12	1000.0	1000.0	839999	1183.6831	1183.6844	-1178.034	386.42892	3.9992492	1.4141581	46633.85771083832
211	322004.6	7072.1733	332276.9	312416.3	322461.56	7888.9336	334734.5	309264.12	1000.0	1000.0	843999	1186.5625	1186.5634	-1181.2384	391.46588	3.9932456	1.3351747	46873.51569867134
212	316316.06	8871.469	331242.3	308324.3	325390.44	6075.8633	333648.94	309278.72	1000.0	1000.0	847999	1189.3552	1189.3536	-1183.5592	388.2261	4.004549	1.4608191	47111.39361548424
213	319568.0	5923.8564	329446.03	314870.4	322046.75	7974.3374	330411.12	302417.72	1000.0	1000.0	851999	1190.9171	1190.9167	-1185.5602	379.59314	4.001495	1.3388708	47349.70765590668
214	318931.94	8877.542	326082.7	303726.06	321819.5	8614.395	333680.03	302160.62	1000.0	1000.0	855999	1191.9633	1191.9629	-1186.3405	381.3278	3.9982872	1.4016713	47588.37977027893
215	318825.3	9025.7	332278.9	308057.34	323216.72	6614.2285	330894.28	309254.47	1000.0	1000.0	859999	1194.4476	1194.446	-1189.1482	376.98566	3.996671	1.3273455	47825.170162439346
216	313400.88	28240.455	335931.22	265381.34	331486.25	6828.984	342950.66	321314.44	1000.0	1000.0	863999	1195.569	1195.5662	-1189.9683	378.53482	4.0007153	1.380886	48060.1499311924
217	322611.56	4473.7583	328640.47	316111.56	319201.3	21657.875	335184.4	257759.25	1000.0	1000.0	867999	1197.1854	1197.1886	-1191.6946	372.6657	4.003952	1.3715725	48294.7684545517
218	323058.72	13879.993	336223.22	302887.97	320580.94	21907.836	335533.12	267105.16	1000.0	1000.0	871999	1200.0648	1200.0656	-1194.471	370.37546	3.9985747	1.3847431	48526.23630619049
219	325547.22	3300.317	329000.38	320134.1	325592.16	5341.4756	330524.62	311595.3	1000.0	1000.0	875999	1201.6652	1201.6644	-1195.9746	372.2577	3.9978144	1.415604	48757.65072250366
220	315274.06	5898.6934	321425.44	307604.28	331193.97	9783.548	345257.53	315690.94	1000.0	1000.0	879999	1203.0537	1203.0529	-1197.6782	370.23544	4.0011225	1.3277956	48988.93971633911
221	318488.94	10905.364	336984.6	308712.62	328625.1	7861.545	339855.6	315173.12	1000.0	1000.0	883999	1204.348	1204.3513	-1199.0092	379.23807	3.9983456	1.3299023	49221.70003628731
222	322968.06	9508.865	339107.1	315348.72	318875.2	15279.354	331939.72	278306.12	1000.0	1000.0	887999	1206.2051	1206.2018	-1200.9686	372.50232	3.9962611	1.297119	49454.10098409653
223	320562.16	22495.56	342852.66	283276.72	323039.2	9471.12	331774.97	301820.97	1000.0	1000.0	891999	1207.9712	1207.9712	-1202.2935	374.53482	4.0038447	1.398775	49688.79308342934
224	309716.84	37141.902	339710.25	246104.55	325667.28	11061.742	339492.94	303483.72	1000.0	1000.0	895999	1209.5387	1209.5398	-1203.8185	377.15	4.001932	1.4144728	49922.190500974655
225	320541.97	12335.043	331674.62	300089.25	331172.47	6133.3105	339918.28	319827.8	1000.0	1000.0	899999	1211.3657	1211.3632	-1205.659	381.9469	4.0023956	1.4247625	50152.35513019562
226	326344.34	6198.8794	335254.97	317795.8	328237.44	18584.775	346564.8	275804.88	1000.0	1000.0	903999	1212.803	1212.802	-1207.2351	381.4496	3.9938793	1.3809937	50384.926672935486
227	327174.88	12386.237	337595.62	307086.72	330770.88	10122.068	342543.97	304781.5	1000.0	1000.0	907999	1216.1628	1216.1603	-1210.5964	373.00665	4.0006337	1.3837266	50615.10235500336
228	334129.25	6937.807	341975.6	323935.0	312298.75	23161.125	331851.2	254952.42	1000.0	1000.0	911999	1216.9877	1216.9875	-1211.6102	374.0765	4.0001273	1.3300139	50845.94992160797
229	322443.88	2972.7185	326705.72	319256.44	318919.2	8216.5	329849.06	301253.0	1000.0	1000.0	915999	1219.401	1219.4008	-1213.8882	372.58844	3.9996688	1.3684427	51077.44523072243
230	322558.6	11686.576	335893.12	306179.22	329151.38	5502.8564	339652.1	323138.0	1000.0	1000.0	919999	1221.5862	1221.5847	-1216.0813	372.8419	3.9946258	1.3675197	51308.32005238533
231	324947.3	2553.6602	327579.1	320954.16	333220.3	8713.191	346695.78	316034.47	1000.0	1000.0	923999	1223.798	1223.7994	-1218.1681	379.3003	4.0061927	1.3951032	51538.96334552765
232	328630.28	8482.868	339471.84	315848.16	320536.56	11729.417	344049.78	297139.78	1000.0	1000.0	927999	1226.0736	1226.0707	-1220.5469	387.80267	3.9997954	1.3698945	51770.79094529152
233	310996.0	12080.398	320194.34	290236.75	332684.28	7466.113	341264.75	318810.84	1000.0	1000.0	931999	1228.0092	1228.0094	-1222.631	382.29382	3.997787	1.3330498	51999.78434610367
234	320463.62	5700.1187	327126.6	311459.4	321458.3	25865.281	347894.78	249559.81	1000.0	1000.0	935999	1229.7811	1229.7795	-1224.2738	384.2924	4.008596	1.3568637	52230.67160820961
235	321274.38	4619.171	327175.16	314270.34	322906.25	7530.599	335279.06	307849.3	1000.0	1000.0	939999	1231.2751	1231.2759	-1225.557	378.00558	3.996079	1.4118053	52460.57472538948
236	312408.3	14750.827	326240.4	288301.8	333950.84	13105.553	346436.0	300584.84	1000.0	1000.0	943999	1232.6779	1232.6774	-1227.1974	378.59766	3.9966085	1.367497	52690.38668298721
237	327587.25	7335.271	334470.84	316413.8	327069.4	4985.8345	336341.7	322710.06	1000.0	1000.0	947999	1234.5211	1234.5189	-1229.2123	378.42047	4.006995	1.3232093	52922.00953722
238	324543.34	4725.2925	327575.25	316371.9	336092.34	9305.468	351435.38	320106.38	1000.0	1000.0	951999	1236.6567	1236.6554	-1231.2352	381.3659	3.996501	1.3434793	53151.01356744766
239	335504.62	10116.73	350960.3	322598.8	329996.06	10702.934	346767.12	306358.66	1000.0	1000.0	955999	1238.7642	1238.7623	-1233.124	375.9876	3.9977212	1.3926634	53380.97127056122
240	327166.06	8337.44	333988.66	313158.2	327990.9	7078.443	340148.12	318259.1	1000.0	1000.0	959999	1238.7888	1238.7898	-1233.4946	370.7646	4.0038953	1.2984717	53612.54556822777
241	336811.94	12388.709	356118.34	322351.03	335407.44	5995.0166	343750.22	325530.16	1000.0	1000.0	963999	1240.5668	1240.566	-1235.07	365.801	3.9951801	1.3551214	53847.67349529266
242	340044.25	3558.7622	344656.06	335847.5	313218.3	37581.75	355783.66	214349.2	1000.0	1000.0	967999	1242.3308	1242.3325	-1236.8109	371.66718	4.0042353	1.3901772	54079.7519402504
243	322187.4	19233.662	339833.97	290788.62	329826.94	24130.23	351923.06	261732.64	1000.0	1000.0	971999	1246.02	1246.0188	-1240.199	378.99506	3.9958024	1.444177	54311.8022544384
244	322861.9	11081.847	333575.12	304851.0	331811.44	7805.105	349674.44	319632.12	1000.0	1000.0	975999	1247.9056	1247.9043	-1242.3745	378.719	3.9947147	1.372519	54543.62880945206
245	316705.94	5050.8423	320374.44	308077.0	321571.34	9085.698	336090.4	303391.38	1000.0	1000.0	979999	1249.0529	1249.0529	-1243.392	374.10287	4.0062594	1.4043318	54777.08694577217
246	329313.0	5813.3906	337225.8	323230.75	332569.6	10429.731	347995.9	311507.22	1000.0	1000.0	983999	1250.6383	1250.6371	-1245.1488	376.03653	4.00506	1.3604033	55010.39292931557
247	328418.2	9686.071	341227.4	314431.3	335728.66	8648.185	353220.5	322313.44	1000.0	1000.0	987999	1251.7798	1251.78	-1245.9905	375.10678	3.9903932	1.4266661	55245.42914843559
248	337882.62	11538.468	354049.6	326763.03	333913.8	14012.743	349516.62	298447.7	1000.0	1000.0	991999	1254.3385	1254.3363	-1248.7902	376.07944	4.0029745	1.3820864	55481.8050134182
249	324923.56	6518.2764	334679.28	317666.72	326576.2	19532.662	346945.8	271835.1	1000.0	1000.0	995999	1255.796	1255.7949	-1250.5864	379.14188	3.9997325	1.2870922	55716.96986556053
250	337399.16	7278.7646	349059.6	329336.88	343730.3	8451.573	356247.75	328213.66	1000.0	1000.0	999999	1257.9524	1257.9509	-1252.1165	385.93176	3.997339	1.4462997	55953.500977277756
251	324853.44	6622.7603	331009.25	314806.9	335047.94	10427.878	351009.56	313754.8	1000.0	1000.0	1003999	1260.7146	1260.7174	-1255.3868	379.97025	4.0049596	1.3055593	56190.60855984688
252	322951.4	5762.977	332630.8	317512.72	333710.3	8855.191	346222.38	317846.8	1000.0	1000.0	1007999	1263.3175	1263.312	-1257.8033	379.01825	3.9935982	1.3561637	56429.7745552063
253	331478.84	1085.5615	332730.0	329829.1	331079.1	8846.38	340834.6	309568.5	1000.0	1000.0	1011999	1267.9124	1267.9117	-1262.2328	378.46063	4.0052023	1.4054288	56667.80957698822
254	313396.72	18805.55	331211.47	281795.6	341863.94	13844.259	369238.12	324461.62	1000.0	1000.0	1015999	1271.416	1271.4156	-1265.8177	377.66815	3.9993722	1.3502314	56908.395802497864
255	334674.97	7420.966	343086.12	323775.84	347301.2	8292.198	363684.8	332601.94	1000.0	1000.0	1019999	1275.0748	1275.0737	-1269.4935	380.37958	4.0016403	1.3463746	57147.30590581894
256	338391.3	5321.8423	345469.78	331282.7	332609.03	11899.418	349948.75	306965.0	1000.0	1000.0	1023999	1277.001	1277.0009	-1271.1897	384.4938	3.9967546	1.3964993	57385.91005897522
257	315213.78	21604.562	341612.8	281834.75	337790.4	10381.744	352283.06	313472.5	1000.0	1000.0	1027999	1280.7109	1280.7097	-1275.056	380.02975	3.998723	1.3428825	57624.57627463341
258	326409.38	8864.955	336184.1	313136.94	338080.8	11071.863	356275.72	323176.88	1000.0	1000.0	1031999	1283.2334	1283.232	-1277.4752	387.88043	4.00586	1.385689	57861.66626691818
259	343062.1	12690.324	360600.8	329439.28	348282.44	13411.54	370639.2	323197.22	1000.0	1000.0	1035999	1287.0032	1287.0015	-1281.247	390.27545	4.0010695	1.3574706	58099.907406806946
260	338034.22	12494.91	356335.6	325472.03	339537.7	15817.206	365384.1	312723.06	1000.0	1000.0	1039999	1290.1418	1290.1428	-1284.196	389.74463	3.9988153	1.4254016	58337.81571316719
261	328415.03	6165.611	333515.3	317892.06	342058.84	9943.457	357332.94	321368.94	1000.0	1000.0	1043999	1294.7886	1294.7861	-1289.0364	390.46024	4.000098	1.3826164	58576.467999219894
262	336679.7	11741.574	351149.0	319267.75	337782.2	10211.359	351848.2	316623.8	1000.0	1000.0	1047999	1298.434	1298.4333	-1292.7063	394.32288	3.9996674	1.3534956	58814.52114009857
263	334743.6	11180.209	346206.4	317778.9	349757.38	11800.018	366613.12	333703.25	1000.0	1000.0	1051999	1302.3392	1302.3365	-1296.443	395.94394	3.9975464	1.3917152	59053.62733411789
264	338106.7	9862.48	353912.25	327149.56	345301.3	8009.3047	358410.94	331494.2	1000.0	1000.0	1055999	1306.2085	1306.206	-1300.3145	400.40414	4.000663	1.4048158	59291.89781475067
265	342727.2	3762.1501	348035.16	337397.25	331786.2	6549.416	341590.03	320534.16	1000.0	1000.0	1059999	1311.1947	1311.1934	-1305.4437	402.5601	3.9994576	1.3491958	59528.71006608009
266	325695.28	4792.6475	331152.34	319104.3	336365.72	13333.99	354486.6	306951.16	1000.0	1000.0	1063999	1314.5101	1314.5092	-1308.8691	401.4964	3.9990952	1.3145066	59766.06891608238
267	338850.12	6609.002	349074.75	330611.47	341221.75	24756.697	369765.28	279114.34	1000.0	1000.0	1067999	1318.3347	1318.333	-1312.3942	400.07892	3.9979527	1.3818638	60004.30454659462
268	345992.78	9211.756	360090.75	335067.84	347218.53	14055.268	375037.0	322215.3	1000.0	1000.0	1071999	1320.6296	1320.6294	-1314.7333	402.57367	4.0022216	1.3647906	60241.18120765686
269	349370.2	13567.339	371739.1	336413.2	352063.9	14293.256	372192.5	325851.03	1000.0	1000.0	1075999	1321.8711	1321.8722	-1315.958	401.07693	3.999106	1.3506577	60476.79171586037
270	342457.38	13218.343	362926.28	329256.25	346870.28	5686.09	357337.62	339436.44	1000.0	1000.0	1079999	1325.2998	1325.2947	-1319.4465	402.5898	4.0049663	1.3550806	60710.14250469208
271	337470.3	3565.6702	339974.47	331317.06	344616.1	8569.699	355798.3	330865.72	1000.0	1000.0	1083999	1328.3964	1328.3951	-1322.614	406.4819	3.9877572	1.3246506	60944.7686727047
272	336749.3	10213.698	345886.66	319525.97	340313.34	28571.162	364112.16	257809.44	1000.0	1000.0	1087999	1331.8513	1331.8503	-1325.9918	397.21524	4.0105095	1.3616345	61179.18757367134
273	335210.8	10644.704	346839.78	319879.38	336215.94	13359.25	350334.78	303042.2	1000.0	1000.0	1091999	1336.4136	1336.4102	-1330.4235	397.88943	3.9965918	1.3899575	61412.42868900299
274	348169.9	15393.356	365739.2	323474.16	349316.94	5806.903	360156.75	338440.9	1000.0	1000.0	1095999	1338.6475	1338.6456	-1332.6007	401.6551	3.999751	1.3929265	61646.6270506382
275	350810.44	13422.904	370461.7	338211.06	350558.53	12910.841	369343.75	329439.28	1000.0	1000.0	1099999	1343.6798	1343.6791	-1337.8131	405.02243	4.0047746	1.3552402	61879.6041996479
276	337658.56	9947.243	353721.56	328173.03	354537.5	13706.277	371335.56	335011.9	1000.0	1000.0	1103999	1347.6787	1347.6749	-1341.6787	400.17688	3.9962475	1.3677105	62112.34870147705
277	344091.7	7014.7427	351749.3	332647.9	354747.8	11359.379	372449.78	330221.66	1000.0	1000.0	1107999	1350.776	1350.7738	-1345.0188	398.7438	3.9960248	1.3153298	62344.5005569458
278	336652.88	3124.1753	340171.7	332721.78	336464.16	6592.227	348691.53	326255.9	1000.0	1000.0	1111999	1355.0684	1355.0669	-1348.8782	403.98224	4.005258	1.4285268	62576.556406736374
