Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Averagepi_penalty	Stdpi_penalty	Maxpi_penalty	Minpi_penalty	AverageQ_penalty	StdQ_penalty	MaxQ_penalty	MinQ_penalty	Time
1	119.058075	34.24326	221.79025	77.809875	175.3319	6.6204686	193.15366	167.47478	24.212122	39.3	3999	41.81447	32.195766	165.7708	-21.44942	41.81495	32.197216	165.59917	-18.881073	-46.772926	8.64232	5.7631707	0.3272642	5.8654914	0.33135414	8.370637	6.4439187	23.8381	2.0739658e-07	68.15047883987427
2	115.69906	29.336584	256.59174	77.866394	263.60144	28.81143	323.1899	220.2477	23.511765	53.0	7999	373.17673	300.92688	1420.3983	-138.08722	373.17535	300.93716	1419.447	-140.6144	-433.6587	250.58322	5.7753825	0.015620569	5.8247223	5.7143283	114.49964	68.97268	266.41354	21.11673	158.89693808555603
3	150.19554	67.89218	416.11414	83.167244	217.94987	52.77028	354.05273	158.87566	31.35433	45.1	11999	1629.5066	1089.2227	4844.8755	-909.8609	1629.4911	1089.3021	4802.9287	-968.3112	-1841.9537	5673.176	5.752927	0.02227592	5.811628	5.6728387	475.03693	151.99869	785.5969	228.41682	251.330819606781
4	221.91153	59.72933	466.99768	133.84338	213.33386	33.791954	278.91327	180.25829	45.43182	45.3	15999	2587.4246	1681.3508	5291.738	-1098.2952	2587.414	1681.5087	5308.065	-1103.3872	-2792.353	13530.862	5.708268	0.01812486	5.7773147	5.6208606	532.96625	48.4196	764.74005	380.3767	347.1987669467926
5	237.68306	60.968258	460.70062	102.914375	214.83675	45.370514	346.96948	184.93759	50.1	45.0	19999	2389.4019	1753.2299	5193.7964	-329.10773	2389.3948	1753.3058	5219.6885	-327.59302	-2542.9524	11858.636	5.6910076	0.018563408	5.754178	5.6037335	417.17755	57.29804	638.5162	254.43503	440.3900430202484
6	295.57535	106.86766	636.57697	135.10498	361.4583	87.62837	524.7599	270.40088	64.66129	83.0	23999	1831.6268	1473.9637	4635.485	-380.77362	1831.6163	1474.0421	4631.0156	-336.68405	-1943.2018	9597.842	5.6834354	0.01793528	5.742557	5.598441	320.33136	34.43965	485.97726	228.61066	533.3204863071442
7	372.33066	89.65856	623.47473	193.04692	358.76605	77.62034	476.6543	242.69026	82.5625	84.0	27999	1430.6649	1213.5985	3953.024	-324.8499	1430.656	1213.6494	3928.5498	-329.26483	-1517.4	7446.848	5.6835985	0.0184776	5.7421403	5.617911	265.8416	27.809084	366.6695	171.9112	625.8949060440063
8	383.53702	114.36942	782.311	220.82199	302.02396	51.287373	418.85135	242.81226	83.208336	64.1	31999	1103.7115	985.8052	3223.6638	-208.82733	1103.7091	985.8169	3258.5916	-313.3675	-1165.8914	5946.976	5.672904	0.019569917	5.738248	5.6011963	215.47232	22.150682	297.89487	148.52048	718.1767129898071
9	313.0904	82.339165	680.7937	185.25197	319.55023	67.63852	430.27237	226.31976	69.293106	67.9	35999	831.06744	781.0267	2649.394	-220.00224	831.08234	781.00214	2643.6917	-185.1614	-875.1474	4047.3025	5.6660037	0.019726226	5.7338495	5.5926547	166.31851	19.827152	255.02599	103.34082	810.3737580776215
10	364.97714	87.60427	571.6209	183.86617	331.99875	78.165085	413.50204	164.12915	75.54717	67.7	39999	621.3013	591.4576	2075.6846	-155.99	621.3069	591.4633	2060.2786	-152.17151	-655.2176	2591.054	5.6670218	0.019053636	5.736497	5.582487	132.72919	13.476857	183.28578	88.83761	902.1201019287109
