Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	Q1Vals	Q2Vals	LossPi	LossQ	Averagemmd_entropy	Stdmmd_entropy	Maxmmd_entropy	Minmmd_entropy	$\alpha$	Stdalpha	Maxalpha	Minalpha	Time
79	143803.3	9806.046	152499.66	127514.55	158162.8	11535.203	177177.45	141315.0	1000.0	1000.0	315999	539.0512	539.0524	-535.3845	80.69744	1.6831214	0.07775265	1.937056	1.4254762	1.7999997	2.3841858e-07	1.8	1.8	19984.289114952087
80	151068.33	4407.654	154815.12	143763.27	165336.95	7552.2188	173445.6	144518.95	1000.0	1000.0	319999	540.2409	540.24304	-536.5634	79.1063	1.6539639	0.07418656	1.9937752	1.4210713	1.7999997	2.3841858e-07	1.8	1.8	20236.540920972824
81	152623.4	2315.4766	156115.19	149922.98	162405.12	3143.5842	168978.38	158302.94	1000.0	1000.0	323999	542.2176	542.21826	-538.56085	79.33558	1.6480352	0.0717396	1.940344	1.3619137	1.7999997	2.3841858e-07	1.8	1.8	20488.35440325737
82	142277.97	4516.826	146477.47	134672.03	160423.75	19386.91	177863.4	109415.36	1000.0	1000.0	327999	542.40015	542.4014	-538.72614	79.41505	1.6370074	0.06559257	1.8785864	1.4115758	1.7999997	2.3841858e-07	1.8	1.8	20742.837858200073
83	147623.75	4439.8633	151381.92	140184.98	157644.44	29113.758	176821.39	71622.68	1000.0	1000.0	331999	543.73157	543.7315	-540.07574	78.55017	1.640312	0.07032449	1.9130548	1.3744117	1.7999997	2.3841858e-07	1.8	1.8	20995.369100809097
84	148928.19	3436.6365	153028.81	143518.03	154630.67	23177.324	177522.17	96484.086	1000.0	1000.0	335999	545.4086	545.4095	-541.7398	80.21667	1.6540371	0.06811452	1.9214214	1.403964	1.7999997	2.3841858e-07	1.8	1.8	21247.00892686844
85	149141.69	2461.7349	151907.86	145174.45	158425.52	10933.853	169553.73	135345.17	1000.0	1000.0	339999	546.64996	546.65234	-542.9641	80.15417	1.6232979	0.067871295	1.8419076	1.3787333	1.7999997	2.3841858e-07	1.8	1.8	21500.529525518417
86	148076.78	1219.3506	150186.02	147279.03	165418.6	6683.184	182777.67	157580.31	1000.0	1000.0	343999	547.61	547.611	-543.9288	78.82297	1.6286237	0.078423545	1.9720644	1.3668247	1.7999997	2.3841858e-07	1.8	1.8	21751.084825515747
87	152095.61	2135.2056	154631.11	148748.36	165227.45	5195.0767	176348.22	158665.52	1000.0	1000.0	347999	547.1008	547.10144	-543.4125	79.57528	1.6312609	0.06781914	1.9047475	1.3791151	1.7999997	2.3841858e-07	1.8	1.8	22002.295221567154
88	148293.92	3790.621	153790.78	143302.4	155622.4	22010.215	173155.42	95691.72	1000.0	1000.0	351999	547.3326	547.33386	-543.6226	78.97926	1.6258861	0.06940813	1.8580728	1.3949101	1.7999997	2.3841858e-07	1.8	1.8	22256.368984222412
89	149159.81	3785.9165	154125.3	143686.5	142694.25	34013.97	176409.36	73453.8	1000.0	1000.0	355999	549.61145	549.6121	-545.92535	79.98847	1.667	0.08048771	2.013307	1.3824745	1.7999997	2.3841858e-07	1.8	1.8	22508.69520020485
90	148347.61	5494.715	154027.14	139954.67	160949.16	4626.5723	167514.97	149594.5	1000.0	1000.0	359999	551.21484	551.21655	-547.5306	79.64486	1.6697537	0.07203842	1.9328074	1.4505264	1.7999997	2.3841858e-07	1.8	1.8	22762.46980214119
91	151524.42	1764.1279	154503.22	150027.5	161988.16	6051.9253	173806.84	151501.03	1000.0	1000.0	363999	553.1768	553.179	-549.46375	79.77901	1.6691713	0.06476647	1.8903445	1.4441679	1.7999997	2.3841858e-07	1.8	1.8	23014.825488328934
92	151897.05	1770.2131	154936.53	150522.88	160290.47	13352.229	170090.88	121546.836	1000.0	1000.0	367999	555.1067	555.10724	-551.35925	80.61631	1.6792281	0.06617651	1.8980527	1.4445839	1.7999997	2.3841858e-07	1.8	1.8	23267.591490507126
93	136657.14	28562.078	156408.42	87334.59	162680.4	8495.219	170458.17	142933.55	1000.0	1000.0	371999	556.02606	556.0271	-552.3035	81.278046	1.6573433	0.06761603	1.8796055	1.4309117	1.7999997	2.3841858e-07	1.8	1.8	23518.404967069626
94	150136.36	3694.3833	155880.6	146756.25	159782.47	22438.146	174947.61	93469.88	1000.0	1000.0	375999	556.1882	556.18884	-552.44635	79.53933	1.6310296	0.06948703	1.8800824	1.3818039	1.7999997	2.3841858e-07	1.8	1.8	23768.77102780342
95	151682.33	1759.739	154494.6	150075.97	161030.64	18868.85	173395.55	105805.85	1000.0	1000.0	379999	557.8588	557.85944	-554.1386	81.4668	1.6750189	0.07817547	1.9792569	1.4357754	1.7999997	2.3841858e-07	1.8	1.8	24020.296566724777
96	151723.1	3321.0884	156567.55	148603.81	158901.4	24204.822	177316.62	91945.086	1000.0	1000.0	383999	559.45215	559.4528	-555.73956	80.031876	1.6877441	0.0671998	1.9293365	1.4522545	1.7999997	2.3841858e-07	1.8	1.8	24272.43498110771
97	151833.8	1199.5697	153649.73	150281.36	150985.14	29351.252	172676.17	67319.375	1000.0	1000.0	387999	561.1261	561.12756	-557.40717	78.12442	1.6775906	0.07006453	1.9667009	1.4202509	1.7999997	2.3841858e-07	1.8	1.8	24523.984636068344
