Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
1	-251.86945	75.70922	-159.84195	-354.43204	-359.58624	8.9412	-336.92325	-368.746	1000.0	1000.0	3999	3.9629133	3.4174411	20.376774	-7.774953	3.9631374	3.4181468	20.280113	-7.1957946	-3.031069	1.5881284	10.998673	-12.076059	-4.8620477	0.8573746	61.04739189147949
2	-316.89993	36.107574	-260.55756	-361.2402	-262.925	30.056278	-225.19962	-343.32278	1000.0	1000.0	7999	18.566814	7.944692	50.485798	-6.4769983	18.566687	7.948468	49.885403	-6.6297894	-0.038797345	3.1553953	16.918808	-15.22381	-20.167067	3.113324	137.1374454498291
3	-294.25134	75.58481	-222.31566	-416.63763	-327.31732	43.135624	-256.05847	-392.3992	1000.0	1000.0	11999	44.282436	9.50871	91.99078	12.6573715	44.28403	9.511892	91.22558	12.810131	1.229121	3.4002008	23.08678	-14.642431	-46.268093	6.0269012	217.0440604686737
4	84.03556	248.45427	344.8545	-277.57227	238.35721	118.38489	456.12985	101.677246	1000.0	1000.0	15999	56.126057	11.762254	93.7761	28.643446	56.127995	11.763871	94.17198	29.3953	-1.0066141	2.8132432	18.599882	-12.449632	-57.01102	5.7305493	298.24492716789246
5	812.9075	242.36813	1145.3479	502.99185	2085.3618	73.49829	2246.571	1995.977	1000.0	1000.0	19999	57.084583	14.595633	93.54022	26.264828	57.08551	14.595392	96.63339	26.34474	-1.9888484	2.2289336	15.24374	-16.50909	-57.669563	4.636898	378.52084732055664
6	1436.2169	352.97458	1784.694	848.8905	2491.7039	134.09534	2805.4695	2354.6084	1000.0	1000.0	23999	62.02257	18.123209	110.4559	24.392138	62.02368	18.122608	111.15595	25.267267	-1.5262052	2.544723	20.943424	-13.130913	-62.667118	4.940887	458.6470856666565
7	2125.2778	190.36424	2311.9321	1825.4797	2780.0278	527.922	3145.3643	1211.4468	1000.0	1000.0	27999	72.57935	23.35265	132.9981	24.167387	72.58051	23.351624	133.41872	24.286106	-0.9416628	2.7407749	22.242916	-13.409746	-73.28192	5.875357	540.4488751888275
8	2488.209	126.16431	2690.7983	2354.6348	3097.8813	109.9983	3243.5315	2864.836	1000.0	1000.0	31999	87.4093	28.816935	155.61575	24.457289	87.41028	28.815115	158.42374	23.950285	-0.4485557	2.8792949	23.338444	-13.083798	-88.12486	7.1876493	621.3549406528473
9	2895.0308	174.27608	3051.9175	2601.5916	3469.3914	68.431175	3595.1257	3345.9705	1000.0	1000.0	35999	104.46065	34.22795	183.66286	24.20884	104.46099	34.225754	182.66795	23.777706	0.024732761	3.0708497	22.147564	-13.5633545	-105.1971	8.7489605	701.9917664527893
10	3338.1328	126.21337	3551.9822	3238.1045	3813.2527	78.314415	3915.797	3631.0283	1000.0	1000.0	39999	123.75906	39.829205	209.70363	21.62622	123.75995	39.8264	206.55995	24.04007	0.43986234	3.2209444	21.560486	-14.288804	-124.489815	10.543737	782.0693533420563
11	3675.8997	185.90059	3883.132	3390.8882	4341.742	50.408833	4435.3	4264.8643	1000.0	1000.0	43999	143.87965	45.545746	234.824	23.315645	143.88031	45.54295	235.60274	24.700996	0.82207805	3.3857598	28.557495	-14.429484	-144.59712	11.560246	862.9128456115723
12	4095.005	125.058754	4256.7974	3931.1838	4570.1987	113.62452	4696.484	4294.3047	1000.0	1000.0	47999	164.7081	50.889538	264.06415	24.169003	164.70827	50.886665	264.6062	24.676228	1.1448274	3.5300539	30.452011	-13.104875	-165.41841	12.515879	943.0187466144562
13	4254.8105	121.52784	4423.9795	4096.786	4809.4106	75.828804	4956.8354	4710.026	1000.0	1000.0	51999	185.3074	56.182	290.65314	25.723824	185.30785	56.17929	289.41754	24.727848	1.4607228	3.6773822	26.617449	-14.137617	-185.9757	13.7371235	1023.6747419834137
14	4451.02	22.502583	4486.34	4423.739	4527.088	882.40814	5126.7505	1909.7775	1000.0	1000.0	55999	205.69788	60.813454	314.90167	21.415344	205.69812	60.810112	313.3806	24.178684	1.7258213	3.7880418	28.198616	-16.816473	-206.3456	15.174177	1103.0001504421234
15	4624.5225	49.64371	4707.9883	4577.229	5110.2744	65.30333	5207.482	4997.202	1000.0	1000.0	59999	225.47517	64.513405	335.89767	24.82416	225.47562	64.51062	335.91742	24.180178	1.9425265	3.8870711	35.255146	-14.972475	-226.09363	15.942841	1184.3754625320435
16	3658.6553	1710.4202	4887.2544	709.37335	5274.357	97.926636	5418.293	5051.3257	1000.0	1000.0	63999	241.92102	69.05492	349.48868	8.711502	241.9217	69.0519	348.29147	9.581509	1.981637	3.9293118	29.370943	-15.3224125	-242.4451	17.356903	1264.7128279209137
17	4770.8604	150.73903	4913.3467	4544.9507	5392.6006	98.11647	5587.814	5269.151	1000.0	1000.0	67999	255.14143	74.30871	362.18433	1.4043902	255.142	74.30619	362.52185	0.18225217	2.0722184	3.9911454	27.606462	-14.10792	-255.61612	19.384386	1345.2496964931488
18	4960.648	183.94792	5256.2393	4755.992	5470.926	77.84165	5579.475	5324.267	1000.0	1000.0	71999	269.19617	76.400375	372.12524	5.8628554	269.19638	76.398	371.39148	1.5277851	2.1635308	4.0414057	33.650196	-15.506388	-269.59982	19.262753	1425.131089925766
19	5090.1104	45.261803	5162.7114	5039.8687	5510.4346	90.952126	5681.685	5391.7114	1000.0	1000.0	75999	282.01147	78.192535	389.55887	3.0503998	282.01205	78.190025	388.18335	-0.902277	2.2436063	4.027799	29.365181	-16.769604	-282.3585	20.005508	1506.14404630661
20	5103.503	138.21416	5263.792	4923.6177	5692.177	103.85841	5890.42	5570.5645	1000.0	1000.0	79999	293.97913	79.725876	399.72473	10.755033	293.97968	79.72341	400.02124	9.375376	2.3385544	4.031914	27.659302	-12.97855	-294.2672	19.66771	1586.4523270130157
21	5236.345	151.98567	5403.2705	5079.863	5704.0493	106.67169	5944.5566	5547.1377	1000.0	1000.0	83999	305.21585	80.939804	413.35306	6.6697035	305.2162	80.93852	413.98135	4.2524505	2.4180796	4.025611	29.154118	-15.864044	-305.47733	19.688097	1666.996931552887
22	5395.804	87.18681	5486.2207	5273.0845	5807.684	98.94659	6027.495	5660.243	1000.0	1000.0	87999	316.07327	81.897514	426.7518	2.7677808	316.0738	81.89598	427.01437	6.5531693	2.5388963	4.03587	30.467056	-12.720104	-316.28683	20.316751	1746.9496688842773
23	5368.359	101.78695	5498.913	5247.4893	5991.2744	64.2184	6123.9893	5899.2153	1000.0	1000.0	91999	325.43304	83.748924	436.8744	-14.3965025	325.43335	83.74707	437.0386	-18.282318	2.6148891	4.0476036	27.71485	-13.720882	-325.62787	20.360903	1828.3256483078003
24	5508.1377	72.5909	5629.616	5437.4736	6002.5845	142.92221	6267.016	5816.2983	1000.0	1000.0	95999	335.12338	84.490845	445.3679	12.703335	335.12357	84.48934	442.50916	-0.2435242	2.7951992	4.108085	29.83818	-12.760423	-335.28998	21.365488	1909.056981086731
25	5557.7627	130.36438	5651.4204	5335.708	6104.501	107.91108	6338.9565	5927.357	1000.0	1000.0	99999	344.16745	84.9508	451.93463	6.9575596	344.1678	84.949066	449.51947	8.069187	2.839709	4.1183653	33.478558	-13.743448	-344.3128	21.192188	1989.5109510421753
26	5702.906	88.23491	5854.4453	5641.6724	6316.6123	110.08159	6428.3667	6097.979	1000.0	1000.0	103999	352.56992	85.50215	458.25577	11.809079	352.56995	85.50155	460.2062	3.0584884	2.904822	4.1474676	29.975878	-14.098672	-352.65982	22.239096	2068.8941793441772
27	5747.913	111.511116	5920.5566	5620.2446	6327.6035	98.53	6451.751	6095.2114	1000.0	1000.0	107999	360.2733	86.595474	471.97305	16.819107	360.27353	86.59297	472.21722	14.16356	3.0105786	4.1459894	31.071451	-14.379036	-360.37805	22.458294	2150.743367433548
28	5892.6196	114.867	6070.014	5748.5874	6434.2163	83.32318	6600.92	6327.8975	1000.0	1000.0	111999	368.3526	87.22093	477.1052	1.322274	368.35284	87.21909	478.42926	-1.4881043	3.0576346	4.135601	31.374697	-16.18685	-368.4283	22.438316	2230.4740447998047
29	5898.4907	112.372375	6048.051	5731.2056	6619.2607	119.9149	6832.679	6447.622	1000.0	1000.0	115999	375.86057	87.675735	485.5878	11.604391	375.86063	87.6742	488.3717	3.5442553	3.170319	4.1625547	28.346436	-13.304049	-375.932	23.421871	2312.310250520706
30	6166.9395	120.099205	6279.516	5982.6533	6760.2095	97.31842	6954.0356	6592.041	1000.0	1000.0	119999	383.44147	87.79876	498.39072	9.862228	383.4416	87.79648	499.47467	2.54104	3.2168183	4.128878	31.664608	-15.178343	-383.48508	23.8914	2392.3160688877106
31	5712.4863	803.8971	6412.6787	4349.3667	7094.367	85.61544	7246.3745	6966.1963	1000.0	1000.0	123999	390.3066	89.08208	503.59323	-72.71527	390.30716	89.079445	503.61188	-62.623837	3.2939646	4.147193	31.06895	-14.930238	-390.32144	25.71723	2468.271069765091
32	6534.934	164.14787	6746.6426	6287.413	7222.772	141.06665	7509.7915	7001.174	1000.0	1000.0	127999	396.5811	90.632904	521.06903	-76.877846	396.58063	90.63192	523.5842	-81.44896	3.3651226	4.172606	33.635216	-15.483674	-396.58243	27.661983	2541.0269224643707
33	6468.9624	125.575836	6639.9126	6316.2314	7261.932	114.92109	7490.8916	7069.338	1000.0	1000.0	131999	404.09897	90.982315	527.34094	-66.18532	404.0994	90.97937	528.5231	-58.696	3.470751	4.1731157	39.06279	-13.461156	-404.10077	26.516064	2614.7430579662323
34	5489.1646	2001.5188	6693.9893	2023.3568	7462.7397	102.3568	7618.5454	7296.289	1000.0	1000.0	135999	410.71198	92.61936	537.3892	-152.5672	410.71164	92.6164	536.5617	-136.89658	3.6208255	4.1916885	38.230587	-11.939432	-410.70807	29.325613	2688.1873281002045
35	6887.2324	62.82217	6950.4624	6783.2217	7385.875	461.4084	7838.228	6103.093	1000.0	1000.0	139999	416.0851	97.181854	547.34607	-176.42851	416.086	97.17978	547.7435	-177.71205	3.7253342	4.219106	38.992958	-15.962746	-416.08463	32.46349	2762.1577978134155
36	6899.9497	85.48943	7028.0967	6787.8745	7599.232	113.894745	7786.4536	7393.2837	1000.0	1000.0	143999	424.0207	97.91166	562.1166	-170.8396	424.02063	97.90927	560.8359	-161.12253	3.8076303	4.2275414	39.222977	-17.284569	-424.01562	31.986336	2835.3937215805054
37	5585.6157	2370.461	7259.257	1496.9187	7765.8506	120.49972	7903.35	7504.6045	1000.0	1000.0	147999	430.93872	100.64314	566.30585	-144.01306	430.9387	100.64063	567.29095	-135.65321	3.9427247	4.2606053	35.390644	-14.1108	-430.9251	34.737415	2908.7403428554535
38	6960.324	267.26447	7164.881	6506.5083	7476.177	167.57661	7724.949	7254.3447	1000.0	1000.0	151999	437.0276	104.85703	593.8413	-261.25897	437.02777	104.85551	590.2274	-240.54506	4.0326495	4.3292418	51.247658	-13.017222	-436.99832	41.2691	2981.756302833557
39	7187.436	250.33275	7596.1284	6930.2705	7803.7866	66.015465	7916.3853	7697.0557	1000.0	1000.0	155999	444.12332	105.994774	600.1718	-118.887375	444.124	105.99046	600.1309	-168.43465	4.14271	4.3336053	43.614254	-13.576587	-444.10724	40.24547	3055.3163583278656
40	7216.6978	42.57542	7286.811	7172.211	8005.7085	77.83668	8106.4526	7842.444	1000.0	1000.0	159999	451.93423	106.28314	606.0182	-159.95697	451.93472	106.27998	607.7352	-145.15878	4.190993	4.31193	41.02062	-13.701409	-451.9245	39.27629	3128.8097405433655
41	7487.307	166.36807	7684.74	7239.889	8022.651	95.12572	8104.3413	7754.2847	1000.0	1000.0	163999	459.11307	108.0894	609.5407	-130.57368	459.1132	108.084175	610.04395	-148.75659	4.263346	4.339471	49.95047	-13.564543	-459.08563	45.336304	3202.464775800705
42	7434.0205	246.53094	7845.97	7201.753	8267.915	131.20255	8450.394	8023.744	1000.0	1000.0	167999	466.75833	108.97542	621.345	-106.88235	466.75916	108.97291	619.5611	-144.88727	4.3906054	4.371975	49.114124	-13.76705	-466.72458	46.08718	3275.8862810134888
43	7797.3105	237.46834	7995.842	7392.061	7447.298	2151.7476	8261.354	996.26855	1000.0	1000.0	171999	474.4271	109.66082	627.3806	-77.23285	474.42697	109.65402	626.904	-105.07099	4.524474	4.3417025	52.66029	-14.441075	-474.39438	46.757774	3348.8565986156464
44	7844.857	118.29416	8027.1157	7700.8643	8516.4375	102.57062	8705.148	8393.574	1000.0	1000.0	175999	481.21756	110.90266	638.6512	-106.85757	481.21823	110.89817	635.1739	-128.45131	4.56385	4.3576384	51.683983	-13.503942	-481.1847	46.85989	3422.6183183193207
45	8070.3765	66.08711	8175.0337	8000.849	8796.378	96.97022	9003.615	8684.623	1000.0	1000.0	179999	489.3471	111.76205	643.713	-144.13226	489.3478	111.7577	646.1962	-131.608	4.6535416	4.361995	45.862537	-12.805185	-489.317	46.70353	3496.095505475998
46	6640.16	2647.4197	8241.632	2055.5034	8917.227	114.95357	9048.284	8696.442	1000.0	1000.0	183999	496.4692	114.28582	653.3732	-141.52655	496.47052	114.28019	652.75507	-146.30556	4.7923064	4.3768497	53.539715	-12.647333	-496.4373	48.16085	3568.9854831695557
47	8166.527	119.31913	8336.19	7999.526	9070.554	94.679184	9224.113	8921.345	1000.0	1000.0	187999	503.00415	119.19738	663.2592	-173.53975	503.00473	119.19131	664.9965	-155.81198	4.939771	4.4155335	44.0543	-12.669373	-503.01932	54.153046	3642.0036911964417
48	8418.782	100.950554	8512.089	8252.4375	9106.502	78.84181	9268.017	8985.163	1000.0	1000.0	191999	510.68912	121.71774	681.8033	-148.86076	510.68985	121.71321	682.65015	-141.31937	5.0073204	4.45176	53.14805	-11.31175	-510.67862	52.94489	3715.5793302059174
49	8437.43	134.03114	8648.166	8292.971	9083.248	109.53127	9310.699	8921.917	1000.0	1000.0	195999	518.7992	122.654205	685.33215	-148.79881	518.79895	122.65222	687.023	-141.0807	5.1773615	4.429398	45.446217	-13.581652	-518.7901	56.145103	3788.7707827091217
50	8450.617	67.09449	8556.297	8378.447	9051.607	137.81494	9255.679	8803.543	1000.0	1000.0	199999	527.2081	123.77529	696.5523	-189.76265	527.20844	123.7739	695.9499	-166.17688	5.206556	4.4441996	42.753426	-14.103887	-527.216	53.267548	3862.918818473816
51	8498.049	162.77269	8687.308	8238.231	9317.978	166.36635	9564.546	9068.943	1000.0	1000.0	203999	535.38354	124.41312	701.6885	-137.08853	535.3843	124.40933	703.94434	-136.85396	5.2544537	4.426489	48.0879	-12.538635	-535.38617	53.12787	3937.0496401786804
52	8239.783	997.0028	8898.149	6521.3047	8734.4	1943.104	9613.19	2916.7764	1000.0	1000.0	207999	543.3702	125.66293	710.6968	-132.94925	543.37036	125.66092	711.20264	-132.84076	5.305983	4.391143	42.569046	-14.043157	-543.39276	52.862797	4010.9420087337494
53	7111.381	2888.5618	8980.473	2112.8843	9432.31	107.90639	9613.673	9241.3955	1000.0	1000.0	211999	548.3792	132.07738	724.3117	-146.65015	548.37994	132.07468	729.2075	-156.98271	5.435453	4.4668846	59.31998	-12.506807	-548.3416	60.01208	4085.0078852176666
54	8889.791	67.00762	8969.879	8813.995	9501.548	92.624146	9618.014	9326.869	1000.0	1000.0	215999	554.5679	135.52997	735.05914	-150.0572	554.568	135.52727	734.3216	-153.33084	5.5918055	4.5153794	42.952877	-11.9750595	-554.5674	66.48764	4158.314923048019
55	9171.461	57.943874	9236.287	9077.62	9674.845	123.74764	9805.239	9406.549	1000.0	1000.0	219999	561.69727	135.67993	738.5318	-198.06548	561.69855	135.67708	740.63837	-227.59595	5.5498204	4.4795547	47.727135	-15.418264	-561.65765	64.772385	4231.1504583358765
56	9056.573	227.67682	9346.896	8765.287	9788.073	104.58666	9985.817	9596.748	1000.0	1000.0	223999	568.657	137.22629	750.5506	-165.79138	568.6574	137.22496	752.37286	-160.45076	5.6082425	4.4754124	55.175644	-14.351202	-568.628	63.411705	4304.628342628479
57	9177.569	87.02092	9315.185	9075.304	9796.224	218.69858	10024.916	9245.306	1000.0	1000.0	227999	575.39484	138.49327	758.49664	-170.82104	575.39496	138.4918	760.6414	-172.19243	5.684928	4.4697213	54.92305	-14.020838	-575.33765	62.716442	4376.731664180756
58	9321.409	73.94243	9443.684	9253.778	9737.861	82.990555	9888.062	9622.82	1000.0	1000.0	231999	582.7727	139.0946	761.7385	-156.07962	582.77325	139.09427	763.563	-147.6283	5.8154283	4.478106	53.583057	-13.693448	-582.7449	65.2169	4450.523133993149
59	9265.005	149.88104	9523.561	9162.937	9837.266	130.74425	10005.764	9594.485	1000.0	1000.0	235999	589.6822	140.60019	775.34265	-156.05363	589.68304	140.59836	779.7044	-153.3123	5.8152294	4.503653	49.66706	-13.047628	-589.6491	64.05319	4524.6995215415955
60	9400.463	126.93291	9491.979	9181.523	10085.751	175.12756	10414.926	9775.694	1000.0	1000.0	239999	595.9858	142.75299	782.03394	-150.95256	595.9867	142.75087	780.66125	-157.6572	5.8549623	4.533402	76.08255	-14.885782	-595.898	63.9919	4598.557186841965
61	9290.269	254.49316	9669.044	8951.919	9929.387	118.4713	10054.301	9707.352	1000.0	1000.0	243999	602.5163	143.68166	789.8469	-256.35083	602.516	143.6822	789.5028	-211.00029	5.8857417	4.5423717	68.52121	-12.010323	-602.4474	70.531075	4671.763573884964
62	9650.566	33.392593	9685.869	9595.609	10150.783	78.34464	10288.06	10039.549	1000.0	1000.0	247999	609.6646	145.05493	802.1364	-137.68263	609.6656	145.05089	799.29443	-118.509445	5.928979	4.520499	56.265038	-13.192264	-609.63794	67.331535	4744.978484153748
63	9582.008	124.06978	9754.195	9445.032	9800.1	36.2976	9858.526	9737.185	1000.0	1000.0	251999	617.14716	146.177	807.4265	-164.05525	617.1478	146.17653	806.2355	-147.7944	5.9872775	4.516249	56.668316	-12.771634	-617.14185	68.70748	4818.840181112289
64	9607.329	134.25565	9801.995	9434.381	10099.618	75.16773	10204.2705	9921.997	1000.0	1000.0	255999	624.017	147.2621	818.78906	-176.68805	624.0179	147.26096	816.14954	-122.45051	5.9436717	4.4660444	47.169376	-11.821599	-624.021	66.362175	4893.592698812485
65	9722.918	221.1992	10060.286	9457.907	10131.174	101.65978	10321.266	9968.836	1000.0	1000.0	259999	631.65765	147.53162	831.63196	-118.467186	631.6574	147.5326	829.35114	-128.54405	6.0352263	4.487074	68.06885	-12.003881	-631.6395	69.29003	4967.76321387291
66	9690.139	38.737446	9743.352	9638.273	10366.791	121.422844	10563.878	10203.954	1000.0	1000.0	263999	637.6516	148.19363	837.99036	-128.60619	637.65247	148.19214	834.8933	-123.57875	6.0372643	4.4732046	60.905956	-12.511167	-637.61786	62.931847	5042.328033447266
67	9719.569	198.33759	9916.119	9408.248	10291.253	143.67963	10577.068	10050.486	1000.0	1000.0	267999	643.00275	149.77731	848.2732	-114.47113	643.00305	149.77704	846.9536	-118.513145	6.010105	4.4857836	55.7257	-11.420588	-642.95807	65.27314	5118.282192707062
68	9705.949	105.83165	9838.067	9550.155	10326.625	122.63936	10490.078	10070.931	1000.0	1000.0	271999	650.0114	150.27527	848.3469	-159.94077	650.01166	150.27277	849.3831	-125.466835	6.0943346	4.44401	59.07953	-12.688903	-649.9944	68.572075	5192.827239751816
69	9726.471	64.94235	9827.875	9647.037	10378.217	112.47574	10654.474	10230.214	1000.0	1000.0	275999	655.14636	151.7432	857.6073	-148.33221	655.1474	151.74168	854.90533	-155.89183	6.142709	4.5071716	66.194336	-12.153841	-655.07086	70.73563	5267.600330114365
70	9451.817	591.7496	9969.039	8468.509	10285.689	215.6849	10554.692	9821.093	1000.0	1000.0	279999	660.84216	153.52441	861.26654	-166.37886	660.8423	153.52524	859.0588	-158.91649	6.158473	4.489344	59.10645	-16.373466	-660.7709	72.45056	5342.6088790893555
71	9874.1875	47.78528	9926.066	9809.594	10457.062	94.045425	10609.207	10325.824	1000.0	1000.0	283999	666.4506	153.5482	868.0536	-139.09402	666.4508	153.54744	860.5158	-127.047775	6.2091193	4.5073614	56.618008	-12.3086605	-666.397	72.76865	5417.940451622009
