Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	-376.20148	75.94507	-311.16467	-496.8545	-2612.7595	53.78774	-2500.111	-2700.93	1000.0	1000.0	3999	3.56736	4.2498584	28.276009	-7.3465095	-4.91959	0.2012195	33.18675684928894
2	-329.40463	63.39938	-237.27905	-401.5149	-3046.5522	123.130295	-2865.6433	-3216.5764	1000.0	1000.0	7999	49.68155	27.952637	138.94579	-1.3130331	-55.455658	2.8263261	78.5615074634552
3	-1513.8328	1178.4979	-325.17703	-2715.6152	-2977.2183	34.681034	-2932.4624	-3061.015	1000.0	1000.0	11999	197.57092	51.2701	332.96014	89.83327	-208.24394	20.02012	125.28556942939758
4	-2643.2017	99.0939	-2514.992	-2792.0168	-3088.8237	109.00209	-2887.1467	-3275.42	1000.0	1000.0	15999	270.5402	10.599495	365.79614	210.20158	-274.5183	20.033958	173.11787915229797
5	-2776.7202	70.31624	-2655.9863	-2831.2363	-2897.0212	59.13407	-2809.9294	-3018.5593	1000.0	1000.0	19999	242.96442	18.89809	342.21112	154.93091	-244.07915	12.544201	221.75214409828186
6	-1307.9103	1283.9032	201.84532	-2844.423	-114.79618	64.91225	-9.604457	-209.11229	1000.0	1000.0	23999	189.3064	14.49395	269.29858	109.03519	-190.75024	6.530925	269.489723443985
7	435.97693	58.98769	479.2799	335.6226	535.8762	71.46243	624.54663	393.4633	1000.0	1000.0	27999	170.24236	7.426213	219.3198	101.88037	-172.75497	3.1737893	315.8337969779968
8	463.78433	105.52096	584.0148	298.9742	411.972	131.78835	567.64154	168.9871	1000.0	1000.0	31999	161.37086	7.1902385	226.21997	106.48562	-163.60577	2.89027	361.6179437637329
9	353.70624	63.801094	428.96133	256.5324	270.01538	79.04323	376.99658	145.66776	1000.0	1000.0	35999	153.0359	7.412858	246.93668	111.01972	-155.04092	3.0227103	407.53701066970825
10	274.7193	62.687794	373.35367	207.06958	65.177765	88.97611	181.83324	-107.61192	1000.0	1000.0	39999	146.6332	9.9308195	271.63113	104.185844	-148.63065	4.4069815	453.4974527359009
11	-310.82684	203.86093	-48.077312	-538.7785	-427.24927	95.2698	-305.27008	-610.2436	1000.0	1000.0	43999	144.89806	16.385462	351.3819	115.73987	-147.08754	7.743993	499.50307631492615
12	-513.69763	82.01061	-405.24228	-617.8444	-707.2333	138.98099	-469.06714	-887.5713	1000.0	1000.0	47999	147.36636	26.275118	453.5722	110.87773	-149.74818	12.2928295	545.4186432361603
13	-1107.4921	248.51636	-702.1074	-1362.767	-1370.6726	93.52433	-1242.8967	-1502.6101	1000.0	1000.0	51999	155.78877	40.94686	532.6741	100.49281	-158.64772	21.864843	591.1528081893921
14	-1352.6107	135.5921	-1213.2012	-1536.1321	-1714.9137	111.566376	-1549.0485	-1871.6049	1000.0	1000.0	55999	172.17702	57.435738	666.6696	110.77441	-175.684	36.73325	637.4155733585358
15	-1693.828	145.92978	-1588.5428	-1944.4406	-1930.1953	144.94807	-1721.9928	-2129.954	1000.0	1000.0	59999	195.24593	74.66663	732.8224	118.26808	-199.28456	55.48925	683.4401655197144
16	-1936.5835	196.58472	-1700.2957	-2246.4707	-2197.0183	149.89989	-2025.9937	-2518.3076	1000.0	1000.0	63999	225.53789	93.662315	798.80524	129.09874	-230.47931	86.920044	729.3062148094177
17	-2012.06	84.2023	-1922.772	-2108.303	-2330.117	167.28387	-2039.5876	-2677.752	1000.0	1000.0	67999	263.55072	110.64749	852.961	150.15407	-269.10986	119.194336	775.5482048988342
18	-2229.4797	200.33075	-1961.2114	-2504.9062	-2443.02	121.43738	-2162.921	-2612.1362	1000.0	1000.0	71999	303.1892	121.92267	898.1764	173.38281	-309.26782	158.29024	821.4286377429962
19	-2161.2021	273.42792	-1956.8966	-2628.6877	-2510.642	234.52231	-2055.878	-2938.175	1000.0	1000.0	75999	344.6662	128.29483	897.4526	198.70079	-351.15927	181.9437	867.3978641033173
20	-2336.2156	207.07999	-2060.0857	-2628.2173	-2508.1433	161.66289	-2212.251	-2758.7966	1000.0	1000.0	79999	383.92648	129.65819	926.4535	225.37982	-390.82175	214.8114	913.1771335601807
21	-2265.1636	69.85137	-2159.975	-2356.5525	-2738.761	249.66794	-2342.3027	-3356.8926	1000.0	1000.0	83999	421.38452	128.62607	976.4105	263.79666	-428.4403	235.15767	958.9669063091278
22	-2440.7456	224.06294	-2147.8557	-2722.34	-2649.0442	222.72746	-2276.341	-2945.0073	1000.0	1000.0	87999	450.9829	121.18984	992.39087	306.57523	-457.99277	232.02444	1004.723658323288
23	-2401.2664	137.8915	-2250.2944	-2588.0173	-2713.7632	300.48148	-2068.0618	-3067.135	1000.0	1000.0	91999	471.0794	112.293495	1001.7103	334.7513	-477.79416	231.17906	1050.462676525116
24	-2445.1785	255.52332	-2163.1943	-2840.9404	-2671.5886	146.73964	-2422.608	-2888.9294	1000.0	1000.0	95999	482.0874	103.22423	955.58875	354.41107	-488.45636	217.87831	1096.2096903324127
25	-2451.07	188.1762	-2138.9104	-2643.4675	-2624.8384	144.67575	-2430.1992	-2820.283	1000.0	1000.0	99999	484.11453	92.08229	893.04736	365.235	-490.06107	189.38103	1142.2426493167877
26	-2548.9624	274.13965	-2162.8423	-2937.842	-2803.5981	256.29175	-2314.253	-3141.174	1000.0	1000.0	103999	474.79388	79.847084	832.7876	368.5016	-480.10593	161.9025	1188.1312305927277
27	-2722.9182	372.75333	-2419.4287	-3332.7307	-2599.1226	197.43907	-2366.7017	-3045.417	1000.0	1000.0	107999	453.4709	69.64655	806.8634	352.45947	-458.02982	133.9429	1234.448754310608
28	-2252.7607	296.95798	-1795.4303	-2623.7227	-2519.621	241.77979	-2233.2607	-2937.2002	1000.0	1000.0	111999	422.1515	61.162666	689.92926	326.5166	-426.0632	109.42811	1280.3653869628906
29	-2611.9353	226.46722	-2418.1555	-2989.0657	-2405.9575	163.42134	-2065.8457	-2709.8237	1000.0	1000.0	115999	386.71628	52.889816	631.1135	301.5927	-390.24054	91.505356	1326.175431728363
30	-2145.6226	106.238884	-2018.5037	-2269.6199	-2273.4783	430.1076	-1336.5162	-2934.9402	1000.0	1000.0	119999	348.39423	47.84543	609.91315	262.21732	-351.3761	74.16771	1371.9392621517181
31	-2026.682	156.46365	-1810.3962	-2213.5352	-2175.2612	298.23636	-1806.7958	-2862.071	1000.0	1000.0	123999	307.8339	44.804295	565.94464	227.37704	-310.47177	64.2976	1417.7370851039886
32	-1764.0364	216.50941	-1420.7855	-1971.2003	-1552.4619	419.4419	-849.36957	-2229.909	1000.0	1000.0	127999	271.5959	43.52217	504.77307	182.13829	-274.1832	59.180965	1463.6684739589691
33	-1617.6843	270.72296	-1184.5382	-1901.6458	-1794.4987	301.625	-1317.9385	-2334.6223	1000.0	1000.0	131999	241.26378	42.453182	474.81873	150.94952	-243.79408	55.243805	1509.592354297638
34	-1449.0377	299.81717	-1089.2928	-1820.1927	-1753.0662	343.9436	-1392.0933	-2489.726	1000.0	1000.0	135999	215.55208	41.462364	446.8105	133.38104	-218.06425	53.7995	1555.409521818161
35	-1881.9243	96.708595	-1779.6257	-1979.1962	-2096.713	232.46814	-1462.4747	-2296.5273	1000.0	1000.0	139999	194.01215	41.54882	470.14932	114.6203	-196.53833	53.579227	1601.501522064209
36	-1684.6785	345.2345	-1168.1599	-2138.9165	-1730.0051	356.3159	-1326.4576	-2323.9016	1000.0	1000.0	143999	176.16002	41.523422	440.34073	95.71039	-178.66362	53.74622	1647.095027923584
37	-1294.1714	410.46378	-650.133	-1658.5687	-1596.155	236.76181	-1236.5625	-2114.6592	1000.0	1000.0	147999	161.76312	41.391502	428.85388	76.33986	-164.28975	53.696827	1693.1288800239563
38	-1426.2144	292.1486	-1123.3308	-1796.3373	-1741.8424	220.66664	-1423.8175	-2097.4543	1000.0	1000.0	151999	150.08865	41.349586	399.63208	64.256	-152.6102	52.316086	1738.7855744361877
