Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Averagepi_penalty	Stdpi_penalty	Maxpi_penalty	Minpi_penalty	AverageQ_penalty	StdQ_penalty	MaxQ_penalty	MinQ_penalty	Time
1	-337.70465	25.930033	-318.1698	-382.33057	956.54724	9.921972	973.15265	946.27155	1000.0	1000.0	3999	2.3437176	3.464348	35.455498	-21.096098	2.3435645	3.4633672	39.12629	-20.349022	-2.9456367	0.5260626	0.29091746	0.036687717	0.37414962	0.21417464	2.4615445	0.89541614	3.596161	2.200502e-07	84.19604730606079
2	-405.3644	29.884485	-360.3978	-437.68384	967.9207	12.534825	979.8535	934.55646	1000.0	1000.0	7999	13.349946	5.6476145	76.348236	-33.561565	13.350312	5.646461	78.66562	-36.15901	-14.131823	1.305444	0.37895548	0.025094904	0.46654245	0.30465698	3.485328	0.17450598	4.1483564	2.8450506	187.6725549697876
3	287.12973	692.5847	990.51526	-429.99094	929.90216	7.7400675	942.1219	919.96594	1000.0	1000.0	11999	24.246782	6.721358	105.030594	-26.269152	24.24638	6.720259	106.25319	-27.207994	-24.926825	2.326475	0.433766	0.034129404	0.56695825	0.34659716	3.6960902	0.17970665	4.647083	3.1438708	283.97172117233276
4	940.2194	12.565211	955.90375	923.2351	962.11096	14.125011	979.6026	923.7724	1000.0	1000.0	15999	32.619953	7.4248133	117.470276	-3.0046096	32.61989	7.4234033	116.04169	-3.0296466	-32.88312	1.8524299	0.5481494	0.032273434	0.6551144	0.43477985	3.4512794	0.18769471	4.1365485	2.863035	383.4390103816986
5	975.7838	34.374832	1035.1046	951.38745	1013.21954	82.91318	1081.691	787.5811	1000.0	1000.0	19999	39.350174	8.663	129.3802	7.959761	39.35027	8.662516	130.32486	8.522024	-39.389603	1.6401219	0.5488336	0.031134453	0.67466867	0.4580661	3.1554115	0.15851203	3.8679733	2.668125	484.70630145072937
6	981.05164	35.796135	1037.7552	940.99316	1016.467	19.157425	1034.27	968.441	1000.0	1000.0	23999	46.61385	11.102124	129.03705	14.426016	46.613667	11.102736	133.83582	15.189228	-46.55701	1.6061772	0.49511108	0.027255172	0.6122463	0.42001894	2.9708657	0.13052654	3.4548016	2.5709233	583.5593299865723
7	1066.3418	25.27036	1086.4254	1023.00665	1079.9978	55.133915	1134.0433	958.14294	1000.0	1000.0	27999	52.938774	11.807076	117.781975	20.587704	52.9387	11.807201	117.02762	19.55462	-52.84935	1.3573325	0.4563493	0.021534752	0.5356408	0.39411405	2.9501774	0.12386208	3.412575	2.568823	682.9394488334656
8	1119.9257	30.456608	1171.5402	1097.0398	1150.7374	84.88346	1278.8363	994.78754	1000.0	1000.0	31999	58.25029	12.430918	123.30404	22.728981	58.2503	12.431085	121.367355	22.772707	-58.122017	1.2806306	0.44975477	0.020403994	0.5227661	0.38952237	2.9367545	0.12113115	3.4050982	2.5374072	784.4002454280853
9	1166.1135	55.778786	1227.013	1077.7513	1187.1637	29.14955	1232.0974	1142.4609	1000.0	1000.0	35999	63.635605	13.600575	118.794426	25.543528	63.63548	13.600787	118.032265	23.794373	-63.48881	1.3074111	0.48172462	0.02612863	0.5755256	0.4069677	3.0309713	0.12682636	3.5294027	2.6078508	890.1124458312988
10	1264.2476	28.972988	1296.8372	1219.126	1303.9814	17.077576	1334.1173	1275.8947	1000.0	1000.0	39999	69.10659	15.154464	131.6219	25.304886	69.1066	15.154712	130.75478	24.156544	-68.93093	1.351771	0.4959332	0.023338392	0.58107686	0.42739478	3.0586948	0.12223653	3.5104675	2.635167	992.0316159725189
11	1393.3726	118.58767	1499.6056	1205.5189	1575.9452	32.23378	1639.7405	1522.7034	1000.0	1000.0	43999	74.59312	16.99579	147.44226	24.675583	74.59303	16.996386	149.04182	23.906965	-74.39273	1.5815269	0.5479143	0.031907275	0.68384796	0.4563928	3.1720397	0.13217148	3.7210193	2.7894533	1095.9931602478027
12	1357.8456	128.94844	1493.99	1145.7836	1538.0693	42.002583	1594.2948	1451.5659	1000.0	1000.0	47999	80.89995	19.13188	183.28348	26.181223	80.89979	19.132317	183.30907	26.15443	-80.68728	1.8403068	0.64582694	0.03453174	0.78807384	0.5395444	3.3871026	0.1335065	4.065307	2.955525	1197.8921132087708
13	1454.626	172.7944	1593.835	1167.7385	1492.8259	179.0554	1607.9541	964.8438	1000.0	1000.0	51999	87.2091	21.15625	193.76825	27.88991	87.20902	21.156515	191.30478	27.026083	-86.97229	2.1024208	0.6514812	0.04018501	0.7996121	0.54070795	3.472378	0.13854137	3.964416	3.0040362	1303.4494361877441
14	1524.7366	143.19907	1724.3042	1363.7778	1845.4323	46.194477	1907.8003	1750.956	1000.0	1000.0	55999	92.98304	23.121773	178.10947	28.641867	92.98282	23.12229	175.38237	27.783066	-92.747	2.115827	0.6948629	0.04570421	0.8551217	0.5769365	3.6132872	0.15255964	4.2045746	3.1499372	1401.0610296726227
15	1519.2692	369.74658	1933.0319	1100.2809	1642.0599	251.60698	1916.9779	1084.2711	1000.0	1000.0	59999	99.52473	25.957722	183.10323	29.06891	99.52482	25.95787	182.0553	27.759325	-99.29312	2.4086726	0.7596632	0.041111276	0.90610844	0.62879324	3.7910337	0.14900658	4.317361	3.1439965	1503.1784138679504
16	1459.3317	349.7167	1879.3785	1111.7118	1372.1549	261.58588	1754.543	991.0215	1000.0	1000.0	63999	106.24	30.827757	198.5075	25.000113	106.23994	30.827951	197.15134	21.996943	-106.031746	2.9339316	0.82971	0.04970591	1.103069	0.6650387	4.025226	0.1805747	4.9417977	3.3795636	1603.1448414325714
17	1602.0347	308.8863	1958.897	1264.7987	1646.3191	398.13574	2101.8767	970.53973	1000.0	1000.0	67999	113.37948	34.21098	233.46777	28.779577	113.37939	34.211273	232.48802	23.775654	-113.18878	3.427485	0.88777834	0.04823821	1.0678632	0.7371158	4.249302	0.17991243	5.038189	3.7444365	1706.346279144287
18	1470.281	377.92346	1887.5088	864.5718	1181.517	202.27765	1661.2305	987.30164	1000.0	1000.0	71999	120.6959	36.341053	280.5534	31.992182	120.69575	36.341064	280.8536	30.858088	-120.52106	4.0665274	0.96252257	0.07071959	1.2642387	0.7398323	4.4062705	0.20649737	5.3829603	3.791406	1801.9733929634094
19	1797.8943	428.7232	2081.541	1057.5172	1994.1572	296.0049	2277.2449	1341.2021	1000.0	1000.0	75999	127.28357	37.640953	285.7003	35.060425	127.28354	37.64126	283.59613	35.798264	-127.068794	4.15771	0.88249356	0.06263304	1.1201357	0.7146499	4.3645926	0.1994034	5.172347	3.81074	1902.7147059440613
20	1862.0082	324.2097	2130.1233	1307.8275	1893.0498	506.9933	2322.3618	875.19806	1000.0	1000.0	79999	132.30696	38.49952	337.09766	32.452435	132.30692	38.49975	337.462	32.62337	-132.09203	4.290589	0.89413655	0.047854204	1.1017159	0.75150687	4.4143763	0.19130617	5.2093267	3.750697	2003.236233472824
21	1724.8428	241.61244	1982.4011	1399.9845	1043.0713	712.8155	1486.3173	-994.6329	1000.0	1000.0	83999	138.65916	39.50368	481.51895	38.22738	138.659	39.50459	488.4591	38.894333	-138.60365	7.483819	1.1780393	0.2032111	1.8276	0.80532783	4.8681116	0.37043235	6.5093026	3.9973552	2103.7478823661804
22	971.3965	143.71927	1199.2156	847.7287	1370.8754	521.52	2114.7627	364.2923	1000.0	1000.0	87999	149.51065	43.243706	443.94296	38.781574	149.51106	43.242657	446.0614	39.35355	-149.52019	10.003459	1.3712579	0.1168366	1.8573219	1.0189954	5.05887	0.29688597	6.763448	4.2097135	2212.4553587436676
23	875.0583	196.44722	1196.6332	704.51886	449.39752	347.92383	835.36285	-213.31046	1000.0	1000.0	91999	156.89108	49.24919	448.9973	30.088604	156.8917	49.247944	447.04803	27.972248	-156.87912	11.148582	1.3471942	0.10628721	1.7540736	1.0741544	5.194678	0.30714005	6.433553	4.2516007	2307.267813205719
24	947.55865	183.80605	1226.6614	752.29926	474.68268	285.74774	802.10126	-111.05368	1000.0	1000.0	95999	164.84763	56.96358	409.9188	14.194373	164.84743	56.96492	412.56015	16.347292	-165.02428	12.339073	1.4867735	0.15487748	1.9404057	1.085848	5.501504	0.36012152	7.048496	4.416057	2401.234469652176
25	550.4086	101.60548	658.2661	392.78918	412.16245	306.2985	811.10144	93.11165	1000.0	1000.0	99999	174.99355	66.36652	371.53403	28.678322	174.99336	66.368065	371.6475	23.420784	-175.15543	14.529432	1.4909278	0.113112725	1.8781047	1.1848233	5.66771	0.35541114	6.90542	4.4519944	2504.708394765854
26	474.02524	200.82901	721.08185	182.3311	691.781	15.9053	725.1314	666.95807	1000.0	1000.0	103999	181.5372	69.615974	350.83246	28.418045	181.53716	69.61667	350.93372	29.314121	-181.71416	13.578613	1.473298	0.1346701	1.990001	1.0822146	5.723286	0.3694644	7.027078	4.692355	2601.162300825119
27	698.05835	46.32411	764.06744	639.6959	813.5165	28.90202	868.5586	748.4322	1000.0	1000.0	107999	185.74329	69.40029	355.24435	19.245031	185.74313	69.40142	361.32578	22.914476	-185.78813	11.322279	1.2526989	0.1290734	1.7160745	0.9634877	5.6405706	0.37266418	7.1755195	4.408462	2701.0689918994904
28	860.41864	90.03374	970.57965	738.6728	1435.4464	239.52061	1759.8097	1001.27576	1000.0	1000.0	111999	183.74821	67.847885	349.53302	8.52857	183.74821	67.847984	359.48975	10.758703	-183.60175	8.91194	1.0736718	0.075744644	1.3207747	0.8639687	5.0949984	0.32631138	6.2357593	4.0627356	2804.6974856853485
29	1490.6438	276.0229	1795.7023	1081.5751	1578.5029	354.88086	2109.5234	1114.1992	1000.0	1000.0	115999	179.18904	65.86879	344.1365	5.944777	179.18877	65.86955	343.8937	12.970233	-178.98944	8.282836	1.0382982	0.06445123	1.3399625	0.8545689	4.7691927	0.26517245	5.7826304	3.929218	2909.6300835609436
