Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	Q1Vals	Q2Vals	LossPi	LossQ	Averagemmd_entropy	alpha	Time
141	218582.38	14598.279	241099.66	200315.64	224946.34	15958.436	248627.55	192701.11	1000.0	1000.0	563999	791.5762	791.5768	-785.918	349.75745	4.0082774	1.2528828	33164.00230932236
142	225151.92	14835.043	246036.7	204153.69	231331.7	11507.606	247693.81	212113.83	1000.0	1000.0	567999	793.0048	793.00494	-787.3145	349.4736	3.9870381	1.2746193	33398.97098851204
143	239616.61	11866.47	252999.53	222320.81	233394.12	15646.2705	258525.2	209727.12	1000.0	1000.0	571999	794.70966	794.7091	-789.08124	355.06097	4.005567	1.2428193	33633.851764678955
144	227973.84	23311.71	253234.23	189890.47	227576.33	25904.797	261004.22	167677.97	1000.0	1000.0	575999	797.23584	797.2343	-791.2597	357.8038	4.00018	1.3313742	33869.38477277756
145	240445.92	14882.547	259647.9	219549.97	234138.62	12363.139	262169.66	215733.31	1000.0	1000.0	579999	799.0793	799.08	-793.3823	353.23065	4.001135	1.2658817	34107.75309872627
146	225682.69	19234.695	251701.67	202805.56	241647.6	19673.99	272223.5	201185.48	1000.0	1000.0	583999	800.5266	800.5253	-794.59875	352.4317	3.9944632	1.2977295	34346.54655742645
147	211657.94	27912.941	256596.78	179895.28	234155.05	17930.146	260249.11	194772.98	1000.0	1000.0	587999	801.0729	801.0729	-795.12726	357.2528	4.0075774	1.3093343	34587.56787967682
148	246943.22	8796.434	256571.31	232756.16	231976.3	20086.084	267283.38	195016.95	1000.0	1000.0	591999	802.42786	802.4277	-796.4646	361.16196	3.9925408	1.3200043	34828.12277650833
149	245286.17	7034.345	251965.67	233496.94	241648.16	17937.596	270679.88	206658.16	1000.0	1000.0	595999	803.1812	803.182	-797.2521	370.18076	3.9978333	1.285364	35068.976843357086
150	250974.53	12697.0205	265442.38	230767.92	246507.72	20482.656	273154.53	206064.4	1000.0	1000.0	599999	803.80865	803.80817	-797.76483	371.68738	4.007507	1.3277465	35307.167416095734
151	228668.48	16420.828	244490.88	202851.02	243071.53	10741.966	262775.56	224810.14	1000.0	1000.0	603999	805.22107	805.21967	-799.18274	361.33212	3.9989405	1.3208244	35548.87119579315
152	226513.61	4330.3643	232916.69	220791.81	235902.58	23085.143	258964.36	183840.06	1000.0	1000.0	607999	805.9736	805.97546	-800.07104	369.96942	3.9959273	1.2893795	35789.38444542885
153	228004.47	9099.267	238036.98	213853.75	235356.47	14322.265	259008.11	209402.53	1000.0	1000.0	611999	807.6052	807.60565	-801.48193	364.38882	4.0021977	1.3447692	36029.08498096466
154	244836.36	29716.771	269341.9	194095.7	239101.6	11220.908	267803.47	227659.34	1000.0	1000.0	615999	808.94727	808.9477	-802.9917	358.85425	4.0033264	1.3019472	36271.3652882576
155	222522.55	12350.694	235623.11	204593.44	248153.75	19182.451	285897.47	224337.0	1000.0	1000.0	619999	808.98065	808.9795	-802.99255	363.83954	4.0028186	1.2883785	36511.381266117096
156	225083.75	23546.451	248964.77	194548.36	242689.3	22063.018	279621.7	207764.0	1000.0	1000.0	623999	808.75305	808.7541	-802.65924	374.25897	3.9971108	1.3095924	36755.70157504082
157	231859.94	15960.197	248129.14	213618.47	257131.75	16918.814	286670.72	233203.61	1000.0	1000.0	627999	809.82666	809.827	-803.63776	375.91513	3.9968045	1.3372427	37001.47144842148
158	245470.33	7926.5786	257831.48	236546.77	250843.3	20056.395	277229.06	214854.08	1000.0	1000.0	631999	810.26624	810.26697	-804.0227	373.23395	4.0019	1.3455229	37248.37876057625
159	235613.08	23043.074	270458.6	208396.83	245794.88	20098.156	282421.8	208961.73	1000.0	1000.0	635999	811.2098	811.2101	-804.9859	372.62845	4.0030293	1.3489248	37499.0337498188
160	251106.25	16726.559	278629.38	234021.62	233804.17	29723.463	281972.12	171399.45	1000.0	1000.0	639999	812.50714	812.50934	-806.1098	377.8345	3.9955313	1.3914686	37749.47724676132
161	253011.66	20593.092	285196.66	234975.83	230439.2	11834.149	249581.86	213813.55	1000.0	1000.0	643999	814.9408	814.93933	-808.6449	383.92944	4.0015163	1.3509783	38001.05035161972
162	227333.89	37952.023	267535.8	166809.56	251494.28	17320.615	271976.84	222567.36	1000.0	1000.0	647999	816.26776	816.2684	-810.186	384.12683	3.9997053	1.3010571	38253.33774971962
163	242699.86	20463.484	265906.3	216901.23	262301.66	12276.44	273654.72	239333.33	1000.0	1000.0	651999	817.05896	817.05896	-810.9784	373.2777	4.001932	1.2895569	38508.18050408363
164	245071.88	7540.7847	251465.58	232684.12	246230.2	18385.123	285395.28	215805.36	1000.0	1000.0	655999	817.38135	817.3793	-811.136	373.0806	3.9995563	1.3312182	38762.53700089455
165	252262.8	10070.633	263859.06	238616.55	239708.58	10308.149	261796.86	226238.8	1000.0	1000.0	659999	818.101	818.10205	-811.76025	380.33444	3.9978545	1.3426958	39016.15284204483
166	244308.69	25013.564	262475.78	201196.5	251141.25	13170.393	270943.53	232099.86	1000.0	1000.0	663999	818.653	818.6506	-812.56775	388.31534	4.001462	1.2643313	39266.547672986984
167	232378.83	28920.695	278623.97	199363.86	252303.16	16445.965	282152.03	218409.6	1000.0	1000.0	667999	817.85345	817.85614	-811.5544	388.08347	4.0009522	1.3317877	39514.20670628548
168	251789.7	9250.563	261836.88	236730.72	255347.08	12780.627	268752.84	228991.62	1000.0	1000.0	671999	819.1781	819.1777	-812.92865	389.57254	3.9991689	1.3067138	39762.913872003555
169	237955.2	13481.186	249884.64	216270.86	242709.67	25024.43	280755.7	184618.7	1000.0	1000.0	675999	819.38947	819.3891	-813.015	388.43744	3.9984787	1.3449416	40008.289615392685
170	251172.03	11389.605	268664.6	238142.56	249188.7	17553.047	275168.62	218001.89	1000.0	1000.0	679999	820.62726	820.62823	-814.12225	387.48788	4.004872	1.365376	40255.22370123863
171	233027.22	16080.15	253627.27	209087.1	243801.25	23637.84	271351.03	202586.6	1000.0	1000.0	683999	820.8726	820.8731	-814.2624	394.2344	4.002091	1.3994856	40498.47170257568
172	241238.77	17044.477	267799.34	224675.61	253583.22	31881.799	287126.25	175734.06	1000.0	1000.0	687999	822.68414	822.6831	-816.2984	398.84518	3.9940114	1.3363767	40741.78983879089
173	255680.05	8015.8813	266770.66	244128.2	253481.12	14465.162	273443.9	220754.23	1000.0	1000.0	691999	823.65466	823.657	-817.00964	403.62994	4.0043015	1.3987752	40982.29214882851
174	266562.53	10675.474	282083.16	252817.53	248211.83	17594.885	282804.5	224630.8	1000.0	1000.0	695999	824.90594	824.9024	-818.35626	403.78107	4.0004845	1.3826482	41222.801938295364
175	248113.08	18609.293	272553.94	221469.1	257454.83	7814.3403	270697.66	246693.0	1000.0	1000.0	699999	826.4191	826.41864	-819.82715	394.00995	3.9934363	1.3730744	41464.389087200165
176	247925.0	7608.059	259816.23	240098.11	263504.8	12593.468	285759.78	236699.45	1000.0	1000.0	703999	826.3826	826.3824	-819.89185	393.26706	4.003664	1.3484063	41703.54430484772
177	253692.9	21660.768	278121.22	224233.8	242435.8	15406.005	272763.5	225196.06	1000.0	1000.0	707999	828.1296	828.12665	-821.59344	392.76822	4.000939	1.3628024	41943.42858123779
178	231760.61	28682.252	268157.56	188564.55	248609.05	17188.342	270228.72	210750.55	1000.0	1000.0	711999	828.0121	828.0119	-821.26483	395.87485	3.9974318	1.4001395	42185.37019777298
179	250495.39	12661.831	264071.47	232651.55	266167.28	23644.477	294170.0	210635.1	1000.0	1000.0	715999	828.81274	828.8125	-822.18115	394.152	4.002068	1.3887099	42426.58669710159
180	258430.02	12494.927	275645.44	241764.2	253032.84	19701.418	274051.2	211315.77	1000.0	1000.0	719999	829.9692	829.9689	-823.15875	400.98132	3.9946694	1.423812	42668.611389160156
181	256956.16	8552.588	270785.34	248356.39	253750.4	11337.332	276234.72	238149.23	1000.0	1000.0	723999	830.70776	830.70856	-823.9345	402.07388	3.992708	1.4186192	42908.80816793442
182	249459.8	10745.261	263712.3	233452.92	250970.9	22170.744	304105.22	225423.1	1000.0	1000.0	727999	832.61896	832.61774	-826.06964	395.9345	4.0091963	1.3663229	43150.8925409317
183	253130.75	22296.379	281305.9	229497.64	231741.38	54930.64	288155.7	91516.484	1000.0	1000.0	731999	835.113	835.11017	-828.236	400.76962	4.009013	1.43171	43391.213487148285
184	246383.92	9324.618	260017.94	233685.83	256319.5	13758.931	276070.6	229503.97	1000.0	1000.0	735999	836.6589	836.65814	-829.776	402.46445	3.9887109	1.4371914	43628.20863890648
185	244666.44	11987.384	263901.9	234027.6	250357.83	28457.486	285067.97	187762.66	1000.0	1000.0	739999	836.8212	836.82135	-830.10736	406.19214	4.0074944	1.3899709	43866.36471748352
186	249014.98	4227.304	254297.1	244677.92	246147.25	19837.115	285781.94	202956.5	1000.0	1000.0	743999	837.8978	837.8945	-830.86865	411.90518	3.999711	1.4486831	44105.55570626259
187	266969.25	8322.75	278172.8	254999.6	263280.7	17444.893	283901.22	235311.03	1000.0	1000.0	747999	837.82104	837.82263	-830.722	411.2496	3.9986355	1.4724338	44343.2302172184
188	253502.0	10361.17	268852.84	239621.92	274829.3	19549.822	296121.16	236428.44	1000.0	1000.0	751999	838.59296	838.593	-831.6386	408.53772	3.9979641	1.4369441	44580.34105062485
189	261566.62	15224.63	277886.88	244267.89	245202.3	19591.219	284787.1	215941.36	1000.0	1000.0	755999	839.84094	839.83704	-832.97565	408.65445	3.9962559	1.4152154	44818.91050863266
190	263913.06	12114.08	280045.72	246780.03	246383.67	25709.623	287067.84	207767.53	1000.0	1000.0	759999	842.2819	842.2804	-835.4678	401.74255	4.0038075	1.4009894	45059.61787009239
191	241153.6	17111.615	262416.34	214820.25	266027.8	14117.648	287121.75	242082.0	1000.0	1000.0	763999	843.7792	843.7789	-837.031	393.69656	3.9951546	1.3998227	45301.059958696365
192	266126.84	13410.919	287833.6	251108.95	259650.16	7979.45	269822.0	245822.9	1000.0	1000.0	767999	845.35675	845.35657	-838.474	395.37656	4.0014997	1.4299822	45540.08596801758
193	256428.64	14271.312	280536.22	245053.42	259739.9	12183.269	276446.38	240793.72	1000.0	1000.0	771999	846.4491	846.44775	-839.37836	401.01746	3.998701	1.4684223	45779.889040231705
194	266563.72	9309.33	276849.88	251431.55	261034.55	13044.322	290593.38	242979.48	1000.0	1000.0	775999	848.389	848.3896	-841.37976	412.95367	4.0011187	1.4446298	46020.83090496063
195	256360.03	4798.503	264065.12	250856.17	268656.94	15026.6455	286822.75	240204.31	1000.0	1000.0	779999	849.793	849.7886	-842.6555	421.0377	3.9962926	1.4772525	46258.398512363434
196	262593.47	19070.64	285094.34	238048.75	264638.75	16332.387	300761.16	247014.6	1000.0	1000.0	783999	849.2287	849.2307	-841.914	425.91	4.004446	1.5090207	46496.21538352966
197	271237.0	9759.786	283849.4	256430.14	255375.9	14828.614	279032.75	235142.5	1000.0	1000.0	787999	850.92377	850.9212	-843.9326	421.7731	3.9994595	1.4384524	46733.93692564964
198	254716.53	18577.773	286497.25	241317.66	261678.8	14107.886	281353.12	239612.98	1000.0	1000.0	791999	853.1521	853.15173	-846.0142	419.3488	4.0051236	1.4957387	46968.26912236214
199	260361.4	4963.2124	266243.06	252502.5	248732.45	26066.123	289370.38	202395.77	1000.0	1000.0	795999	855.2234	855.2208	-848.21387	419.68448	3.9897661	1.4555674	47203.32331752777
200	252802.06	21113.475	282604.88	225095.52	254479.28	26441.15	297228.06	193982.92	1000.0	1000.0	799999	857.1192	857.11816	-850.12805	415.96893	4.002831	1.4373486	47441.96021080017
201	263001.4	8259.327	270711.16	250218.5	253364.45	12372.634	274744.28	238283.12	1000.0	1000.0	803999	858.2952	858.2936	-851.2551	420.2089	4.0020113	1.4410757	47676.17403316498
202	257485.34	17945.246	284303.1	236242.95	255923.58	15505.062	274046.1	219652.33	1000.0	1000.0	807999	859.4672	859.46515	-852.3962	421.2755	3.9999971	1.4493364	47910.33975291252
203	260986.34	12609.807	282010.0	250473.11	250306.55	20145.518	272664.66	198054.8	1000.0	1000.0	811999	859.65936	859.66034	-852.5798	419.10632	3.9969375	1.4542322	48143.60508942604
204	247832.28	11541.279	260739.17	230482.08	239092.05	22963.125	272367.28	206497.78	1000.0	1000.0	815999	860.85944	860.8592	-853.6632	414.0981	3.9996088	1.4866991	48379.89295363426
205	251555.47	6897.9775	263282.78	245690.97	274832.4	13037.114	289399.5	246362.45	1000.0	1000.0	819999	861.87427	861.8731	-854.6885	409.72778	4.00358	1.4679446	48615.01794052124
206	240420.31	20741.662	267914.97	217930.66	264391.44	13896.796	276114.88	234691.61	1000.0	1000.0	823999	862.28766	862.28906	-855.0466	420.90497	3.9949334	1.4796641	48853.218529224396
207	262380.06	9706.26	273151.6	246622.8	257918.45	13757.817	279199.5	237297.03	1000.0	1000.0	827999	864.5271	864.5252	-857.5297	428.02048	4.005859	1.4248881	49090.49822950363
208	261574.88	13215.451	273875.6	242350.97	271910.66	14453.504	295006.56	248651.02	1000.0	1000.0	831999	864.8013	864.8018	-857.2832	424.46164	4.001846	1.5508217	49327.25772047043
209	256264.9	19969.998	276987.38	231438.31	252861.42	18174.785	278166.12	218960.62	1000.0	1000.0	835999	866.0956	866.0958	-858.988	428.5034	3.9949458	1.4547563	49568.01386284828
210	252312.31	10346.829	262261.22	235659.02	255216.83	21179.008	279781.2	198644.1	1000.0	1000.0	839999	867.63495	867.63306	-860.11237	427.9576	3.9963336	1.557825	49806.71662282944
211	247328.17	21939.473	271782.22	213726.75	252092.3	13847.361	274396.53	230605.12	1000.0	1000.0	843999	868.5463	868.5438	-861.517	425.00903	4.0008845	1.4099915	50046.44588184357
212	249696.66	13382.9375	270769.38	233588.56	270061.1	17394.047	298743.9	242025.61	1000.0	1000.0	847999	868.65894	868.65967	-861.3233	420.30408	4.006329	1.496815	50285.723405361176
213	286949.16	7204.692	296507.72	276653.38	260959.62	28434.574	303592.03	220911.53	1000.0	1000.0	851999	868.19934	868.19867	-860.8865	426.91275	3.9961607	1.4625822	50528.78970980644
214	257782.2	21387.31	294657.78	242947.9	267906.56	14032.452	296503.75	245139.52	1000.0	1000.0	855999	868.976	868.97375	-861.11035	426.9533	3.9954853	1.6316665	50769.00312709808
215	252082.0	11241.366	267161.22	236468.45	263658.5	23104.38	282414.9	198803.64	1000.0	1000.0	859999	869.98425	869.98346	-862.7079	428.6274	3.999481	1.4683901	51010.837507247925
216	235687.28	34161.45	274953.9	181716.62	266386.88	18263.889	298671.7	241555.45	1000.0	1000.0	863999	869.8343	869.83307	-862.20807	428.07794	4.00589	1.5563233	51252.639593839645
217	267063.88	5270.1304	275696.53	261556.52	254787.38	16663.484	274099.97	232325.98	1000.0	1000.0	867999	871.0373	871.0383	-863.9452	427.43936	3.9953418	1.4101014	51492.853920698166
218	250376.72	20253.1	275316.22	228348.55	273715.12	26015.117	309115.28	235929.22	1000.0	1000.0	871999	872.1107	872.10913	-864.7111	424.66467	4.002296	1.5014118	51731.726628780365
219	266456.25	11860.558	282026.1	251198.17	274107.6	16863.781	306703.12	245571.55	1000.0	1000.0	875999	871.563	871.5623	-864.25854	444.22733	3.998936	1.4650455	51970.55802845955
220	249625.94	33455.9	294538.94	200172.05	270848.03	34650.93	305924.25	191432.45	1000.0	1000.0	879999	872.85583	872.855	-865.5164	455.4363	4.003737	1.4656672	52208.40067434311
221	271834.12	17627.963	296428.94	252071.42	273115.3	18768.186	319100.12	251098.28	1000.0	1000.0	883999	871.33624	871.3354	-863.8011	452.44998	3.9896846	1.5118895	52445.127452373505
222	257413.72	13810.523	269892.97	234368.39	277113.2	12287.802	294044.28	253025.97	1000.0	1000.0	887999	870.65857	870.656	-863.0967	445.21695	4.0077133	1.5214733	52680.54961299896
223	261293.06	20808.65	285324.6	234142.6	275142.2	14412.1875	302978.1	259934.9	1000.0	1000.0	891999	872.2435	872.24365	-864.75165	438.97824	3.9997494	1.5079544	52915.271154880524
224	281036.53	22909.176	296475.0	241448.9	276322.2	13371.747	293977.66	252403.12	1000.0	1000.0	895999	873.41583	873.41455	-865.82825	433.80176	3.9998643	1.5404503	53150.814368486404
225	269603.84	10941.11	284492.16	253948.25	268664.06	15165.313	289223.88	240132.84	1000.0	1000.0	899999	873.9902	873.98846	-866.7317	436.23587	3.999626	1.4502175	53385.65892505646
226	281683.12	6691.341	291282.84	273699.4	278711.2	19514.031	318269.84	254214.2	1000.0	1000.0	903999	875.50574	875.50275	-868.2299	441.95462	3.998849	1.4393821	53622.323003053665
227	264938.94	27247.826	295614.5	224160.72	276345.25	12201.527	294415.06	259932.62	1000.0	1000.0	907999	875.8123	875.81415	-867.80444	447.90826	4.0001955	1.6352593	53858.40755224228
228	269056.56	6330.602	277710.12	261280.5	259491.97	23108.787	286590.03	214170.58	1000.0	1000.0	911999	877.6795	877.6779	-870.083	445.35995	4.004112	1.5353581	54090.05133795738
229	266331.25	17947.115	295026.6	245631.66	279469.97	20918.342	305826.66	248416.05	1000.0	1000.0	915999	879.46906	879.4692	-872.05475	445.10532	3.9949226	1.4921416	54324.52612495422
230	279403.88	11044.142	297283.6	267054.7	252441.66	35746.754	302861.03	183349.08	1000.0	1000.0	919999	880.20654	880.2065	-872.4025	449.97446	4.0103073	1.5876534	54558.70375919342
231	274489.22	8942.669	289865.3	267777.97	276942.1	15674.927	299526.38	241578.34	1000.0	1000.0	923999	881.9689	881.97015	-874.34625	444.96054	3.9915586	1.5309485	54792.18712258339
232	287886.2	11647.302	303026.66	271050.16	270685.12	16981.63	292453.8	229894.44	1000.0	1000.0	927999	883.13074	883.1287	-875.2145	452.42126	3.9897394	1.6041538	55025.682185173035
233	273128.28	25381.703	297170.5	233905.2	274226.62	11125.466	296518.44	254077.75	1000.0	1000.0	931999	885.0988	885.09595	-877.4086	446.98615	4.0124173	1.546436	55257.959366321564
234	252482.9	24432.527	280294.56	213909.22	266541.3	21256.266	302307.7	232531.42	1000.0	1000.0	935999	885.2219	885.2216	-877.33685	442.26465	3.99856	1.5782568	55490.58055996895
235	278423.84	16180.285	297882.9	254546.34	277464.16	15317.299	296232.2	241144.38	1000.0	1000.0	939999	885.5155	885.51294	-877.5546	444.51907	4.0024686	1.6094699	55723.49244236946
236	271642.94	3249.0618	275217.3	267036.2	264089.0	19861.213	294495.34	226505.11	1000.0	1000.0	943999	886.1933	886.19305	-878.4344	443.82953	4.001029	1.5467424	55956.73134350777
237	284765.84	12055.798	304530.53	273188.25	273526.0	17067.736	295311.44	236816.88	1000.0	1000.0	947999	886.7438	886.74176	-878.5413	452.43106	3.9990737	1.6675755	56192.18185210228
238	271359.97	14365.854	289177.84	253644.6	281554.5	16107.849	307446.38	258159.2	1000.0	1000.0	951999	888.5205	888.52216	-880.8061	466.8002	4.0051684	1.5344194	56427.544103860855
239	268863.75	34825.215	297816.94	209658.84	270502.1	22986.38	297387.44	209102.77	1000.0	1000.0	955999	890.3645	890.3632	-882.68536	465.28806	3.9893503	1.5554109	56665.05773925781
240	279423.06	15159.087	298358.0	259075.12	271416.8	15802.316	300699.3	246467.14	1000.0	1000.0	959999	893.7092	893.7101	-885.80646	461.1106	4.0024223	1.6065905	56901.53172326088
241	276079.56	15573.978	296154.72	258435.45	271435.4	9781.077	289125.44	253608.52	1000.0	1000.0	963999	894.1035	894.1029	-886.18677	461.89706	3.998665	1.579773	57135.4342110157
242	258199.02	8980.832	266333.0	243088.12	266344.2	17048.123	295939.16	243430.89	1000.0	1000.0	967999	894.6102	894.60693	-886.8265	456.70538	4.0000324	1.5492688	57367.38914895058
243	281188.1	9061.285	290554.1	270909.97	279772.56	15970.64	302614.03	260510.9	1000.0	1000.0	971999	895.852	895.8523	-887.96375	461.8744	4.0057287	1.5884266	57602.66876125336
244	277365.7	15130.346	289827.12	251759.11	280730.16	24390.35	305165.66	229466.98	1000.0	1000.0	975999	896.1588	896.1578	-888.2756	459.1654	4.000206	1.5615225	57836.41384983063
245	296205.56	7038.5923	301653.38	284206.6	285076.06	9991.418	309765.53	273101.16	1000.0	1000.0	979999	895.094	895.0934	-887.0272	459.78424	4.000939	1.6126438	58069.62655258179
246	293388.28	6523.6826	301028.66	283737.16	289412.97	19096.861	314274.0	260373.3	1000.0	1000.0	983999	896.5268	896.5247	-888.5974	460.9693	3.999768	1.5838996	58307.134790182114
247	272964.9	23630.9	304784.16	243292.3	279985.88	18592.008	303351.38	247082.69	1000.0	1000.0	987999	898.2396	898.2394	-890.50415	459.56213	4.0027933	1.5278008	58543.09300518036
248	278651.62	4659.7856	285994.8	273363.78	288337.44	18007.186	312438.3	251645.97	1000.0	1000.0	991999	899.3533	899.35266	-891.2811	465.33432	3.993582	1.6218315	58776.38142609596
249	265668.3	11943.871	274217.5	245175.53	282023.97	21662.963	303256.12	223574.53	1000.0	1000.0	995999	901.26337	901.2626	-893.26227	471.57385	3.9956977	1.6011306	59011.160524606705
250	273299.8	18158.082	294194.6	248012.16	287928.8	11924.129	304147.03	267971.88	1000.0	1000.0	999999	902.59033	902.5926	-894.7194	471.22455	4.007383	1.55198	59246.12900662422
251	265666.62	8895.493	273329.8	251044.45	279179.56	21019.447	302274.22	230881.52	1000.0	1000.0	1003999	902.16455	902.16327	-894.20514	472.68338	3.9968584	1.5748184	59480.44281363487
252	283781.7	17509.975	301295.03	257464.36	272095.4	25180.512	307800.66	220889.5	1000.0	1000.0	1007999	903.6584	903.65533	-895.6365	471.64413	4.0055895	1.5804516	59715.44624042511
253	292417.56	2803.7126	295741.5	288140.8	274921.4	25098.924	319853.25	238146.94	1000.0	1000.0	1011999	904.48376	904.4792	-896.09174	473.1978	3.9974895	1.6561852	59951.82317996025
254	276949.62	14633.523	296830.94	259749.28	270565.06	30816.004	304271.0	190844.92	1000.0	1000.0	1015999	904.8303	904.8311	-896.6094	477.59012	3.999528	1.6091148	60188.919409275055
255	264604.88	13188.517	281005.03	246231.11	277469.3	14339.777	293199.3	247644.67	1000.0	1000.0	1019999	906.9006	906.89935	-898.4295	474.18256	4.004625	1.6648271	60427.12600040436
256	296868.66	4526.472	304421.22	292394.22	274056.62	18785.105	302084.1	239060.92	1000.0	1000.0	1023999	908.7815	908.7791	-900.5367	472.25293	3.9976652	1.6131741	60660.21324849129
257	279509.38	15612.946	289011.97	252483.33	289073.2	14933.794	310391.44	265042.16	1000.0	1000.0	1027999	912.6148	912.61554	-904.13135	480.25967	3.99975	1.6743788	60895.98100042343
258	288738.34	11875.239	300802.34	269724.22	273076.9	18750.377	305583.12	247899.72	1000.0	1000.0	1031999	915.1312	915.12915	-906.39264	478.4541	4.000021	1.7278806	61130.79387927055
259	283037.94	26866.656	299894.62	236577.62	284325.94	19235.678	306923.56	251301.5	1000.0	1000.0	1035999	917.01385	917.01373	-908.7049	481.51895	3.9994981	1.614782	61365.535244464874
260	272637.56	8307.327	286560.38	264660.66	282372.06	9596.41	297412.94	263411.44	1000.0	1000.0	1039999	918.98254	918.9844	-910.3331	475.84424	4.0069394	1.6807636	61600.06029510498
261	275631.0	15559.637	291755.03	249949.67	284576.7	14931.321	298466.28	244877.8	1000.0	1000.0	1043999	921.23773	921.2366	-912.59576	478.20023	3.9894736	1.6991146	61834.401604413986
262	275571.94	6522.353	279753.66	264299.75	280265.9	15789.926	305550.88	255270.61	1000.0	1000.0	1047999	923.51874	923.51605	-915.24786	473.87668	4.000633	1.5946548	62069.90207242966
263	265300.53	16873.393	279000.84	236394.77	288588.88	16238.883	311841.5	254507.72	1000.0	1000.0	1051999	925.713	925.7132	-916.7614	471.6733	4.0028596	1.7628192	62304.87828397751
264	266926.8	16696.764	285812.88	242216.12	275386.5	23795.941	307189.72	235116.75	1000.0	1000.0	1055999	928.2232	928.224	-919.3935	478.7675	3.9985752	1.7155331	62538.21505212784
265	284987.66	9601.236	301102.9	277360.66	292298.06	7904.8345	300378.22	276570.47	1000.0	1000.0	1059999	929.39246	929.39325	-920.48083	487.13123	3.9998684	1.7240486	62771.62886285782
266	298626.06	5996.2935	305994.6	291108.1	296737.2	17072.512	317763.7	254373.73	1000.0	1000.0	1063999	930.32904	930.3275	-921.9465	486.74026	3.9982495	1.5881177	63005.77507519722
267	293324.7	11005.624	310292.88	280852.6	291528.06	14798.14	310214.12	263603.28	1000.0	1000.0	1067999	933.2745	933.2735	-924.4291	481.90033	3.997904	1.7053616	63238.947869062424
268	274539.0	11647.579	283983.66	255029.25	299746.25	11975.385	314398.38	278190.62	1000.0	1000.0	1071999	934.9859	934.98645	-926.0774	476.70193	4.0005703	1.7116077	63471.87468123436
269	286930.3	18609.967	305673.84	257144.72	291957.62	18547.812	310305.94	245309.5	1000.0	1000.0	1075999	935.7665	935.7639	-927.1825	476.66205	4.0008574	1.6173201	63705.80956983566
270	279000.25	4040.0474	283783.62	272791.3	295652.1	20250.967	316743.53	258216.11	1000.0	1000.0	1079999	937.4271	937.42816	-928.3575	483.9988	4.0041304	1.7459778	63938.53572154045
271	291238.5	17890.025	310347.94	262280.12	292082.75	12121.231	312268.56	268621.4	1000.0	1000.0	1083999	938.31287	938.31415	-929.441	486.5587	3.9962838	1.6900359	64173.31004047394
272	286905.44	12136.094	301876.62	268455.34	296382.38	15112.512	318057.03	269862.97	1000.0	1000.0	1087999	940.03345	940.0319	-930.9567	492.42575	4.003666	1.7338649	64405.48630571365
273	296567.66	5880.613	305724.1	290441.56	281709.7	22124.117	308300.56	228183.73	1000.0	1000.0	1091999	940.81586	940.81366	-931.893	495.41547	4.0007715	1.6912841	64640.13840126991
274	284347.9	18742.355	301804.16	252725.25	290291.2	12823.255	307897.72	259802.27	1000.0	1000.0	1095999	942.7304	942.73126	-933.8045	493.2043	4.0018106	1.6893727	64872.27022027969
275	288083.03	19477.596	312275.78	267910.62	288182.4	15016.715	312304.25	259062.89	1000.0	1000.0	1099999	944.8566	944.8548	-935.6365	495.7677	3.9990375	1.7520479	65107.60138845444
276	270580.12	10927.495	289214.4	261656.88	281734.34	11206.563	297089.72	256097.28	1000.0	1000.0	1103999	946.39014	946.3912	-937.1305	490.31207	3.9993117	1.7717686	65342.62597990036
277	281327.94	19090.36	301910.84	252322.58	295074.62	8346.387	307105.72	280309.5	1000.0	1000.0	1107999	948.4608	948.45953	-939.5763	490.60645	3.9943871	1.664132	65574.88603878021
278	296307.78	10227.496	305714.53	279771.16	297719.56	20882.3	316356.16	243203.12	1000.0	1000.0	1111999	950.6512	950.6526	-941.13965	493.9684	4.0027995	1.8151087	65810.38572669029
279	293785.8	4785.843	299882.66	286517.44	286269.2	21735.922	319441.47	238248.53	1000.0	1000.0	1115999	952.4801	952.47815	-943.502	505.52338	3.9986563	1.6703491	66044.38208627701
280	295143.4	10356.897	305526.88	277891.34	276504.5	17219.646	303836.38	244128.4	1000.0	1000.0	1119999	954.01465	954.0142	-944.7798	502.54507	3.9995806	1.7491934	66280.13094234467
281	286458.03	16370.731	307062.03	261718.14	285018.8	17620.092	318640.9	258036.08	1000.0	1000.0	1123999	955.3616	955.3591	-945.9821	505.4605	4.006859	1.7705877	66516.40842270851
282	292894.6	15504.359	303931.56	266445.7	283741.78	15383.309	302257.66	257847.4	1000.0	1000.0	1127999	956.55725	956.55786	-947.633	499.2992	3.9944828	1.6496823	66753.50440263748
283	295890.0	9205.828	309187.5	283216.97	297815.8	12888.031	318290.75	270773.06	1000.0	1000.0	1131999	959.37726	959.3775	-950.199	493.63727	3.9966202	1.718521	66991.98307967186
284	276900.62	7561.02	288594.38	269314.78	294491.25	19429.02	312172.78	253993.86	1000.0	1000.0	1135999	962.50146	962.5017	-953.2333	495.28906	4.0066166	1.7367283	67231.47852659225
