Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	Q1Vals	Q2Vals	LossPi	LossQ	Averagemmd_entropy	alpha	Time
285	288698.3	6932.817	295775.7	277195.94	293141.2	19814.764	315373.25	251473.47	1000.0	1000.0	1139999	963.6384	963.63654	-954.2705	503.3571	3.997248	1.7538021	67469.55430316925
286	293708.97	5579.2163	298825.8	284567.28	285280.8	10754.271	302190.47	266903.94	1000.0	1000.0	1143999	966.2608	966.2623	-957.0404	504.6266	3.993444	1.716027	67709.12682032585
287	296512.44	15823.509	316781.22	272555.62	291076.78	14546.788	316779.22	272740.8	1000.0	1000.0	1147999	969.7256	969.725	-960.56274	494.34436	4.0033584	1.6967541	67948.87196993828
288	287486.75	7528.0444	294458.78	274787.3	296174.56	18971.297	314289.47	246381.06	1000.0	1000.0	1151999	970.9681	970.9692	-961.4998	482.91623	3.995186	1.781481	68189.91958761215
289	294610.94	9955.575	309083.25	281460.97	291373.78	20841.424	314076.3	242962.78	1000.0	1000.0	1155999	973.0228	973.0219	-963.5743	483.0414	4.007079	1.7807121	68430.64738416672
290	302156.12	5873.0293	311834.97	296983.4	303360.1	7117.7227	314986.88	290448.75	1000.0	1000.0	1159999	977.2673	977.2671	-967.8959	491.053	3.9968266	1.7552066	68672.23527884483
291	286158.78	21283.451	305302.4	250946.06	289963.88	9672.422	305893.03	272978.38	1000.0	1000.0	1163999	979.6347	979.6348	-970.284	486.1075	4.0003448	1.743771	68912.49835705757
292	297747.25	9042.588	312310.94	288099.2	302229.7	10890.942	321070.56	283044.06	1000.0	1000.0	1167999	981.1295	981.13135	-971.62897	497.19693	3.9961119	1.7783035	69154.3780567646
293	274680.25	14103.929	294340.03	254694.9	297473.47	15540.264	320680.12	276791.62	1000.0	1000.0	1171999	983.17944	983.1803	-973.77264	506.59946	4.00898	1.754594	69395.54834342003
294	286652.56	14551.077	310774.12	273649.62	289133.9	11349.983	305305.03	264517.34	1000.0	1000.0	1175999	985.2185	985.218	-975.67194	508.21	3.9981995	1.7657273	69635.99102330208
295	297015.97	11963.7	310646.56	284535.53	294726.8	21853.531	317862.6	249875.05	1000.0	1000.0	1179999	986.8832	986.88226	-977.3649	507.73123	3.9937353	1.7610916	69876.01335144043
296	299903.8	3988.4663	304455.3	295672.03	284148.94	25607.416	316705.4	224600.89	1000.0	1000.0	1183999	987.0972	987.097	-977.607	509.4018	4.007304	1.7453018	70114.10648536682
297	288802.88	7288.596	295967.47	279021.25	294964.06	15282.109	313785.03	273023.44	1000.0	1000.0	1187999	989.01184	989.01263	-979.30273	512.16077	3.9952388	1.8085427	70352.33981561661
298	293132.44	12477.008	307036.25	274925.72	297248.7	14863.59	323527.56	270741.9	1000.0	1000.0	1191999	990.61646	990.6168	-981.3295	503.84814	3.997801	1.7088842	70589.65260028839
299	287521.16	14025.697	300565.1	266940.25	288184.9	22136.408	320680.53	236799.47	1000.0	1000.0	1195999	993.199	993.1974	-983.8898	504.34845	4.0019636	1.7093235	70826.46740818024
300	294779.25	8852.152	305351.47	280913.03	303325.75	13698.466	324154.66	275826.16	1000.0	1000.0	1199999	995.6464	995.6476	-985.99176	509.11295	3.9965763	1.7945069	71063.0186612606
301	289234.3	10300.984	299087.44	273870.6	293569.8	11564.669	313416.03	277857.97	1000.0	1000.0	1203999	998.3759	998.37305	-988.59564	512.7286	4.0044923	1.8139231	71298.09721302986
302	277293.94	4589.7827	283147.25	270298.8	305044.5	9041.553	313113.78	279742.12	1000.0	1000.0	1207999	998.49554	998.49646	-988.6867	507.61874	4.0005555	1.8190879	71533.3300960064
303	303374.12	8820.667	318445.22	296653.88	298412.2	18203.678	317429.06	257396.97	1000.0	1000.0	1211999	1000.51166	1000.5105	-990.5795	506.26288	4.0003786	1.836728	71765.974224329
304	295669.38	16981.621	316980.06	271793.5	299657.94	20431.145	315190.06	241896.7	1000.0	1000.0	1215999	1003.1014	1003.10034	-993.3726	492.46063	3.991726	1.7808901	71997.2750840187
305	298954.47	4119.3857	304155.25	292842.47	296573.94	19702.871	318652.44	252087.25	1000.0	1000.0	1219999	1004.86615	1004.86505	-995.2535	492.7599	4.0037756	1.7532717	72231.0314757824
306	285368.97	8292.666	297334.66	275174.03	286906.2	9250.099	303657.94	273337.44	1000.0	1000.0	1223999	1005.54395	1005.54175	-995.79266	497.6203	4.0041056	1.7887154	72465.95707941055
307	300000.94	15256.237	317736.66	280745.44	271082.97	38523.188	307722.62	200418.47	1000.0	1000.0	1227999	1007.63654	1007.6354	-997.8009	502.0875	4.0018845	1.807513	72702.25666451454
308	270591.56	26197.502	300740.94	233802.95	291477.8	18045.6	320539.72	260145.67	1000.0	1000.0	1231999	1009.21625	1009.2186	-998.91705	508.50296	3.9879723	1.9265108	72938.0534517765
309	299427.97	14901.076	316474.9	281075.38	287761.47	25184.318	316126.62	235335.97	1000.0	1000.0	1235999	1010.7682	1010.7664	-1001.22186	501.5955	4.002607	1.7331697	73173.96028637886
310	292074.47	13624.685	304464.12	270986.84	298768.34	14513.18	319490.9	264805.75	1000.0	1000.0	1239999	1012.66833	1012.668	-1002.73456	494.5275	4.0013905	1.8441048	73407.15384292603
311	282905.88	19452.236	307017.4	253945.5	303351.2	15929.7705	330717.34	281960.6	1000.0	1000.0	1243999	1015.821	1015.8198	-1006.33813	486.79013	4.002632	1.735291	73641.7853922844
312	307096.72	5316.7134	315377.53	301280.66	293543.56	18725.451	312108.53	256027.33	1000.0	1000.0	1247999	1018.458	1018.45825	-1008.8725	486.5059	3.9986196	1.7511461	73878.66389250755
313	300226.97	11723.861	312520.28	280984.88	284011.5	26196.846	322741.1	229821.97	1000.0	1000.0	1251999	1020.39655	1020.39703	-1010.23376	497.58533	4.0024996	1.8794539	74114.17642498016
314	285248.22	25563.604	321891.53	258539.3	305005.22	14419.213	326912.75	278654.9	1000.0	1000.0	1255999	1022.5136	1022.51013	-1012.2648	502.41672	4.002937	1.9065155	74348.22932958603
315	290101.72	18336.893	314819.03	263409.28	297756.44	13337.035	320909.34	275736.38	1000.0	1000.0	1259999	1023.7155	1023.7163	-1013.8475	508.59973	3.9936113	1.8000613	74581.99163293839
316	293626.88	3910.836	297300.6	287538.75	295964.34	19853.8	322651.06	248548.78	1000.0	1000.0	1263999	1025.0786	1025.078	-1015.0735	510.14682	4.001603	1.831656	74817.38526630402
317	294155.6	13017.8545	308386.75	273976.28	312855.6	14042.234	330283.2	278298.75	1000.0	1000.0	1267999	1027.1139	1027.1151	-1017.2046	502.86282	4.001541	1.8053645	75052.51419901848
318	286737.38	10320.215	300861.8	275410.0	292235.2	19959.326	326684.53	260313.5	1000.0	1000.0	1271999	1028.8068	1028.806	-1018.9334	504.9855	3.9952793	1.7919638	75288.63319468498
319	302223.7	5201.078	309271.62	296292.28	296693.94	17331.086	320482.12	257906.55	1000.0	1000.0	1275999	1028.9652	1028.9656	-1018.9352	503.2515	4.007638	1.8203601	75523.07715964317
320	307316.3	13198.341	322715.7	286467.8	309024.53	17083.084	329002.2	264202.25	1000.0	1000.0	1279999	1030.0804	1030.0789	-1020.0191	499.19812	3.9965162	1.8441341	75757.45089435577
321	297535.38	8236.924	304214.06	283577.94	303649.72	17837.633	321229.62	269041.3	1000.0	1000.0	1283999	1032.6271	1032.6257	-1022.44666	499.89194	3.9959052	1.870449	75991.30621409416
322	298810.53	5463.614	304945.6	292628.28	308063.34	12051.692	325705.94	291439.66	1000.0	1000.0	1287999	1034.8376	1034.8379	-1024.8114	495.8787	3.998753	1.8438765	76224.8235669136
323	290572.7	13673.436	312668.12	277353.12	301511.78	11544.272	321526.47	286033.06	1000.0	1000.0	1291999	1036.9656	1036.9648	-1027.302	503.1538	4.0018587	1.7481842	76459.95183181763
324	294429.97	10719.664	310451.62	283228.84	306054.1	14030.145	319426.8	265721.53	1000.0	1000.0	1295999	1039.3851	1039.3832	-1028.9827	499.84518	3.9989839	1.9331651	76696.61150836945
325	306125.47	9552.943	314486.6	289891.7	306213.44	15234.822	327744.8	272518.2	1000.0	1000.0	1299999	1040.9746	1040.9747	-1030.412	504.9695	3.9996789	1.9510838	76931.16970157623
326	311479.12	4712.261	319527.72	307617.94	299451.78	9968.862	311044.78	273697.44	1000.0	1000.0	1303999	1042.1256	1042.1252	-1031.9279	506.83234	3.9987938	1.850732	77166.66401743889
327	309327.7	9001.502	319154.9	294696.0	296570.0	12765.93	313372.56	266549.72	1000.0	1000.0	1307999	1044.1686	1044.168	-1033.648	497.16068	4.0064087	1.9455649	77402.53509616852
328	307737.0	11351.441	321868.62	290445.2	312344.5	7579.6787	324572.38	300914.47	1000.0	1000.0	1311999	1047.4509	1047.4481	-1037.091	494.4077	3.9938183	1.9147992	77637.23025155067
329	289989.28	14606.159	301081.75	265125.22	297535.56	20515.184	320834.03	252319.1	1000.0	1000.0	1315999	1048.2239	1048.2241	-1038.2772	494.095	3.9931858	1.8024082	77873.39252614975
330	300497.44	4986.2256	307344.94	293976.16	297413.1	12990.297	314118.94	274156.2	1000.0	1000.0	1319999	1050.5292	1050.5282	-1040.2595	498.08456	4.0051775	1.8871276	78108.29768061638
331	298476.22	12317.121	310400.22	280328.62	304838.5	7922.889	314485.25	288339.38	1000.0	1000.0	1323999	1052.6207	1052.6196	-1042.3774	495.2199	4.0043054	1.8834289	78343.95544409752
332	301087.38	8935.459	309983.2	287741.28	307057.34	15882.3	327451.47	273248.3	1000.0	1000.0	1327999	1055.0295	1055.0289	-1044.662	504.03568	3.9984667	1.9078315	78578.21285033226
333	299432.0	8418.0	309639.9	289504.44	302430.88	17303.363	326958.94	273535.1	1000.0	1000.0	1331999	1057.2395	1057.2389	-1046.8525	495.40198	3.9997294	1.9034734	78814.48800444603
334	314790.47	13888.86	324806.2	290848.66	312451.0	9185.374	327351.66	299992.1	1000.0	1000.0	1335999	1059.2173	1059.2177	-1049.1729	493.96564	4.003392	1.8202623	79048.85076284409
335	302972.16	13863.454	325914.8	288846.62	317906.16	6481.658	328526.56	308225.56	1000.0	1000.0	1339999	1061.2625	1061.2621	-1050.9117	497.51672	4.0013156	1.8973081	79283.73438000679
336	292874.47	19311.021	313303.6	264201.78	288470.94	46001.625	327433.88	171478.89	1000.0	1000.0	1343999	1062.673	1062.6722	-1052.7883	499.46017	3.9916391	1.7647483	79520.2969250679
337	299629.12	26317.627	332118.12	258773.27	295318.84	12947.441	315056.53	275648.7	1000.0	1000.0	1347999	1065.1826	1065.1798	-1054.7166	499.25836	4.0025654	1.9188023	79757.93561124802
338	311750.25	9254.589	324334.7	298328.28	294370.06	20932.965	317610.6	250889.94	1000.0	1000.0	1351999	1066.8417	1066.8418	-1056.7426	501.26038	3.999196	1.8182209	79994.76028490067
339	285814.2	12437.986	297114.22	266324.06	301958.53	13217.423	320730.6	276160.44	1000.0	1000.0	1355999	1069.4563	1069.4529	-1058.7755	492.32855	4.002327	1.9767395	80233.826431036
340	311486.66	5282.377	317671.0	303097.7	298178.8	15676.797	322430.6	266514.78	1000.0	1000.0	1359999	1071.147	1071.1456	-1060.8737	489.61554	3.9985206	1.8682677	80473.329423666
341	292068.6	24860.305	328620.72	267569.84	299250.8	14840.3545	317922.06	265955.7	1000.0	1000.0	1363999	1072.4968	1072.4996	-1061.7965	495.58463	3.9997563	1.9842037	80713.04519510269
342	310865.38	3277.8137	314833.88	305960.53	299480.25	17749.682	322510.62	267878.53	1000.0	1000.0	1367999	1075.619	1075.6191	-1065.3406	488.4825	3.9958208	1.8746746	80952.02102470398
343	302328.12	12870.166	320117.8	285156.38	304365.34	13984.478	320575.97	279222.44	1000.0	1000.0	1371999	1077.3347	1077.3341	-1067.1997	484.8925	4.005779	1.8432631	81191.9279820919
344	314159.56	13996.366	326891.8	290504.47	317591.06	7332.1104	329699.34	306482.6	1000.0	1000.0	1375999	1079.5111	1079.509	-1068.941	489.90845	4.0025826	1.9556767	81434.02671408653
345	307157.22	8856.462	314907.12	292288.66	315549.1	13309.439	327036.88	278626.97	1000.0	1000.0	1379999	1080.9916	1080.9897	-1070.605	489.2015	3.9964526	1.8974411	81677.26544332504
346	312613.9	12878.666	323566.4	290767.56	310430.3	20897.47	328596.62	252510.5	1000.0	1000.0	1383999	1084.2183	1084.2205	-1073.7628	489.0148	4.000887	1.9359823	81917.11549043655
347	304557.4	5874.313	309829.38	295281.97	307747.22	12797.376	328223.66	288775.56	1000.0	1000.0	1387999	1086.9387	1086.9385	-1076.3055	488.8181	4.007858	1.9713271	82158.76292848587
348	323121.12	7835.8984	330165.03	310471.53	312914.16	15709.298	329420.8	277442.88	1000.0	1000.0	1391999	1089.1318	1089.1279	-1078.6699	496.30313	3.993097	1.9217705	82397.51125073433
349	306647.34	5603.52	313461.34	297908.2	312156.7	14654.949	326761.47	273364.12	1000.0	1000.0	1395999	1091.0519	1091.0531	-1080.2073	490.69305	3.9969633	2.0196402	82636.9110686779
350	293002.6	16233.167	314675.1	269957.1	313461.88	18196.844	330075.2	277534.6	1000.0	1000.0	1399999	1092.1904	1092.1888	-1082.3168	487.23068	3.9997518	1.7663018	82873.68372225761
351	294307.66	7991.4604	306933.28	287299.9	316233.4	12706.36	343087.72	292375.44	1000.0	1000.0	1403999	1094.0547	1094.056	-1083.3926	488.8342	4.0064263	1.9648099	83111.56293487549
352	301244.12	11889.206	316864.56	283623.1	315996.47	9521.8545	331931.72	302218.94	1000.0	1000.0	1407999	1095.8292	1095.8302	-1084.9572	498.31732	3.990814	2.0154207	83347.51019215584
353	307912.84	10285.519	320822.3	295909.44	320921.1	13383.186	341932.5	297701.75	1000.0	1000.0	1411999	1096.6569	1096.6562	-1085.801	503.9025	4.0049458	2.002194	83582.78365707397
354	291126.22	14819.793	315848.1	276702.25	313366.22	13625.683	327934.38	291062.16	1000.0	1000.0	1415999	1098.2004	1098.1971	-1087.6941	504.0427	3.9996958	1.9294537	83818.69493746758
355	292615.38	7928.179	304431.28	285310.9	292835.1	43588.344	325130.56	183579.69	1000.0	1000.0	1419999	1100.1049	1100.1042	-1089.6161	497.6739	4.0034084	1.9231948	84053.88067388535
356	296075.6	10658.1045	306575.78	279886.3	302345.75	26283.002	332201.62	246737.3	1000.0	1000.0	1423999	1101.3685	1101.3677	-1090.7363	498.04916	3.9993315	1.9529442	84288.52928066254
357	301021.47	16015.49	322164.6	283468.0	296515.2	20362.334	329102.06	261184.67	1000.0	1000.0	1427999	1103.9985	1103.9973	-1093.0754	502.03012	4.001534	2.029568	84525.16671800613
358	300486.4	11595.675	312218.47	281281.06	313613.8	9731.38	331197.75	296797.72	1000.0	1000.0	1431999	1106.7091	1106.707	-1095.698	495.66467	3.9972882	2.0506144	84759.51785182953
359	302861.16	14007.565	318510.5	282455.1	309729.6	16611.072	331279.88	278067.84	1000.0	1000.0	1435999	1107.6827	1107.6833	-1097.1898	484.7172	3.9957924	1.932962	84994.1734046936
360	308274.56	4042.0688	314098.88	303995.66	293364.22	25003.27	329494.8	240274.86	1000.0	1000.0	1439999	1110.6049	1110.6047	-1100.0282	473.1085	3.9974265	1.9517641	85226.5478861332
361	301645.06	16208.205	321103.88	279973.56	299346.5	19016.148	317893.94	252041.0	1000.0	1000.0	1443999	1113.1207	1113.1185	-1102.455	473.31332	4.0047	1.965314	85462.11521911621
362	291551.38	18404.11	318060.2	266446.06	321331.8	6338.655	331892.34	308937.44	1000.0	1000.0	1447999	1114.1285	1114.1268	-1103.1047	478.8547	4.000521	2.0549142	85695.37519407272
363	310268.03	5307.031	316617.1	301916.34	318399.44	12985.201	333662.72	285722.9	1000.0	1000.0	1451999	1115.6389	1115.6396	-1104.9537	476.12494	3.998521	1.9717394	85929.27881097794
364	305412.94	9346.893	314046.44	290857.16	315831.88	10271.102	327193.56	295873.4	1000.0	1000.0	1455999	1118.7256	1118.724	-1108.2415	483.48093	3.9973316	1.9264045	86161.4451687336
365	313162.38	11900.784	327081.0	296540.25	312944.75	7859.6597	323528.47	297651.1	1000.0	1000.0	1459999	1121.7552	1121.7565	-1111.1644	488.02524	4.0058827	1.9501219	86395.90972948074
366	316609.8	6373.672	323237.12	309819.25	307089.22	19232.613	331794.53	258983.84	1000.0	1000.0	1463999	1123.3503	1123.3511	-1112.8671	495.6429	3.9966958	1.9223377	86630.299077034
367	310235.5	8053.283	320340.5	298842.06	317680.56	5539.885	326694.9	307713.38	1000.0	1000.0	1467999	1124.2478	1124.2466	-1113.3824	488.42212	4.0011916	2.0156868	86863.75395321846
368	301313.22	26701.508	324798.56	255927.05	320602.8	9917.643	336873.5	305824.12	1000.0	1000.0	1471999	1124.6039	1124.6023	-1114.1636	477.64493	3.9995244	1.9056265	87096.65720534325
369	311720.12	7499.219	322818.38	302106.94	320895.06	11769.826	333539.44	297909.4	1000.0	1000.0	1475999	1125.4009	1125.402	-1114.5122	481.6406	4.001584	2.002739	87329.9028544426
370	317173.8	7235.063	326967.88	309293.2	320715.7	16649.996	332688.16	272173.03	1000.0	1000.0	1479999	1126.0349	1126.0327	-1115.6161	492.1519	4.001853	1.8859882	87563.98040986061
371	305106.66	16013.233	320883.78	279957.78	307506.06	13674.924	322756.16	282630.25	1000.0	1000.0	1483999	1126.2838	1126.2853	-1115.6143	493.04462	3.9982047	1.9488388	87798.66161942482
372	303705.56	27175.82	322017.47	256743.44	315132.44	9460.954	328161.8	296958.22	1000.0	1000.0	1487999	1128.2719	1128.2695	-1117.7776	486.53442	3.9990575	1.902784	88032.1296889782
373	305735.12	12844.652	314676.7	283642.9	315720.06	17445.105	332969.94	271446.72	1000.0	1000.0	1491999	1128.4772	1128.4755	-1117.9528	484.06488	4.0015182	1.901739	88265.37949109077
374	266327.47	43623.586	318090.62	198199.72	306998.7	13916.373	333104.78	292389.94	1000.0	1000.0	1495999	1130.1404	1130.1406	-1119.7401	490.18845	3.9975505	1.8823489	88500.43479919434
375	297646.62	10346.528	312391.53	284736.72	326296.84	6250.2256	335803.6	313427.53	1000.0	1000.0	1499999	1131.4526	1131.452	-1120.8401	497.00507	3.9912062	1.9351026	88734.36478757858
376	310013.78	6342.4653	320138.6	304316.9	323425.34	6944.717	332003.9	309342.22	1000.0	1000.0	1503999	1132.8385	1132.8373	-1122.2389	479.2946	4.0127363	1.9215759	88967.94181251526
377	324389.44	1557.9812	326932.38	322759.88	322969.06	8424.895	331274.28	308171.0	1000.0	1000.0	1507999	1134.3654	1134.3643	-1123.628	477.1139	3.9992054	1.9769982	89203.85925340652
378	315196.3	7464.8633	325298.12	305087.72	321066.8	7453.318	329010.4	302535.7	1000.0	1000.0	1511999	1136.9379	1136.9365	-1127.0396	474.54187	3.995626	1.7787126	89439.45610404015
379	316173.5	12684.485	326198.16	295037.1	315661.34	20185.846	330746.06	258748.02	1000.0	1000.0	1515999	1139.6597	1139.6586	-1129.143	483.8756	3.999993	1.9227308	89671.3123857975
380	309302.4	10437.893	316145.12	291262.6	322154.6	7016.134	331918.9	305453.66	1000.0	1000.0	1519999	1141.3712	1141.3711	-1130.7834	488.18994	3.9933295	1.9304758	89906.02402329445
381	317415.5	12482.578	331809.2	297407.66	322670.2	8912.713	335513.62	300786.56	1000.0	1000.0	1523999	1143.598	1143.596	-1133.1505	483.2383	4.007386	1.8960695	90140.69799160957
382	316041.47	4781.5537	322204.84	310097.06	311340.94	21094.824	328334.44	252511.56	1000.0	1000.0	1527999	1144.8384	1144.8353	-1134.1826	488.22183	3.9938154	1.9480375	90376.46873545647
383	314232.7	7416.6875	323000.1	303682.44	321397.12	6937.9365	330575.8	308252.5	1000.0	1000.0	1531999	1144.5208	1144.5199	-1133.6824	488.27536	4.008468	1.9971689	90609.81705594063
384	295758.28	20864.016	320464.94	271847.9	314087.1	19050.896	334556.1	261577.95	1000.0	1000.0	1535999	1148.0867	1148.0862	-1137.4034	482.64636	4.001869	1.9609793	90844.69210553169
385	310475.8	11333.696	323669.38	297130.3	320153.1	14136.172	337947.5	296589.22	1000.0	1000.0	1539999	1149.1967	1149.1958	-1138.4515	477.51776	4.0011883	1.9781362	91078.73414897919
386	314940.28	8525.271	324171.16	301156.78	316214.9	14641.667	341290.66	285375.97	1000.0	1000.0	1543999	1151.4717	1151.4695	-1140.7175	472.88843	3.996153	1.983626	91313.59373569489
387	311802.9	7962.966	322404.7	302069.88	317768.25	11507.922	333481.5	295652.25	1000.0	1000.0	1547999	1152.7983	1152.797	-1141.756	482.74857	3.9989183	2.0405283	91548.15905213356
388	262446.8	61867.023	322787.9	161901.98	311998.47	17692.955	336922.78	276436.75	1000.0	1000.0	1551999	1154.7223	1154.7208	-1144.355	477.58307	4.0023456	1.875366	91785.21755695343
389	293855.75	39192.523	326879.22	227872.11	326223.8	9244.684	339425.47	311634.8	1000.0	1000.0	1555999	1156.0864	1156.0887	-1145.2545	478.8147	3.997689	1.9894778	92019.51911044121
390	316986.7	7677.504	325219.1	304401.47	315424.16	20326.041	334944.25	273726.8	1000.0	1000.0	1559999	1157.1436	1157.1403	-1146.2285	487.7361	4.002573	2.015274	92257.40787220001
391	313628.8	11257.333	324077.0	296892.94	316289.72	20006.49	337982.8	278360.4	1000.0	1000.0	1563999	1159.4124	1159.412	-1148.998	489.26276	3.9995012	1.8874857	92491.92212128639
392	314709.56	8170.095	324076.97	303832.25	321053.56	13103.102	339754.06	286056.0	1000.0	1000.0	1567999	1162.1163	1162.1157	-1150.9397	478.10757	3.9964046	2.0984206	92725.73024225235
393	324625.16	7970.4824	334499.1	312443.6	327761.38	8796.096	337000.06	307473.12	1000.0	1000.0	1571999	1164.8486	1164.8463	-1154.1257	473.0115	4.00158	1.9855314	92960.49289178848
394	314129.94	1585.8871	316506.72	312396.6	323079.03	11806.55	334596.22	291087.9	1000.0	1000.0	1575999	1166.3069	1166.3053	-1155.371	464.34882	3.9992173	2.0383472	93196.13012647629
395	298857.22	21344.2	320784.1	263490.28	318452.44	9785.045	333494.16	300018.28	1000.0	1000.0	1579999	1168.2579	1168.2595	-1157.8822	474.65887	4.0002065	1.8800666	93430.48632121086
396	273113.94	29972.611	310813.16	239560.11	322385.44	14547.354	339951.25	293173.9	1000.0	1000.0	1583999	1170.2107	1170.2092	-1158.9886	476.68918	4.000189	2.109114	93662.94752216339
397	311742.5	16901.48	323634.03	282559.22	321240.2	9542.797	332818.8	303658.72	1000.0	1000.0	1587999	1173.639	1173.6403	-1162.9744	477.41357	4.0024853	1.9651939	93898.71859145164
398	326549.06	2109.051	329229.9	323929.2	323288.38	9033.923	338182.06	307647.28	1000.0	1000.0	1591999	1173.9177	1173.9153	-1162.7028	475.84488	3.9922528	2.0945108	94131.7528731823
399	303683.9	17520.537	322342.22	284468.5	313711.47	17265.086	335318.84	291511.7	1000.0	1000.0	1595999	1175.2916	1175.291	-1164.5472	478.9503	4.004113	1.9599478	94367.4108300209
400	291811.56	31652.795	320580.16	239108.56	316502.7	4521.1704	321940.25	307465.28	1000.0	1000.0	1599999	1175.0732	1175.073	-1164.1525	477.3347	4.000887	2.0209823	94604.65060710907
401	310216.9	17681.016	330242.6	289293.2	318977.75	22859.203	341561.06	276448.7	1000.0	1000.0	1603999	1176.3855	1176.3843	-1165.2042	487.04874	4.0023503	2.082666	94838.23552179337
402	315046.12	11040.133	324376.06	296658.78	321716.44	13574.091	338042.22	291864.56	1000.0	1000.0	1607999	1176.879	1176.8799	-1165.9663	479.8853	4.000397	2.0133307	95074.68962049484
403	315973.4	8952.686	324271.72	302456.56	318209.03	15263.206	339306.66	293414.28	1000.0	1000.0	1611999	1178.81	1178.8074	-1168.0135	477.80768	3.9893515	1.9778904	95312.07873034477
404	311065.44	16804.492	327476.94	286415.06	327126.34	11892.7705	342904.88	305063.7	1000.0	1000.0	1615999	1180.4131	1180.4127	-1169.4115	485.5205	4.0130167	2.040604	95546.52466845512
405	302606.12	11335.665	319142.84	287878.88	323397.56	8140.236	333579.94	310742.25	1000.0	1000.0	1619999	1181.7859	1181.7849	-1171.0084	484.8447	3.9922483	1.9812424	95781.72290873528
406	321416.53	3841.6357	327181.1	316690.66	328213.06	11388.952	337690.6	303624.34	1000.0	1000.0	1623999	1183.1835	1183.182	-1172.3445	470.99637	4.001123	1.9985738	96016.57089400291
407	314233.38	7177.7925	322058.6	303340.16	321740.8	10893.126	330337.44	292515.56	1000.0	1000.0	1627999	1184.6826	1184.6824	-1173.5233	477.99683	4.0024643	2.0731146	96251.81435489655
408	301509.12	26879.293	330382.2	274222.75	317693.3	17823.32	340370.38	289411.06	1000.0	1000.0	1631999	1186.7079	1186.7084	-1176.2335	477.26337	3.9986022	1.9076848	96486.01498627663
409	315200.38	10343.1455	326278.62	298259.2	323784.06	9290.934	332784.2	304245.97	1000.0	1000.0	1635999	1187.4958	1187.4939	-1177.0422	482.27606	4.001649	1.8917347	96720.44661402702
410	306978.44	9686.449	316140.28	292366.03	328847.94	14926.776	345264.97	298746.03	1000.0	1000.0	1639999	1189.0043	1189.0039	-1178.6152	483.54086	3.9901054	1.8760897	96955.04073858261
411	315781.3	13828.046	326126.8	292193.5	313466.2	15444.68	326328.78	275720.78	1000.0	1000.0	1643999	1189.9725	1189.9708	-1179.2058	490.23755	4.0067368	1.976128	97189.77049708366
412	306377.88	17604.805	318713.72	276094.66	319757.3	24476.855	340665.12	260547.61	1000.0	1000.0	1647999	1190.927	1190.9249	-1179.836	484.1765	4.000291	2.0467932	97422.35321331024
413	301208.9	14550.385	316892.2	278004.38	320473.7	12467.16	336917.6	289977.2	1000.0	1000.0	1651999	1191.4379	1191.4376	-1180.6108	486.81747	3.99875	1.9938562	97655.53590011597
414	311010.6	21071.178	330177.44	275407.72	322107.8	9079.619	336668.16	302853.8	1000.0	1000.0	1655999	1192.7921	1192.7926	-1181.5133	492.1214	3.9936025	2.0763173	97888.0958583355
415	316532.25	7235.592	327158.66	308209.88	317665.22	16266.62	335394.75	280159.94	1000.0	1000.0	1659999	1193.6958	1193.6963	-1182.1842	488.01895	4.0057864	2.1545541	98121.2267332077
416	321427.3	3349.6284	326827.4	318191.2	327863.28	5079.817	334466.1	320953.06	1000.0	1000.0	1663999	1195.382	1195.3804	-1184.3042	488.51862	3.9966567	2.057336	98354.81924009323
417	306012.06	32616.986	331079.78	249932.47	315559.84	15780.614	337166.66	290339.38	1000.0	1000.0	1667999	1198.0679	1198.067	-1187.418	484.7875	4.0026264	1.9707295	98588.75908875465
418	321841.0	2148.693	325008.3	319181.25	319130.62	12639.717	328850.97	283452.88	1000.0	1000.0	1671999	1200.995	1200.9916	-1189.918	484.69275	4.0015664	2.0624619	98820.71304321289
419	321524.72	14143.84	334497.88	297932.53	330568.28	3646.4004	336684.7	324375.84	1000.0	1000.0	1675999	1202.6914	1202.6935	-1191.5183	481.02307	3.99741	2.071339	99055.93339467049
420	317044.25	11020.34	330005.1	299772.56	336971.16	6422.3853	350019.12	329900.22	1000.0	1000.0	1679999	1204.414	1204.4135	-1193.2332	469.0168	4.0063977	2.098301	99289.32882833481
421	330730.62	1160.6316	332508.16	329469.9	331983.97	3226.7908	338973.97	326940.56	1000.0	1000.0	1683999	1206.5228	1206.5201	-1195.7533	464.66718	3.9973783	1.9991812	99523.48118495941
422	328323.12	2836.4336	331788.2	325461.22	315842.1	15482.83	337612.84	289469.94	1000.0	1000.0	1687999	1211.002	1211.0044	-1200.2821	459.05957	3.9998267	1.989523	99757.99086642265
423	309418.2	11176.849	319596.44	290579.6	335761.38	8208.226	345084.78	315078.6	1000.0	1000.0	1691999	1213.752	1213.7529	-1202.9707	471.58057	3.9968843	2.012828	99992.99518537521
424	327196.8	6964.52	336916.94	320558.44	327033.78	5883.816	334832.3	314129.62	1000.0	1000.0	1695999	1214.9623	1214.9581	-1204.1904	473.45688	4.0000052	1.992062	100227.3726181984
