Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Averagemmd_entropy	Stdmmd_entropy	Maxmmd_entropy	Minmmd_entropy	AverageQ_penalty	StdQ_penalty	MaxQ_penalty	MinQ_penalty	Time
1	119.15275	34.810806	279.522	77.6946	200.60417	45.650833	286.7802	120.45698	24.317074	42.8	3999	27.435064	17.592579	98.11127	-13.505358	27.43528	17.592442	97.74576	-11.973277	-27.32253	5.5362706	0.89459145	0.88649374	4.067672	0.3232894	4.2547884	2.8058858	13.39886	1.9957432e-07	153.23635601997375
2	118.89383	32.921856	247.52798	82.96942	219.06665	23.11676	255.48041	172.51546	24.29697	41.5	7999	227.42068	176.96887	838.3654	-71.19663	227.41978	176.96758	840.4355	-60.008625	-256.49857	96.03861	5.311582	0.45924732	5.723362	3.2031066	62.601265	36.856594	149.3993	10.826024	406.228622674942
3	157.75642	80.915825	459.44644	78.61166	245.6362	47.015003	310.90436	178.41426	32.540985	54.5	11999	1003.4043	618.7466	2578.295	-589.8739	1003.4065	618.7528	2569.6167	-642.7941	-1120.4838	1592.4628	5.6906924	0.03222982	5.770484	5.569736	251.8476	52.462566	360.79898	128.0844	662.1358585357666
4	250.70316	83.021225	623.11005	134.56	274.82724	113.79103	579.953	182.33041	56.25352	65.6	15999	1593.7795	1036.5359	3476.0288	-301.65787	1593.7915	1036.5558	3475.446	-232.79959	-1707.9899	5302.146	5.6492963	0.021783924	5.7147202	5.5587425	329.66934	29.532503	438.49643	240.37207	915.0058124065399
5	289.75415	113.90008	800.62274	150.69763	364.1619	61.61811	446.51376	269.3283	61.6	75.7	19999	1673.7344	1254.0664	3931.0156	-355.8956	1673.7533	1254.1088	3948.3909	-367.1979	-1779.0416	7699.156	5.6446643	0.02091137	5.719705	5.5649567	332.55048	35.38294	471.3513	214.60164	1168.8028490543365
6	304.3881	91.80976	523.7128	98.81763	365.7897	93.014465	568.5743	186.47734	63.73016	76.8	23999	1623.5532	1273.8054	4031.0142	-237.88771	1623.5597	1273.8112	4030.4436	-238.11653	-1714.9612	8632.636	5.6391354	0.022375202	5.708872	5.54271	297.87534	37.21779	454.60095	194.4587	1420.139631986618
7	345.96124	98.97678	631.52094	188.98009	374.4602	75.071045	519.444	252.78021	74.56604	82.6	27999	1380.3145	1135.7721	3961.249	-341.7604	1380.3093	1135.7882	3857.0747	-344.64105	-1443.7152	8338.485	5.6194654	0.022520848	5.6925035	5.532571	237.79697	27.36049	352.16467	169.35808	1673.134361743927
8	298.32367	125.27476	736.06177	123.8226	402.49097	148.43983	736.7682	230.17912	67.62712	88.6	31999	1098.1412	944.3757	3390.221	-217.19728	1098.1332	944.42145	3412.9692	-251.44519	-1149.9578	7584.32	5.620991	0.020752497	5.694515	5.5366855	214.35881	20.938864	303.27875	146.9596	1924.6727004051208
9	378.71863	109.45362	758.4872	174.04593	414.65057	73.29862	531.3117	304.2541	85.319145	92.8	35999	943.5854	846.28827	3558.174	-274.3427	943.6017	846.3205	3575.0686	-239.94492	-989.48157	7519.4395	5.6162653	0.02154732	5.69668	5.539369	207.595	19.717072	289.64215	151.30789	2177.262481689453
10	366.6692	107.06897	585.90466	101.449936	334.7337	63.07437	476.7824	276.36926	76.43396	66.2	39999	888.1264	833.85846	3471.7397	-284.21265	888.1288	833.88214	3472.2773	-300.8738	-931.0655	7269.814	5.60909	0.021046732	5.6928377	5.531553	201.9327	19.368536	267.18094	137.67091	2428.9264471530914
