Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Averagepi_penalty	Stdpi_penalty	Maxpi_penalty	Minpi_penalty	Averagesh_penalty	Stdsh_penalty	Maxsh_penalty	Minsh_penalty	AverageQ_penalty	StdQ_penalty	MaxQ_penalty	MinQ_penalty	Time
1	-411.87613	73.809265	-336.9716	-534.24396	995.5861	3.2411017	1003.50146	991.4452	1000.0	1000.0	3999	1.7524719	3.9444919	18.456846	-42.81299	1.7525373	3.9439461	17.669376	-42.57806	-2.3121865	0.6417596	0.23219304	0.0062358035	0.2569974	0.21242423	0.0017946662	0.0017964083	0.00806303	1.7561976e-07	2.5407481	0.9921656	4.0510845	2.1096511e-07	85.14277577400208
2	-330.66083	57.8132	-257.98178	-401.5581	993.494	3.7226017	1001.9076	987.6142	1000.0	1000.0	7999	11.82065	6.5197096	32.978035	-56.046944	11.820986	6.5211406	33.13545	-56.302658	-12.597504	1.3834922	0.27108753	0.016929202	0.33909506	0.22787307	0.0071858796	0.0017109676	0.01645654	0.0014550157	3.6552222	0.18323605	4.391811	2.917815	197.94572234153748
3	330.0127	663.7707	994.9388	-345.8237	997.89453	4.0802274	1004.988	991.492	1000.0	1000.0	11999	23.093882	6.1949015	50.18074	-50.394188	23.093918	6.195741	50.577625	-44.00127	-23.80837	1.4170076	0.29496363	0.011425636	0.34831604	0.25693616	0.009267786	0.002064922	0.017911153	0.002342013	3.8058715	0.17482038	4.5049057	3.2461216	314.7928500175476
4	996.35016	4.0455375	999.8305	989.4853	995.8242	7.6381	1007.76263	979.17114	1000.0	1000.0	15999	32.586132	5.853796	61.01881	-32.459663	32.586155	5.85537	60.90698	-31.233458	-32.948654	1.0509671	0.30093908	0.01208439	0.34679246	0.2625773	0.010308054	0.0021756673	0.02007246	0.0024372304	3.3460374	0.2232434	4.123686	2.6166065	436.9493865966797
5	1009.109	9.807066	1020.52386	993.4879	1012.2152	12.496335	1026.0697	980.98004	1000.0	1000.0	19999	39.90126	6.3733215	67.90662	-19.091394	39.90136	6.374309	69.448456	-23.414057	-40.026115	0.9017214	0.31331474	0.013095088	0.36623567	0.2717319	0.010309393	0.0021602502	0.01832639	0.0025125972	3.1616216	0.15668459	3.7792284	2.670161	556.5007901191711
6	1001.8487	3.623697	1005.6574	995.93243	992.7064	5.031054	1002.5281	985.3844	1000.0	1000.0	23999	46.23455	8.524998	75.179344	-17.665133	46.23456	8.525678	76.53455	-16.386766	-46.224632	0.89287484	0.32948843	0.012440285	0.3735259	0.28979564	0.010240761	0.0021204292	0.019082047	0.0024999513	3.058747	0.15117487	3.7192583	2.569913	664.3420419692993
7	997.09393	6.7836246	1008.7617	991.93744	997.2118	8.221448	1017.9657	988.6566	1000.0	1000.0	27999	51.716106	11.046442	78.68079	-12.418149	51.71619	11.047015	80.95006	-11.948723	-51.619514	0.8114292	0.3210593	0.011990787	0.37152523	0.2814017	0.009758964	0.0020460004	0.02312455	0.0022667649	2.8133318	0.16397978	3.5062783	2.290851	776.2415373325348
8	995.61945	2.4108887	998.7729	992.3071	987.2993	2.9953427	991.3412	982.9225	1000.0	1000.0	31999	56.42025	13.391202	83.82945	-12.876693	56.42023	13.391755	84.71917	-12.449567	-56.273884	0.7942366	0.30927843	0.01060114	0.3533119	0.27766335	0.009120449	0.0019191639	0.014958268	0.0020872634	2.6981554	0.15375075	3.3144526	2.1377325	885.0615198612213
9	994.74524	3.3952403	1000.36914	991.25464	993.4208	4.5678134	998.14294	981.7672	1000.0	1000.0	35999	60.71744	15.482915	85.94156	-9.0375	60.717514	15.48328	85.55315	-10.832218	-60.533554	0.77530736	0.31102803	0.010021167	0.34797636	0.2790808	0.009077207	0.00198073	0.015209496	0.0020557432	2.6167924	0.17398152	3.2740848	2.099707	1001.9642531871796
10	994.2079	3.203022	998.3317	990.72943	988.81335	3.7711241	993.7297	982.55035	1000.0	1000.0	39999	64.53443	17.472248	88.77403	-9.493964	64.53444	17.47254	87.73054	-9.913022	-64.33321	0.7703683	0.3138496	0.011188474	0.35501572	0.28001726	0.008778248	0.0019503434	0.017336102	0.0019190696	2.6544394	0.19197917	3.4314296	2.0162733	1115.4254987239838
11	985.29926	3.3197575	990.15717	980.9137	988.5272	3.0601041	993.2553	982.49976	1000.0	1000.0	43999	68.06569	19.436808	89.651665	-16.05141	68.065575	19.437199	91.24419	-16.187246	-67.832016	0.78275913	0.32165748	0.010573698	0.36478302	0.29115734	0.009019548	0.0020508808	0.015575121	0.0020228473	2.6306796	0.2183313	3.307794	1.9903915	1223.0768859386444
12	988.2614	2.7956147	991.288	983.7155	991.46484	3.3931422	995.4561	984.0507	1000.0	1000.0	47999	71.01224	21.092722	95.82875	-15.571711	71.01216	21.09296	93.99122	-16.046005	-70.76144	0.79015183	0.3150039	0.011754248	0.36332193	0.27507272	0.008938637	0.0021106447	0.01960918	0.001785971	2.5018003	0.2400875	3.2230725	1.717481	1352.3306684494019
13	992.78015	1.024739	993.6313	991.0659	991.8408	3.5854943	998.3088	987.3988	1000.0	1000.0	51999	73.31017	22.537077	96.106674	-19.888676	73.31019	22.537235	101.58283	-20.009851	-73.05058	0.7700955	0.30759248	0.010402626	0.35789916	0.2762507	0.008502302	0.0020316676	0.01826386	0.001814032	2.4758804	0.24597514	3.3150744	1.676663	1458.0354669094086
14	992.6593	2.9698577	996.8088	988.76794	991.7342	3.4810038	995.34784	982.65704	1000.0	1000.0	55999	75.52754	23.659134	98.4469	-22.539692	75.52753	23.659233	99.529076	-25.955446	-75.25285	0.779324	0.3101296	0.011755038	0.36543408	0.27191612	0.008826099	0.002153728	0.018567672	0.001764082	2.4749868	0.30309534	3.4297419	1.6174957	1576.0070946216583
15	990.4087	2.9168234	992.7158	985.4932	995.2456	2.7141068	1000.236	990.8869	1000.0	1000.0	59999	77.32018	24.740282	100.1475	-33.36616	77.32039	24.73994	100.00747	-32.354828	-77.041794	0.78833336	0.29637203	0.012495559	0.35095367	0.26325107	0.008620704	0.0020981901	0.017020509	0.0017110948	2.3193583	0.30920494	3.3786242	1.4427662	1699.3799142837524
16	993.9161	1.7248476	996.7706	992.1524	995.63525	2.7637908	999.42694	991.4343	1000.0	1000.0	63999	78.723305	25.488346	104.57888	-32.979515	78.7234	25.488317	103.1228	-32.46313	-78.44184	0.8227717	0.28867742	0.012991514	0.34151915	0.2502059	0.008678689	0.0022042994	0.018773178	0.0016661015	2.2080498	0.29546157	3.5874186	1.445768	1812.5236780643463
17	999.9994	6.8137655	1011.44055	994.5839	994.9123	2.8748455	999.7792	991.2979	1000.0	1000.0	67999	79.9453	25.972324	102.17516	-34.196564	79.94543	25.972164	102.194824	-35.16469	-79.661316	0.7805858	0.28342357	0.010790881	0.33418918	0.25060675	0.008480694	0.0022767158	0.017588213	0.0016820177	2.3077629	0.33597726	3.6706753	1.4551288	1919.7439260482788
18	1011.103	16.092943	1038.8734	999.86694	1001.4865	10.246762	1025.6277	991.18677	1000.0	1000.0	71999	81.225784	26.530077	102.246216	-36.629566	81.22578	26.530136	102.62376	-39.630924	-80.94232	0.8409501	0.29573384	0.012096782	0.34962982	0.25395977	0.009237767	0.0025019308	0.023432951	0.0015907516	2.3845747	0.3366534	4.0354304	1.4214882	2026.9944732189178
19	994.2826	2.0730844	997.1807	991.6705	993.20575	2.9859679	999.0701	988.4907	1000.0	1000.0	75999	82.29327	26.819572	111.33551	-41.66263	82.29321	26.81971	118.28546	-40.482925	-82.00236	0.7683478	0.28514308	0.011080497	0.33895865	0.25136763	0.008510979	0.0022504483	0.020687541	0.0014813604	2.3241143	0.28823864	3.4593523	1.5020039	2128.8268914222717
20	995.15283	1.0032552	996.30756	994.01794	998.82996	6.2771006	1015.98627	992.0314	1000.0	1000.0	79999	83.330894	26.984854	105.21421	-38.716034	83.33098	26.984926	103.77558	-38.15936	-83.02827	0.73532593	0.292776	0.010946526	0.34179547	0.26085737	0.008597843	0.0023003414	0.021688484	0.0015376401	2.3491848	0.30536884	3.4209716	1.5052246	2239.2418324947357
21	1014.21576	19.495224	1043.1838	994.3134	1002.653	9.43996	1028.9341	995.4736	1000.0	1000.0	83999	84.39018	27.183958	110.82343	-46.389175	84.39008	27.18381	110.71218	-48.09852	-84.089676	0.78670645	0.29304132	0.012050334	0.34977436	0.26141888	0.009550456	0.0039004984	0.057507455	0.0016625079	2.4107094	0.3292665	4.204362	1.5931827	2351.7734475135803
22	996.8485	4.4899235	1001.9142	989.9349	997.5072	3.9613972	1006.1425	990.99695	1000.0	1000.0	87999	85.29778	27.324205	113.831024	-46.483925	85.29785	27.324299	109.61233	-42.576138	-84.993935	0.7151165	0.2939029	0.011917505	0.34429127	0.2586545	0.008580007	0.0024266324	0.028159384	0.0016442982	2.3101363	0.35330406	3.6263463	1.3798599	2451.5465726852417
