Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
84	2117.6704	141.94725	2274.9688	1892.3014	2997.0522	200.65994	3241.8455	2695.0645	1000.0	1000.0	335999	242.39684	58.101475	517.30194	-32.63448	-243.65297	19.93224	3665.604882478714
85	2295.0022	212.95963	2478.609	1932.7897	2431.6743	111.69839	2651.5667	2299.307	1000.0	1000.0	339999	242.77722	58.334225	528.42914	-51.829895	-244.01593	20.374496	3709.281129837036
86	2366.9302	48.714745	2430.9348	2294.4087	2668.9583	173.14311	3063.803	2403.1338	1000.0	1000.0	343999	243.6426	58.435677	483.75232	-86.22381	-244.86894	19.570675	3753.0285863876343
87	2339.789	173.36815	2542.7966	2134.745	2490.399	104.10406	2614.7104	2276.136	1000.0	1000.0	347999	244.1893	58.987137	478.11633	-29.980848	-245.42972	19.618694	3796.700564146042
88	2258.0034	125.97498	2461.8574	2143.6726	2335.7622	101.20546	2459.107	2100.4583	1000.0	1000.0	351999	245.79494	58.57279	495.52493	-42.66928	-247.06113	19.844585	3840.1750679016113
89	2221.2856	112.30521	2361.7075	2089.6057	2156.212	94.181595	2243.328	1896.3126	1000.0	1000.0	355999	247.03397	58.511982	496.96713	-60.999508	-248.27046	19.365414	3884.031998872757
90	2264.267	138.53525	2490.2056	2116.6733	2512.1304	141.7594	2803.9546	2331.3208	1000.0	1000.0	359999	246.68227	58.687313	508.9759	-97.71814	-247.8221	18.778234	3927.9325137138367
91	2309.169	129.27072	2451.2178	2118.4856	2372.4907	120.582855	2602.9705	2206.8325	1000.0	1000.0	363999	245.41606	59.27155	484.91803	-80.45565	-246.50395	18.783232	3971.672950744629
92	2241.284	144.17245	2478.4067	2117.905	2558.9897	95.57035	2665.367	2326.7402	1000.0	1000.0	367999	245.23906	60.40206	507.3561	-77.93854	-246.40991	18.654846	4015.60431098938
93	2417.646	110.613335	2544.8384	2246.8596	2448.2734	140.51634	2669.9666	2198.7117	1000.0	1000.0	371999	245.7731	59.940994	544.00653	-48.570107	-246.97485	18.800482	4059.202470064163
