Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Averagemmd_entropy	Stdmmd_entropy	Maxmmd_entropy	Minmmd_entropy	AverageQ_penalty	StdQ_penalty	MaxQ_penalty	MinQ_penalty	Time	$\alpha$
1	34066.93	2690.9648	38074.97	30581.16	36449.977	41.16378	36537.125	36386.824	1000.0	1000.0	3999	10.4060755	5.9532356	32.72073	-0.12949906	10.406022	5.9532886	32.85056	-0.14514141	-10.027537	0.21475583	0.35020706	0.012653135	0.38862893	0.32002506	1.5831848	0.8843641	3.195783	1.7261137e-07	154.3829061985016	1.0
2	34939.336	1167.1616	36707.82	33454.977	94350.92	657.64246	95245.26	93165.47	1000.0	1000.0	7999	33.34161	8.805261	64.358185	11.842392	33.341717	8.8050165	64.193146	11.9330635	-32.95834	0.6353776	0.4160402	0.031199936	0.49989223	0.35432938	3.9315634	0.5621007	5.0943646	2.7489996	348.4153552055359	1.0
3	50929.203	14610.182	67753.53	33360.81	80733.86	5940.3037	86626.016	65190.82	1000.0	1000.0	11999	60.5089	11.43459	139.99915	13.843786	60.50903	11.433908	140.9233	14.415405	-60.15352	4.268925	0.75829345	0.18739595	1.1988457	0.4372885	5.2595334	0.32256073	6.496613	4.3852134	536.067952632904	1.0
4	68089.47	2507.0088	72027.836	65326.105	65635.55	4612.4224	74976.63	60802.48	1000.0	1000.0	15999	90.64846	20.604685	216.36678	21.420221	90.6485	20.604712	216.77219	21.860428	-90.486465	11.838586	1.0675459	0.11270394	1.53331	0.8110197	6.6544843	0.7618533	8.764603	4.9155197	726.4473249912262	1.0
5	69807.336	3644.945	75403.06	66071.55	73070.54	3400.908	78889.336	68547.805	1000.0	1000.0	19999	138.80116	42.1687	300.6257	28.879078	138.80116	42.169094	300.23062	29.410593	-139.23558	20.975523	2.0248091	0.3213065	2.8328655	1.0781763	10.5184145	1.1211449	12.934275	7.167821	917.867401599884	1.0
6	68046.11	9041.58	79847.08	57956.258	74797.2	10353.124	87606.1	57612.117	1000.0	1000.0	23999	186.59161	56.01337	346.52176	44.05425	186.592	56.013283	346.86105	45.247192	-186.44435	25.345695	1.3184123	0.23065722	2.2308192	0.96432763	9.954593	0.69587994	12.299024	8.230745	1109.417277097702	1.0
7	71810.71	3817.9402	76671.18	68063.44	76847.805	11762.531	102369.7	62052.66	1000.0	1000.0	27999	213.7895	63.22135	392.6284	67.69486	213.78946	63.221573	392.6405	66.87508	-213.27174	28.007315	1.6168406	0.25945586	2.342822	1.0850431	10.09236	0.56314117	11.878669	8.322231	1301.3601393699646	1.0
8	77612.516	9089.892	88961.64	64133.395	85374.875	10567.255	102088.81	71816.91	1000.0	1000.0	31999	237.94443	69.98896	430.46494	77.01994	237.94464	69.988846	430.95633	78.96404	-237.15117	32.51674	1.3909968	0.19249249	2.0747585	1.024395	10.0032215	0.39666927	11.416816	8.815954	1493.0106015205383	1.0
9	79651.44	12921.16	101401.06	67885.51	86139.914	6704.8115	97068.5	73950.1	1000.0	1000.0	35999	252.05865	71.278435	461.1342	100.577965	252.0587	71.27863	462.238	100.76623	-251.05707	34.50296	1.4115461	0.16418001	1.9340415	1.0799792	10.247222	0.5193317	12.036823	8.76468	1685.1234815120697	1.0
10	90495.62	18200.479	116008.625	71733.695	96501.73	15060.092	127057.85	75787.98	1000.0	1000.0	39999	267.94785	75.35353	485.0076	117.1029	267.94824	75.354454	484.68344	115.19339	-266.90042	38.68785	1.5950792	0.105685204	1.9623717	1.2908368	11.095889	0.39378464	12.634373	9.717927	1875.9864070415497	1.0
11	93166.24	9531.648	107969.516	81341.18	100599.42	9391.646	117681.88	85792.305	1000.0	1000.0	43999	284.38013	79.4316	531.30853	121.7725	284.38043	79.430954	529.46063	121.11629	-283.24762	41.09234	1.6898445	0.13414328	2.17723	1.3351234	11.490644	0.4278472	13.155837	10.121539	2069.075263738632	1.0
12	93258.375	13620.352	109456.06	79139.85	100852.96	14820.02	126015.84	75750.32	1000.0	1000.0	47999	300.97882	84.54648	542.10925	131.68713	300.9788	84.54642	543.528	130.98773	-299.74344	44.0353	1.6970603	0.12925993	2.065217	1.2748865	11.779914	0.40039137	13.286589	10.365288	2260.1173765659332	1.0
13	88751.625	14127.37	109718.0	70260.125	112667.6	12771.742	130341.33	82803.414	1000.0	1000.0	51999	312.55118	88.4963	557.07245	130.9627	312.55145	88.49678	554.79755	127.54385	-311.17575	46.02344	1.6814445	0.122664064	2.062587	1.3338457	11.807818	0.41175073	13.5295725	10.391838	2452.349882364273	1.0
14	90096.52	13943.112	114008.27	79031.95	108319.42	20134.436	134463.42	78895.016	1000.0	1000.0	55999	323.9718	93.4484	570.5554	141.75548	323.97125	93.44903	571.76746	139.19798	-322.54	48.17682	1.7717187	0.11225422	2.2130148	1.4157516	12.225549	0.3923574	13.837864	10.92991	2643.2886130809784	1.0
15	92904.14	18042.973	115711.23	67728.33	97700.88	15585.574	118091.05	74546.36	1000.0	1000.0	59999	333.51074	97.25344	579.3928	144.7766	333.5113	97.25385	578.8413	142.22575	-331.95993	50.773735	1.6829075	0.11197054	2.1451814	1.3787915	12.17907	0.39409783	13.799373	10.616033	2833.1505932807922	1.0
16	81191.53	6812.64	89499.914	71549.26	118314.086	18074.74	137044.5	76527.49	1000.0	1000.0	63999	338.791	101.96554	589.03796	142.99695	338.7907	101.96735	584.8531	145.89221	-337.17606	53.455067	1.710072	0.105312206	2.05295	1.415059	12.599498	0.42963022	14.401469	11.247066	3025.4115002155304	1.0
17	93803.45	23417.873	129103.195	68317.46	110864.17	14513.353	129121.984	79968.77	1000.0	1000.0	67999	342.20535	106.32856	585.3234	145.5155	342.2052	106.32885	587.1591	144.86633	-340.52444	55.012398	1.6343955	0.10623676	2.038563	1.3367767	12.537834	0.40309158	14.184111	11.28218	3216.118376016617	1.0
