Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	Q1Vals	Q2Vals	LossPi	LossQ	Averagemmd_entropy	Stdmmd_entropy	Maxmmd_entropy	Minmmd_entropy	Averagealpha	Stdalpha	Maxalpha	Minalpha	Time
1	-25.705133	73.50076	87.61358	-98.36633	-78.380875	2.3946536	-73.91248	-82.877884	1000.0	1000.0	3999	2.4873734	2.486558	-2.2377446	2.9992192	0.40789428	0.16056655	0.8333289	0.18258846	1.8833227	0.4006874	2.4110768	1.1976671	71.4502010345459
2	-5.326284	127.09177	140.15549	-205.90567	74.928314	78.86064	202.71523	-10.7265215	1000.0	1000.0	7999	29.399662	29.399767	-30.036552	15.721816	1.0708954	0.23149367	1.6526399	0.549423	1.6884395	0.24982126	2.2086442	1.3311185	162.43324184417725
3	-21.00465	64.959984	83.42677	-93.803444	365.6899	44.40779	451.83725	298.9556	1000.0	1000.0	11999	74.02395	74.02304	-74.59944	14.659458	1.6702373	0.1617027	2.0744755	1.1966813	1.4268413	0.07581784	1.6061857	1.277414	254.90919375419617
4	41.26927	195.73033	249.19493	-269.6175	194.16971	81.09873	362.57034	91.14265	1000.0	1000.0	15999	111.16052	111.15941	-111.27648	12.02818	1.8404438	0.08723633	2.1202478	1.57713	1.1465822	0.12552361	1.3811839	0.89030004	348.9860062599182
5	245.95035	248.57814	632.5337	-42.520542	212.19221	173.39284	551.4333	-32.06169	1000.0	1000.0	19999	130.38219	130.38148	-130.25183	13.1417465	1.8338901	0.07575152	2.1028836	1.5720145	1.1268556	0.08897655	1.3947003	0.9424829	443.15104937553406
6	206.16492	133.96306	405.18372	39.059116	-14.6630125	90.88576	163.04933	-125.22803	1000.0	1000.0	23999	141.13757	141.13696	-140.91687	11.738802	1.840173	0.06782798	2.1063666	1.622348	1.0252249	0.06847857	1.1256982	0.8597275	536.7862179279327
7	52.14885	129.81474	261.33185	-95.29723	-136.2996	72.537605	-17.001617	-296.19998	1000.0	1000.0	27999	143.9516	143.95135	-143.72906	9.549504	1.8348094	0.0642526	2.0216212	1.5936368	0.8125021	0.0628969	0.9526293	0.6762289	630.5804963111877
8	244.67014	144.39313	370.4213	15.376722	242.22112	151.50395	609.6166	108.650566	1000.0	1000.0	31999	138.3795	138.37926	-138.0175	9.665557	1.8151357	0.06511479	2.055815	1.5546141	0.7824214	0.04225071	0.87546486	0.6938529	724.1058430671692
9	414.3728	257.88016	827.0483	133.22467	338.84882	161.43439	583.7989	62.83599	1000.0	1000.0	35999	134.93015	134.93027	-134.5431	10.196973	1.8071231	0.0664874	2.0828238	1.5674082	0.7635733	0.032748904	0.8484203	0.6850296	817.552515745163
10	290.03647	72.69334	363.8893	179.80922	-26.452215	307.3575	414.35846	-587.255	1000.0	1000.0	39999	132.55754	132.55731	-132.1171	11.747236	1.7918156	0.07068638	2.0914013	1.5617027	0.86403376	0.054579023	0.9721434	0.764662	911.747905254364
11	330.96515	64.210625	442.0244	288.4288	575.1922	81.031136	679.7545	382.74744	1000.0	1000.0	43999	133.58594	133.58565	-133.03778	12.882509	1.790851	0.07208159	2.0171075	1.5499812	0.9478157	0.04898988	1.0599875	0.83891994	1005.8760249614716
12	312.16235	129.52347	528.8398	201.84723	157.91763	74.13746	273.62952	-19.864656	1000.0	1000.0	47999	133.86996	133.86983	-133.32124	13.10775	1.7904959	0.066427924	2.0311744	1.5370389	0.8773009	0.04199783	0.98169875	0.8003365	1099.6418704986572
13	167.02841	109.494286	354.94305	90.07587	12.8945875	9.770848	30.65145	-1.2811314	1000.0	1000.0	51999	132.66528	132.66519	-132.08543	14.13382	1.7890693	0.07414521	2.0511677	1.5300031	0.91168165	0.052182645	1.0571823	0.81851417	1193.508549451828
14	531.0965	230.80478	832.33636	278.965	376.08737	155.00362	564.09656	-3.292725	1000.0	1000.0	55999	130.19897	130.19928	-129.65967	13.917534	1.7877603	0.07323864	2.018478	1.5452799	0.81239593	0.047103606	0.94246995	0.73786783	1287.1747472286224
15	534.1762	219.26471	737.26526	166.355	466.43857	89.912735	586.0844	249.74495	1000.0	1000.0	59999	126.40892	126.40946	-125.88506	14.09029	1.789076	0.07233851	2.0545702	1.5398248	0.79454225	0.03576437	0.88480973	0.727092	1380.7877111434937
16	197.9137	128.9536	407.18692	74.68729	334.34283	416.994	1135.3248	-158.68188	1000.0	1000.0	63999	123.20648	123.20621	-122.61024	14.252762	1.7889484	0.072762966	2.092536	1.5543245	0.80173415	0.036262102	0.95029527	0.73562324	1474.9349806308746
17	430.79605	195.68295	585.5004	98.15651	499.49722	129.23897	756.0087	318.78827	1000.0	1000.0	67999	119.05977	119.06021	-118.47043	14.417303	1.7862766	0.06691309	2.0288792	1.5662144	0.7835026	0.046048123	0.925143	0.6961746	1569.1639688014984
18	441.4311	170.5418	692.6023	212.23125	275.18115	31.691742	342.28958	236.19351	1000.0	1000.0	71999	116.17966	116.17954	-115.49898	14.833763	1.7820017	0.077618495	2.0379934	1.5107485	0.845899	0.047598854	0.9674861	0.73303646	1663.3281736373901
19	483.0146	204.2342	799.75336	277.03384	156.61063	134.05415	502.81506	26.820799	1000.0	1000.0	75999	113.51278	113.5134	-112.78184	16.027227	1.7789226	0.075408764	2.0668857	1.5102946	0.85116273	0.048468675	0.9812446	0.7739303	1757.50856924057
20	289.16187	46.147976	344.01535	217.20358	553.77094	185.82379	849.1225	306.4373	1000.0	1000.0	79999	110.88171	110.88167	-110.20925	16.900711	1.7788051	0.07375068	2.0667322	1.5367411	0.81754845	0.05416019	0.9459504	0.7160939	1851.0010633468628
21	466.76135	195.61343	716.5209	214.08266	243.52791	187.40001	652.59015	16.935669	1000.0	1000.0	83999	108.72854	108.72815	-107.98591	17.652617	1.7808778	0.07431407	2.0338428	1.5327533	0.8678736	0.03793157	0.96945554	0.7954711	1944.967764377594
22	802.7521	173.74901	959.23663	519.03345	667.0702	220.80641	933.521	235.49158	1000.0	1000.0	87999	105.76619	105.76567	-104.98375	17.720295	1.778673	0.07618216	2.0632467	1.4754374	0.8370104	0.03034708	0.92291236	0.78143567	2038.4953563213348
23	809.1664	390.48788	1437.427	436.4024	739.1747	229.02278	1127.2931	355.34045	1000.0	1000.0	91999	103.57049	103.57017	-102.75203	19.007801	1.7807151	0.0778496	2.1021533	1.533452	0.8554055	0.04520393	0.95437425	0.7494067	2132.3421523571014
24	115.771416	446.06827	614.0105	-491.08246	864.56946	279.84985	1320.2104	442.8248	1000.0	1000.0	95999	101.94857	101.94829	-101.109184	21.462809	1.7830615	0.07433956	2.121641	1.5452347	0.90892357	0.043995913	1.0148968	0.80288565	2226.3527116775513
25	1109.4495	131.08978	1255.5463	978.47687	1025.3196	406.16473	1477.9478	-25.551893	1000.0	1000.0	99999	102.36134	102.36042	-101.436905	22.50697	1.7796665	0.079061	2.0713463	1.5477557	0.95771974	0.03901847	1.0415031	0.869376	2320.296400308609
26	813.1924	237.95425	1090.4343	440.37234	730.3797	682.81116	1671.3318	-99.44731	1000.0	1000.0	103999	102.42633	102.42579	-101.491264	23.515284	1.7785343	0.078524984	2.0316951	1.4672318	0.9324389	0.04376014	1.0572897	0.8501788	2413.9606442451477
27	417.8323	300.4734	696.18787	-49.995182	1167.6377	448.38156	1827.0459	351.4182	1000.0	1000.0	107999	101.83127	101.83137	-100.89355	23.993553	1.7794601	0.075422004	2.0745966	1.5330929	0.91106975	0.037357014	1.0088212	0.8366289	2508.0405292510986
28	717.01404	307.8363	1125.1262	325.14395	970.2961	532.1376	1788.8527	115.18657	1000.0	1000.0	111999	99.79368	99.79332	-98.801765	23.70884	1.7808584	0.066037536	1.9910792	1.565038	0.90978485	0.031462118	0.98923796	0.8343768	2601.5047211647034
29	593.866	251.65092	1012.74774	342.52847	1082.8347	263.99973	1786.9941	803.4393	1000.0	1000.0	115999	99.73029	99.72978	-98.66923	24.70452	1.7801346	0.06771892	2.0144315	1.547992	0.9537727	0.04144564	1.0655107	0.8561586	2695.150950908661
30	1490.0394	413.5956	1879.5687	797.0649	1116.8658	331.34415	1534.334	542.09155	1000.0	1000.0	119999	100.57047	100.5706	-99.5041	24.32794	1.7795932	0.062388614	1.9731807	1.5873747	0.93619066	0.04122669	1.0366665	0.85670054	2788.4584777355194
31	494.3347	580.9962	1416.0876	-13.800546	1645.0101	178.36714	1939.9795	1320.0803	1000.0	1000.0	123999	99.55735	99.55735	-98.42836	25.559023	1.780963	0.068845674	2.0410743	1.5617343	0.9555354	0.035428125	1.027043	0.8437086	2882.2236082553864
32	1347.7935	488.34375	1819.1642	688.4591	1205.3679	758.80676	2162.8533	-120.1698	1000.0	1000.0	127999	98.07466	98.07434	-96.98421	25.814936	1.7790085	0.075626545	2.0396767	1.488827	0.96203464	0.042558856	1.0749743	0.86827457	2976.3500368595123
33	1306.3383	467.4849	1936.2179	717.9666	1194.7949	329.12927	1449.1157	275.42993	1000.0	1000.0	131999	98.43384	98.4335	-97.36769	25.215925	1.780135	0.066659935	1.9914131	1.5455337	0.9522534	0.030865604	1.0165597	0.8516475	3069.353459596634
