Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	Q1Vals	Q2Vals	LossPi	LossQ	Averagemmd_entropy	Stdmmd_entropy	Maxmmd_entropy	Minmmd_entropy	Averagealpha	Stdalpha	Maxalpha	Minalpha	Time
61	3262.718	61.120148	3363.4495	3208.1912	3331.4478	80.63978	3446.232	3226.4766	1000.0	1000.0	243999	256.67987	256.68027	-256.4836	8.499284	1.7003033	0.053619914	1.9117423	1.5074071	0.35056102	0.025305755	0.41055658	0.3024217	5579.1477065086365
62	3262.5737	101.96833	3366.1033	3126.4194	3337.5747	164.01904	3531.0422	2967.0442	1000.0	1000.0	247999	257.8813	257.88132	-257.6895	8.6132765	1.6983038	0.05474643	1.9166445	1.5165412	0.34571576	0.019014198	0.39013946	0.31382477	5671.760458946228
63	3315.142	79.86379	3394.687	3201.3606	3425.5625	69.45005	3625.784	3367.4924	1000.0	1000.0	251999	259.34866	259.34875	-259.12268	8.532674	1.6848587	0.05755355	1.9042573	1.4817374	0.37039542	0.04161908	0.47249818	0.29418483	5763.063041210175
64	3299.7935	114.33544	3466.0396	3143.5532	3479.6099	99.3688	3678.5205	3372.2349	1000.0	1000.0	255999	260.7093	260.70947	-260.4428	8.449128	1.6813442	0.052035794	1.8688433	1.4722164	0.39817956	0.019294372	0.44289842	0.36364284	5855.468439102173
65	3253.7612	176.12247	3517.7173	3052.676	3258.237	141.89961	3490.3806	2973.0774	1000.0	1000.0	259999	262.3763	262.3763	-262.11966	8.830592	1.6784751	0.054542802	1.8460684	1.4762967	0.38484478	0.021282947	0.44601968	0.34409833	5946.930341720581
66	3207.598	121.49323	3357.0637	3022.4998	3240.1262	109.563095	3438.9285	3099.1553	1000.0	1000.0	263999	263.80695	263.807	-263.57764	8.469922	1.6772664	0.055365168	1.8583517	1.4527161	0.36131346	0.025861397	0.40340412	0.3057032	6038.473555326462
67	3071.0125	90.57094	3195.5488	2940.8677	3212.1938	76.98368	3334.7957	3062.7046	1000.0	1000.0	267999	265.00403	265.00427	-264.81897	8.608753	1.6807666	0.053388573	1.8728693	1.4925278	0.33265373	0.013935394	0.36997116	0.3012997	6130.321548700333
68	3394.164	107.7264	3505.3772	3279.8008	3191.2551	35.232323	3270.0264	3138.753	1000.0	1000.0	271999	266.76675	266.7671	-266.6244	8.454558	1.680788	0.054252718	1.8825327	1.4220543	0.32155976	0.010304529	0.35189515	0.2982515	6221.667858123779
69	3312.5483	188.2488	3555.055	3072.875	3363.2134	174.1448	3620.8586	3041.9092	1000.0	1000.0	275999	267.88315	267.88315	-267.6265	8.624276	1.6556726	0.060442224	1.8482078	1.4323736	0.3717303	0.043988083	0.47028437	0.2889995	6313.765471935272
70	3173.7576	125.60456	3294.856	2963.2397	3006.2603	113.155174	3314.0269	2882.3586	1000.0	1000.0	279999	268.77515	268.77527	-268.47818	8.828611	1.6419278	0.0546036	1.8159143	1.4225153	0.39193898	0.017475903	0.43908575	0.34759983	6406.135760784149
71	3197.826	93.95776	3336.838	3072.113	3470.9663	59.816856	3556.2385	3361.998	1000.0	1000.0	283999	269.48956	269.48972	-269.22998	8.629193	1.6399975	0.054172125	1.836417	1.4267519	0.36922887	0.017605029	0.40650213	0.3333147	6496.761052846909
