Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	Q1Vals	Q2Vals	LossPi	LossQ	Averagemmd_entropy	Stdmmd_entropy	Maxmmd_entropy	Minmmd_entropy	Averagealpha	Stdalpha	Maxalpha	Minalpha	Time
84	3181.9346	262.05066	3550.045	2824.652	2475.3213	590.9661	3082.8816	1343.8727	1000.0	1000.0	335999	204.57227	204.57112	-203.21675	28.594614	1.6703016	0.06126466	1.9175512	1.420359	1.2305778	0.048448045	1.3986423	1.1349247	8010.217491149902
85	3366.8564	392.35068	3726.2197	2779.6628	2872.1404	573.367	3631.6174	1657.2408	1000.0	1000.0	339999	207.09586	207.0954	-205.74881	29.380735	1.6696202	0.059367962	1.8873836	1.4538633	1.240454	0.047080856	1.356221	1.151272	8106.1199605464935
86	2721.1135	588.5705	3479.1357	2006.4562	3677.7837	420.51416	4030.3892	2633.7192	1000.0	1000.0	343999	209.61224	209.61148	-208.23125	30.283747	1.6767431	0.06281863	1.9080062	1.4602184	1.2611727	0.06524696	1.4173161	1.1165034	8199.76267671585
87	3200.2817	304.09558	3458.1206	2710.5981	2034.1058	559.5138	2715.5054	1127.376	1000.0	1000.0	347999	211.59102	211.59018	-210.19023	30.744394	1.6808993	0.060235128	1.9356616	1.4626005	1.238045	0.049501043	1.3566705	1.1393971	8295.763020992279
88	2072.5486	617.4731	2770.051	1219.0703	2447.6157	545.6252	3080.7664	1028.498	1000.0	1000.0	351999	213.2786	213.2775	-211.86847	33.155365	1.6891052	0.06504807	1.9350871	1.4380869	1.2804382	0.047281437	1.407711	1.1548958	8392.787370920181
89	2336.158	663.2173	3430.4822	1796.3441	2431.0405	870.0323	3696.5225	1070.3021	1000.0	1000.0	355999	216.27579	216.27557	-214.91878	34.011436	1.716618	0.06107499	1.9037412	1.4867183	1.2702935	0.056311205	1.4626993	1.1749147	8488.245879173279
90	2545.991	1007.7608	3342.5247	816.3098	3378.396	316.93945	3790.045	2740.3328	1000.0	1000.0	359999	218.77637	218.77574	-217.50159	33.380943	1.7194985	0.06189377	1.9960715	1.4918855	1.1999562	0.04103504	1.3395599	1.1214345	8583.790100097656
91	3214.5852	848.26215	3924.72	1769.8037	3605.6226	913.3164	4948.48	2093.0925	1000.0	1000.0	363999	220.94304	220.94244	-219.56488	34.21643	1.7199954	0.060191978	1.958083	1.510453	1.2552875	0.048534315	1.3584634	1.152613	8679.115097284317
92	3064.3318	532.4354	3693.7568	2318.099	3393.011	560.91077	3965.5354	2016.3964	1000.0	1000.0	367999	223.16594	223.16512	-221.76578	35.18025	1.720429	0.060719144	1.9144946	1.4953597	1.2678726	0.04375097	1.3945984	1.1792735	8774.863525629044
93	2956.1716	267.4554	3337.3176	2589.3774	4285.4355	613.50354	4856.4463	3290.157	1000.0	1000.0	371999	224.68016	224.67966	-223.19626	36.06588	1.7250193	0.060639832	1.9547431	1.5333114	1.3266313	0.035791185	1.422623	1.2331146	8870.854607343674
94	3353.5022	351.76376	3804.8406	2853.8909	2877.1165	91.534096	3067.1619	2729.379	1000.0	1000.0	375999	228.1973	228.19696	-226.80966	37.06982	1.7890427	0.067476965	1.9987592	1.5838283	1.2923526	0.08255337	1.4790277	1.1295462	8966.26134133339
95	2734.0525	930.2668	3374.5452	1130.2086	3655.782	718.2548	4255.819	2247.0906	1000.0	1000.0	379999	232.4619	232.4612	-231.1905	36.131577	1.8094904	0.05861345	2.0186625	1.5795885	1.208383	0.06711062	1.3470343	1.057565	9061.771237134933
96	3215.544	433.54318	3652.148	2494.1758	2258.0757	687.21655	3219.0625	1274.6497	1000.0	1000.0	383999	235.29892	235.29822	-234.07802	35.490116	1.8104153	0.061031878	2.0313213	1.5787303	1.1303692	0.04915117	1.2395561	1.0129446	9157.719908475876
97	3223.4912	526.146	3863.5554	2408.3171	4425.3823	133.59833	4530.3374	4032.5364	1000.0	1000.0	387999	235.95554	235.95535	-234.76416	35.300453	1.8097564	0.060689095	2.0273297	1.5634183	1.1127043	0.052963056	1.2318366	0.9884792	9253.346173524857
98	3077.3855	938.8893	4148.9307	1593.8406	2523.7876	539.7119	3065.1423	1157.0348	1000.0	1000.0	391999	237.34583	237.34552	-236.06534	35.499603	1.8109826	0.0619201	2.0299556	1.6006064	1.157032	0.04604875	1.2404519	1.0478729	9350.241309165955
